u,i1,i2,hl,nl
615,,,361,"[665.9730000000001, 66.0, 36.0, 21.78, 42.0, 96.0, 15.84]"
617,,,2353,"[1240.767, 87.12, 161.0, 80.0, 79.2, 156.42, 47.0]"
618,,,4245,"[887.3, 74.0, 243.0, 5.9399999999999995, 31.68, 137.0, 34.0]"
619,,,708,"[444.5, 42.0, 26.73, 14.0, 34.0, 44.0, 10.0]"
620,,,2949,"[491.63399999999996, 41.0, 162.35999999999999, 10.89, 18.0, 59.0, 18.0]"
621,,,2848,"[832.6, 77.0, 28.71, 77.0, 75.0, 157.0, 18.81]"
622,,,1205,"[1544.1, 109.89, 79.0, 103.0, 128.0, 141.57, 49.5]"
623,,,4177,"[463.122, 29.7, 63.36, 47.519999999999996, 24.0, 48.0, 23.759999999999998]"
624,,,3510,"[775.764, 48.0, 25.74, 39.6, 39.0, 72.0, 35.0]"
625,,,2756,"[768.2, 48.0, 261.36, 24.0, 16.0, 51.48, 36.0]"
626,,,648,"[666.072, 66.33, 3.96, 38.61, 51.48, 67.32, 13.0]"
627,,,4177,"[466.191, 21.0, 44.0, 34.65, 88.0, 28.71, 13.86]"
628,,,2138,"[594.693, 66.33, 23.759999999999998, 35.64, 77.0, 103.95, 3.0]"
629,,,344,"[1187.5, 91.08, 192.06, 91.08, 101.97, 156.0, 35.64]"
630,,,647,"[3566.2, 483.12, 365.31, 25.74, 144.54, 167.0, 49.5]"
631,,,1984,"[869.022, 62.37, 75.0, 80.19, 48.0, 72.0, 32.67]"
632,,,4245,"[792.8, 62.0, 335.61, 4.95, 23.759999999999998, 123.75, 33.0]"
633,,,3483,"[1191.9, 121.0, 188.1, 68.0, 55.44, 178.0, 29.7]"
634,,,2342,"[1175.328, 84.15, 95.0, 80.19, 86.13, 127.71, 43.56]"
635,,,4782,"[587.5, 50.0, 62.37, 6.93, 83.16, 33.66, 7.92]"
636,,,4738,"[636.1739999999999, 16.83, 39.6, 28.0, 102.96, 11.879999999999999, 26.0]"
637,,,4642,"[1074.744, 92.07, 24.75, 58.41, 102.0, 174.0, 27.72]"
638,,,1690,"[480.84299999999996, 29.7, 29.0, 73.26, 63.36, 21.0, 13.86]"
639,,,2499,"[1024.353, 64.35, 346.5, 191.07, 84.15, 65.0, 42.57]"
640,,,3300,"[1343.133, 121.77, 54.0, 91.08, 168.3, 143.0, 21.0]"
641,,,3335,"[365.2, 31.68, 104.94, 9.9, 16.0, 64.0, 11.0]"
642,,,882,"[617.661, 40.0, 320.0, 146.0, 14.0, 48.51, 32.0]"
643,,,4286,"[556.875, 63.36, 16.83, 12.87, 66.33, 107.91, 1.98]"
644,,,3314,"[564.102, 20.0, 60.0, 28.0, 32.67, 27.72, 29.7]"
645,,,1752,"[331.6, 13.86, 164.34, 30.0, 22.0, 19.8, 17.82]"
646,,,357,"[799.5, 60.39, 51.0, 59.0, 80.19, 91.08, 20.79]"
647,,,3067,"[2024.847, 149.49, 144.54, 118.0, 121.0, 141.57, 74.25]"
648,,,125,"[2582.217, 186.0, 1088.0, 54.0, 155.0, 151.47, 105.0]"
649,,,444,"[242.2, 29.7, 24.0, 22.0, 11.0, 61.38, 2.9699999999999998]"
650,,,4465,"[178.002, 0.0, 133.65, 0.0, 3.96, 0.0, 13.86]"
651,,,4783,"[303.6, 0.0, 28.0, 37.62, 18.0, 0.0, 19.8]"
652,,,1740,"[541.4309999999999, 31.0, 90.09, 27.72, 88.11, 54.0, 15.0]"
653,,,361,"[753.885, 86.0, 30.69, 47.0, 55.44, 89.0, 11.879999999999999]"
654,,,2819,"[713.5, 42.57, 75.0, 35.64, 100.98, 39.6, 18.0]"
655,,,2155,"[900.306, 75.24, 215.0, 60.0, 82.0, 141.57, 25.0]"
657,,,88,"[332.244, 29.7, 21.0, 41.58, 50.0, 31.0, 3.0]"
658,,,4954,"[266.607, 15.0, 77.0, 24.0, 17.0, 29.0, 13.0]"
659,,,416,"[555.9, 57.42, 42.57, 40.589999999999996, 29.7, 80.0, 11.879999999999999]"
661,,,2468,"[958.3, 49.0, 468.0, 26.0, 19.0, 55.44, 52.47]"
662,,,1934,"[827.2, 73.0, 15.0, 70.0, 100.0, 123.0, 15.0]"
663,,,1684,"[523.611, 39.0, 72.0, 14.85, 78.21, 51.48, 8.91]"
664,,,3459,"[614.0999999999999, 59.0, 98.0, 26.0, 40.589999999999996, 108.9, 13.86]"
665,,,2697,"[554.3009999999999, 40.0, 21.0, 14.85, 30.69, 46.0, 5.9399999999999995]"
666,,,4793,"[656.8, 38.61, 34.0, 58.41, 48.0, 78.0, 25.74]"
667,,,3341,"[394.911, 19.8, 62.0, 129.0, 90.09, 13.86, 6.0]"
668,,,1902,"[653.7959999999999, 7.0, 364.32, 6.93, 28.0, 3.0, 48.0]"
669,,,804,"[669.8000000000001, 74.25, 0.0, 8.0, 103.95, 65.0, 0.0]"
670,,,4814,"[1016.6310000000001, 122.76, 54.45, 47.519999999999996, 48.51, 89.1, 19.0]"
671,,,1038,"[484.902, 70.0, 18.0, 12.0, 20.0, 140.0, 3.96]"
672,,,14,"[391.29999999999995, 27.72, 69.3, 19.8, 53.46, 46.0, 9.0]"
673,,,2,"[3212.4509999999996, 351.0, 355.41, 308.0, 172.26, 303.93, 73.26]"
674,,,647,"[3591.027, 495.99, 323.73, 60.39, 170.0, 185.13, 45.0]"
675,,,3007,"[1288.386, 131.67, 60.0, 50.0, 117.0, 230.0, 23.0]"
676,,,2356,"[1250.3, 118.0, 172.26, 73.26, 141.57, 129.69, 21.0]"
677,,,112,"[427.185, 24.75, 124.74, 14.0, 12.87, 44.55, 21.0]"
678,,,4493,"[2651.2000000000003, 379.17, 21.78, 28.71, 90.0, 195.03, 18.81]"
679,,,4086,"[2233.3, 48.0, 309.87, 221.0, 108.9, 50.49, 148.0]"
680,,,866,"[639.54, 48.0, 85.14, 55.44, 51.0, 20.0, 20.79]"
681,,,2342,"[339.2, 16.83, 82.17, 12.0, 16.0, 33.0, 17.0]"
682,,,1406,"[1014.4, 81.17999999999999, 5.9399999999999995, 34.65, 79.0, 156.0, 31.68]"
684,,,2454,"[1017.6, 103.0, 145.0, 40.589999999999996, 25.74, 101.97, 31.68]"
685,,,4783,"[248.8, 10.0, 27.0, 38.0, 13.86, 4.0, 11.879999999999999]"
686,,,193,"[994.5, 89.0, 24.75, 60.0, 115.83, 74.25, 19.0]"
687,,,4642,"[1211.7, 132.66, 14.85, 49.5, 82.0, 247.0, 22.0]"
688,,,648,"[1135.7, 132.0, 10.89, 53.46, 128.0, 119.78999999999999, 6.93]"
689,,,648,"[656.37, 68.0, 68.31, 28.71, 47.519999999999996, 67.0, 12.87]"
690,,,1646,"[721.5, 52.0, 194.0, 10.0, 62.37, 57.0, 24.75]"
691,,,1854,"[575.0, 62.0, 106.92, 76.0, 11.0, 25.0, 16.0]"
692,,,2949,"[565.2, 23.0, 245.52, 7.0, 9.0, 40.0, 24.75]"
693,,,2549,"[732.006, 22.0, 304.92, 134.64, 29.7, 10.0, 47.0]"
696,,,98,"[797.148, 40.0, 100.98, 27.0, 36.0, 28.71, 43.0]"
697,,,1646,"[985.05, 74.0, 198.99, 37.0, 109.0, 98.0, 26.73]"
698,,,193,"[921.294, 90.0, 96.03, 44.0, 105.92999999999999, 81.0, 14.0]"
699,,,882,"[253.3, 23.0, 45.54, 38.0, 9.9, 46.0, 7.92]"
700,,,276,"[647.8560000000001, 59.0, 32.67, 35.0, 63.36, 59.4, 13.86]"
701,,,2549,"[1125.927, 71.0, 318.0, 149.0, 111.87, 57.42, 41.58]"
702,,,3810,"[306.4, 20.0, 123.75, 12.87, 7.0, 20.0, 15.0]"
703,,,2,"[5631.6, 425.7, 225.72, 388.0, 300.96, 346.0, 211.0]"
704,,,3165,"[1546.2810000000002, 188.1, 128.0, 45.0, 69.0, 266.0, 26.0]"
705,,,1984,"[1047.3210000000001, 93.0, 76.23, 87.0, 61.38, 152.46, 30.0]"
706,,,648,"[534.7, 57.0, 17.0, 33.66, 53.46, 81.0, 6.0]"
708,,,2949,"[395.505, 23.0, 201.0, 7.92, 12.87, 40.0, 19.0]"
709,,,3519,"[557.3000000000001, 55.44, 47.519999999999996, 19.8, 11.879999999999999, 81.17999999999999, 17.0]"
710,,,648,"[740.9000000000001, 55.44, 187.10999999999999, 27.0, 48.0, 75.24, 24.75]"
711,,,4783,"[225.324, 2.0, 13.86, 24.75, 15.0, 4.0, 12.87]"
712,,,3391,"[824.2739999999999, 48.51, 13.86, 54.0, 87.12, 14.0, 28.71]"
713,,,3314,"[406.1, 29.7, 42.57, 13.86, 64.35, 46.0, 6.0]"
714,,,4372,"[4434.606000000001, 308.88, 1270.0, 105.92999999999999, 181.17, 498.0, 200.97]"
715,,,1740,"[662.5, 41.58, 129.69, 31.68, 91.08, 65.0, 18.0]"
716,,,4177,"[962.1, 108.9, 180.0, 52.47, 14.85, 97.02, 26.73]"
717,,,203,"[640.8, 32.0, 176.0, 29.0, 68.31, 42.0, 24.75]"
718,,,708,"[803.385, 70.0, 208.89, 10.89, 31.68, 129.69, 29.0]"
719,,,647,"[3853.2, 481.14, 545.0, 41.58, 151.0, 154.0, 76.0]"
720,,,2658,"[510.444, 16.83, 405.9, 1.98, 0.0, 35.64, 34.65]"
721,,,1646,"[963.072, 59.0, 397.0, 35.0, 20.79, 113.85, 48.51]"
722,,,125,"[3822.8, 178.2, 1363.0, 231.0, 150.48, 134.0, 216.0]"
723,,,2773,"[1711.8, 199.98, 3.0, 24.75, 223.0, 251.0, 2.0]"
724,,,1984,"[891.1, 61.0, 159.39, 75.0, 41.58, 99.99, 35.0]"
725,,,3198,"[400.55400000000003, 13.86, 122.0, 27.0, 45.54, 19.8, 17.82]"
726,,,3685,"[1431.7, 101.0, 33.0, 54.45, 131.0, 158.4, 45.54]"
727,,,4091,"[535.3, 32.0, 80.19, 75.0, 114.84, 25.74, 7.0]"
728,,,3102,"[1191.366, 125.73, 183.0, 95.03999999999999, 91.0, 165.33, 22.0]"
729,,,333,"[1447.776, 135.63, 5.9399999999999995, 19.8, 204.0, 126.72, 17.0]"
730,,,181,"[843.183, 49.5, 318.0, 40.589999999999996, 15.84, 29.0, 31.68]"
731,,,2949,"[497.4, 35.64, 95.03999999999999, 35.0, 22.77, 62.0, 16.83]"
732,,,4665,"[599.445, 42.57, 58.41, 22.0, 24.0, 66.0, 23.759999999999998]"
733,,,193,"[1002.0, 89.1, 199.0, 37.62, 114.0, 104.0, 19.0]"
734,,,4177,"[384.219, 15.0, 177.0, 24.0, 12.0, 23.759999999999998, 25.0]"
735,,,2274,"[475.695, 3.0, 355.0, 13.0, 4.0, 5.9399999999999995, 30.0]"
736,,,740,"[1067.5, 56.0, 237.6, 54.0, 52.0, 49.0, 53.46]"
737,,,193,"[792.594, 93.06, 10.0, 37.62, 105.0, 112.86, 0.99]"
738,,,2342,"[3598.5, 513.81, 52.0, 53.0, 147.0, 256.0, 22.77]"
739,,,276,"[2543.8, 177.21, 1094.94, 59.0, 104.0, 115.0, 115.0]"
740,,,708,"[503.1, 28.0, 39.0, 51.48, 91.08, 19.8, 11.0]"
741,,,145,"[521.1999999999999, 39.0, 67.0, 13.0, 51.48, 58.41, 15.0]"
742,,,193,"[691.0, 75.0, 14.0, 32.67, 102.96, 67.32, 2.0]"
743,,,88,"[614.7, 52.47, 29.0, 12.87, 32.0, 39.0, 18.81]"
744,,,2547,"[452.727, 58.41, 9.9, 23.759999999999998, 29.7, 99.0, 4.0]"
745,,,193,"[670.9, 72.0, 5.0, 33.0, 102.0, 65.34, 2.0]"
746,,,2848,"[593.6, 74.0, 20.79, 67.32, 56.43, 143.55, 4.95]"
747,,,4534,"[495.39599999999996, 27.0, 107.91, 37.0, 72.0, 28.71, 15.0]"
748,,,1740,"[846.648, 49.5, 44.0, 55.44, 172.0, 85.14, 16.0]"
749,,,4814,"[3830.4089999999997, 525.0, 353.43, 47.0, 161.37, 192.0, 57.0]"
750,,,2820,"[308.385, 28.71, 105.92999999999999, 1.98, 4.95, 33.66, 10.89]"
751,,,1646,"[699.732, 50.49, 190.07999999999998, 46.53, 56.0, 58.0, 23.759999999999998]"
752,,,2220,"[4786.353, 236.0, 427.68, 134.64, 184.14, 167.0, 258.0]"
753,,,193,"[4043.6, 542.52, 325.0, 57.0, 239.0, 211.85999999999999, 44.55]"
754,,,4954,"[180.675, 1.0, 92.07, 89.1, 16.83, 1.0, 11.879999999999999]"
755,,,297,"[975.9419999999999, 74.25, 139.59, 46.53, 49.5, 87.12, 38.0]"
756,,,4823,"[593.5, 36.0, 62.0, 27.72, 93.06, 47.519999999999996, 15.84]"
757,,,648,"[515.097, 45.0, 105.0, 17.82, 41.58, 54.45, 12.87]"
758,,,193,"[1285.218, 140.58, 9.9, 66.0, 199.98, 132.0, 1.98]"
760,,,297,"[770.0219999999999, 51.0, 127.0, 36.0, 47.519999999999996, 44.0, 32.67]"
761,,,125,"[2454.4, 171.27, 1148.0, 63.0, 116.0, 111.87, 108.0]"
762,,,1601,"[1345.5, 77.22, 175.23, 36.63, 206.91, 84.0, 34.65]"
763,,,125,"[4278.78, 308.0, 2144.34, 63.36, 132.0, 184.14, 204.0]"
764,,,4128,"[1712.8980000000001, 200.0, 24.0, 27.72, 118.0, 277.2, 24.0]"
765,,,2949,"[333.7, 30.69, 96.03, 16.83, 13.86, 57.0, 9.0]"
766,,,1034,"[988.6, 101.0, 74.0, 62.0, 130.68, 120.0, 7.92]"
767,,,3459,"[447.0, 46.0, 9.0, 23.0, 38.0, 73.0, 7.0]"
768,,,1605,"[351.79999999999995, 29.0, 101.97, 35.64, 17.0, 42.0, 10.89]"
769,,,2355,"[671.616, 36.0, 233.64, 19.0, 14.85, 18.0, 36.0]"
770,,,648,"[874.566, 61.0, 49.5, 25.0, 83.16, 71.0, 27.72]"
771,,,484,"[355.09999999999997, 27.72, 65.34, 7.92, 43.56, 23.759999999999998, 8.91]"
772,,,4493,"[2334.7000000000003, 339.57, 1.0, 13.86, 61.38, 151.0, 17.0]"
773,,,648,"[732.2040000000001, 85.0, 24.75, 32.67, 70.0, 99.99, 6.93]"
774,,,786,"[527.175, 7.92, 422.0, 30.69, 7.92, 2.9699999999999998, 38.61]"
775,,,3337,"[781.7, 80.0, 21.0, 39.6, 45.54, 112.86, 17.82]"
776,,,4352,"[102.7, 8.91, 3.96, 3.96, 12.87, 17.82, 0.0]"
777,,,2756,"[1012.4730000000001, 85.14, 322.74, 17.0, 31.68, 149.49, 37.62]"
778,,,630,"[506.97900000000004, 28.0, 193.05, 28.71, 13.0, 19.8, 25.0]"
779,,,4301,"[3916.44, 504.0, 333.0, 25.74, 170.28, 183.0, 69.0]"
780,,,903,"[728.5, 18.0, 34.0, 49.0, 86.13, 16.0, 34.65]"
781,,,14,"[825.462, 53.0, 22.77, 23.759999999999998, 104.0, 55.0, 20.79]"
782,,,2280,"[433.224, 17.82, 251.0, 12.0, 7.92, 34.65, 27.0]"
783,,,2280,"[421.54200000000003, 34.0, 155.0, 8.0, 26.0, 37.62, 13.86]"
785,,,708,"[266.508, 15.0, 33.0, 6.93, 11.0, 8.91, 11.879999999999999]"
786,,,908,"[724.9, 73.0, 5.0, 39.0, 107.0, 70.0, 4.0]"
787,,,2274,"[528.7, 32.67, 139.0, 33.0, 26.73, 68.0, 15.0]"
788,,,3335,"[394.8, 41.58, 13.86, 57.42, 56.43, 62.37, 0.99]"
789,,,4270,"[547.2, 58.41, 27.72, 67.32, 41.0, 89.1, 8.91]"
790,,,4349,"[786.852, 73.0, 14.85, 15.84, 42.0, 112.0, 22.77]"
791,,,416,"[1003.9590000000001, 76.23, 77.0, 100.98, 59.0, 123.0, 35.0]"
792,,,4333,"[621.5219999999999, 29.7, 326.0, 154.44, 25.74, 26.73, 35.0]"
793,,,4932,"[150.8, 12.87, 52.0, 0.0, 2.0, 6.0, 5.9399999999999995]"
794,,,3300,"[1057.914, 69.0, 66.0, 67.32, 93.0, 86.0, 37.0]"
795,,,740,"[902.0880000000001, 26.73, 523.0, 153.0, 23.759999999999998, 9.9, 60.39]"
796,,,4493,"[2413.8, 346.5, 17.0, 13.86, 67.0, 152.46, 20.0]"
797,,,3510,"[491.337, 34.65, 23.0, 12.87, 24.75, 46.53, 16.83]"
798,,,3676,"[766.1, 51.48, 200.97, 43.56, 96.0, 74.25, 20.0]"
799,,,4106,"[538.758, 60.0, 66.33, 24.75, 5.9399999999999995, 36.63, 14.85]"
800,,,708,"[847.836, 78.0, 49.5, 68.31, 50.49, 102.0, 25.0]"
801,,,2355,"[781.3, 58.0, 24.0, 5.0, 55.44, 24.75, 21.78]"
802,,,2697,"[592.02, 8.0, 51.0, 0.0, 29.7, 4.0, 25.74]"
803,,,125,"[2583.6, 185.0, 1081.08, 63.0, 81.0, 156.0, 118.8]"
804,,,4683,"[675.3, 45.0, 32.67, 26.0, 56.0, 72.27, 25.0]"
805,,,2975,"[459.75600000000003, 15.84, 22.77, 32.67, 26.0, 27.72, 25.0]"
806,,,284,"[923.1, 108.0, 12.87, 39.6, 113.85, 125.0, 3.0]"
807,,,4642,"[1133.2, 113.85, 7.0, 51.48, 90.09, 221.76, 23.0]"
808,,,388,"[339.20000000000005, 7.92, 35.64, 18.0, 72.27, 5.9399999999999995, 11.0]"
809,,,2274,"[664.29, 31.0, 161.37, 31.0, 95.0, 21.0, 16.0]"
810,,,2511,"[1823.877, 149.0, 329.67, 61.38, 198.99, 250.47, 47.0]"
811,,,2645,"[844.7669999999999, 48.0, 36.0, 48.51, 156.0, 64.0, 18.81]"
812,,,647,"[4371.9, 597.0, 318.78, 33.0, 261.36, 237.6, 43.56]"
813,,,3958,"[4172.652, 397.98, 1204.83, 122.0, 139.0, 777.15, 140.58]"
814,,,3728,"[327.888, 18.0, 39.0, 21.78, 67.0, 22.77, 7.0]"
815,,,4642,"[943.866, 101.0, 26.0, 42.57, 59.0, 199.0, 20.79]"
816,,,3456,"[729.729, 67.0, 24.75, 57.0, 88.0, 94.0, 13.0]"
818,,,2949,"[609.1469999999999, 48.51, 108.9, 13.0, 20.0, 90.0, 23.0]"
819,,,4642,"[1823.1, 103.0, 5.9399999999999995, 79.2, 110.0, 163.35, 81.17999999999999]"
820,,,2155,"[591.1, 53.46, 41.58, 69.3, 85.14, 63.36, 7.0]"
821,,,125,"[2310.1, 160.0, 1128.6, 32.67, 72.0, 95.0, 108.9]"
822,,,2274,"[1276.6999999999998, 24.0, 139.59, 48.0, 53.46, 10.89, 75.24]"
823,,,238,"[456.4, 32.67, 134.64, 24.0, 15.84, 27.72, 18.0]"
824,,,3823,"[504.999, 39.6, 35.64, 71.28, 60.39, 60.39, 13.0]"
825,,,4143,"[622.908, 41.0, 124.74, 16.83, 70.29, 60.0, 18.81]"
826,,,2549,"[938.7, 56.0, 319.77, 176.0, 96.0, 38.0, 31.68]"
827,,,923,"[408.672, 19.8, 22.77, 82.0, 24.0, 38.0, 19.8]"
828,,,1755,"[739.4309999999999, 55.0, 21.0, 35.64, 73.0, 70.0, 22.0]"
829,,,3102,"[1214.2, 134.0, 8.91, 99.0, 100.0, 182.16, 16.83]"
830,,,2274,"[324.5, 6.0, 147.0, 29.7, 10.89, 2.0, 13.86]"
831,,,2342,"[453.7, 32.67, 63.36, 19.8, 29.0, 48.0, 16.0]"
832,,,2274,"[355.5, 8.0, 149.49, 28.71, 8.0, 3.0, 16.0]"
833,,,953,"[908.8199999999999, 48.0, 39.0, 42.57, 120.78, 36.63, 30.69]"
834,,,125,"[2188.593, 152.46, 1117.71, 31.68, 66.0, 92.07, 106.0]"
836,,,908,"[311.4, 2.0, 139.0, 5.9399999999999995, 6.0, 3.96, 14.85]"
837,,,647,"[3693.9, 489.06, 386.1, 26.73, 157.0, 154.0, 57.42]"
838,,,2210,"[3200.967, 260.0, 245.52, 349.0, 210.87, 350.0, 105.92999999999999]"
839,,,532,"[550.2, 26.73, 31.68, 32.67, 101.97, 33.0, 11.879999999999999]"
840,,,4880,"[797.742, 51.0, 309.0, 139.59, 69.0, 24.0, 32.67]"
841,,,284,"[544.9000000000001, 63.36, 12.0, 13.0, 63.0, 97.0, 1.0]"
842,,,3459,"[3708.243, 513.0, 323.0, 44.0, 171.27, 218.0, 49.0]"
843,,,1263,"[527.769, 27.72, 256.0, 13.0, 9.9, 47.519999999999996, 29.0]"
844,,,4932,"[339.86699999999996, 28.71, 15.84, 19.0, 23.0, 39.6, 10.0]"
845,,,4270,"[585.585, 51.0, 18.0, 61.38, 33.0, 108.0, 18.81]"
846,,,1252,"[631.224, 27.0, 359.37, 154.0, 33.66, 11.0, 36.0]"
847,,,361,"[564.2, 57.0, 163.0, 16.83, 29.0, 81.0, 13.86]"
848,,,3782,"[135.63, 9.0, 1.98, 7.0, 15.84, 18.0, 2.9699999999999998]"
849,,,4270,"[3527.766, 492.03, 325.71, 55.0, 156.0, 193.0, 45.0]"
850,,,4434,"[550.6, 42.0, 19.8, 31.0, 53.0, 69.0, 15.0]"
851,,,1252,"[370.2, 17.82, 130.0, 38.0, 46.0, 14.0, 13.86]"
852,,,2274,"[402.4, 15.0, 179.0, 17.0, 8.91, 5.9399999999999995, 17.82]"
853,,,960,"[487.17900000000003, 31.68, 80.0, 24.75, 43.0, 47.519999999999996, 16.0]"
854,,,1653,"[1190.3000000000002, 142.0, 11.879999999999999, 99.0, 153.0, 204.0, 3.96]"
855,,,1740,"[599.0, 46.53, 44.0, 39.0, 89.0, 88.0, 10.89]"
856,,,1355,"[317.592, 21.78, 172.26, 5.9399999999999995, 3.96, 41.58, 13.86]"
857,,,740,"[908.226, 18.0, 445.5, 35.64, 25.74, 11.879999999999999, 63.36]"
858,,,973,"[75.24, 0.0, 9.9, 3.0, 3.96, 0.0, 5.0]"
859,,,2274,"[657.36, 31.0, 141.0, 39.0, 22.0, 12.87, 28.71]"
860,,,297,"[1304.1, 86.13, 83.0, 88.11, 195.03, 81.17999999999999, 31.68]"
861,,,2342,"[486.585, 11.879999999999999, 62.0, 32.67, 52.47, 22.77, 24.0]"
862,,,238,"[279.97200000000004, 21.0, 25.74, 11.879999999999999, 15.0, 19.8, 9.9]"
863,,,4086,"[1690.92, 25.74, 281.0, 199.98, 88.11, 41.0, 117.0]"
864,,,4814,"[605.2860000000001, 65.34, 39.0, 32.0, 36.0, 66.0, 12.87]"
865,,,4091,"[791.406, 28.71, 25.0, 63.36, 240.57, 21.0, 8.0]"
866,,,648,"[3775.6620000000003, 522.0, 320.76, 41.58, 178.2, 203.0, 49.0]"
867,,,4245,"[660.3000000000001, 61.38, 198.0, 4.95, 25.74, 125.0, 20.79]"
868,,,3601,"[807.9, 44.55, 303.0, 26.0, 22.0, 83.0, 40.589999999999996]"
869,,,648,"[663.5, 63.0, 15.0, 60.0, 78.0, 65.34, 11.0]"
870,,,505,"[511.1, 28.0, 15.84, 32.67, 102.96, 33.66, 8.91]"
871,,,4945,"[1565.586, 116.82, 240.57, 71.28, 103.95, 170.28, 55.0]"
872,,,125,"[2913.57, 233.0, 1076.1299999999999, 64.0, 122.0, 247.0, 118.8]"
873,,,4894,"[561.2, 34.0, 236.60999999999999, 17.0, 25.74, 67.32, 24.75]"
874,,,284,"[396.495, 39.0, 38.0, 15.84, 38.61, 40.589999999999996, 7.0]"
875,,,2586,"[534.5, 37.0, 13.86, 19.0, 72.0, 60.0, 12.87]"
876,,,1485,"[498.79999999999995, 6.0, 58.41, 1.0, 4.0, 13.0, 7.0]"
877,,,1089,"[1084.4460000000001, 68.0, 276.0, 56.0, 163.35, 95.0, 28.71]"
878,,,3431,"[366.8, 36.63, 142.0, 145.53, 0.99, 42.57, 11.879999999999999]"
879,,,2274,"[468.86400000000003, 12.87, 161.0, 14.85, 19.8, 21.0, 20.79]"
880,,,193,"[738.0, 76.23, 12.87, 63.0, 110.88, 67.32, 2.9699999999999998]"
881,,,3510,"[749.8, 41.0, 34.0, 30.0, 48.51, 49.0, 33.66]"
882,,,2949,"[683.595, 47.519999999999996, 115.83, 33.66, 92.0, 83.0, 17.0]"
883,,,1984,"[1001.8000000000001, 76.0, 72.0, 81.0, 58.0, 83.0, 34.0]"
884,,,953,"[801.5, 68.31, 44.0, 38.0, 120.78, 72.27, 11.0]"
885,,,3888,"[3123.8, 399.96, 45.0, 231.0, 286.11, 702.0, 18.0]"
886,,,3510,"[758.736, 43.56, 49.5, 88.0, 67.32, 29.0, 28.71]"
887,,,4245,"[1078.1, 70.29, 197.01, 19.8, 74.25, 129.69, 42.0]"
888,,,297,"[4003.3, 524.0, 335.0, 60.0, 175.23, 189.09, 65.34]"
889,,,1464,"[171.0, 12.0, 31.68, 14.0, 8.0, 24.0, 7.92]"
890,,,4177,"[622.7, 39.0, 48.51, 45.0, 37.0, 64.0, 28.71]"
891,,,740,"[777.7439999999999, 11.879999999999999, 231.66, 42.0, 31.0, 7.0, 54.0]"
892,,,1646,"[1081.476, 92.0, 313.0, 6.0, 24.75, 179.0, 42.57]"
893,,,4893,"[571.23, 43.56, 167.0, 18.81, 11.879999999999999, 58.0, 23.0]"
894,,,4177,"[863.775, 87.0, 31.68, 56.0, 109.89, 85.0, 12.0]"
895,,,3910,"[668.2, 86.13, 23.0, 13.0, 12.0, 155.43, 8.0]"
898,,,3657,"[557.5, 11.879999999999999, 267.3, 29.0, 31.68, 11.879999999999999, 25.0]"
899,,,4245,"[977.1, 94.05, 199.0, 16.83, 80.0, 174.24, 22.0]"
900,,,1053,"[820.8000000000001, 84.0, 27.0, 116.82, 98.0, 157.41, 12.0]"
901,,,740,"[665.6759999999999, 17.82, 322.74, 23.0, 24.75, 21.78, 42.57]"
902,,,3165,"[1564.8, 195.03, 81.0, 66.0, 70.29, 287.0, 22.0]"
903,,,4177,"[653.2, 59.4, 36.0, 42.0, 54.0, 79.0, 17.0]"
904,,,4382,"[1141.173, 132.0, 146.0, 39.6, 89.1, 82.0, 17.82]"
905,,,88,"[254.9, 21.78, 30.0, 13.0, 24.0, 24.75, 4.95]"
906,,,4642,"[959.805, 91.08, 4.0, 32.0, 57.0, 181.0, 18.0]"
907,,,3823,"[477.774, 36.63, 47.0, 86.13, 82.17, 42.0, 6.0]"
908,,,4932,"[648.648, 56.0, 57.0, 75.0, 80.19, 53.46, 12.0]"
909,,,1906,"[410.3, 3.96, 54.0, 16.83, 26.0, 1.98, 26.73]"
910,,,125,"[2466.288, 174.0, 1093.95, 77.22, 148.5, 105.92999999999999, 104.0]"
911,,,1357,"[3331.8999999999996, 200.0, 1110.78, 141.57, 99.99, 96.03, 166.0]"
912,,,2610,"[767.3, 42.0, 199.0, 37.0, 96.03, 84.0, 25.74]"
913,,,3888,"[3079.791, 413.0, 24.0, 169.0, 277.2, 698.9399999999999, 14.0]"
914,,,2280,"[398.178, 12.0, 156.42, 7.0, 62.37, 12.0, 15.84]"
915,,,2274,"[547.5, 0.99, 401.0, 57.42, 7.92, 0.0, 36.63]"
916,,,4245,"[1406.394, 139.59, 198.0, 37.0, 80.0, 279.0, 38.0]"
918,,,3048,"[962.5, 48.0, 49.0, 39.0, 48.51, 46.53, 48.51]"
919,,,177,"[1000.2, 75.24, 324.71999999999997, 26.73, 20.0, 67.32, 42.57]"
920,,,169,"[518.2, 49.5, 29.0, 45.54, 69.3, 65.34, 6.0]"
921,,,420,"[282.4, 36.0, 29.0, 7.0, 11.879999999999999, 73.0, 3.96]"
922,,,276,"[648.153, 28.71, 175.23, 32.67, 45.54, 25.74, 31.0]"
923,,,4888,"[896.4, 72.0, 29.0, 50.0, 67.0, 111.0, 27.0]"
924,,,3308,"[226.2, 20.0, 55.44, 11.879999999999999, 4.0, 8.0, 8.0]"
925,,,4091,"[602.4, 42.0, 31.68, 66.0, 134.0, 55.44, 4.95]"
926,,,708,"[324.4, 31.0, 22.0, 11.0, 12.0, 54.0, 9.0]"
