u,i1,i2,hl,nl
618,,,284,"[516.087, 46.53, 152.0, 10.89, 41.0, 57.0, 14.0]"
619,,,2549,"[1124.64, 87.12, 327.69, 196.02, 53.46, 99.0, 45.0]"
620,,,4091,"[566.6759999999999, 35.64, 32.0, 64.35, 105.0, 48.0, 9.9]"
621,,,1646,"[714.7, 38.61, 306.9, 22.0, 14.0, 50.49, 37.62]"
622,,,2880,"[831.4019999999999, 54.0, 23.759999999999998, 32.0, 76.23, 78.21, 30.0]"
623,,,4091,"[872.388, 59.0, 41.58, 130.68, 161.0, 76.23, 15.0]"
624,,,2280,"[2295.7, 170.0, 1309.0, 23.0, 20.0, 340.0, 114.84]"
625,,,740,"[779.0, 48.51, 243.54, 33.0, 41.0, 52.0, 34.0]"
626,,,2756,"[612.2160000000001, 30.69, 293.0, 13.86, 18.0, 35.64, 31.68]"
627,,,740,"[672.4, 17.82, 322.74, 22.77, 24.75, 21.78, 42.57]"
628,,,2220,"[4937.031, 255.42, 1245.42, 121.0, 161.37, 385.0, 272.0]"
629,,,361,"[747.9000000000001, 64.35, 42.57, 42.57, 112.86, 88.11, 9.9]"
630,,,4446,"[530.8, 17.82, 336.0, 139.59, 14.85, 3.96, 35.0]"
631,,,740,"[730.3, 43.0, 232.65, 26.0, 38.61, 44.0, 32.67]"
632,,,708,"[811.5, 70.0, 208.89, 10.89, 31.68, 129.69, 29.0]"
633,,,1075,"[717.4, 37.62, 125.0, 119.78999999999999, 67.32, 34.0, 31.0]"
634,,,175,"[793.683, 88.11, 30.0, 41.58, 63.36, 136.0, 12.0]"
635,,,647,"[3409.758, 477.0, 362.34, 23.759999999999998, 138.0, 148.0, 47.519999999999996]"
636,,,647,"[4305.5, 537.57, 468.0, 25.0, 182.0, 255.42, 81.17999999999999]"
637,,,2274,"[511.731, 17.0, 152.0, 15.84, 38.61, 16.83, 18.81]"
638,,,361,"[1054.2, 128.0, 158.0, 22.0, 59.0, 77.0, 17.82]"
639,,,1646,"[601.9, 37.0, 249.48, 9.0, 17.0, 56.0, 29.7]"
640,,,4783,"[300.267, 22.77, 18.81, 23.759999999999998, 13.0, 47.519999999999996, 9.9]"
641,,,4106,"[300.7, 6.93, 153.45, 10.0, 8.91, 2.9699999999999998, 19.8]"
642,,,4955,"[461.34, 25.0, 19.0, 40.589999999999996, 30.0, 10.89, 20.79]"
643,,,4270,"[194.20000000000002, 20.0, 20.79, 41.58, 22.0, 45.54, 1.98]"
644,,,4642,"[1026.927, 103.0, 26.0, 40.589999999999996, 78.21, 160.38, 27.0]"
645,,,4675,"[1249.3, 101.97, 251.46, 65.34, 143.55, 112.86, 29.0]"
646,,,4177,"[555.1919999999999, 18.0, 40.589999999999996, 48.0, 30.0, 24.75, 34.0]"
647,,,4446,"[221.8, 12.87, 45.54, 19.8, 19.8, 20.0, 7.92]"
648,,,4446,"[313.53299999999996, 14.85, 160.0, 7.0, 9.0, 18.0, 18.81]"
649,,,908,"[268.686, 11.879999999999999, 35.64, 50.49, 19.8, 23.759999999999998, 11.879999999999999]"
650,,,2944,"[301.2, 7.92, 59.4, 14.0, 15.84, 7.92, 16.83]"
651,,,4446,"[161.37, 11.0, 39.0, 11.879999999999999, 11.0, 20.79, 5.9399999999999995]"
652,,,1755,"[467.29999999999995, 52.47, 3.96, 98.0, 49.5, 71.28, 3.0]"
653,,,1888,"[242.946, 8.0, 52.0, 24.75, 7.92, 2.9699999999999998, 13.86]"
654,,,2988,"[475.1, 16.0, 39.0, 13.86, 114.0, 13.0, 10.89]"
655,,,3335,"[347.2, 27.72, 18.0, 4.95, 12.87, 49.5, 11.0]"
657,,,4177,"[630.3, 45.0, 42.57, 66.33, 43.56, 49.5, 24.0]"
658,,,4954,"[497.90000000000003, 33.66, 57.0, 56.0, 52.47, 40.0, 15.0]"
659,,,4894,"[377.487, 35.0, 115.83, 17.0, 19.0, 70.29, 10.89]"
661,,,4642,"[888.6, 86.0, 56.0, 33.0, 57.42, 157.0, 23.0]"
662,,,647,"[3821.3, 496.0, 332.64, 67.32, 164.34, 165.33, 65.0]"
663,,,2848,"[906.147, 105.92999999999999, 16.0, 88.11, 113.85, 188.1, 4.95]"
664,,,4683,"[726.0, 64.0, 21.0, 18.81, 36.0, 72.0, 22.0]"
665,,,617,"[1393.4, 122.76, 160.38, 82.0, 150.48, 145.53, 28.71]"
666,,,157,"[509.4, 17.82, 108.9, 12.87, 136.0, 9.0, 9.0]"
667,,,3895,"[866.745, 65.0, 283.14, 8.91, 12.0, 85.14, 40.0]"
668,,,3271,"[1605.3, 201.0, 25.0, 93.0, 112.86, 295.0, 15.0]"
669,,,505,"[539.451, 37.62, 32.67, 31.68, 75.24, 43.56, 12.87]"
670,,,647,"[3587.2, 481.14, 342.0, 41.58, 145.0, 152.0, 53.46]"
671,,,297,"[922.5, 71.0, 26.0, 47.519999999999996, 57.0, 91.08, 33.0]"
672,,,4446,"[278.7, 11.879999999999999, 45.54, 54.45, 18.0, 21.78, 14.0]"
673,,,4446,"[288.2, 12.87, 131.67, 11.879999999999999, 20.0, 25.74, 13.86]"
674,,,4177,"[1260.765, 84.15, 395.01, 48.51, 41.0, 162.0, 59.4]"
675,,,3335,"[418.869, 57.0, 15.0, 12.87, 29.7, 86.0, 1.0]"
676,,,1085,"[636.57, 29.7, 16.0, 17.0, 38.61, 39.0, 31.0]"
677,,,1711,"[282.9, 16.83, 74.25, 30.0, 40.0, 14.0, 7.92]"
678,,,3314,"[649.3, 70.29, 63.0, 26.0, 8.91, 58.41, 16.83]"
679,,,3290,"[1691.8000000000002, 139.59, 480.15, 71.0, 45.0, 178.0, 65.0]"
680,,,4091,"[1064.349, 68.31, 46.0, 90.09, 145.53, 77.0, 28.71]"
681,,,708,"[524.403, 19.8, 31.68, 18.0, 72.27, 26.73, 18.81]"
682,,,740,"[651.4, 17.82, 247.0, 36.0, 20.0, 10.0, 42.0]"
684,,,1252,"[3579.6, 481.14, 385.0, 43.0, 159.39, 153.45, 50.49]"
685,,,4098,"[759.8, 66.0, 84.0, 39.6, 107.0, 80.19, 11.0]"
686,,,4894,"[388.377, 14.85, 145.0, 13.0, 26.73, 27.0, 20.79]"
687,,,4177,"[554.2, 54.45, 53.0, 39.0, 39.6, 70.0, 14.0]"
688,,,647,"[3739.626, 499.95, 333.0, 53.46, 193.0, 191.07, 51.48]"
689,,,4177,"[777.744, 85.0, 43.56, 91.08, 66.0, 165.33, 15.84]"
690,,,4955,"[473.715, 18.81, 54.0, 45.54, 49.5, 15.84, 20.79]"
691,,,647,"[3450.447, 481.14, 317.79, 28.0, 151.0, 166.0, 43.56]"
692,,,708,"[348.3, 29.7, 25.0, 9.0, 15.0, 15.84, 11.879999999999999]"
693,,,4177,"[1005.741, 93.06, 36.0, 56.0, 67.32, 176.22, 29.7]"
696,,,647,"[3632.9, 492.0, 437.58, 25.0, 143.0, 164.34, 57.0]"
697,,,4783,"[760.5999999999999, 46.53, 29.0, 54.45, 47.519999999999996, 43.0, 31.68]"
698,,,2848,"[956.0, 83.0, 52.47, 72.27, 129.0, 148.5, 17.82]"
699,,,2848,"[718.443, 87.12, 51.0, 110.88, 57.42, 178.2, 8.91]"
700,,,647,"[3592.0, 483.12, 336.6, 47.0, 172.0, 159.39, 48.51]"
701,,,484,"[700.0289999999999, 55.44, 218.0, 19.8, 50.49, 85.14, 23.759999999999998]"
702,,,647,"[4176.5, 550.4399999999999, 324.0, 56.0, 192.06, 302.0, 61.38]"
703,,,4091,"[875.8, 38.61, 37.62, 80.0, 161.37, 35.64, 24.0]"
704,,,1556,"[720.8, 15.0, 12.87, 30.0, 176.22, 14.0, 20.0]"
705,,,908,"[714.4, 64.0, 194.0, 10.89, 29.7, 129.0, 22.77]"
706,,,740,"[996.5, 30.69, 387.0, 98.0, 73.26, 63.36, 56.0]"
708,,,2256,"[1161.0, 130.0, 88.0, 98.01, 72.0, 118.0, 22.77]"
709,,,4955,"[347.6, 28.0, 60.0, 7.0, 10.89, 36.63, 12.0]"
710,,,1984,"[723.5, 39.0, 114.84, 84.15, 40.589999999999996, 61.0, 33.0]"
711,,,4446,"[252.252, 2.9699999999999998, 88.0, 12.0, 27.0, 6.0, 15.84]"
712,,,1983,"[1003.068, 96.0, 27.72, 35.0, 137.60999999999999, 88.0, 10.89]"
713,,,647,"[3677.652, 511.83, 341.0, 38.61, 166.0, 194.0, 45.54]"
714,,,1075,"[1236.9, 101.0, 99.0, 78.21, 103.0, 179.19, 38.0]"
715,,,484,"[604.6919999999999, 56.0, 40.0, 16.0, 88.0, 48.0, 9.9]"
716,,,4091,"[558.4590000000001, 35.0, 53.46, 69.3, 96.0, 37.62, 14.0]"
717,,,1681,"[1292.3999999999999, 48.51, 113.85, 124.74, 114.0, 92.0, 70.0]"
718,,,740,"[776.3, 29.0, 410.0, 31.68, 19.0, 46.53, 48.0]"
719,,,4446,"[505.90000000000003, 25.0, 59.4, 33.66, 89.1, 42.57, 13.86]"
720,,,4894,"[523.0, 37.62, 113.85, 22.0, 32.0, 60.0, 18.81]"
721,,,647,"[3746.9, 497.96999999999997, 331.65, 30.69, 152.0, 196.02, 58.0]"
722,,,647,"[3771.4049999999997, 486.0, 338.0, 51.0, 166.32, 152.46, 67.32]"
723,,,3905,"[413.2, 32.67, 38.0, 19.0, 18.81, 43.0, 16.0]"
724,,,4177,"[476.58599999999996, 53.0, 34.65, 31.68, 20.79, 74.0, 13.0]"
725,,,125,"[2358.9, 175.0, 1088.01, 32.67, 71.0, 111.0, 106.92]"
726,,,4091,"[345.51, 22.0, 22.0, 45.54, 84.0, 14.85, 2.0]"
727,,,740,"[658.4490000000001, 21.0, 268.0, 56.43, 46.53, 11.0, 36.63]"
728,,,1602,"[6245.5, 484.11, 2126.52, 238.59, 168.0, 299.96999999999997, 263.34]"
729,,,193,"[1006.5, 99.0, 126.72, 46.53, 107.91, 122.76, 15.0]"
730,,,1736,"[783.7, 82.17, 23.0, 93.06, 103.95, 105.92999999999999, 5.0]"
731,,,647,"[4255.2, 519.0, 360.0, 114.84, 245.52, 213.84, 74.25]"
732,,,357,"[273.834, 26.0, 28.0, 33.0, 28.71, 27.0, 3.96]"
733,,,866,"[541.0, 34.65, 60.39, 84.15, 74.0, 31.0, 14.0]"
734,,,4783,"[693.7919999999999, 40.0, 55.0, 38.61, 46.53, 33.66, 30.0]"
735,,,1984,"[990.693, 62.0, 123.75, 93.0, 50.49, 84.15, 43.0]"
736,,,1118,"[816.8, 55.0, 95.03999999999999, 46.53, 56.43, 46.53, 32.67]"
737,,,1646,"[735.2, 50.0, 281.16, 14.0, 14.0, 49.0, 34.65]"
738,,,647,"[4257.99, 573.0, 363.33, 32.67, 218.79, 202.0, 58.41]"
739,,,437,"[979.6, 89.0, 139.0, 41.0, 44.55, 147.51, 29.7]"
740,,,4783,"[234.92700000000002, 5.9399999999999995, 29.7, 26.0, 13.0, 11.879999999999999, 13.86]"
741,,,2848,"[937.9000000000001, 107.91, 12.0, 84.15, 125.0, 211.0, 4.0]"
742,,,2949,"[457.59999999999997, 40.589999999999996, 98.0, 20.79, 24.0, 64.35, 12.0]"
743,,,866,"[534.996, 42.57, 54.0, 44.0, 95.03999999999999, 28.71, 6.0]"
744,,,647,"[3496.779, 478.0, 423.0, 26.73, 144.0, 146.52, 53.46]"
745,,,3732,"[1170.1, 127.71, 24.0, 26.73, 133.0, 96.0, 10.0]"
746,,,647,"[3436.4, 481.0, 329.0, 23.759999999999998, 139.59, 148.5, 45.0]"
747,,,125,"[2367.585, 175.0, 1146.42, 38.0, 69.3, 132.0, 110.0]"
748,,,647,"[3809.1, 495.0, 344.0, 63.36, 165.0, 190.07999999999998, 61.38]"
749,,,4446,"[401.14799999999997, 3.0, 47.0, 29.7, 21.78, 0.99, 28.0]"
750,,,1984,"[1474.308, 106.0, 92.0, 122.76, 90.09, 114.84, 55.0]"
751,,,3300,"[896.3, 67.32, 58.0, 70.0, 104.0, 102.0, 20.79]"
752,,,4091,"[503.1, 27.72, 39.0, 52.0, 91.08, 20.0, 11.0]"
753,,,2311,"[373.29999999999995, 10.0, 281.0, 9.0, 5.9399999999999995, 8.0, 25.0]"
754,,,2458,"[245.223, 20.0, 19.0, 10.0, 11.879999999999999, 26.0, 8.0]"
755,,,4446,"[716.9, 62.0, 232.0, 11.0, 28.0, 125.0, 25.74]"
756,,,946,"[2000.691, 54.45, 285.0, 237.6, 137.0, 77.0, 120.0]"
757,,,1601,"[1083.4, 69.0, 198.99, 28.0, 188.0, 77.0, 21.78]"
758,,,2274,"[551.628, 19.8, 192.0, 9.9, 7.0, 13.0, 28.0]"
760,,,908,"[605.6819999999999, 42.0, 13.0, 24.0, 94.05, 39.0, 13.0]"
761,,,297,"[1517.076, 85.0, 40.589999999999996, 71.0, 108.0, 81.0, 65.34]"
762,,,4091,"[684.288, 36.63, 38.61, 55.0, 106.92, 22.77, 19.0]"
763,,,1169,"[859.221, 52.0, 135.0, 34.0, 64.0, 93.0, 35.64]"
764,,,4945,"[3072.762, 210.0, 1120.68, 98.01, 147.0, 140.0, 137.0]"
765,,,4446,"[226.71, 10.89, 66.33, 12.0, 9.0, 10.89, 11.879999999999999]"
766,,,1984,"[1091.7720000000002, 86.0, 101.97, 91.08, 61.0, 105.0, 38.61]"
767,,,2912,"[370.6, 18.0, 22.77, 51.0, 53.46, 7.92, 12.0]"
768,,,1601,"[1579.5, 133.0, 296.0, 38.0, 196.0, 115.0, 32.0]"
769,,,532,"[391.5, 16.83, 23.0, 34.65, 65.0, 25.0, 10.0]"
770,,,1646,"[477.18, 20.0, 233.64, 10.89, 15.0, 37.62, 29.0]"
771,,,484,"[610.8, 55.44, 39.6, 15.84, 88.0, 48.0, 9.9]"
772,,,1122,"[584.5, 9.9, 130.68, 11.879999999999999, 13.86, 14.85, 41.58]"
773,,,4446,"[337.788, 23.0, 133.0, 12.0, 9.9, 40.0, 15.0]"
774,,,908,"[129.096, 3.96, 0.99, 9.9, 7.92, 5.0, 4.95]"
775,,,1708,"[372.24, 12.87, 53.46, 26.73, 19.8, 21.0, 18.81]"
776,,,4270,"[606.6, 62.37, 24.75, 57.0, 59.4, 120.0, 9.0]"
777,,,3823,"[361.449, 30.69, 11.879999999999999, 77.22, 60.0, 38.61, 3.0]"
778,,,577,"[433.52099999999996, 45.54, 23.0, 26.73, 38.0, 52.0, 5.9399999999999995]"
779,,,2860,"[386.199, 27.0, 36.63, 37.62, 22.77, 29.7, 17.82]"
780,,,740,"[627.6, 28.71, 231.66, 49.0, 30.69, 50.49, 32.67]"
781,,,708,"[410.949, 24.0, 27.0, 24.75, 29.0, 39.6, 17.0]"
782,,,297,"[814.77, 79.2, 35.0, 36.0, 39.0, 56.43, 23.0]"
783,,,903,"[1030.788, 39.6, 48.51, 35.64, 96.03, 60.0, 47.519999999999996]"
785,,,4005,"[747.6, 62.0, 38.0, 41.58, 35.0, 113.85, 27.0]"
786,,,647,"[4033.1, 539.0, 508.86, 28.71, 160.38, 270.27, 63.36]"
787,,,647,"[6721.11, 954.0, 633.6, 47.519999999999996, 273.24, 296.0, 87.12]"
788,,,4177,"[427.97700000000003, 35.64, 50.0, 27.72, 20.0, 55.0, 17.0]"
789,,,2848,"[725.7, 87.12, 50.49, 112.0, 57.42, 178.2, 8.91]"
790,,,193,"[1620.828, 191.07, 76.0, 126.0, 165.0, 178.0, 14.85]"
791,,,1750,"[896.9, 52.47, 208.89, 48.51, 29.0, 52.47, 43.0]"
792,,,648,"[553.509, 54.45, 15.0, 18.81, 47.0, 59.0, 9.9]"
793,,,3424,"[931.194, 38.0, 107.91, 70.29, 86.13, 27.72, 45.0]"
794,,,4091,"[503.1, 28.0, 39.0, 51.48, 92.0, 20.0, 11.0]"
795,,,4783,"[2312.8, 152.46, 1097.0, 51.0, 75.0, 92.07, 110.88]"
796,,,1646,"[667.5999999999999, 35.64, 250.47, 7.0, 24.0, 42.57, 35.0]"
797,,,284,"[537.768, 68.0, 20.0, 15.84, 51.48, 75.24, 2.0]"
798,,,2756,"[634.2, 38.61, 145.53, 36.0, 31.0, 51.48, 27.0]"
799,,,648,"[516.3, 54.45, 16.83, 37.0, 46.53, 58.41, 6.93]"
800,,,4783,"[311.652, 0.0, 175.23, 18.81, 9.0, 0.0, 24.0]"
801,,,4091,"[381.348, 23.759999999999998, 25.74, 66.33, 90.09, 15.84, 1.98]"
802,,,4177,"[343.332, 28.0, 46.53, 35.64, 12.0, 29.7, 15.0]"
803,,,1711,"[520.8, 25.74, 90.0, 32.67, 116.82, 23.0, 8.91]"
804,,,648,"[992.8, 97.0, 29.0, 46.53, 115.83, 128.0, 13.86]"
805,,,647,"[3747.1, 508.86, 317.79, 51.48, 169.29, 196.02, 48.51]"
806,,,908,"[1045.44, 42.57, 156.42, 110.88, 84.15, 79.2, 54.0]"
807,,,113,"[289.4, 25.0, 66.33, 70.29, 10.89, 30.69, 8.0]"
808,,,357,"[455.004, 25.74, 28.0, 31.0, 48.51, 27.72, 16.83]"
809,,,4177,"[1005.741, 94.0, 36.0, 55.44, 68.0, 176.22, 29.7]"
810,,,4642,"[886.8, 86.0, 49.0, 34.0, 56.43, 157.0, 21.78]"
811,,,647,"[3746.9, 497.96999999999997, 331.65, 30.69, 150.48, 198.0, 57.42]"
812,,,4783,"[604.395, 8.91, 236.60999999999999, 37.0, 21.78, 6.0, 42.0]"
813,,,361,"[564.201, 64.35, 30.0, 27.0, 39.6, 56.43, 8.91]"
814,,,402,"[569.2, 21.0, 44.55, 50.49, 32.67, 17.82, 32.0]"
815,,,4683,"[461.7, 25.74, 67.32, 39.0, 21.78, 50.0, 21.0]"
816,,,176,"[604.6919999999999, 82.0, 25.0, 20.79, 19.0, 54.45, 7.0]"
818,,,4894,"[565.587, 35.64, 233.0, 11.879999999999999, 24.75, 36.63, 25.0]"
819,,,3409,"[583.4069999999999, 55.0, 33.0, 14.0, 84.15, 31.68, 9.9]"
820,,,3300,"[819.225, 60.0, 61.0, 88.0, 77.0, 80.0, 23.759999999999998]"
821,,,284,"[543.2, 67.32, 19.8, 16.0, 51.48, 75.24, 1.98]"
822,,,647,"[3452.823, 481.14, 321.75, 31.0, 149.49, 164.34, 43.56]"
823,,,4091,"[969.507, 91.0, 27.0, 78.21, 183.15, 80.0, 2.9699999999999998]"
824,,,3823,"[489.7, 28.71, 24.75, 82.17, 75.0, 39.0, 11.879999999999999]"
825,,,1755,"[420.09999999999997, 49.5, 8.91, 31.68, 34.65, 66.33, 3.96]"
826,,,4446,"[230.175, 0.0, 181.17, 6.0, 3.96, 0.0, 18.81]"
827,,,4270,"[337.8, 40.0, 18.0, 61.38, 35.64, 90.0, 1.98]"
828,,,740,"[1030.2, 31.0, 258.0, 40.0, 36.63, 15.84, 65.34]"
829,,,2833,"[222.6, 3.96, 89.0, 34.0, 11.879999999999999, 1.98, 12.87]"
830,,,361,"[1400.6, 139.0, 161.37, 81.0, 164.0, 159.0, 20.0]"
831,,,2280,"[244.035, 7.0, 160.38, 1.98, 2.9699999999999998, 13.0, 16.0]"
832,,,708,"[259.9, 10.0, 44.55, 7.92, 11.0, 6.93, 13.0]"
833,,,2681,"[742.8, 52.47, 65.34, 33.66, 74.0, 65.34, 22.77]"
834,,,357,"[493.911, 63.0, 6.0, 38.61, 26.73, 71.28, 2.9699999999999998]"
836,,,4493,"[3883.6000000000004, 531.63, 12.87, 72.27, 173.0, 422.0, 25.0]"
837,,,1306,"[649.638, 34.0, 203.0, 55.0, 46.0, 47.0, 29.0]"
838,,,647,"[3608.154, 487.08, 335.0, 47.519999999999996, 161.0, 174.0, 52.47]"
839,,,1711,"[685.773, 29.7, 78.0, 55.44, 86.0, 31.68, 31.0]"
840,,,2848,"[1204.038, 125.73, 34.0, 110.88, 89.0, 189.09, 25.74]"
841,,,4446,"[462.42900000000003, 24.0, 55.0, 27.0, 28.71, 39.6, 22.77]"
842,,,1178,"[805.1, 37.62, 51.0, 98.0, 159.39, 19.0, 17.0]"
843,,,866,"[412.137, 24.75, 136.62, 45.0, 50.0, 30.69, 13.0]"
844,,,4091,"[1038.0, 67.0, 29.0, 97.0, 127.0, 26.73, 30.0]"
845,,,740,"[677.4, 9.0, 330.66, 18.0, 13.86, 5.9399999999999995, 42.57]"
846,,,740,"[2619.7, 163.0, 1308.0, 50.0, 79.0, 99.0, 134.0]"
847,,,1023,"[614.6909999999999, 13.86, 448.0, 298.98, 25.0, 16.83, 38.61]"
848,,,3452,"[581.8, 27.0, 154.0, 36.0, 70.29, 34.0, 22.0]"
849,,,740,"[1118.3039999999999, 85.0, 251.0, 62.0, 31.68, 155.0, 48.0]"
850,,,908,"[414.6, 40.589999999999996, 20.79, 29.0, 46.0, 62.0, 4.95]"
851,,,4783,"[336.9, 9.0, 79.0, 37.62, 32.0, 6.93, 16.83]"
852,,,3565,"[1275.8, 89.0, 38.0, 49.5, 120.0, 134.0, 41.0]"
853,,,2949,"[856.1999999999999, 66.0, 137.60999999999999, 80.19, 44.55, 59.0, 32.67]"
854,,,647,"[3788.0, 515.0, 341.0, 97.0, 188.0, 175.23, 48.51]"
855,,,1711,"[843.7, 73.26, 253.0, 34.0, 56.0, 135.63, 24.75]"
856,,,1736,"[567.369, 53.46, 48.0, 89.0, 60.0, 45.54, 10.89]"
857,,,4091,"[774.873, 38.0, 316.8, 181.0, 95.0, 17.82, 31.0]"
858,,,3102,"[1765.863, 189.0, 236.0, 127.71, 109.0, 280.0, 36.63]"
859,,,4005,"[734.679, 57.0, 27.72, 26.73, 82.17, 60.0, 20.79]"
860,,,4783,"[384.20000000000005, 3.0, 16.0, 21.78, 31.68, 2.0, 23.759999999999998]"
861,,,4091,"[877.5, 58.41, 192.06, 61.38, 99.99, 70.29, 26.0]"
862,,,4783,"[3271.6000000000004, 313.0, 1069.2, 44.0, 90.09, 623.7, 110.0]"
863,,,4793,"[1801.1999999999998, 237.0, 26.0, 67.0, 47.519999999999996, 114.0, 27.0]"
864,,,2210,"[3409.5, 288.0, 241.0, 345.51, 230.67, 382.14, 104.0]"
865,,,4177,"[1209.78, 135.63, 101.97, 115.83, 75.24, 136.0, 25.74]"
866,,,4446,"[267.0, 15.84, 47.0, 17.0, 38.61, 24.75, 6.93]"
867,,,983,"[1113.9, 111.87, 248.0, 34.0, 31.68, 120.0, 33.66]"
868,,,3640,"[249.79999999999998, 18.81, 76.0, 4.95, 11.879999999999999, 20.79, 8.91]"
869,,,740,"[686.9, 10.89, 227.0, 25.74, 21.78, 7.0, 47.0]"
870,,,1646,"[408.96899999999994, 19.0, 188.0, 50.49, 8.0, 36.63, 24.0]"
871,,,4091,"[959.112, 91.08, 21.78, 77.22, 181.17, 74.25, 2.0]"
872,,,4814,"[1316.2, 113.85, 67.0, 90.09, 93.0, 172.26, 39.0]"
873,,,3510,"[514.305, 26.0, 38.0, 19.8, 30.69, 20.79, 23.759999999999998]"
874,,,361,"[589.1, 40.589999999999996, 273.24, 21.0, 29.0, 46.0, 23.759999999999998]"
875,,,648,"[742.6980000000001, 50.49, 4.95, 21.0, 61.0, 56.43, 25.74]"
876,,,880,"[1096.3, 96.03, 141.0, 97.0, 98.0, 143.55, 25.74]"
877,,,193,"[921.0, 74.25, 157.41, 39.0, 107.91, 69.3, 19.0]"
878,,,4642,"[950.202, 79.0, 155.0, 32.0, 57.0, 154.0, 31.68]"
879,,,4091,"[592.8119999999999, 44.0, 31.68, 64.35, 101.0, 43.56, 8.91]"
880,,,647,"[3626.964, 491.0, 335.0, 74.0, 180.18, 162.35999999999999, 52.0]"
881,,,647,"[3630.1, 472.23, 454.40999999999997, 23.759999999999998, 136.62, 146.52, 56.0]"
882,,,2549,"[1260.765, 88.11, 296.01, 168.0, 64.35, 143.0, 53.0]"
883,,,2848,"[691.5, 79.2, 23.0, 69.0, 59.0, 145.53, 9.0]"
884,,,3571,"[1440.45, 97.02, 261.0, 101.0, 71.0, 107.0, 61.38]"
885,,,2549,"[964.1, 62.37, 443.0, 152.0, 25.0, 56.43, 48.0]"
886,,,647,"[3996.531, 522.72, 495.0, 44.55, 155.0, 237.6, 69.3]"
887,,,647,"[3601.2239999999997, 506.0, 328.0, 36.0, 161.37, 196.0, 45.0]"
888,,,648,"[501.83099999999996, 47.519999999999996, 25.0, 17.82, 45.0, 55.44, 10.0]"
889,,,361,"[626.0, 63.0, 44.0, 14.85, 52.0, 53.46, 12.87]"
890,,,647,"[3813.084, 525.6899999999999, 399.0, 45.0, 159.0, 193.05, 53.0]"
891,,,284,"[616.572, 70.0, 12.87, 28.0, 61.0, 108.0, 5.9399999999999995]"
892,,,4446,"[709.731, 61.38, 229.68, 10.89, 27.72, 125.0, 26.0]"
893,,,2105,"[451.0, 57.42, 14.0, 28.0, 28.0, 75.24, 3.96]"
894,,,4177,"[537.5, 29.0, 52.47, 51.0, 58.0, 43.56, 22.0]"
895,,,4683,"[683.2, 48.51, 83.0, 14.0, 24.0, 72.27, 29.7]"
898,,,960,"[526.086, 32.0, 27.72, 40.0, 62.0, 43.0, 16.0]"
899,,,740,"[1002.4739999999999, 85.0, 244.0, 50.0, 55.0, 152.0, 34.0]"
900,,,3601,"[845.9, 49.0, 325.71, 25.74, 22.0, 89.1, 43.0]"
901,,,4446,"[276.40799999999996, 12.0, 116.0, 7.92, 8.91, 22.77, 16.0]"
902,,,297,"[773.8829999999999, 55.0, 32.0, 41.58, 46.53, 48.51, 31.0]"
903,,,4446,"[251.2, 8.0, 54.45, 12.0, 12.0, 5.9399999999999995, 15.0]"
904,,,647,"[3998.214, 538.0, 316.8, 31.68, 269.0, 186.12, 44.0]"
905,,,3314,"[485.0, 30.69, 64.0, 46.53, 86.13, 36.0, 8.0]"
906,,,647,"[3708.4, 484.11, 448.0, 26.73, 155.0, 168.0, 61.0]"
907,,,4446,"[155.034, 0.0, 76.0, 11.879999999999999, 7.92, 0.0, 12.0]"
908,,,740,"[872.487, 39.6, 234.0, 49.0, 27.72, 68.31, 49.5]"
909,,,1118,"[460.0, 7.0, 175.0, 25.0, 35.0, 3.0, 28.71]"
910,,,4783,"[324.70000000000005, 8.0, 30.69, 24.75, 17.0, 6.0, 18.81]"
911,,,740,"[800.3159999999999, 25.74, 259.38, 48.51, 62.37, 21.78, 44.55]"
912,,,2342,"[402.0, 7.92, 102.0, 15.84, 17.82, 11.879999999999999, 25.74]"
913,,,2342,"[355.8, 15.0, 92.07, 9.0, 12.0, 28.0, 18.81]"
914,,,1984,"[925.5, 48.51, 92.0, 238.59, 122.0, 66.33, 30.0]"
915,,,3571,"[978.4, 46.53, 266.0, 2403.72, 51.0, 62.0, 59.0]"
916,,,4783,"[280.5, 4.95, 36.0, 27.72, 14.85, 2.9699999999999998, 15.84]"
918,,,4839,"[245.22299999999998, 29.7, 10.89, 2.9699999999999998, 6.0, 17.82, 3.96]"
919,,,2342,"[973.17, 83.0, 55.0, 39.6, 64.35, 160.0, 31.0]"
920,,,145,"[1191.4, 106.92, 21.78, 45.0, 103.95, 199.0, 29.0]"
921,,,647,"[3387.5820000000003, 474.21, 316.8, 24.75, 137.60999999999999, 150.48, 43.56]"
922,,,345,"[935.253, 95.0, 227.7, 17.0, 30.0, 177.21, 30.69]"
923,,,1522,"[733.3919999999999, 38.0, 32.0, 80.0, 52.0, 51.0, 34.0]"
924,,,740,"[1071.0, 31.68, 494.01, 103.95, 79.2, 17.0, 61.0]"
925,,,361,"[475.20000000000005, 49.5, 25.0, 25.74, 40.0, 62.37, 6.93]"
926,,,4446,"[300.5, 11.879999999999999, 115.83, 14.0, 8.0, 24.0, 17.82]"
927,,,4894,"[684.5, 61.0, 130.68, 28.71, 41.0, 70.0, 20.79]"
928,,,647,"[3513.8070000000002, 483.12, 362.0, 24.75, 141.0, 170.0, 49.5]"
