u,i1,i2,nl
664,,,"[178.7, 15.0, 6.0, 6.0, 5.0, 7.0, 6.0]"
665,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
666,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
667,,,"[49.8, 3.0, 16.0, 13.0, 5.0, 6.0, 1.0]"
668,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
669,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
670,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
671,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
672,,,"[48.7, 0.0, 37.0, 0.0, 0.0, 0.0, 4.0]"
673,,,"[55.9, 7.0, 5.0, 18.0, 2.0, 14.0, 1.0]"
674,,,"[92.7, 1.0, 24.0, 3.0, 7.0, 0.0, 4.0]"
675,,,"[92.7, 1.0, 24.0, 3.0, 7.0, 0.0, 4.0]"
676,,,"[92.7, 1.0, 24.0, 3.0, 7.0, 0.0, 4.0]"
677,,,"[92.7, 1.0, 24.0, 3.0, 7.0, 0.0, 4.0]"
678,,,"[415.0, 9.0, 18.0, 27.0, 30.0, 6.0, 24.0]"
679,,,"[46.2, 0.0, 1.0, 3.0, 3.0, 0.0, 3.0]"
680,,,"[93.3, 6.0, 38.0, 9.0, 2.0, 3.0, 4.0]"
681,,,"[113.8, 1.0, 53.0, 7.0, 10.0, 1.0, 8.0]"
682,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
683,,,"[28.3, 0.0, 26.0, 0.0, 0.0, 0.0, 2.0]"
684,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
685,,,"[28.0, 3.0, 0.0, 2.0, 4.0, 6.0, 0.0]"
686,,,"[101.0, 0.0, 101.0, 0.0, 0.0, 0.0, 8.0]"
687,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
688,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
689,,,"[168.6, 20.0, 12.0, 1.0, 5.0, 18.0, 4.0]"
690,,,"[118.8, 3.0, 74.0, 0.0, 2.0, 1.0, 8.0]"
691,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
692,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
693,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
694,,,"[165.5, 9.0, 51.0, 3.0, 11.0, 18.0, 7.0]"
695,,,"[69.0, 2.0, 17.0, 0.0, 4.0, 1.0, 4.0]"
696,,,"[109.9, 13.0, 9.0, 6.0, 7.0, 14.0, 1.0]"
697,,,"[109.9, 13.0, 9.0, 6.0, 7.0, 14.0, 1.0]"
698,,,"[109.9, 13.0, 9.0, 6.0, 7.0, 14.0, 1.0]"
699,,,"[35.7, 4.0, 0.0, 10.0, 4.0, 8.0, 0.0]"
700,,,"[569.0, 58.0, 104.0, 10.0, 13.0, 116.0, 18.0]"
701,,,"[171.2, 11.0, 50.0, 8.0, 6.0, 3.0, 8.0]"
702,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
703,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
704,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
705,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
706,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
707,,,"[84.1, 0.0, 42.0, 0.0, 0.0, 0.0, 4.0]"
708,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
709,,,"[211.9, 2.0, 139.0, 159.0, 10.0, 1.0, 15.0]"
710,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
711,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
712,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
713,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
714,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
715,,,"[138.8, 1.0, 0.0, 24.0, 6.0, 0.0, 9.0]"
716,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
717,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
718,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
719,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
720,,,"[211.3, 10.0, 28.0, 16.0, 5.0, 5.0, 11.0]"
721,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
722,,,"[419.2, 32.0, 32.0, 28.0, 38.0, 55.0, 12.0]"
723,,,"[161.3, 7.0, 34.0, 41.0, 13.0, 14.0, 7.0]"
724,,,"[81.9, 1.0, 24.0, 27.0, 7.0, 1.0, 5.0]"
725,,,"[447.5, 34.0, 127.0, 13.0, 11.0, 46.0, 19.0]"
726,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
727,,,"[18.8, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
728,,,"[29.6, 0.0, 24.0, 7.0, 0.0, 0.0, 2.0]"
729,,,"[127.5, 0.0, 102.0, 0.0, 0.0, 0.0, 9.0]"
730,,,"[462.1, 41.0, 17.0, 30.0, 31.0, 70.0, 14.0]"
731,,,"[582.9, 2.0, 173.0, 2.0, 4.0, 3.0, 19.0]"
732,,,"[62.8, 6.0, 23.0, 0.0, 1.0, 12.0, 2.0]"
733,,,"[286.9, 4.0, 10.0, 1.0, 19.0, 6.0, 18.0]"
734,,,"[92.2, 8.0, 18.0, 23.0, 6.0, 11.0, 2.0]"
735,,,"[72.6, 1.0, 34.0, 24.0, 6.0, 0.0, 5.0]"
736,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
737,,,"[273.7, 36.0, 1.0, 2.0, 25.0, 24.0, 0.0]"
738,,,"[108.9, 8.0, 33.0, 4.0, 1.0, 4.0, 4.0]"
739,,,"[498.9, 19.0, 25.0, 13.0, 93.0, 23.0, 15.0]"
740,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
741,,,"[292.9, 15.0, 7.0, 25.0, 33.0, 8.0, 11.0]"
742,,,"[116.3, 11.0, 26.0, 0.0, 6.0, 5.0, 3.0]"
743,,,"[97.0, 8.0, 0.0, 6.0, 5.0, 3.0, 3.0]"
744,,,"[83.7, 8.0, 12.0, 2.0, 2.0, 13.0, 2.0]"
745,,,"[22.5, 3.0, 0.0, 4.0, 1.0, 2.0, 0.0]"
746,,,"[185.1, 9.0, 65.0, 19.0, 23.0, 7.0, 7.0]"
747,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
748,,,"[313.7, 24.0, 11.0, 12.0, 18.0, 49.0, 11.0]"
749,,,"[22.5, 3.0, 0.0, 4.0, 1.0, 2.0, 0.0]"
750,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
751,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
752,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
753,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
754,,,"[114.0, 11.0, 14.0, 1.0, 3.0, 8.0, 3.0]"
755,,,"[118.8, 3.0, 74.0, 0.0, 2.0, 1.0, 8.0]"
756,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
757,,,"[92.2, 8.0, 18.0, 23.0, 6.0, 11.0, 2.0]"
758,,,"[130.1, 0.0, 47.0, 4.0, 8.0, 0.0, 9.0]"
759,,,"[376.9, 26.0, 1.0, 4.0, 58.0, 29.0, 8.0]"
760,,,"[217.7, 17.0, 1.0, 13.0, 51.0, 18.0, 0.0]"
761,,,"[97.9, 2.0, 4.0, 0.0, 9.0, 0.0, 6.0]"
762,,,"[91.7, 9.0, 23.0, 14.0, 2.0, 18.0, 3.0]"
763,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
764,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
765,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
766,,,"[55.1, 6.0, 3.0, 1.0, 1.0, 8.0, 1.0]"
767,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
768,,,"[119.9, 8.0, 12.0, 29.0, 8.0, 3.0, 4.0]"
769,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
770,,,"[124.1, 10.0, 16.0, 3.0, 3.0, 17.0, 4.0]"
771,,,"[62.5, 3.0, 22.0, 16.0, 2.0, 7.0, 3.0]"
772,,,"[180.2, 10.0, 66.0, 3.0, 5.0, 5.0, 9.0]"
773,,,"[135.3, 10.0, 7.0, 7.0, 11.0, 20.0, 4.0]"
774,,,"[187.2, 19.0, 52.0, 4.0, 8.0, 24.0, 5.0]"
775,,,"[68.3, 0.0, 5.0, 12.0, 5.0, 0.0, 4.0]"
776,,,"[228.2, 6.0, 20.0, 34.0, 22.0, 14.0, 12.0]"
777,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
778,,,"[107.6, 14.0, 9.0, 1.0, 4.0, 6.0, 1.0]"
779,,,"[199.9, 18.0, 7.0, 20.0, 15.0, 27.0, 4.0]"
780,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
781,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
782,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
783,,,"[120.0, 8.0, 29.0, 2.0, 3.0, 10.0, 5.0]"
784,,,"[500.2, 32.0, 185.0, 10.0, 12.0, 63.0, 24.0]"
785,,,"[54.7, 0.0, 15.0, 15.0, 7.0, 0.0, 3.0]"
786,,,"[178.1, 6.0, 7.0, 18.0, 24.0, 5.0, 7.0]"
787,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
788,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
789,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
790,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
791,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
792,,,"[199.9, 18.0, 7.0, 20.0, 15.0, 27.0, 4.0]"
793,,,"[183.7, 13.0, 59.0, 3.0, 5.0, 23.0, 7.0]"
794,,,"[123.0, 15.0, 9.0, 18.0, 7.0, 17.0, 2.0]"
795,,,"[29.4, 0.0, 23.0, 4.0, 0.0, 0.0, 2.0]"
796,,,"[160.9, 3.0, 20.0, 17.0, 9.0, 1.0, 10.0]"
797,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
798,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
799,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
800,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
801,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
802,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
803,,,"[192.3, 9.0, 117.0, 7.0, 3.0, 25.0, 11.0]"
804,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
805,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
806,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
807,,,"[197.8, 11.0, 12.0, 7.0, 9.0, 21.0, 9.0]"
808,,,"[193.2, 10.0, 56.0, 19.0, 31.0, 9.0, 5.0]"
809,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
810,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
811,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
812,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
813,,,"[253.9, 17.0, 97.0, 7.0, 4.0, 7.0, 12.0]"
814,,,"[226.3, 17.0, 84.0, 3.0, 5.0, 39.0, 9.0]"
815,,,"[253.9, 17.0, 97.0, 7.0, 4.0, 7.0, 12.0]"
816,,,"[43.6, 0.0, 31.0, 48.0, 1.0, 0.0, 3.0]"
817,,,"[154.2, 0.0, 145.0, 0.0, 0.0, 0.0, 13.0]"
818,,,"[8.9, 0.0, 7.0, 1.0, 0.0, 0.0, 0.0]"
819,,,"[58.5, 2.0, 26.0, 16.0, 6.0, 1.0, 2.0]"
820,,,"[72.6, 0.0, 70.0, 0.0, 0.0, 0.0, 6.0]"
821,,,"[1084.2, 123.0, 45.0, 31.0, 46.0, 60.0, 23.0]"
822,,,"[223.6, 3.0, 97.0, 32.0, 16.0, 3.0, 15.0]"
823,,,"[339.8, 40.0, 5.0, 28.0, 42.0, 66.0, 1.0]"
824,,,"[33.9, 2.0, 4.0, 15.0, 2.0, 1.0, 1.0]"
825,,,"[49.7, 0.0, 46.0, 0.0, 0.0, 0.0, 4.0]"
826,,,"[80.3, 0.0, 3.0, 0.0, 9.0, 0.0, 5.0]"
827,,,"[182.2, 5.0, 6.0, 0.0, 20.0, 2.0, 9.0]"
828,,,"[21.0, 0.0, 9.0, 8.0, 1.0, 0.0, 1.0]"
829,,,"[58.5, 2.0, 26.0, 16.0, 6.0, 1.0, 2.0]"
830,,,"[111.8, 10.0, 49.0, 0.0, 3.0, 14.0, 4.0]"
831,,,"[2.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
832,,,"[63.2, 0.0, 13.0, 8.0, 5.0, 0.0, 4.0]"
833,,,"[19.9, 0.0, 7.0, 32.0, 1.0, 0.0, 1.0]"
834,,,"[74.8, 10.0, 5.0, 15.0, 3.0, 4.0, 0.0]"
835,,,"[148.6, 10.0, 2.0, 5.0, 7.0, 7.0, 5.0]"
836,,,"[67.6, 3.0, 5.0, 8.0, 6.0, 5.0, 2.0]"
837,,,"[282.3, 24.0, 7.0, 18.0, 35.0, 37.0, 5.0]"
838,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
839,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
840,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
841,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
842,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
843,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
844,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
845,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
846,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
847,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
848,,,"[89.2, 9.0, 22.0, 17.0, 5.0, 12.0, 2.0]"
849,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
850,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
851,,,"[156.7, 12.0, 29.0, 22.0, 11.0, 24.0, 5.0]"
852,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
853,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
854,,,"[190.9, 0.0, 138.0, 0.0, 0.0, 0.0, 11.0]"
855,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
856,,,"[23.6, 2.0, 4.0, 3.0, 0.0, 1.0, 0.0]"
857,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
858,,,"[94.0, 1.0, 36.0, 8.0, 4.0, 1.0, 6.0]"
859,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
860,,,"[183.1, 5.0, 59.0, 15.0, 9.0, 3.0, 10.0]"
861,,,"[163.3, 10.0, 75.0, 5.0, 3.0, 9.0, 8.0]"
862,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
863,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
864,,,"[183.7, 13.0, 59.0, 3.0, 5.0, 23.0, 7.0]"
865,,,"[55.4, 0.0, 15.0, 14.0, 13.0, 0.0, 2.0]"
866,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
867,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
868,,,"[529.2, 44.0, 6.0, 27.0, 36.0, 78.0, 16.0]"
869,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
870,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
871,,,"[263.8, 20.0, 2.0, 10.0, 59.0, 37.0, 1.0]"
872,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
873,,,"[61.8, 0.0, 42.0, 7.0, 0.0, 0.0, 5.0]"
874,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
875,,,"[123.0, 15.0, 9.0, 18.0, 7.0, 17.0, 2.0]"
876,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
877,,,"[138.0, 5.0, 12.0, 8.0, 5.0, 5.0, 7.0]"
878,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
879,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
880,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
881,,,"[318.0, 25.0, 94.0, 13.0, 8.0, 21.0, 12.0]"
882,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
883,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
884,,,"[57.0, 0.0, 53.0, 4.0, 0.0, 0.0, 4.0]"
885,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
886,,,"[707.6, 52.0, 49.0, 59.0, 69.0, 77.0, 20.0]"
887,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
888,,,"[221.3, 32.0, 4.0, 22.0, 11.0, 21.0, 1.0]"
889,,,"[68.0, 5.0, 3.0, 12.0, 2.0, 2.0, 2.0]"
890,,,"[36.5, 0.0, 16.0, 0.0, 3.0, 0.0, 2.0]"
891,,,"[251.2, 5.0, 18.0, 19.0, 11.0, 9.0, 16.0]"
892,,,"[279.5, 32.0, 3.0, 18.0, 16.0, 63.0, 4.0]"
893,,,"[116.5, 4.0, 50.0, 39.0, 8.0, 2.0, 7.0]"
894,,,"[144.7, 11.0, 32.0, 30.0, 3.0, 20.0, 6.0]"
895,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
896,,,"[419.6, 49.0, 75.0, 5.0, 10.0, 93.0, 10.0]"
897,,,"[30.8, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
898,,,"[1471.5, 171.0, 111.0, 33.0, 158.0, 215.0, 11.0]"
899,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
900,,,"[100.8, 8.0, 20.0, 2.0, 3.0, 10.0, 3.0]"
901,,,"[29.0, 1.0, 2.0, 4.0, 8.0, 0.0, 0.0]"
902,,,"[92.8, 3.0, 6.0, 10.0, 1.0, 1.0, 1.0]"
903,,,"[83.8, 8.0, 11.0, 4.0, 2.0, 5.0, 2.0]"
904,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
905,,,"[9.2, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0]"
906,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
907,,,"[11.9, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
908,,,"[159.4, 2.0, 8.0, 10.0, 28.0, 2.0, 7.0]"
909,,,"[67.9, 6.0, 27.0, 3.0, 0.0, 2.0, 2.0]"
910,,,"[586.9, 45.0, 0.0, 13.0, 149.0, 41.0, 0.0]"
911,,,"[299.3, 15.0, 127.0, 9.0, 6.0, 12.0, 16.0]"
912,,,"[93.2, 9.0, 5.0, 7.0, 13.0, 18.0, 0.0]"
913,,,"[13.4, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0]"
914,,,"[57.3, 4.0, 0.0, 5.0, 5.0, 8.0, 1.0]"
915,,,"[412.1, 43.0, 7.0, 19.0, 23.0, 48.0, 9.0]"
916,,,"[57.3, 4.0, 0.0, 5.0, 5.0, 8.0, 1.0]"
917,,,"[319.1, 22.0, 42.0, 39.0, 21.0, 32.0, 12.0]"
918,,,"[134.9, 5.0, 6.0, 3.0, 11.0, 10.0, 7.0]"
919,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
920,,,"[109.4, 2.0, 8.0, 16.0, 8.0, 2.0, 6.0]"
921,,,"[308.0, 15.0, 16.0, 51.0, 14.0, 13.0, 15.0]"
922,,,"[48.3, 0.0, 35.0, 5.0, 2.0, 0.0, 3.0]"
923,,,"[49.7, 0.0, 46.0, 0.0, 0.0, 0.0, 4.0]"
924,,,"[93.7, 0.0, 78.0, 0.0, 1.0, 0.0, 8.0]"
925,,,"[308.0, 15.0, 16.0, 51.0, 14.0, 13.0, 15.0]"
926,,,"[76.0, 5.0, 2.0, 0.0, 16.0, 5.0, 1.0]"
927,,,"[293.8, 25.0, 3.0, 42.0, 38.0, 48.0, 5.0]"
928,,,"[293.8, 25.0, 3.0, 42.0, 38.0, 48.0, 5.0]"
929,,,"[1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
930,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
931,,,"[85.0, 7.0, 23.0, 1.0, 1.0, 14.0, 3.0]"
932,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
933,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
934,,,"[77.8, 5.0, 16.0, 1.0, 8.0, 2.0, 3.0]"
935,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
936,,,"[93.5, 4.0, 21.0, 6.0, 4.0, 3.0, 4.0]"
937,,,"[29.0, 1.0, 2.0, 4.0, 8.0, 0.0, 0.0]"
938,,,"[181.8, 14.0, 12.0, 6.0, 5.0, 14.0, 7.0]"
939,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
940,,,"[11.1, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0]"
941,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
942,,,"[123.5, 2.0, 56.0, 2.0, 4.0, 3.0, 8.0]"
943,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
944,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
945,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
946,,,"[60.0, 4.0, 16.0, 0.0, 1.0, 6.0, 2.0]"
947,,,"[264.8, 18.0, 100.0, 14.0, 5.0, 37.0, 12.0]"
948,,,"[57.3, 0.0, 28.0, 18.0, 4.0, 0.0, 4.0]"
949,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
950,,,"[98.9, 8.0, 41.0, 0.0, 3.0, 2.0, 4.0]"
951,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
952,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
953,,,"[465.4, 50.0, 17.0, 32.0, 56.0, 37.0, 4.0]"
954,,,"[160.4, 11.0, 87.0, 3.0, 2.0, 21.0, 7.0]"
955,,,"[49.7, 0.0, 46.0, 0.0, 0.0, 0.0, 4.0]"
956,,,"[299.7, 18.0, 28.0, 3.0, 74.0, 15.0, 3.0]"
957,,,"[1771.4, 181.0, 52.0, 49.0, 44.0, 229.0, 52.0]"
958,,,"[472.2, 39.0, 31.0, 39.0, 22.0, 76.0, 17.0]"
959,,,"[289.4, 46.0, 7.0, 2.0, 9.0, 94.0, 3.0]"
960,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
961,,,"[625.2, 79.0, 29.0, 20.0, 33.0, 138.0, 8.0]"
962,,,"[386.2, 6.0, 30.0, 23.0, 41.0, 3.0, 23.0]"
963,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
964,,,"[33.5, 0.0, 23.0, 21.0, 2.0, 0.0, 2.0]"
965,,,"[434.0, 36.0, 143.0, 15.0, 8.0, 30.0, 17.0]"
966,,,"[334.2, 26.0, 29.0, 23.0, 23.0, 14.0, 12.0]"
967,,,"[74.9, 6.0, 9.0, 20.0, 2.0, 5.0, 2.0]"
968,,,"[74.9, 6.0, 9.0, 20.0, 2.0, 5.0, 2.0]"
969,,,"[74.9, 6.0, 9.0, 20.0, 2.0, 5.0, 2.0]"
970,,,"[200.2, 19.0, 19.0, 25.0, 29.0, 31.0, 2.0]"
971,,,"[200.2, 19.0, 19.0, 25.0, 29.0, 31.0, 2.0]"
972,,,"[429.6, 51.0, 5.0, 76.0, 48.0, 106.0, 3.0]"
973,,,"[28.3, 0.0, 2.0, 2.0, 1.0, 1.0, 1.0]"
974,,,"[349.1, 15.0, 103.0, 22.0, 58.0, 27.0, 11.0]"
975,,,"[349.1, 15.0, 103.0, 22.0, 58.0, 27.0, 11.0]"
976,,,"[99.8, 0.0, 75.0, 3.0, 10.0, 0.0, 6.0]"
977,,,"[349.1, 15.0, 103.0, 22.0, 58.0, 27.0, 11.0]"
978,,,"[105.5, 6.0, 33.0, 1.0, 2.0, 12.0, 5.0]"
979,,,"[21.1, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
980,,,"[99.1, 3.0, 34.0, 1.0, 5.0, 1.0, 5.0]"
981,,,"[172.9, 19.0, 2.0, 12.0, 24.0, 21.0, 0.0]"
982,,,"[238.7, 12.0, 21.0, 39.0, 36.0, 15.0, 7.0]"
983,,,"[58.3, 3.0, 9.0, 4.0, 11.0, 4.0, 1.0]"
984,,,"[58.3, 3.0, 9.0, 4.0, 11.0, 4.0, 1.0]"
985,,,"[356.3, 37.0, 0.0, 15.0, 15.0, 74.0, 10.0]"
986,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
987,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
988,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
989,,,"[297.9, 19.0, 7.0, 21.0, 62.0, 12.0, 4.0]"
990,,,"[434.4, 15.0, 4.0, 7.0, 61.0, 25.0, 17.0]"
991,,,"[81.9, 1.0, 24.0, 27.0, 7.0, 1.0, 5.0]"
992,,,"[102.3, 7.0, 12.0, 17.0, 7.0, 4.0, 4.0]"
993,,,"[102.7, 11.0, 7.0, 4.0, 6.0, 6.0, 2.0]"
994,,,"[102.7, 11.0, 7.0, 4.0, 6.0, 6.0, 2.0]"
995,,,"[238.7, 12.0, 21.0, 39.0, 36.0, 15.0, 7.0]"
996,,,"[238.7, 12.0, 21.0, 39.0, 36.0, 15.0, 7.0]"
