u,i1,i2,nl
664,,,"[717.2, 66.0, 31.0, 119.0, 90.0, 72.0, 11.0]"
665,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
666,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
667,,,"[193.8, 13.0, 38.0, 44.0, 25.0, 16.0, 5.0]"
668,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
669,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
670,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
671,,,"[754.0, 48.0, 270.0, 32.0, 20.0, 80.0, 38.0]"
672,,,"[474.6, 48.0, 37.0, 23.0, 25.0, 44.0, 13.0]"
673,,,"[238.4, 15.0, 122.0, 1.0, 5.0, 18.0, 13.0]"
674,,,"[147.8, 5.0, 7.0, 49.0, 5.0, 2.0, 8.0]"
675,,,"[464.1, 16.0, 46.0, 7.0, 42.0, 16.0, 23.0]"
676,,,"[465.8, 31.0, 7.0, 31.0, 26.0, 42.0, 18.0]"
677,,,"[264.6, 10.0, 16.0, 12.0, 12.0, 11.0, 14.0]"
678,,,"[415.0, 9.0, 18.0, 27.0, 30.0, 6.0, 24.0]"
679,,,"[317.9, 24.0, 1.0, 5.0, 78.0, 47.0, 0.0]"
680,,,"[235.1, 14.0, 21.0, 12.0, 14.0, 11.0, 10.0]"
681,,,"[415.0, 9.0, 18.0, 27.0, 30.0, 6.0, 24.0]"
682,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
683,,,"[193.8, 13.0, 38.0, 44.0, 25.0, 16.0, 5.0]"
684,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
685,,,"[262.9, 28.0, 6.0, 15.0, 8.0, 50.0, 7.0]"
686,,,"[211.6, 9.0, 32.0, 47.0, 44.0, 5.0, 5.0]"
687,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
688,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
689,,,"[486.2, 38.0, 25.0, 41.0, 85.0, 34.0, 3.0]"
690,,,"[280.8, 39.0, 4.0, 22.0, 4.0, 46.0, 1.0]"
691,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
692,,,"[179.9, 9.0, 32.0, 36.0, 26.0, 16.0, 6.0]"
693,,,"[342.2, 7.0, 59.0, 24.0, 32.0, 3.0, 20.0]"
694,,,"[94.6, 2.0, 33.0, 6.0, 5.0, 4.0, 6.0]"
695,,,"[223.7, 2.0, 1.0, 24.0, 63.0, 2.0, 6.0]"
696,,,"[337.9, 3.0, 31.0, 43.0, 37.0, 2.0, 22.0]"
697,,,"[519.2, 45.0, 37.0, 20.0, 87.0, 36.0, 6.0]"
698,,,"[109.9, 13.0, 9.0, 6.0, 7.0, 14.0, 1.0]"
699,,,"[327.1, 51.0, 5.0, 1.0, 5.0, 104.0, 2.0]"
700,,,"[569.0, 58.0, 104.0, 10.0, 13.0, 116.0, 18.0]"
701,,,"[384.1, 24.0, 132.0, 12.0, 8.0, 26.0, 18.0]"
702,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
703,,,"[339.2, 34.0, 14.0, 12.0, 25.0, 55.0, 7.0]"
704,,,"[414.6, 23.0, 24.0, 40.0, 27.0, 44.0, 18.0]"
705,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
706,,,"[261.0, 16.0, 78.0, 13.0, 7.0, 14.0, 12.0]"
707,,,"[350.6, 17.0, 49.0, 58.0, 50.0, 12.0, 12.0]"
708,,,"[328.0, 20.0, 31.0, 57.0, 19.0, 39.0, 14.0]"
709,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
710,,,"[234.5, 15.0, 14.0, 22.0, 45.0, 25.0, 4.0]"
711,,,"[399.5, 30.0, 11.0, 48.0, 65.0, 21.0, 4.0]"
712,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
713,,,"[265.1, 16.0, 107.0, 11.0, 6.0, 26.0, 13.0]"
714,,,"[36.6, 3.0, 6.0, 20.0, 2.0, 1.0, 1.0]"
715,,,"[95.6, 3.0, 37.0, 2.0, 9.0, 4.0, 4.0]"
716,,,"[356.4, 25.0, 19.0, 28.0, 20.0, 47.0, 14.0]"
717,,,"[135.5, 6.0, 19.0, 10.0, 5.0, 13.0, 7.0]"
718,,,"[493.7, 48.0, 41.0, 11.0, 9.0, 79.0, 17.0]"
719,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
720,,,"[538.3, 61.0, 30.0, 12.0, 53.0, 42.0, 6.0]"
721,,,"[538.3, 61.0, 30.0, 12.0, 53.0, 42.0, 6.0]"
722,,,"[538.3, 61.0, 30.0, 12.0, 53.0, 42.0, 6.0]"
723,,,"[427.6, 25.0, 22.0, 28.0, 86.0, 43.0, 8.0]"
724,,,"[447.5, 34.0, 127.0, 13.0, 11.0, 46.0, 19.0]"
725,,,"[447.5, 34.0, 127.0, 13.0, 11.0, 46.0, 19.0]"
726,,,"[447.5, 34.0, 127.0, 13.0, 11.0, 46.0, 19.0]"
727,,,"[377.3, 45.0, 29.0, 25.0, 12.0, 21.0, 10.0]"
728,,,"[307.5, 20.0, 130.0, 12.0, 7.0, 10.0, 15.0]"
729,,,"[168.6, 6.0, 8.0, 9.0, 8.0, 6.0, 9.0]"
730,,,"[462.1, 41.0, 17.0, 30.0, 31.0, 70.0, 14.0]"
731,,,"[582.9, 2.0, 173.0, 2.0, 4.0, 3.0, 19.0]"
732,,,"[286.9, 4.0, 10.0, 1.0, 19.0, 6.0, 18.0]"
733,,,"[642.4, 51.0, 180.0, 21.0, 17.0, 92.0, 26.0]"
734,,,"[303.2, 32.0, 63.0, 2.0, 9.0, 61.0, 8.0]"
735,,,"[277.4, 5.0, 56.0, 0.0, 11.0, 2.0, 19.0]"
736,,,"[401.1, 28.0, 117.0, 10.0, 8.0, 28.0, 18.0]"
737,,,"[377.3, 45.0, 29.0, 25.0, 12.0, 21.0, 10.0]"
738,,,"[414.6, 23.0, 24.0, 40.0, 27.0, 44.0, 18.0]"
739,,,"[498.9, 19.0, 25.0, 13.0, 93.0, 23.0, 15.0]"
740,,,"[498.9, 19.0, 25.0, 13.0, 93.0, 23.0, 15.0]"
741,,,"[427.2, 2.0, 54.0, 27.0, 57.0, 1.0, 25.0]"
742,,,"[478.8, 39.0, 18.0, 31.0, 22.0, 19.0, 17.0]"
743,,,"[279.7, 12.0, 98.0, 4.0, 48.0, 6.0, 9.0]"
744,,,"[314.8, 17.0, 6.0, 13.0, 19.0, 33.0, 14.0]"
745,,,"[341.1, 15.0, 89.0, 61.0, 76.0, 23.0, 8.0]"
746,,,"[401.0, 14.0, 45.0, 47.0, 104.0, 6.0, 9.0]"
747,,,"[366.1, 35.0, 2.0, 15.0, 34.0, 48.0, 7.0]"
748,,,"[313.7, 24.0, 11.0, 12.0, 18.0, 49.0, 11.0]"
749,,,"[232.4, 20.0, 8.0, 7.0, 24.0, 21.0, 5.0]"
750,,,"[723.4, 62.0, 47.0, 84.0, 85.0, 98.0, 15.0]"
751,,,"[209.9, 13.0, 95.0, 6.0, 16.0, 26.0, 8.0]"
752,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
753,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
754,,,"[385.8, 47.0, 0.0, 2.0, 42.0, 55.0, 1.0]"
755,,,"[312.1, 22.0, 78.0, 52.0, 50.0, 24.0, 6.0]"
756,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
757,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
758,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
759,,,"[844.5, 94.0, 3.0, 106.0, 67.0, 45.0, 13.0]"
760,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
761,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
762,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
763,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
764,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
765,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
766,,,"[283.2, 18.0, 13.0, 6.0, 10.0, 36.0, 13.0]"
767,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
768,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
769,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
770,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
771,,,"[283.4, 31.0, 12.0, 23.0, 16.0, 43.0, 6.0]"
772,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
773,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
774,,,"[249.0, 16.0, 15.0, 20.0, 17.0, 34.0, 10.0]"
775,,,"[372.0, 21.0, 115.0, 12.0, 7.0, 18.0, 19.0]"
776,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
777,,,"[528.3, 34.0, 198.0, 23.0, 12.0, 67.0, 26.0]"
778,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
779,,,"[490.0, 42.0, 139.0, 17.0, 9.0, 57.0, 19.0]"
780,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
781,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
782,,,"[1621.8, 134.0, 208.0, 330.0, 214.0, 179.0, 36.0]"
783,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
784,,,"[276.1, 19.0, 89.0, 16.0, 5.0, 8.0, 13.0]"
785,,,"[136.8, 18.0, 2.0, 9.0, 11.0, 22.0, 0.0]"
786,,,"[378.1, 20.0, 158.0, 18.0, 9.0, 11.0, 21.0]"
787,,,"[624.1, 35.0, 6.0, 27.0, 139.0, 43.0, 9.0]"
788,,,"[345.2, 21.0, 12.0, 29.0, 25.0, 32.0, 13.0]"
789,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
790,,,"[571.5, 22.0, 33.0, 22.0, 24.0, 10.0, 34.0]"
791,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
792,,,"[318.0, 25.0, 94.0, 13.0, 8.0, 21.0, 12.0]"
793,,,"[240.9, 13.0, 41.0, 51.0, 48.0, 3.0, 5.0]"
794,,,"[247.8, 14.0, 89.0, 14.0, 5.0, 6.0, 13.0]"
795,,,"[294.0, 7.0, 198.0, 10.0, 7.0, 20.0, 19.0]"
796,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
797,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
798,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
799,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
800,,,"[384.5, 40.0, 3.0, 25.0, 54.0, 33.0, 2.0]"
801,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
802,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
803,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
804,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
805,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
806,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
807,,,"[336.2, 20.0, 0.0, 23.0, 100.0, 11.0, 0.0]"
808,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
809,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
810,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
811,,,"[228.7, 20.0, 1.0, 20.0, 48.0, 18.0, 0.0]"
812,,,"[414.6, 23.0, 24.0, 40.0, 27.0, 44.0, 18.0]"
813,,,"[253.9, 17.0, 97.0, 7.0, 4.0, 7.0, 12.0]"
814,,,"[253.9, 17.0, 97.0, 7.0, 4.0, 7.0, 12.0]"
815,,,"[683.0, 37.0, 412.0, 2.0, 6.0, 115.0, 39.0]"
816,,,"[282.8, 27.0, 8.0, 9.0, 8.0, 19.0, 9.0]"
817,,,"[108.3, 2.0, 15.0, 8.0, 8.0, 1.0, 7.0]"
818,,,"[123.4, 11.0, 6.0, 7.0, 16.0, 5.0, 1.0]"
819,,,"[413.0, 33.0, 3.0, 18.0, 88.0, 36.0, 2.0]"
820,,,"[92.2, 8.0, 18.0, 23.0, 6.0, 11.0, 2.0]"
821,,,"[2728.3, 173.0, 914.0, 147.0, 74.0, 335.0, 133.0]"
822,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
823,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
824,,,"[274.0, 3.0, 214.0, 2.0, 3.0, 6.0, 20.0]"
825,,,"[155.4, 8.0, 4.0, 2.0, 8.0, 3.0, 7.0]"
826,,,"[182.2, 5.0, 6.0, 0.0, 20.0, 2.0, 9.0]"
827,,,"[507.6, 36.0, 8.0, 43.0, 47.0, 69.0, 16.0]"
828,,,"[235.6, 0.0, 139.0, 0.0, 0.0, 0.0, 12.0]"
829,,,"[434.2, 30.0, 86.0, 54.0, 66.0, 13.0, 10.0]"
830,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
831,,,"[248.3, 28.0, 4.0, 14.0, 10.0, 44.0, 5.0]"
832,,,"[213.5, 4.0, 21.0, 35.0, 26.0, 2.0, 11.0]"
833,,,"[269.1, 21.0, 17.0, 12.0, 29.0, 17.0, 8.0]"
834,,,"[305.4, 28.0, 20.0, 8.0, 44.0, 24.0, 5.0]"
835,,,"[191.9, 0.0, 15.0, 0.0, 22.0, 0.0, 12.0]"
836,,,"[762.5, 54.0, 261.0, 44.0, 48.0, 37.0, 29.0]"
837,,,"[14.9, 0.0, 6.0, 12.0, 1.0, 0.0, 1.0]"
838,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
839,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
840,,,"[400.6, 30.0, 58.0, 19.0, 51.0, 39.0, 9.0]"
841,,,"[436.4, 21.0, 29.0, 18.0, 63.0, 30.0, 14.0]"
842,,,"[262.9, 23.0, 95.0, 6.0, 6.0, 40.0, 9.0]"
843,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
844,,,"[407.0, 25.0, 84.0, 3.0, 80.0, 24.0, 7.0]"
845,,,"[448.8, 40.0, 1.0, 17.0, 98.0, 43.0, 0.0]"
846,,,"[277.1, 12.0, 70.0, 60.0, 59.0, 8.0, 6.0]"
847,,,"[445.1, 47.0, 0.0, 6.0, 77.0, 44.0, 0.0]"
848,,,"[337.0, 30.0, 5.0, 13.0, 62.0, 44.0, 2.0]"
849,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
850,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
851,,,"[359.1, 29.0, 5.0, 41.0, 51.0, 36.0, 6.0]"
852,,,"[283.4, 31.0, 12.0, 23.0, 16.0, 43.0, 6.0]"
853,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
854,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
855,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
856,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
857,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
858,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
859,,,"[880.3, 98.0, 11.0, 19.0, 38.0, 190.0, 19.0]"
860,,,"[414.6, 23.0, 24.0, 40.0, 27.0, 44.0, 18.0]"
861,,,"[424.8, 39.0, 4.0, 15.0, 17.0, 76.0, 13.0]"
862,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
863,,,"[490.5, 52.0, 13.0, 36.0, 32.0, 74.0, 10.0]"
864,,,"[94.6, 2.0, 33.0, 6.0, 5.0, 4.0, 6.0]"
865,,,"[357.8, 12.0, 29.0, 33.0, 88.0, 10.0, 8.0]"
866,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
867,,,"[707.6, 52.0, 49.0, 59.0, 69.0, 77.0, 20.0]"
868,,,"[507.5, 17.0, 53.0, 9.0, 41.0, 19.0, 27.0]"
869,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
870,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
871,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
872,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
873,,,"[313.7, 24.0, 11.0, 12.0, 18.0, 49.0, 11.0]"
874,,,"[639.1, 74.0, 1.0, 48.0, 56.0, 102.0, 7.0]"
875,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
876,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
877,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
878,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
879,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
880,,,"[172.9, 8.0, 17.0, 6.0, 8.0, 6.0, 9.0]"
881,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
882,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
883,,,"[466.6, 24.0, 25.0, 44.0, 60.0, 30.0, 16.0]"
884,,,"[352.4, 31.0, 12.0, 18.0, 15.0, 53.0, 11.0]"
885,,,"[594.1, 66.0, 8.0, 68.0, 75.0, 114.0, 4.0]"
886,,,"[707.6, 52.0, 49.0, 59.0, 69.0, 77.0, 20.0]"
887,,,"[407.1, 25.0, 109.0, 13.0, 18.0, 42.0, 19.0]"
888,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
889,,,"[197.6, 0.0, 169.0, 0.0, 0.0, 0.0, 15.0]"
890,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
891,,,"[825.7, 87.0, 127.0, 43.0, 44.0, 112.0, 20.0]"
892,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
893,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
894,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
895,,,"[377.4, 41.0, 2.0, 30.0, 57.0, 69.0, 1.0]"
896,,,"[229.8, 14.0, 12.0, 7.0, 9.0, 6.0, 11.0]"
897,,,"[90.1, 7.0, 13.0, 1.0, 4.0, 14.0, 3.0]"
898,,,"[1471.5, 171.0, 111.0, 33.0, 158.0, 215.0, 11.0]"
899,,,"[317.6, 33.0, 4.0, 14.0, 56.0, 51.0, 0.0]"
900,,,"[570.7, 32.0, 265.0, 16.0, 11.0, 43.0, 30.0]"
901,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
902,,,"[282.8, 27.0, 8.0, 9.0, 8.0, 19.0, 9.0]"
903,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
904,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
905,,,"[211.3, 10.0, 28.0, 16.0, 5.0, 5.0, 11.0]"
906,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
907,,,"[235.1, 14.0, 21.0, 12.0, 14.0, 11.0, 10.0]"
908,,,"[352.4, 26.0, 15.0, 7.0, 14.0, 50.0, 14.0]"
909,,,"[271.6, 34.0, 10.0, 8.0, 26.0, 38.0, 1.0]"
910,,,"[879.6, 45.0, 22.0, 62.0, 55.0, 83.0, 43.0]"
911,,,"[338.4, 9.0, 242.0, 2.0, 2.0, 18.0, 24.0]"
912,,,"[93.2, 9.0, 5.0, 7.0, 13.0, 18.0, 0.0]"
913,,,"[13.4, 0.0, 8.0, 0.0, 0.0, 0.0, 1.0]"
914,,,"[569.0, 63.0, 11.0, 10.0, 59.0, 79.0, 5.0]"
915,,,"[419.6, 49.0, 75.0, 5.0, 10.0, 93.0, 10.0]"
916,,,"[57.3, 4.0, 0.0, 5.0, 5.0, 8.0, 1.0]"
917,,,"[419.1, 38.0, 32.0, 107.0, 71.0, 35.0, 3.0]"
918,,,"[659.0, 67.0, 19.0, 52.0, 84.0, 67.0, 8.0]"
919,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
920,,,"[368.2, 19.0, 183.0, 4.0, 5.0, 37.0, 21.0]"
921,,,"[308.0, 15.0, 16.0, 51.0, 14.0, 13.0, 15.0]"
922,,,"[222.2, 15.0, 121.0, 5.0, 6.0, 42.0, 10.0]"
923,,,"[389.6, 31.0, 8.0, 0.0, 9.0, 14.0, 16.0]"
924,,,"[308.0, 15.0, 16.0, 51.0, 14.0, 13.0, 15.0]"
925,,,"[308.0, 15.0, 16.0, 51.0, 14.0, 13.0, 15.0]"
926,,,"[306.3, 16.0, 22.0, 21.0, 33.0, 17.0, 12.0]"
927,,,"[293.8, 25.0, 3.0, 42.0, 38.0, 48.0, 5.0]"
928,,,"[293.8, 25.0, 3.0, 42.0, 38.0, 48.0, 5.0]"
929,,,"[327.1, 43.0, 3.0, 31.0, 30.0, 62.0, 0.0]"
930,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
931,,,"[347.7, 16.0, 19.0, 54.0, 24.0, 7.0, 17.0]"
932,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
933,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
934,,,"[98.4, 8.0, 5.0, 10.0, 6.0, 10.0, 2.0]"
935,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
936,,,"[431.2, 55.0, 55.0, 2.0, 8.0, 107.0, 9.0]"
937,,,"[330.2, 20.0, 22.0, 46.0, 84.0, 14.0, 2.0]"
938,,,"[460.9, 36.0, 6.0, 32.0, 89.0, 56.0, 5.0]"
939,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
940,,,"[481.5, 41.0, 21.0, 48.0, 46.0, 39.0, 11.0]"
941,,,"[880.3, 98.0, 11.0, 19.0, 38.0, 190.0, 19.0]"
942,,,"[281.1, 16.0, 13.0, 14.0, 32.0, 11.0, 10.0]"
943,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
944,,,"[310.2, 24.0, 32.0, 10.0, 55.0, 20.0, 4.0]"
945,,,"[421.4, 35.0, 10.0, 31.0, 83.0, 59.0, 3.0]"
946,,,"[479.8, 27.0, 10.0, 27.0, 37.0, 39.0, 21.0]"
947,,,"[111.3, 3.0, 89.0, 0.0, 0.0, 7.0, 7.0]"
948,,,"[214.9, 28.0, 30.0, 14.0, 4.0, 12.0, 4.0]"
949,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
950,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
951,,,"[247.8, 14.0, 89.0, 14.0, 5.0, 6.0, 13.0]"
952,,,"[125.9, 21.0, 0.0, 6.0, 0.0, 9.0, 0.0]"
953,,,"[345.2, 20.0, 88.0, 17.0, 10.0, 38.0, 17.0]"
954,,,"[341.1, 15.0, 138.0, 3.0, 7.0, 30.0, 19.0]"
955,,,"[268.1, 18.0, 51.0, 28.0, 47.0, 9.0, 5.0]"
956,,,"[299.7, 18.0, 28.0, 3.0, 74.0, 15.0, 3.0]"
957,,,"[674.1, 69.0, 19.0, 14.0, 95.0, 58.0, 5.0]"
958,,,"[472.2, 39.0, 31.0, 39.0, 22.0, 76.0, 17.0]"
959,,,"[545.1, 19.0, 36.0, 43.0, 115.0, 23.0, 15.0]"
960,,,"[310.7, 16.0, 65.0, 6.0, 13.0, 7.0, 16.0]"
961,,,"[88.5, 5.0, 10.0, 5.0, 12.0, 9.0, 3.0]"
962,,,"[418.0, 51.0, 9.0, 30.0, 50.0, 99.0, 2.0]"
963,,,"[338.8, 49.0, 2.0, 8.0, 5.0, 100.0, 0.0]"
964,,,"[155.4, 8.0, 4.0, 2.0, 8.0, 3.0, 7.0]"
965,,,"[240.8, 8.0, 15.0, 30.0, 59.0, 10.0, 6.0]"
966,,,"[847.9, 95.0, 15.0, 69.0, 83.0, 176.0, 10.0]"
967,,,"[351.2, 36.0, 3.0, 20.0, 35.0, 70.0, 5.0]"
968,,,"[240.8, 8.0, 15.0, 30.0, 59.0, 10.0, 6.0]"
969,,,"[440.7, 50.0, 81.0, 7.0, 7.0, 92.0, 11.0]"
970,,,"[200.2, 19.0, 19.0, 25.0, 29.0, 31.0, 2.0]"
971,,,"[200.2, 19.0, 19.0, 25.0, 29.0, 31.0, 2.0]"
972,,,"[429.6, 51.0, 5.0, 76.0, 48.0, 106.0, 3.0]"
973,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
974,,,"[460.9, 30.0, 188.0, 22.0, 11.0, 19.0, 23.0]"
975,,,"[628.2, 38.0, 66.0, 69.0, 36.0, 61.0, 26.0]"
976,,,"[406.0, 36.0, 118.0, 7.0, 10.0, 69.0, 14.0]"
977,,,"[4725.9, 304.0, 1521.0, 187.0, 301.0, 454.0, 196.0]"
978,,,"[393.9, 43.0, 16.0, 24.0, 26.0, 51.0, 7.0]"
979,,,"[183.1, 5.0, 59.0, 15.0, 9.0, 3.0, 10.0]"
980,,,"[321.8, 24.0, 28.0, 21.0, 67.0, 16.0, 3.0]"
981,,,"[342.6, 15.0, 162.0, 2.0, 5.0, 4.0, 21.0]"
982,,,"[1080.3, 99.0, 142.0, 66.0, 136.0, 113.0, 18.0]"
983,,,"[58.3, 3.0, 9.0, 4.0, 11.0, 4.0, 1.0]"
984,,,"[58.3, 3.0, 9.0, 4.0, 11.0, 4.0, 1.0]"
985,,,"[926.9, 83.0, 285.0, 21.0, 18.0, 63.0, 35.0]"
986,,,"[3329.3, 350.0, 117.0, 291.0, 401.0, 581.0, 39.0]"
987,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
988,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
989,,,"[533.4, 57.0, 15.0, 40.0, 64.0, 58.0, 5.0]"
990,,,"[434.4, 15.0, 4.0, 7.0, 61.0, 25.0, 17.0]"
991,,,"[486.1, 34.0, 22.0, 48.0, 53.0, 65.0, 16.0]"
992,,,"[444.4, 36.0, 131.0, 14.0, 16.0, 77.0, 17.0]"
993,,,"[211.3, 10.0, 28.0, 16.0, 5.0, 5.0, 11.0]"
994,,,"[102.7, 11.0, 7.0, 4.0, 6.0, 6.0, 2.0]"
995,,,"[238.7, 12.0, 21.0, 39.0, 36.0, 15.0, 7.0]"
