user,exclude,item list
614,6906.0,"[4091, 2988, 4793, 3421, 1522, 903, 4642, 4005, 4337, 1485]"
615,5006.0,"[2970, 4501, 2549, 2210, 4561, 986, 3459, 1289, 2779, 617]"
616,2499.0,[]
617,5010.0,"[2354, 1983, 738, 4091, 361, 3282, 2876, 4788, 4001, 4283]"
618,2499.0,"[2274, 2848, 125, 193, 2342, 2949, 2280, 989, 4096, 200]"
619,6335.0,"[4665, 2280, 3102, 3397, 647, 361, 284, 4171, 4573, 2549]"
620,5006.0,"[4783, 4177, 2549, 2949, 2274, 2988, 4005, 4106, 145, 186]"
621,2683.0,"[3300, 297, 193, 4634, 1602, 4665, 2280, 2342, 2274, 2606]"
622,5006.0,"[740, 767, 4493, 3392, 3510, 3715, 1681, 4573, 4557, 2102]"
623,3184.0,"[4446, 647, 1653, 1252, 3551, 4814, 648, 4894, 4493, 2820]"
624,3184.0,"[4783, 740, 2949, 2280, 532, 960, 4683, 1611, 989, 113]"
625,6906.0,"[2342, 4096, 4270, 284, 276, 1224, 127, 1736, 145, 1221]"
626,6906.0,"[2848, 3939, 2342, 4245, 532, 4683, 3459, 1028, 112, 2086]"
627,6335.0,"[4783, 740, 2, 1252, 3813, 976, 4026, 4814, 2549, 2848]"
628,6906.0,"[484, 2342, 532, 4642, 2355, 361, 2968, 1611, 2975, 2508]"
629,4253.0,"[2342, 284, 2280, 1089, 72, 3210, 1173, 647, 3408, 4304]"
630,63.0,"[4446, 647, 983, 1646, 4814, 786, 648, 2848, 1728, 4955]"
631,2499.0,"[4783, 2949, 2280, 4642, 1485, 989, 4005, 2356, 807, 4623]"
632,5319.0,"[2937, 2280, 1706, 648, 3785, 3081, 4477, 3036, 4680, 4966]"
633,6335.0,"[125, 532, 3406, 1315, 361, 1184, 191, 4106, 2639, 127]"
634,6906.0,"[4005, 4270, 1509, 4533, 1646, 1023, 4929, 1602, 3743, 3459]"
635,6906.0,"[4053, 2970, 2681, 4752, 2163, 648, 1597, 1178, 4683, 196]"
636,5010.0,"[4270, 193, 112, 4793, 2949, 532, 2256, 4527, 945, 3685]"
637,6906.0,"[960, 361, 2975, 1522, 484, 2773, 3342, 2320, 1646, 4252]"
638,5010.0,"[209, 2949, 1022, 3078, 3535, 3173, 4683, 3704, 125, 2342]"
639,2499.0,"[3282, 1779, 361, 945, 3510, 935, 2280, 4446, 189, 1351]"
640,2683.0,"[4783, 740, 4091, 4177, 647, 1252, 357, 866, 297, 2220]"
641,3203.0,"[125, 2949, 2747, 4642, 361, 299, 4239, 1119, 4501, 4793]"
642,2499.0,"[4954, 2179, 3335, 2933, 4177, 4533, 2280, 4446, 1991, 1569]"
643,5010.0,"[9, 2274, 532, 4270, 112, 2988, 4718, 145, 648, 4698]"
644,4717.0,"[648, 125, 2274, 4683, 284, 4986, 3282, 935, 341, 1428]"
645,5006.0,"[3510, 255, 1562, 125, 4601, 3027, 4335, 2513, 3238, 3198]"
646,3203.0,"[740, 1601, 1357, 193, 125, 2949, 3690, 1088, 3258, 532]"
647,5010.0,"[648, 193, 2949, 4683, 4252, 2207, 2179, 3386, 444, 4493]"
648,5010.0,"[740, 2280, 2342, 2274, 532, 2658, 416, 4642, 361, 80]"
649,2499.0,"[2549, 4783, 193, 607, 515, 2210, 827, 361, 240, 53]"
650,2499.0,"[4640, 2548, 4954, 2086, 4064, 2280, 4960, 1522, 647, 3097]"
651,1168.0,"[4783, 740, 4177, 4827, 647, 1984, 2756, 983, 976, 4814]"
652,6906.0,"[4177, 3102, 4793, 2200, 4005, 4106, 2468, 112, 989, 2744]"
653,5010.0,"[4622, 112, 4194, 4546, 744, 2894, 2507, 331, 2572, 794]"
654,6906.0,"[4091, 4177, 2342, 1736, 3510, 532, 284, 3335, 80, 3459]"
655,5006.0,"[647, 708, 2377, 4888, 276, 4106, 145, 112, 989, 1464]"
656,2499.0,[]
657,3203.0,"[4482, 193, 1854, 532, 284, 361, 630, 4710, 4814, 459]"
658,3203.0,"[4446, 708, 2280, 4642, 361, 3413, 3410, 1287, 1705, 2295]"
659,3203.0,"[193, 3660, 112, 1646, 125, 532, 4894, 647, 2548, 2549]"
660,2499.0,[]
661,2499.0,"[4683, 2522, 4005, 4106, 645, 649, 2975, 1522, 296, 620]"
662,3203.0,"[357, 1646, 193, 2949, 3883, 403, 3510, 3432, 2355, 361]"
663,3184.0,"[4831, 2949, 3654, 2499, 125, 3320, 3424, 882, 846, 2769]"
664,2499.0,"[4783, 112, 2139, 4177, 3335, 3198, 3282, 1646, 740, 4270]"
665,2499.0,"[2280, 2274, 894, 4642, 1240, 4446, 1485, 4226, 2937, 1646]"
666,2499.0,"[193, 1970, 3510, 3063, 2342, 2274, 4001, 3715, 4527, 4096]"
667,5006.0,"[2549, 2207, 716, 3444, 2610, 882, 4352, 4783, 3078, 4382]"
668,2499.0,"[2949, 495, 1522, 4642, 1632, 2392, 852, 459, 1074, 4005]"
669,2499.0,"[4501, 3510, 112, 116, 4514, 4140, 3715, 127, 882, 3092]"
670,3203.0,"[740, 648, 3732, 2256, 403, 2274, 3431, 524, 4463, 1074]"
671,3203.0,"[1646, 1023, 9, 3715, 1475, 3027, 112, 3510, 2792, 2941]"
672,2499.0,"[4783, 740, 4177, 647, 1252, 1646, 3037, 1197, 2549, 193]"
673,6335.0,"[4446, 740, 4091, 4177, 3300, 647, 1252, 1984, 2756, 983]"
674,5010.0,"[740, 1984, 2549, 708, 2949, 3258, 1740, 3102, 3685, 2274]"
675,4717.0,"[2274, 532, 1522, 319, 4284, 3760, 416, 4131, 4716, 648]"
676,4717.0,"[361, 125, 461, 2874, 2280, 2377, 315, 2912, 1048, 465]"
677,5010.0,"[4573, 361, 882, 3322, 3386, 3905, 98, 1446, 484, 4783]"
678,5010.0,"[647, 2949, 2274, 4642, 1611, 3337, 3043, 4533, 2553, 3564]"
679,7655.0,"[145, 2773, 283, 3510, 4910, 484, 2355, 882, 4573, 198]"
680,4717.0,"[4783, 740, 1252, 983, 4814, 297, 648, 193, 4977, 125]"
681,6906.0,"[740, 4177, 3813, 3037, 648, 2949, 725, 2342, 4477, 4642]"
682,2499.0,"[125, 2949, 15, 416, 2639, 361, 3564, 1517, 2730, 989]"
683,2499.0,[]
684,2499.0,"[4945, 3102, 361, 3817, 2468, 989, 1287, 3979, 2649, 2207]"
685,332.0,"[192, 2342, 2246, 2203, 2055, 1667, 4446, 4573, 4683, 2970]"
686,2499.0,"[4091, 647, 1601, 3732, 1288, 2377, 2280, 4954, 2342, 3258]"
687,2499.0,"[4783, 193, 4880, 2274, 3510, 4270, 820, 505, 2750, 882]"
688,2499.0,"[125, 3715, 465, 4683, 803, 4573, 4561, 1129, 341, 2955]"
689,4717.0,"[4446, 4091, 4177, 1653, 983, 1690, 4945, 4932, 3939, 986]"
690,5010.0,"[4091, 647, 2246, 2280, 3397, 2274, 2912, 769, 960, 465]"
691,2499.0,"[4642, 2076, 4091, 3903, 4446, 4767, 1486, 2949, 2041, 4658]"
692,2499.0,"[1646, 2280, 4533, 361, 882, 4215, 4524, 2852, 3092, 2274]"
693,6906.0,"[4091, 648, 4932, 484, 1602, 4793, 284, 361, 3019, 4005]"
694,2499.0,[]
695,2499.0,[]
696,6906.0,"[4642, 3753, 3017, 4344, 4171, 740, 989, 4005, 1733, 1752]"
697,800.0,"[1984, 4945, 193, 484, 125, 839, 4675, 14, 2528, 2342]"
698,6906.0,"[4880, 3048, 4738, 3497, 3820, 1270, 1287, 240, 1522, 740]"
699,800.0,"[2543, 70, 2139, 3019, 4436, 4446, 361, 663, 569, 4963]"
700,5006.0,"[2274, 1443, 284, 4005, 3564, 3459, 3509, 3510, 112, 2342]"
701,5006.0,"[647, 2280, 4642, 3459, 2610, 1169, 4960, 4561, 1087, 2149]"
702,2499.0,"[4783, 740, 983, 2280, 2274, 361, 4561, 2251, 4642, 125]"
703,5006.0,"[4783, 4177, 1252, 1984, 908, 1646, 3037, 4372, 708, 125]"
704,7655.0,"[4091, 2155, 1253, 3510, 416, 361, 4005, 145, 2832, 663]"
705,5006.0,"[647, 1646, 648, 4894, 4493, 2820, 2949, 3883, 14, 2280]"
706,6906.0,"[740, 4177, 983, 1646, 3037, 3685, 4270, 960, 4533, 2210]"
707,2499.0,[]
708,7655.0,"[740, 960, 341, 692, 2355, 2320, 284, 2319, 2970, 1007]"
709,5006.0,"[2280, 2342, 4642, 3210, 1053, 255, 495, 4319, 4126, 4284]"
710,800.0,"[648, 2848, 4918, 4793, 3905, 2639, 3216, 3018, 361, 3497]"
711,1168.0,"[4446, 1, 4783, 740, 647, 1252, 2756, 983, 1089, 4945]"
712,5006.0,"[647, 648, 532, 1835, 1970, 945, 2220, 2422, 2848, 4918]"
713,5319.0,"[647, 2280, 4245, 2210, 3432, 361, 2139, 1611, 3459, 945]"
714,2499.0,"[4738, 827, 3092, 679, 4505, 1196, 2274, 2681, 3424, 1940]"
715,2499.0,"[3592, 989, 1779, 2691, 3533, 2577, 1252, 4104, 3085, 181]"
716,4717.0,"[740, 2, 1089, 2549, 2848, 193, 3732, 708, 125, 1556]"
717,5319.0,"[193, 4493, 2949, 2256, 1582, 3193, 4642, 945, 3259, 4469]"
718,6906.0,"[740, 4177, 648, 1605, 586, 4738, 4096, 4691, 416, 4642]"
719,3184.0,"[357, 1477, 297, 648, 679, 4932, 3810, 3990, 484, 8]"
720,3203.0,"[647, 2949, 2274, 284, 4642, 2310, 46, 989, 1230, 3474]"
721,7655.0,"[740, 1646, 2220, 2820, 1728, 2440, 1253, 1736, 276, 361]"
722,6906.0,"[2256, 1253, 361, 397, 112, 1196, 935, 4342, 1074, 3883]"
723,4717.0,"[2949, 4477, 361, 2384, 1995, 4918, 2086, 647, 660, 786]"
724,800.0,"[908, 648, 2848, 193, 1602, 1388, 4880, 2280, 3102, 2274]"
725,5006.0,"[2274, 98, 145, 3459, 1684, 1178, 3424, 37, 1479, 4239]"
726,5006.0,"[1646, 786, 648, 2549, 1406, 960, 2210, 109, 2356, 4005]"
727,5180.0,"[4783, 4091, 4177, 647, 1653, 1252, 908, 1646, 3037, 4482]"
728,6654.0,"[4177, 4234, 416, 112, 135, 4064, 297, 740, 2577, 3424]"
729,2499.0,"[740, 125, 112, 4757, 827, 3193, 238, 4814, 1531, 507]"
730,2499.0,"[1646, 193, 1238, 2504, 989, 125, 2139, 1667, 4005, 1993]"
731,2499.0,"[3810, 125, 3905, 3078, 4501, 2796, 4683, 2848, 187, 4918]"
732,5010.0,"[2949, 14, 960, 4642, 361, 4573, 1611, 4396, 3386, 1681]"
733,5006.0,"[708, 284, 276, 3019, 2773, 2474, 46, 4989, 1952, 4961]"
734,63.0,"[4783, 740, 4177, 647, 983, 648, 4932, 193, 4493, 3217]"
735,800.0,"[2274, 4270, 3018, 4106, 240, 1952, 4001, 1752, 4893, 4017]"
736,6654.0,"[4446, 4783, 4177, 3300, 2, 647, 1653, 1252, 357, 1984]"
737,6906.0,"[2, 4814, 648, 586, 2988, 2658, 361, 4635, 2499, 2309]"
738,5006.0,"[4106, 3510, 145, 4005, 18, 1740, 3660, 3078, 647, 4373]"
739,2499.0,"[4446, 4932, 9, 125, 361, 3424, 4986, 3152, 302, 1556]"
740,2499.0,"[647, 1646, 4836, 4106, 645, 46, 112, 3759, 4501, 192]"
741,3203.0,"[109, 112, 2452, 453, 4091, 265, 4836, 361, 4005, 4568]"
742,2683.0,"[4446, 4177, 4954, 3510, 4270, 248, 4396, 3459, 989, 2770]"
743,4253.0,"[4783, 647, 3037, 1089, 193, 708, 1711, 3883, 2256, 181]"
744,4717.0,"[3511, 2155, 4960, 2210, 2256, 4479, 1957, 3732, 4918, 3497]"
745,6276.0,"[4091, 648, 2549, 4665, 2280, 2274, 4245, 416, 2454, 98]"
746,7655.0,"[4177, 647, 193, 3201, 4918, 125, 2949, 4836, 2280, 4842]"
747,3184.0,"[4783, 4918, 708, 2658, 361, 3459, 2576, 3895, 1695, 782]"
748,5010.0,"[4642, 4106, 1611, 492, 112, 989, 882, 3685, 3971, 3519]"
749,3184.0,"[4446, 740, 4177, 908, 1477, 648, 193, 2820, 3704, 125]"
750,3203.0,"[4177, 1252, 4760, 2280, 1736, 532, 4683, 284, 361, 945]"
751,4717.0,"[4091, 4177, 983, 4814, 708, 2949, 1904, 2377, 2280, 2155]"
752,7655.0,"[4091, 3300, 3732, 4955, 125, 1602, 1446, 2608, 2280, 3397]"
753,6906.0,"[516, 3421, 925, 2499, 648, 4890, 1317, 833, 1281, 361]"
754,1511.0,"[4091, 4814, 2949, 2246, 4836, 4738, 4270, 532, 2160, 70]"
755,3203.0,"[740, 647, 4814, 297, 2848, 679, 193, 2820, 4918, 4432]"
756,2499.0,"[2280, 112, 4561, 2524, 1493, 1549, 474, 3282, 1667, 3905]"
757,5010.0,"[4783, 1646, 786, 193, 125, 4665, 1711, 2246, 2274, 769]"
758,5006.0,"[2949, 740, 3459, 2193, 1681, 3910, 2377, 3519, 4473, 1252]"
759,2499.0,[]
760,3203.0,"[4091, 3300, 983, 1646, 976, 297, 1601, 1357, 4894, 3732]"
761,5010.0,"[4091, 647, 3732, 125, 1519, 2280, 3102, 1722, 4738, 2274]"
762,3203.0,"[740, 4091, 2756, 1646, 1633, 4814, 648, 2848, 2220, 3939]"
763,2499.0,"[3732, 125, 2949, 361, 3424, 3564, 1630, 3199, 1601, 4683]"
764,2683.0,"[2105, 14, 3510, 266, 416, 1681, 361, 4344, 58, 1171]"
765,2499.0,"[2848, 125, 2377, 2996, 4642, 2548, 3105, 882, 4501, 3282]"
766,3203.0,"[284, 3510, 2274, 3206, 2848, 56, 4760, 3571, 4556, 1578]"
767,5006.0,"[2280, 1646, 708, 4561, 4573, 1653, 2342, 4568, 3322, 4177]"
768,6906.0,"[740, 1646, 648, 588, 284, 2355, 1611, 112, 1113, 72]"
769,2499.0,"[1646, 4880, 2280, 416, 1578, 2139, 1667, 1306, 772, 1753]"
770,3203.0,"[4177, 1646, 4894, 708, 1602, 2819, 946, 4760, 2280, 3995]"
771,6906.0,"[4091, 1646, 3732, 4634, 3165, 3883, 2342, 3258, 4642, 276]"
772,5006.0,"[3791, 3905, 708, 2454, 1740, 2773, 3472, 3018, 98, 2274]"
773,7655.0,"[4091, 2220, 2820, 1602, 2949, 4760, 586, 2342, 2155, 4658]"
774,6906.0,"[866, 437, 1755, 4093, 484, 548, 4245, 4096, 276, 3018]"
775,4253.0,"[361, 2949, 4988, 4091, 1145, 4656, 3151, 2474, 3939, 2470]"
776,6906.0,"[2377, 266, 361, 2773, 2439, 2549, 284, 1287, 3071, 2937]"
777,800.0,"[983, 648, 4945, 4894, 88, 1755, 3732, 1057, 125, 2949]"
778,2683.0,"[505, 284, 3510, 98, 240, 3939, 125, 3083, 4740, 2274]"
779,3203.0,"[647, 4344, 3510, 3083, 1169, 2224, 4091, 831, 1984, 2988]"
780,1168.0,"[4446, 740, 1984, 1646, 648, 2549, 4894, 4390, 193, 3732]"
781,2499.0,"[4177, 647, 983, 4894, 2342, 2274, 713, 1559, 917, 4877]"
782,6906.0,"[648, 2549, 4642, 3432, 2355, 361, 2903, 3907, 953, 197]"
783,2499.0,"[2549, 88, 1128, 2949, 2280, 3048, 4096, 3198, 361, 3424]"
784,2499.0,[]
785,2499.0,"[2773, 361, 502, 4446, 3078, 1673, 2342, 1646, 2395, 268]"
786,6906.0,"[1646, 2549, 3732, 484, 2342, 4270, 3018, 1504, 2499, 1611]"
787,5010.0,"[1681, 2756, 2949, 3102, 4096, 532, 4086, 1785, 708, 555]"
788,6906.0,"[648, 4894, 2949, 416, 2355, 645, 4687, 989, 262, 1522]"
789,2499.0,"[3510, 3715, 2833, 1531, 361, 4005, 732, 4106, 4086, 3152]"
790,800.0,"[125, 2274, 4245, 532, 284, 3459, 2970, 240, 1782, 4290]"
791,2499.0,"[740, 4177, 1646, 1711, 3510, 3018, 4069, 2832, 112, 4968]"
792,2683.0,"[4592, 505, 3510, 2949, 3421, 4578, 1951, 740, 2281, 3406]"
793,2499.0,"[4270, 740, 2639, 1522, 2086, 730, 72, 125, 1611, 3660]"
794,4717.0,"[4091, 983, 4945, 2848, 679, 1357, 193, 3217, 708, 125]"
795,4717.0,"[4783, 740, 4091, 647, 1984, 983, 786, 4945, 2549, 1357]"
796,2683.0,"[1984, 2949, 2342, 2639, 4642, 361, 4960, 1374, 1418, 3386]"
797,2499.0,"[193, 4270, 3335, 361, 945, 192, 4512, 4400, 2452, 4106]"
798,2499.0,"[647, 9, 2342, 2274, 3510, 2833, 2522, 1611, 4001, 4031]"
799,2499.0,"[4446, 4091, 2342, 4642, 4005, 3071, 2224, 4274, 4814, 1630]"
800,6906.0,"[4446, 740, 767, 4945, 2549, 484, 3238, 2256, 2342, 2663]"
801,5010.0,"[2756, 125, 276, 361, 4642, 484, 3102, 2506, 1556, 98]"
802,2499.0,"[1715, 1667, 1740, 2824, 1211, 2885, 2055, 3335, 3424, 2143]"
803,5006.0,"[647, 4573, 2238, 4290, 4752, 1085, 866, 2280, 4106, 3105]"
804,2499.0,"[740, 4573, 2989, 2251, 1646, 4005, 2949, 3078, 907, 2436]"
805,2499.0,"[4096, 2232, 240, 3335, 2848, 740, 361, 2274, 3732, 2549]"
806,2499.0,"[4783, 740, 193, 2949, 2246, 4836, 2280, 4954, 4658, 2912]"
807,3203.0,"[416, 4783, 9, 3743, 532, 1287, 2037, 4635, 3517, 3154]"
808,2499.0,"[1578, 2902, 4270, 174, 3083, 3510, 4016, 1485, 2439, 4893]"
809,2499.0,"[2949, 2155, 361, 160, 2525, 4239, 2050, 588, 1957, 3604]"
810,2499.0,"[72, 1522, 3732, 588, 4664, 3510, 2342, 4090, 289, 1921]"
811,2499.0,"[4270, 4642, 361, 1918, 3105, 3944, 240, 3243, 1921, 2282]"
812,3203.0,"[740, 647, 2756, 1646, 648, 4482, 2549, 193, 125, 3885]"
813,2499.0,"[320, 4683, 2989, 2949, 4642, 3221, 259, 361, 80, 4098]"
814,5006.0,"[1646, 4798, 2544, 2996, 1739, 3636, 2970, 4659, 284, 2210]"
815,5006.0,"[1690, 125, 284, 4642, 276, 4573, 796, 4290, 145, 3652]"
816,3184.0,"[3335, 193, 2280, 1287, 4445, 112, 361, 3369, 1209, 1074]"
817,2499.0,[]
818,3203.0,"[1646, 708, 4665, 2949, 2105, 2280, 2274, 960, 416, 284]"
819,1168.0,"[3282, 3510, 2944, 2095, 4783, 2063, 2142, 53, 2311, 30]"
820,5010.0,"[4783, 2756, 4894, 708, 125, 2949, 13, 3258, 4096, 4270]"
821,2499.0,"[2256, 2474, 1252, 2549, 2854, 34, 3497, 2499, 2207, 42]"
822,6906.0,"[297, 2949, 181, 1736, 4683, 416, 2639, 2691, 4344, 4005]"
823,5006.0,"[4642, 145, 945, 4501, 516, 837, 1779, 2651, 98, 882]"
824,335.0,"[4446, 4783, 740, 647, 1252, 2756, 1646, 1197, 866, 1022]"
825,332.0,"[786, 2549, 193, 708, 2274, 2957, 2740, 4151, 1074, 145]"
826,4717.0,"[647, 983, 297, 786, 648, 4945, 2549, 2848, 4894, 88]"
827,6906.0,"[740, 4005, 3335, 72, 4106, 4206, 3198, 4091, 983, 4458]"
828,4253.0,"[740, 4177, 647, 1646, 648, 193, 3732, 708, 2949, 1711]"
829,335.0,"[3173, 2342, 2280, 4489, 2610, 4446, 4091, 4640, 1572, 4005]"
830,3203.0,"[145, 4390, 112, 361, 553, 577, 2560, 4702, 125, 1602]"
831,1093.0,"[2773, 2610, 1611, 4071, 3685, 361, 1926, 1522, 4287, 3122]"
832,6335.0,"[648, 125, 725, 2280, 3102, 2274, 2454, 20, 1681, 145]"
833,5319.0,"[3459, 361, 2949, 193, 3660, 4457, 2280, 2194, 4961, 3918]"
834,6906.0,"[4446, 740, 4177, 1646, 1728, 1519, 2342, 4270, 361, 66]"
835,2499.0,[]
836,7655.0,"[4446, 740, 648, 3732, 4372, 986, 3143, 1728, 4918, 125]"
837,2499.0,"[361, 2681, 2831, 4664, 64, 3372, 4005, 1711, 3018, 2903]"
838,6906.0,"[983, 2949, 4971, 4738, 532, 3459, 240, 4986, 1485, 3643]"
839,6906.0,"[2756, 4390, 2988, 960, 4642, 2139, 3420, 4287, 2232, 3282]"
840,5010.0,"[4091, 3829, 2274, 3519, 4599, 2355, 740, 268, 3078, 203]"
841,7655.0,"[297, 679, 193, 2608, 37, 301, 391, 145, 4561, 2063]"
842,6335.0,"[4446, 1646, 193, 3814, 4836, 2280, 2210, 2970, 3519, 1287]"
843,6906.0,"[2949, 989, 459, 361, 276, 1779, 3459, 4193, 2368, 1667]"
844,6906.0,"[2949, 3885, 284, 276, 361, 4005, 882, 2975, 2487, 3282]"
845,3203.0,"[1984, 2756, 193, 125, 1740, 2274, 2833, 276, 361, 2730]"
846,590.0,"[4783, 740, 357, 1984, 2756, 1646, 297, 2549, 1601, 4894]"
847,2499.0,"[112, 80, 2224, 740, 3594, 2280, 4396, 470, 1646, 4986]"
848,2683.0,"[3289, 3071, 3510, 27, 1952, 326, 2238, 4352, 3267, 2274]"
849,6906.0,"[983, 2949, 2342, 361, 1611, 4086, 3282, 3103, 4284, 1121]"
850,6906.0,"[3510, 112, 2478, 3695, 2342, 617, 145, 2576, 4450, 4005]"
851,800.0,"[4446, 4177, 903, 983, 4945, 4894, 193, 4493, 2820, 4093]"
852,2683.0,"[3509, 1991, 647, 4637, 1667, 1611, 397, 4937, 1695, 1485]"
853,7655.0,"[908, 2949, 4096, 4683, 2355, 361, 4005, 3497, 1074, 145]"
854,332.0,"[4446, 4783, 740, 647, 1646, 786, 2549, 1357, 193, 1734]"
855,6906.0,"[1646, 3510, 4270, 532, 2355, 3078, 200, 3459, 112, 3454]"
856,4253.0,"[740, 4501, 127, 4131, 4270, 4894, 3942, 1087, 2452, 112]"
857,63.0,"[4446, 3823, 4783, 740, 4091, 1252, 908, 983, 1646, 3037]"
858,3184.0,"[4738, 1074, 145, 1715, 4473, 2238, 416, 1496, 2885, 3510]"
859,6906.0,"[4446, 72, 4831, 3942, 3965, 2831, 255, 649, 324, 4788]"
860,2683.0,"[1118, 4446, 4091, 4177, 1252, 193, 986, 484, 10, 1711]"
861,2683.0,"[2218, 193, 4093, 2949, 4477, 2773, 2547, 917, 920, 2351]"
862,6906.0,"[740, 4336, 4128, 532, 1681, 80, 112, 4850, 1836, 519]"
863,3203.0,"[4919, 2139, 4091, 248, 1074, 42, 2021, 1602, 1023, 3732]"
864,2499.0,"[2606, 217, 193, 3226, 505, 4986, 4561, 2949, 647, 125]"
865,2683.0,"[4446, 1252, 2756, 1498, 4814, 3037, 648, 4482, 2549, 4735]"
866,6906.0,"[4446, 4177, 1646, 1197, 2848, 484, 1519, 181, 3102, 1722]"
867,5006.0,"[4783, 740, 4918, 125, 2342, 960, 4642, 3269, 4396, 4392]"
868,2499.0,"[1611, 3905, 361, 3045, 505, 125, 4945, 1287, 4960, 2274]"
869,6906.0,"[2549, 1253, 1736, 4096, 284, 361, 3497, 3459, 186, 1287]"
870,6906.0,"[740, 145, 3459, 989, 1196, 1178, 4298, 1828, 4738, 827]"
871,5006.0,"[740, 2549, 839, 2256, 3258, 4565, 2274, 3510, 4683, 284]"
872,6906.0,"[4177, 1646, 4945, 3102, 3510, 4106, 1202, 145, 3459, 989]"
873,5010.0,"[647, 4026, 4918, 2274, 4096, 3905, 2454, 1681, 1074, 145]"
874,7655.0,"[3510, 3068, 532, 2614, 1698, 4665, 744, 331, 1960, 3092]"
875,6906.0,"[3165, 2105, 2599, 989, 4922, 284, 3098, 3102, 3813, 4400]"
876,2499.0,"[1646, 505, 4344, 4836, 4642, 156, 369, 569, 1522, 1129]"
877,7655.0,"[4091, 647, 767, 648, 4945, 3732, 2280, 3888, 4245, 532]"
878,6906.0,"[740, 2756, 484, 361, 1074, 145, 4910, 3282, 1612, 3930]"
879,6906.0,"[2549, 2949, 2988, 4270, 1970, 2347, 1755, 960, 2510, 361]"
880,2683.0,"[4783, 4091, 2549, 4634, 2355, 2773, 295, 2610, 827, 744]"
881,5006.0,"[647, 2377, 2988, 945, 1252, 2210, 532, 3609, 2833, 2160]"
882,6906.0,"[2949, 4683, 284, 4344, 2301, 112, 3932, 127, 472, 1066]"
883,6906.0,"[4091, 648, 1711, 3198, 23, 3432, 268, 361, 630, 145]"
884,5010.0,"[2949, 532, 740, 4782, 2274, 973, 127, 2632, 4690, 3258]"
885,5006.0,"[112, 4474, 18, 2970, 740, 3905, 839, 98, 145, 4283]"
886,5010.0,"[125, 1429, 3105, 3526, 532, 4470, 4910, 740, 1557, 741]"
887,3203.0,"[4446, 1646, 193, 708, 2105, 4128, 3258, 2274, 532, 2599]"
888,332.0,"[4783, 193, 4245, 2996, 109, 2639, 361, 1930, 2356, 3431]"
889,2499.0,"[4783, 4642, 4177, 2280, 416, 4096, 2949, 2251, 3127, 882]"
890,6906.0,"[740, 4177, 357, 903, 1646, 3263, 297, 648, 4894, 4493]"
891,2499.0,"[4001, 4814, 2342, 361, 3660, 117, 1578, 3510, 2298, 3369]"
892,6906.0,"[4091, 4918, 1602, 1709, 2342, 2912, 4270, 4704, 3335, 922]"
893,6906.0,"[989, 1429, 3770, 973, 4839, 3459, 1674, 105, 532, 4757]"
894,6335.0,"[1728, 2949, 1736, 2274, 532, 960, 4888, 416, 284, 2639]"
895,2499.0,"[647, 4642, 1169, 2780, 3055, 1935, 3001, 4352, 2351, 1903]"
896,2499.0,[]
897,2499.0,[]
898,2499.0,"[361, 2274, 193, 125, 397, 1218, 3802, 4177, 1749, 3944]"
899,7655.0,"[4453, 3905, 945, 4489, 4922, 1388, 391, 4005, 4760, 1485]"
900,7449.0,"[4954, 4245, 4270, 532, 4698, 361, 945, 112, 1555, 1922]"
901,1093.0,"[4783, 740, 4091, 4177, 2756, 903, 908, 1646, 4814, 786]"
902,1168.0,"[740, 4177, 4493, 3185, 4128, 2342, 4738, 960, 1621, 2639]"
903,63.0,"[4446, 740, 4091, 4177, 3300, 647, 903, 983, 1646, 3037]"
904,3203.0,"[4446, 2210, 4831, 3865, 145, 2293, 953, 2549, 648, 1842]"
905,4717.0,"[361, 145, 4344, 1698, 2499, 3375, 1611, 3282, 2548, 1733]"
906,7655.0,"[4446, 1755, 3397, 1740, 665, 361, 248, 882, 1823, 4913]"
907,335.0,"[1118, 0, 4446, 4783, 740, 1906, 4091, 4177, 812, 4827]"
908,332.0,"[4091, 648, 4894, 708, 2949, 1711, 4689, 2342, 416, 4642]"
909,6335.0,"[4446, 4783, 740, 1906, 2756, 1646, 697, 1690, 4336, 2549]"
910,6906.0,"[2342, 2658, 2639, 4642, 361, 4047, 4005, 1611, 4396, 4662]"
911,5010.0,"[1601, 193, 484, 2274, 4096, 4793, 4270, 3715, 3078, 3820]"
912,2499.0,"[2549, 2274, 4533, 772, 4642, 1517, 2468, 989, 1129, 1950]"
913,2499.0,"[2903, 1601, 4245, 2387, 4738, 2841, 499, 4783, 2829, 3624]"
914,5006.0,"[740, 1984, 4493, 2949, 2819, 2274, 3510, 3715, 284, 1412]"
915,6906.0,"[1740, 874, 3335, 4106, 1080, 112, 2178, 4937, 3173, 276]"
916,5010.0,"[740, 4493, 2280, 3189, 2912, 3409, 80, 3431, 1611, 3820]"
917,2499.0,[]
918,5010.0,"[989, 116, 361, 3564, 416, 4270, 4105, 4642, 740, 2576]"
919,5319.0,"[4658, 1601, 2949, 648, 1142, 186, 1418, 4677, 2691, 3164]"
920,5010.0,"[4396, 516, 112, 2101, 2442, 532, 4683, 740, 4252, 989]"
921,6906.0,"[88, 3593, 4270, 3198, 276, 2355, 2474, 1651, 2548, 945]"
922,3184.0,"[3908, 3423, 3459, 2988, 4131, 4659, 4098, 3335, 4876, 2280]"
