user,include,item list
632,3440,"[1961, 1089, 3113, 1252, 184, 4716, 2300, 1746, 1906, 2043]"
633,3440,"[1075, 4895, 2494, 3060, 2, 4283, 439, 3113, 4716, 1682]"
634,2816,"[1085, 3459, 1178, 3386, 3329, 1437, 1602, 1667, 266, 4533]"
635,3440,"[4283, 2996, 2782, 4716, 4954, 3907, 2678, 1448, 4169, 2392]"
636,4308,"[983, 4836, 2256, 4459, 2896, 1927, 4179, 4049, 1562, 3411]"
637,5825,"[4893, 571, 2795, 3185, 1128, 438, 936, 1850, 1172, 4783]"
638,6335,"[4005, 2436, 1007, 677, 852, 2188, 1050, 1217, 1214, 692]"
639,6270,"[4642, 983, 1736, 2342, 4960, 453, 125, 712, 4493, 4932]"
640,335,"[3314, 4394, 3519, 2088, 2260, 4569, 609, 234, 4599, 1943]"
641,5006,"[679, 3289, 4318, 1113, 4497, 1224, 1753, 4337, 1200, 3725]"
642,2131,"[1571, 2251, 1106, 1493, 855, 3602, 1324, 3942, 251, 2516]"
643,1910,"[2143, 3097, 4545, 4656, 2522, 2511, 299, 2949, 2890, 1993]"
644,3497,"[2478, 4840, 4960, 2581, 2756, 1613, 3581, 1412, 2280, 2017]"
645,7367,"[125, 882, 1984, 2530, 2076, 4798, 4218, 3185, 4642, 299]"
646,3184,"[4642, 1152, 4090, 4352, 4955, 4954, 4455, 1270, 2848, 2691]"
647,63,"[1287, 554, 2619, 126, 3995, 3242, 925, 708, 4078, 3015]"
648,7367,"[4642, 882, 4899, 2452, 1936, 4177, 620, 1684, 802, 2658]"
649,1910,"[416, 4910, 1787, 3290, 1615, 3097, 437, 4683, 2522, 845]"
650,3203,"[3335, 1611, 99, 1751, 1667, 3039, 4640, 1089, 1807, 1404]"
651,5825,"[248, 2232, 408, 2972, 4893, 4570, 3185, 1172, 4021, 3971]"
652,5185,"[1709, 1807, 21, 4950, 1762, 4851, 1089, 1332, 1728, 3335]"
653,1388,"[4573, 4408, 1071, 3968, 2544, 2465, 2178, 705, 3442, 3211]"
654,2832,"[2990, 3275, 14, 4499, 4767, 2548, 983, 3233, 3073, 234]"
655,5010,"[160, 3580, 4104, 1961, 4005, 1252, 1057, 3018, 174, 1137]"
656,2856,[]
657,6906,"[193, 205, 2957, 4943, 3207, 1647, 2274, 4791, 2619, 4573]"
658,4574,"[382, 2686, 1253, 1567, 711, 2023, 1709, 1548, 252, 2999]"
659,1329,"[3781, 2266, 505, 325, 2549, 2912, 1574, 3058, 69, 2970]"
660,5915,[]
661,6270,"[4783, 4642, 1230, 1698, 4352, 647, 3048, 2860, 804, 3770]"
662,7449,"[2518, 845, 1595, 98, 2738, 1812, 203, 2478, 1355, 2295]"
663,1833,"[2146, 1181, 2126, 3928, 4396, 2887, 4493, 1263, 4283, 2393]"
664,2131,"[251, 2251, 2318, 3602, 88, 1821, 2229, 24, 1430, 4772]"
665,3203,"[4096, 3371, 3459, 268, 1288, 544, 3199, 3942, 2050, 1751]"
666,840,"[3012, 3459, 532, 4966, 3282, 3043, 3944, 4064, 66, 4683]"
667,1511,"[2445, 2267, 856, 1854, 3151, 203, 1646, 2848, 647, 3909]"
668,5006,"[511, 1821, 4720, 4169, 2283, 4097, 453, 1667, 193, 679]"
669,4623,"[3510, 3798, 439, 1178, 1048, 160, 289, 4634, 3793, 2256]"
670,1388,"[3813, 2666, 811, 705, 408, 2532, 2544, 988, 516, 3923]"
671,590,"[3335, 3826, 3612, 209, 366, 2639, 3685, 1715, 1517, 33]"
672,4987,"[2848, 1519, 266, 109, 2632, 3293, 614, 829, 3859, 3270]"
673,393,"[4270, 20, 395, 1630, 4090, 2714, 3183, 1671, 4352, 2139]"
674,2832,"[617, 3657, 4524, 1667, 2008, 2822, 4396, 2309, 3210, 3216]"
675,5006,"[193, 3102, 1050, 4096, 505, 4091, 895, 531, 1667, 303]"
676,63,"[708, 95, 4136, 236, 248, 3506, 879, 509, 367, 2088]"
677,63,"[1621, 45, 3783, 2801, 3116, 708, 1287, 3285, 488, 2530]"
678,3484,"[3347, 3539, 589, 3934, 2599, 2538, 946, 70, 1262, 4398]"
679,1119,"[2549, 1087, 3335, 99, 544, 3459, 551, 3428, 4603, 1306]"
680,5695,"[3267, 2160, 2295, 3417, 3889, 583, 3813, 186, 2769, 4643]"
681,7642,"[368, 1936, 4501, 3227, 2088, 1554, 2530, 3343, 4256, 1116]"
682,2509,"[1812, 1287, 331, 852, 1946, 731, 61, 1994, 320, 4351]"
683,342,[]
684,7470,"[924, 367, 2663, 3865, 3971, 44, 2661, 4665, 4734, 4501]"
685,4308,"[4814, 2988, 1084, 983, 4778, 152, 2993, 1306, 455, 4771]"
686,2509,"[4783, 1287, 1357, 731, 1116, 532, 1790, 4828, 1994, 852]"
687,1257,"[4869, 855, 4005, 217, 664, 1788, 2390, 2851, 1128, 586]"
688,3484,"[946, 4382, 2421, 2516, 4895, 4504, 1075, 1871, 1550, 1574]"
689,1388,"[4573, 4406, 1071, 2260, 4458, 4575, 1684, 2731, 2749, 1824]"
690,1119,"[2549, 1715, 544, 458, 3164, 3427, 3335, 1648, 4239, 655]"
691,1511,"[1921, 4124, 4665, 203, 368, 1455, 2833, 4783, 3650, 3564]"
692,5966,"[713, 276, 784, 1722, 371, 3055, 4956, 556, 3001, 54]"
693,6276,"[1752, 4005, 1557, 361, 4118, 569, 4275, 4745, 3292, 4282]"
694,1329,[]
695,8021,[]
696,335,"[1813, 383, 4793, 1230, 2614, 337, 3889, 554, 1684, 1926]"
697,7258,"[276, 69, 1080, 4044, 4897, 106, 456, 2657, 2500, 1278]"
698,4987,"[1382, 4493, 2354, 973, 1951, 3594, 4012, 2050, 1014, 266]"
699,5915,"[1087, 4019, 4560, 3648, 866, 565, 2988, 3908, 3593, 2577]"
700,4623,"[2784, 4400, 2370, 4517, 4305, 544, 1093, 1306, 27, 4031]"
701,1093,"[109, 4533, 4128, 191, 2940, 704, 3533, 2300, 88, 1779]"
702,4863,"[145, 2639, 4005, 505, 520, 4887, 4497, 2191, 4693, 2940]"
703,3355,"[2342, 2656, 2326, 3923, 45, 3436, 3324, 3786, 4841, 4726]"
704,6270,"[2833, 4642, 160, 4879, 2874, 2436, 3354, 4986, 2499, 3204]"
705,590,"[82, 4986, 1715, 3565, 2861, 2454, 4826, 2989, 2784, 193]"
706,3497,"[2280, 4960, 989, 846, 3391, 3861, 3545, 4299, 1737, 4105]"
707,6335,[]
708,6696,"[4091, 4396, 2975, 2816, 4533, 4752, 813, 953, 995, 543]"
709,5010,"[509, 2920, 916, 238, 3812, 2755, 1667, 294, 2866, 3510]"
710,6276,"[4658, 361, 4907, 2937, 3497, 4683, 1278, 4720, 4005, 4034]"
711,7470,"[229, 2409, 3269, 4470, 236, 2619, 3971, 2835, 2779, 231]"
712,5185,"[4826, 3300, 1818, 4720, 4014, 668, 521, 38, 266, 2162]"
713,1388,"[4366, 4501, 4565, 1463, 3442, 2178, 750, 4573, 1684, 4643]"
714,1329,"[3799, 3292, 505, 3007, 449, 69, 1983, 840, 2377, 183]"
715,6906,"[4656, 4319, 1479, 1585, 4239, 4470, 1014, 2111, 1684, 1357]"
716,298,"[10, 2608, 3210, 1177, 3366, 416, 3918, 4888, 508, 1454]"
717,1511,"[647, 2267, 2304, 3290, 2848, 1960, 3227, 1646, 3783, 1873]"
718,4308,"[2988, 4778, 106, 4412, 4814, 2945, 152, 2637, 198, 544]"
719,6906,"[4783, 647, 1357, 193, 708, 125, 2608, 2280, 3995, 3397]"
720,4987,"[3847, 3917, 2688, 617, 36, 3424, 976, 3041, 4239, 4171]"
721,2148,"[4968, 1202, 3963, 1178, 953, 3386, 2455, 983, 1857, 4436]"
722,7655,"[3555, 708, 1374, 2333, 3628, 581, 3097, 4396, 4284, 583]"
723,3217,"[2975, 1054, 3539, 4762, 325, 4142, 817, 3375, 193, 2224]"
724,5915,"[3537, 4910, 4752, 1532, 4560, 2968, 442, 320, 3146, 4564]"
725,3502,"[4637, 2113, 2646, 4216, 2953, 1224, 465, 4635, 3428, 4869]"
726,1252,"[1152, 1715, 131, 4634, 2674, 245, 2586, 3100, 1706, 1418]"
727,3203,"[1653, 1197, 484, 1711, 14, 4689, 4842, 2155, 1276, 3102]"
728,5298,"[4693, 802, 4393, 2222, 2619, 750, 916, 4071, 1835, 3888]"
729,6335,"[4918, 14, 2034, 1583, 4881, 1178, 1951, 1322, 4594, 3045]"
730,8021,"[2392, 4545, 4477, 3730, 1100, 276, 1564, 3153, 2097, 4954]"
731,2131,"[458, 2654, 1449, 3600, 2447, 1822, 1493, 3292, 3885, 88]"
732,1124,"[1762, 3047, 4090, 1818, 3001, 4661, 302, 3217, 2645, 1169]"
733,2320,"[4954, 2646, 2041, 1200, 2997, 1262, 2976, 1880, 1409, 4640]"
734,1168,"[4445, 1445, 2210, 3459, 1894, 515, 175, 108, 3903, 3061]"
735,6696,"[4098, 4396, 1601, 1519, 4752, 3071, 3142, 1252, 4945, 813]"
736,2856,"[3182, 986, 4955, 1128, 1514, 3685, 4691, 4683, 216, 4047]"
737,5648,"[145, 1008, 2664, 357, 3590, 4926, 389, 2681, 160, 141]"
738,5915,"[2347, 2988, 2899, 4752, 2968, 2217, 1149, 1150, 1087, 28]"
739,4253,"[1522, 109, 2315, 130, 2349, 4337, 553, 772, 4652, 2135]"
740,4308,"[2377, 4049, 455, 1740, 4349, 3791, 4814, 1306, 983, 2500]"
741,7557,"[4126, 1545, 1449, 1984, 2835, 152, 1331, 285, 2548, 1087]"
742,4308,"[2256, 106, 4412, 4814, 1229, 544, 1740, 152, 4778, 4836]"
743,6276,"[2586, 361, 127, 4118, 4005, 3497, 569, 2101, 3372, 4128]"
744,6276,"[1752, 302, 874, 361, 1649, 679, 279, 4724, 2100, 88]"
745,7946,"[1324, 1053, 3018, 1711, 1581, 1270, 130, 3652, 3366, 4689]"
746,4574,"[2686, 1550, 630, 4674, 3143, 909, 99, 711, 4799, 252]"
747,332,"[453, 2206, 2874, 1936, 818, 3024, 2562, 2445, 782, 1287]"
748,1252,"[1715, 4874, 4325, 634, 3590, 3409, 4779, 2051, 3371, 165]"
749,3723,"[4396, 4757, 1582, 3439, 2311, 2955, 646, 4702, 1218, 617]"
750,1910,"[2949, 4206, 4645, 114, 416, 299, 214, 4005, 1181, 1061]"
751,5825,"[2955, 1121, 4893, 571, 2608, 3185, 1549, 3151, 4783, 1114]"
752,6276,"[679, 88, 4683, 1074, 2548, 4714, 511, 4912, 361, 115]"
753,3723,"[3950, 4757, 4396, 2912, 116, 617, 1218, 1681, 3278, 3439]"
754,1910,"[3011, 4814, 2949, 3794, 4206, 4577, 4683, 3196, 1825, 3888]"
755,5168,"[2301, 1270, 160, 4989, 193, 2849, 3768, 3932, 2970, 3489]"
756,4096,"[1097, 2287, 3108, 2783, 14, 1684, 780, 3337, 1715, 69]"
757,1093,"[1087, 3510, 458, 591, 3047, 1089, 1169, 2050, 109, 2271]"
758,3497,"[1128, 2478, 3982, 4960, 4798, 2987, 1628, 4064, 4149, 4299]"
759,7557,[]
760,1252,"[2674, 323, 388, 165, 1532, 1519, 4533, 2179, 796, 258]"
761,7233,"[3198, 1341, 3424, 458, 509, 1871, 4194, 4715, 1069, 3901]"
762,7470,"[1984, 44, 171, 4501, 3320, 4734, 2663, 2730, 1955, 2951]"
763,2148,"[181, 1178, 4171, 2455, 676, 4881, 4386, 3381, 4310, 4337]"
764,7449,"[203, 2025, 40, 1991, 3601, 1684, 4513, 2478, 2058, 4879]"
765,1124,"[4955, 1192, 4151, 4462, 4226, 3001, 2412, 3183, 4718, 817]"
766,298,"[3652, 10, 4888, 416, 4927, 2430, 4698, 3989, 4005, 744]"
767,7946,"[3174, 2549, 983, 1736, 544, 3018, 2136, 3338, 3142, 1611]"
768,5319,"[2654, 3262, 3676, 1192, 953, 3732, 1008, 2801, 563, 2528]"
769,7557,"[2689, 953, 704, 601, 69, 674, 1197, 2179, 1831, 4807]"
770,1329,"[3037, 2549, 2377, 3424, 505, 3351, 2970, 1871, 3438, 73]"
771,3184,"[2848, 4642, 3282, 266, 983, 10, 1821, 1056, 38, 2691]"
772,840,"[3685, 397, 1366, 928, 1317, 3083, 2609, 4497, 1607, 2342]"
773,4964,"[647, 3198, 1873, 3571, 402, 1854, 3873, 1205, 586, 617]"
774,5915,"[4533, 1087, 3565, 3730, 4576, 2347, 2940, 713, 2968, 4615]"
775,4308,"[2988, 983, 4836, 4049, 1740, 198, 544, 4459, 4412, 4305]"
776,8021,"[3573, 3565, 320, 3802, 870, 254, 2639, 276, 2392, 1564]"
777,840,"[4918, 1711, 960, 4683, 617, 3573, 2265, 2696, 3459, 45]"
778,5010,"[3510, 3901, 4005, 4686, 126, 1778, 217, 427, 3305, 4025]"
779,4863,"[2639, 145, 21, 1841, 4005, 3928, 4357, 266, 1633, 1605]"
780,6324,"[3102, 4294, 509, 184, 2861, 4912, 3300, 3781, 4152, 4335]"
781,5825,"[2608, 4570, 1172, 571, 489, 1048, 3971, 1946, 4783, 3227]"
782,6906,"[1921, 4786, 193, 98, 125, 4783, 1715, 150, 2835, 4656]"
783,6324,"[3102, 4228, 3300, 3584, 4090, 1755, 2072, 3781, 2517, 3454]"
784,6270,[]
785,6906,"[3175, 2274, 3424, 4778, 1578, 4989, 1357, 4783, 2575, 3657]"
786,6696,"[434, 4533, 4098, 4396, 1519, 548, 1601, 3849, 41, 4887]"
787,840,"[2342, 4683, 1711, 3459, 51, 2680, 4488, 4659, 1667, 34]"
788,7470,"[1984, 2663, 3320, 1855, 3015, 3211, 4804, 3519, 4501, 3667]"
789,3203,"[1611, 483, 4922, 4533, 1449, 99, 4104, 3778, 3198, 1129]"
790,4717,"[3459, 2904, 3100, 3198, 4005, 186, 948, 301, 2422, 3996]"
791,1093,"[2639, 2086, 4031, 586, 3198, 2043, 4047, 2300, 4128, 2157]"
792,4964,"[4203, 89, 1205, 647, 617, 1455, 3015, 571, 4737, 3626]"
793,3355,"[2905, 4457, 1936, 2222, 3109, 2342, 3889, 698, 3314, 337]"
794,5695,"[4084, 1421, 2160, 2075, 1991, 3226, 3267, 2289, 182, 4643]"
795,5695,"[2160, 583, 2295, 3647, 2178, 4467, 3591, 470, 3962, 1979]"
796,7470,"[2874, 3519, 3269, 3095, 4115, 3340, 2530, 710, 1765, 3840]"
797,7449,"[4798, 2291, 2206, 2160, 2821, 205, 214, 1263, 4595, 609]"
798,5915,"[2988, 1030, 3979, 4910, 2179, 4451, 866, 28, 4752, 1087]"
799,7258,"[276, 4104, 3067, 2170, 740, 3292, 1229, 553, 3456, 2694]"
800,1833,"[2263, 4945, 4215, 4493, 3873, 1013, 4396, 1605, 2638, 3143]"
801,5185,"[3335, 1089, 1611, 2392, 1728, 999, 4825, 521, 266, 4720]"
802,2320,"[3018, 2970, 198, 4338, 1611, 2639, 1174, 2646, 3692, 3732]"
803,5185,"[4720, 1611, 266, 4826, 2392, 4382, 3335, 1728, 2678, 2964]"
804,3203,"[3198, 2639, 3459, 3695, 1665, 4319, 1129, 4545, 3558, 1089]"
805,2832,"[4396, 983, 56, 14, 2990, 3369, 4494, 3233, 3001, 928]"
806,3440,"[4248, 2799, 99, 2266, 4895, 3165, 2390, 2, 1545, 1538]"
807,5695,"[3285, 3417, 3962, 104, 4467, 3647, 2178, 2884, 3889, 1421]"
808,1910,"[2949, 1828, 2604, 137, 507, 4016, 3097, 3813, 2890, 4594]"
809,1252,"[323, 1715, 738, 1706, 3516, 2179, 258, 2051, 4094, 2462]"
810,5648,"[4535, 2430, 389, 4683, 191, 4553, 4888, 4955, 1795, 1491]"
811,4574,"[382, 1181, 3935, 2304, 4340, 252, 2999, 3616, 909, 1253]"
812,7213,"[361, 145, 1752, 3953, 3932, 4090, 3798, 69, 4304, 4012]"
813,4574,"[2495, 2221, 2303, 630, 267, 1922, 3923, 2031, 3670, 2999]"
814,3497,"[4960, 701, 1014, 4299, 3576, 1628, 1242, 2951, 3094, 2111]"
815,5648,"[357, 1219, 768, 593, 145, 874, 2681, 160, 4553, 984]"
816,5185,"[3262, 1762, 21, 643, 4954, 4826, 2997, 321, 266, 4748]"
817,3440,[]
818,332,"[630, 4470, 1984, 9, 3015, 140, 1904, 3467, 562, 3491]"
819,3668,"[1491, 1332, 4302, 4714, 4790, 1650, 1860, 4012, 870, 4245]"
820,1329,"[3037, 855, 3351, 2549, 73, 53, 1449, 4211, 505, 3345]"
821,6335,"[4396, 4683, 586, 1088, 4880, 3091, 4297, 636, 2430, 4098]"
822,2816,"[4533, 1178, 54, 3459, 565, 1504, 1667, 3753, 2093, 343]"
823,7470,"[1984, 507, 2663, 186, 2951, 4713, 1155, 171, 710, 4501]"
824,2131,"[88, 3885, 2516, 99, 1821, 24, 4338, 2447, 3600, 2654]"
825,3723,"[2342, 617, 4098, 116, 3909, 1155, 2955, 2691, 3210, 1218]"
826,7367,"[4177, 2436, 941, 1984, 1945, 802, 4642, 620, 4899, 1856]"
827,7557,"[1695, 837, 953, 1331, 4533, 337, 1926, 163, 3045, 2179]"
828,2131,"[3942, 2251, 1449, 2447, 3602, 251, 704, 3781, 1100, 2229]"
829,4096,"[1715, 69, 4177, 544, 272, 2313, 522, 1688, 14, 1072]"
830,2148,"[3963, 4968, 1178, 4885, 1857, 3381, 1431, 725, 4171, 1403]"
831,7367,"[125, 2656, 4798, 4026, 2200, 2563, 4218, 430, 882, 396]"
832,63,"[2281, 925, 1911, 45, 250, 2422, 3519, 2075, 2560, 1666]"
833,7367,"[3001, 2511, 1582, 1684, 4642, 1856, 1993, 655, 125, 4899]"
834,4987,"[617, 1713, 284, 4737, 3847, 36, 2830, 4709, 4443, 3675]"
835,7258,[]
836,1511,"[2355, 617, 1960, 3140, 647, 330, 1854, 1873, 3227, 2476]"
837,2683,"[4599, 3935, 945, 4, 4854, 3397, 4601, 2508, 4789, 3795]"
838,5168,"[3282, 3768, 2301, 4989, 3873, 2970, 3604, 3305, 1388, 4652]"
839,6906,"[1357, 4573, 708, 4675, 2206, 772, 4695, 42, 4786, 2409]"
840,4308,"[4814, 2843, 1927, 839, 1740, 2988, 1306, 2500, 4676, 4349]"
841,7258,"[276, 505, 437, 2207, 1278, 1418, 3869, 740, 3058, 3615]"
842,332,"[2874, 3290, 2265, 3491, 4318, 4876, 1176, 2560, 3619, 1263]"
843,3184,"[4642, 3145, 294, 251, 2300, 4941, 157, 3565, 4963, 4382]"
844,7213,"[284, 1736, 1752, 2522, 2964, 361, 2953, 4652, 2266, 4814]"
845,2499,"[3454, 484, 1091, 3459, 3652, 617, 925, 1253, 1846, 357]"
846,4308,"[983, 2458, 2256, 1740, 2500, 2945, 4097, 1785, 3144, 4778]"
847,1329,"[3438, 2970, 505, 855, 73, 3037, 982, 1574, 69, 2953]"
848,5966,"[2843, 3237, 4936, 1443, 3939, 1912, 276, 1465, 3337, 3073]"
849,2499,"[708, 4124, 3459, 3881, 299, 276, 2503, 2409, 484, 3441]"
850,393,"[4270, 1818, 4352, 3805, 99, 3259, 1564, 4216, 4851, 3880]"
851,7642,"[3227, 2894, 4960, 329, 116, 4467, 4981, 2607, 54, 3406]"
852,3668,"[4245, 870, 4692, 160, 3607, 3431, 2063, 1795, 2661, 1431]"
853,393,"[4270, 4284, 4239, 20, 2065, 4626, 909, 21, 2139, 4609]"
854,63,"[1755, 708, 1904, 4506, 2730, 1287, 2422, 3040, 3116, 3355]"
855,63,"[708, 554, 1684, 3519, 2401, 4299, 782, 1648, 261, 2664]"
856,7946,"[88, 4902, 2136, 1055, 3795, 3165, 3018, 3174, 421, 4248]"
857,7470,"[2530, 2833, 1561, 1613, 3554, 2874, 4791, 3655, 4675, 3857]"
858,4863,"[145, 266, 536, 505, 2004, 2639, 2899, 4286, 4005, 2885]"
859,3184,"[3282, 2229, 4642, 4352, 4091, 174, 2848, 4822, 1522, 2439]"
860,7258,"[2377, 505, 3791, 1562, 3598, 437, 276, 2170, 1619, 4074]"
861,7258,"[69, 2170, 2179, 2207, 505, 740, 64, 4810, 1315, 437]"
862,393,"[4284, 4352, 909, 4851, 2885, 1630, 21, 1886, 4270, 4090]"
863,7233,"[3781, 3866, 281, 4292, 3650, 1080, 3424, 4194, 1089, 4551]"
864,4836,"[3607, 1825, 986, 427, 1961, 935, 2217, 2904, 2799, 4556]"
865,6906,"[4783, 1252, 1984, 786, 193, 1567, 708, 125, 10, 2280]"
866,3502,"[4396, 723, 411, 2334, 34, 425, 106, 885, 1449, 3450]"
867,7470,"[1984, 2884, 1155, 4501, 2730, 575, 2409, 4674, 4470, 1943]"
868,7655,"[2545, 2848, 324, 2274, 4049, 3731, 708, 4051, 4128, 3661]"
869,5298,"[3472, 2632, 3647, 3888, 3109, 3421, 1253, 916, 383, 2731]"
870,1124,"[4770, 3510, 1142, 3612, 855, 21, 4851, 4195, 3455, 2390]"
871,7213,"[1089, 145, 1448, 3930, 1152, 1749, 2097, 4814, 1927, 361]"
872,8021,"[2639, 2217, 4851, 3730, 276, 610, 1100, 800, 183, 4275]"
873,3355,"[3982, 3037, 2905, 3212, 2342, 3889, 2656, 337, 186, 2445]"
874,3355,"[2656, 2342, 3655, 2207, 45, 2222, 326, 4524, 234, 3314]"
875,7258,"[3598, 2500, 1080, 3791, 456, 3058, 2377, 3816, 3869, 106]"
876,5168,"[311, 2830, 4989, 4110, 3438, 3932, 4327, 565, 3489, 4143]"
877,4836,"[361, 3459, 2799, 241, 1132, 3073, 10, 542, 2904, 1140]"
878,4964,"[4899, 2680, 647, 1856, 3873, 1867, 586, 3805, 4124, 3227]"
879,4717,"[4573, 617, 3198, 2138, 2301, 2681, 4665, 3687, 2181, 2636]"
880,63,"[3611, 3467, 2730, 200, 925, 45, 4793, 1287, 2088, 562]"
881,1252,"[3880, 4489, 1715, 100, 4325, 1334, 2586, 258, 2229, 923]"
882,332,"[2835, 4394, 1713, 3314, 234, 3483, 2756, 1694, 2326, 554]"
883,7258,"[2179, 3058, 4469, 740, 276, 3598, 505, 69, 2500, 3930]"
884,5180,"[1074, 4206, 2608, 3676, 2063, 3841, 1778, 324, 1494, 1836]"
885,5010,"[4005, 2055, 953, 2639, 1252, 4609, 3650, 284, 4954, 935]"
886,2816,"[4659, 3459, 4342, 4847, 3386, 2139, 160, 1197, 3630, 1667]"
887,6906,"[125, 2274, 1458, 4778, 3183, 4043, 2951, 3831, 2911, 3660]"
888,5180,"[2608, 731, 241, 1379, 2436, 4642, 1836, 2341, 4899, 3459]"
889,4863,"[4005, 145, 4275, 2639, 2885, 4088, 2664, 2575, 2801, 4693]"
890,4717,"[484, 3198, 617, 3226, 731, 1715, 4592, 4622, 1421, 586]"
891,4987,"[1519, 4757, 1728, 1382, 109, 3639, 2339, 284, 2540, 1951]"
892,4253,"[1357, 4932, 2639, 1611, 1244, 4749, 1522, 160, 3711, 1178]"
893,3668,"[4665, 2063, 4912, 4790, 1795, 4670, 4138, 3431, 4245, 1856]"
894,5966,"[979, 450, 1443, 4319, 3811, 371, 1748, 3003, 2434, 122]"
895,298,"[4888, 4005, 1142, 4761, 238, 4698, 3509, 4445, 4961, 1068]"
896,6324,[]
897,2856,[]
898,3668,"[4302, 228, 2063, 1795, 4245, 870, 1970, 4714, 796, 3313]"
899,3203,"[3102, 1667, 973, 677, 2086, 4096, 69, 2639, 1806, 4014]"
900,840,"[2342, 765, 4071, 4474, 3083, 1317, 586, 3282, 617, 1097]"
901,7470,"[1984, 3551, 4665, 2663, 2833, 4828, 4394, 229, 1765, 4841]"
902,1833,"[1519, 1181, 3928, 199, 4493, 1139, 3873, 4396, 1783, 1705]"
903,2148,"[983, 4275, 181, 807, 4337, 4171, 1178, 4661, 953, 676]"
904,2148,"[1844, 1178, 4337, 4119, 953, 3905, 1456, 4881, 4661, 725]"
905,7946,"[2136, 3347, 3018, 2549, 2015, 2800, 1736, 4940, 2313, 4248]"
906,335,"[140, 3519, 3779, 4261, 3571, 3314, 630, 234, 4951, 230]"
907,7213,"[2, 4814, 1089, 4932, 1556, 1740, 784, 361, 2356, 2522]"
908,3668,"[4670, 3431, 4245, 880, 1970, 2063, 4692, 796, 396, 471]"
909,3203,"[866, 1605, 484, 3604, 3064, 1711, 1160, 14, 2155, 3102]"
910,840,"[648, 1088, 3652, 1056, 945, 4469, 4961, 1475, 1733, 3100]"
911,7470,"[4501, 1613, 4470, 1782, 1242, 2445, 1943, 1944, 3095, 231]"
912,1388,"[2955, 4501, 615, 4573, 1071, 4406, 341, 2022, 4858, 2472]"
913,3668,"[4670, 1136, 4302, 3759, 4665, 1491, 4243, 4012, 160, 2063]"
914,332,"[4493, 3314, 9, 2560, 382, 4793, 2835, 3687, 4095, 2221]"
915,3440,"[2799, 1252, 4751, 4716, 3238, 2743, 191, 1708, 184, 2931]"
916,7258,"[505, 4469, 1562, 4197, 2694, 3869, 3067, 3456, 2646, 3791]"
917,4308,[]
918,1910,"[4683, 4577, 4005, 2163, 4167, 845, 1595, 416, 1475, 4814]"
919,2509,"[1241, 1357, 4770, 852, 1994, 36, 4783, 1790, 3498, 3269]"
920,6270,"[4642, 2238, 1400, 4836, 1545, 2342, 3491, 839, 125, 4214]"
921,1257,"[3841, 2646, 1523, 332, 634, 855, 1695, 2404, 3100, 4912]"
922,1257,"[99, 2646, 1523, 2247, 3955, 880, 4869, 3841, 69, 3928]"
923,3217,"[2970, 903, 895, 4216, 2543, 123, 193, 2651, 4482, 1548]"
924,5168,"[2301, 356, 4652, 465, 3204, 3424, 2051, 3489, 870, 2501]"
925,4574,"[114, 1253, 3143, 3252, 99, 488, 320, 2999, 201, 4408]"
926,4964,"[647, 586, 3198, 4340, 3805, 2958, 3607, 617, 89, 554]"
927,7642,"[248, 3227, 475, 3783, 2267, 116, 812, 3835, 2530, 4272]"
928,5966,"[276, 556, 839, 1381, 1912, 3565, 3055, 784, 1405, 1443]"
929,4863,"[2639, 145, 421, 266, 4088, 1605, 4005, 2946, 3061, 21]"
930,7557,"[2160, 1578, 1886, 2874, 648, 1984, 1879, 4126, 4945, 2714]"
931,4308,"[1740, 3058, 4814, 106, 4778, 379, 2637, 544, 862, 4461]"
932,4863,"[4005, 4497, 3917, 4088, 536, 159, 2575, 4693, 145, 2639]"
933,3723,"[4963, 692, 2052, 677, 4570, 4757, 248, 617, 2987, 2342]"
934,3217,"[903, 2501, 1132, 2799, 2702, 241, 3375, 3685, 3014, 1157]"
935,1093,"[3677, 645, 2294, 109, 3510, 4128, 2885, 1752, 3432, 1405]"
936,7213,"[4814, 784, 284, 3067, 361, 145, 1028, 3091, 1715, 2799]"
937,2499,"[3300, 2756, 767, 648, 4493, 708, 284, 98, 4926, 2222]"
938,6276,"[2392, 4275, 1317, 4096, 1074, 2681, 219, 3225, 569, 2831]"
939,6906,"[647, 3963, 3312, 1871, 601, 4149, 348, 1921, 4113, 2274]"
940,7470,"[2730, 4115, 4791, 3840, 3479, 1984, 4394, 507, 177, 4675]"
941,5185,"[1611, 4169, 1134, 321, 1980, 3183, 4826, 266, 563, 4748]"
942,4836,"[3459, 3565, 361, 4194, 1184, 2188, 986, 1825, 4874, 4294]"
943,7557,"[2179, 953, 2430, 1695, 2160, 1826, 1087, 1174, 601, 2756]"
944,4964,"[3198, 554, 3626, 1821, 4377, 647, 1332, 586, 1856, 3571]"
945,5185,"[4954, 1429, 2651, 1494, 3636, 2678, 3335, 4234, 3262, 2681]"
946,5185,"[4234, 4954, 3335, 1818, 1980, 4910, 668, 4826, 1494, 4169]"
947,7449,[]
948,1511,"[647, 4826, 680, 3423, 4783, 1646, 1821, 1121, 2614, 3431]"
949,4863,"[4005, 145, 2191, 505, 2801, 4088, 3086, 21, 3928, 1880]"
950,3355,"[3109, 837, 3923, 4392, 4463, 4393, 2260, 45, 2656, 3982]"
