,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,i1,i2,hl,nl
477,812,80,145,1517,3335,3526,3336,2250,4642,3201,3109,2549,4533,1151,1114,193,2320,2874,4143,177,4786,4683,1246,1023,2527,4929,2478,4183,297,4722,3084,1642,1613,925,107,1821,4833,3609,740,2162,236,2633,1330,4477,648,1578,2736,1711,448,708,1412,255,262,3885,1403,3168,2988,442,3019,4807,2880,3351,1306,4254,4880,647,405,70,112,499,1966,2504,4239,288,14,1930,98,3441,531,3826,2188,2730,3078,908,239,322,3681,231,1214,1646,4112,3343,749,3778,3497,4570,1896,4709,2508,3096,,5010,,
479,2848,1601,2083,4918,708,1205,10,4880,413,4836,2377,1740,4738,2274,4245,2988,3524,960,3198,4118,1034,3335,4642,2911,24,361,248,1588,4005,4106,3155,119,145,1611,4098,2697,480,1339,3459,60,945,112,2970,1667,2629,1921,2138,882,4960,72,425,1597,4950,1952,1233,1091,2612,4256,621,2755,3282,1337,1240,4874,3337,1178,4319,557,3746,2523,2113,1076,4752,3953,2294,1133,4412,2769,1476,2198,2532,507,2949,2610,3958,565,4554,4799,4195,1557,1621,181,2681,2468,2920,477,2898,2820,2531,4478,,332,,
480,882,2949,1611,3509,62,4642,3942,51,2274,336,112,4270,3018,3314,3226,3555,2549,3571,2455,2951,813,1074,14,4689,3770,4128,4986,459,3930,1740,740,1715,3979,1128,2548,3810,3452,4005,3145,203,1698,3497,2220,145,4918,4645,2681,294,4778,1178,3089,2632,2524,172,2904,287,1670,3048,3444,4493,3989,134,2459,2409,1550,4164,3098,4888,673,1080,767,4717,2049,2086,4090,2858,2851,3271,2055,988,4095,4735,2880,588,1437,3501,3207,3196,2342,4899,1555,2355,2309,4941,569,1633,953,1712,331,1602,,63,,
481,647,125,1611,1983,4025,3519,3233,1984,4177,2887,2207,3394,740,3282,2548,54,924,4446,299,2384,4888,4043,2422,2678,301,4955,2513,3613,4106,2824,80,3982,4793,2104,831,4724,3675,3808,3439,2274,4961,18,903,617,1103,708,3095,171,4923,691,1708,3096,95,3432,4764,4091,960,3687,3768,2454,405,1455,3749,4096,276,856,98,583,1791,1601,2320,1457,70,2070,1661,4658,2377,3480,360,4890,4482,4270,3177,203,4342,2170,1706,2021,4589,2306,2356,1224,4084,3314,3307,303,916,1351,2811,2420,,5180,,
482,983,125,4453,2207,4720,427,882,4573,1970,4091,2274,4874,4533,4106,80,4302,4565,1708,3654,664,2970,3338,4005,4910,4715,3802,3282,4640,2533,72,4683,361,4501,4830,3335,2315,2577,68,1983,398,4398,187,4968,174,3142,1695,1269,3150,2501,1611,4656,3564,165,3905,3228,3647,1740,3651,594,633,827,3994,1918,4652,1158,1349,1921,3953,3233,2691,4436,4724,4286,193,1428,2118,3094,502,3420,4457,3048,3940,647,4045,211,2854,2342,1736,586,3901,1196,3814,536,1667,240,4040,4646,2251,4986,907,,2499,,
483,1118,1,4783,740,1906,4091,4827,647,1653,1252,1984,2756,908,3551,1646,976,1955,3263,767,866,1022,786,648,2816,4945,437,4336,2848,324,2220,6,3939,193,1755,4493,3182,3732,2458,986,4854,3217,4977,3810,4491,4093,484,4955,4918,4432,708,1128,125,1343,1334,238,1053,4634,3676,3165,4708,1602,1388,4665,2949,3885,2467,1446,1711,4880,2105,2608,338,411,1546,4760,1758,3238,4675,14,1519,1406,2256,828,4164,4836,181,1709,2283,3057,2377,2280,4954,2440,3178,4742,756,2646,2342,4722,3392,,6276,,
484,4005,416,3892,945,276,1984,361,1252,1085,1244,3783,3730,145,2620,708,1751,176,2970,284,160,4194,3510,240,518,3043,634,1826,193,322,4501,1762,3459,3785,2076,1665,908,960,2900,630,4243,772,3333,2996,121,2833,2295,2273,3524,3616,3335,2206,4702,112,348,2470,3820,2676,4799,1461,2595,2296,882,2310,2632,4124,4396,1578,4029,72,3746,3995,3472,679,532,2136,1122,3164,4879,3535,4874,1458,2251,2384,203,1927,664,2501,2070,3710,66,125,4234,3338,1994,1308,1088,3802,2351,1943,4578,,3184,,
485,4477,3602,708,2639,4245,4190,1578,4270,2970,4646,2533,361,2083,4707,145,4005,4308,1287,1332,416,2217,2210,4286,2562,2256,3355,1449,3351,4583,3037,4714,1690,3371,4961,2607,150,1613,4683,4096,2351,492,505,3453,2436,225,894,1762,217,2860,3647,4128,2470,4888,449,442,4986,4305,193,1252,3064,736,4880,112,2392,3314,459,4323,3459,4412,1362,455,2355,2251,902,137,1709,4501,3111,2549,1211,2666,647,946,4985,1176,307,4040,2291,495,3030,197,4112,1809,1605,3438,986,921,648,4797,3640,,3184,,
486,3732,2274,2988,4683,416,361,2970,882,604,4501,4874,3355,1461,203,193,98,2245,4167,4005,1353,1913,3510,2101,3424,3330,837,348,2353,4284,1308,2621,1023,2756,3338,2439,557,648,1609,1522,2023,3441,2848,4814,276,1122,4963,266,3352,1864,4561,3652,3140,160,4894,2247,1762,1844,744,4989,1339,1464,4642,4470,4248,3094,112,4876,4207,1458,740,4474,3892,3792,4695,4551,1983,2444,4945,127,267,3785,827,2280,3829,2811,4514,953,1545,2809,3364,3354,2949,3963,1943,357,645,3856,2468,2467,4579,,3203,,
487,4783,4091,1984,983,4814,2549,2848,3175,2820,125,2949,3885,4971,4164,2283,586,2342,2663,3127,4565,2274,4245,532,3198,4533,4683,2516,3030,416,2586,3335,2639,4926,276,4963,4337,1412,1224,617,4573,3209,397,2773,4106,3413,1074,4562,4596,4226,1254,3085,145,3142,2102,4194,4910,40,4140,2063,3268,945,4086,219,3794,1038,2445,112,2610,989,3454,1921,3230,477,4778,3942,1262,4869,1400,191,723,3305,4606,3965,382,1615,2142,3086,2481,1091,4501,677,1942,1485,3528,3151,1375,4457,2248,2359,621,,5319,,
488,705,4793,1198,3628,2608,2988,1646,3216,532,1737,2274,3198,2548,4265,1555,732,4782,71,3432,2155,740,2422,357,3083,3335,314,2681,3107,1873,40,1786,2989,145,2036,1648,2,397,486,4028,681,1418,3660,2854,1214,284,3154,64,4683,4680,2606,4573,4675,2311,179,1755,3655,4854,4799,3436,1684,2686,4874,4061,3165,1289,4014,4003,4128,3207,1735,296,1545,2105,4970,3212,605,82,1860,866,1851,3503,695,4575,1025,1398,4521,953,3996,4537,845,2256,45,69,874,4457,4188,4301,98,4494,301,,5006,,
489,2549,1014,66,4738,361,157,4868,1252,4098,4005,885,145,927,922,569,2646,3573,1174,2756,321,2232,827,4445,4955,3930,2612,4717,3063,740,1690,2904,276,2576,2738,818,1398,3083,240,3035,345,2988,2055,4867,2392,4535,231,1287,4793,4017,3421,1138,4560,323,3100,4929,4203,1747,3198,1088,2315,1532,2442,3537,98,115,1611,3225,1003,69,331,3795,4143,1649,928,4945,1805,126,3034,4658,846,4111,1169,3004,1821,125,3637,4661,2284,4589,4477,2949,2293,85,4871,2800,2835,255,2787,3624,191,,7655,,
491,2562,1752,4683,4489,936,1244,4783,2545,708,845,1126,3439,3211,2274,2732,321,3611,989,3783,2356,1695,4373,1219,882,1945,295,4656,4396,272,3290,1864,3282,839,4171,389,3767,2317,462,960,916,2280,2820,477,125,2204,1550,3344,2088,2189,4642,2848,532,892,3625,312,475,1071,2676,1238,3812,2610,439,4717,3905,51,3829,3358,4024,1621,2454,2970,4292,2549,786,3322,4319,1337,2024,2022,741,4874,4836,3676,956,1779,255,4098,1601,2821,1472,4535,2543,2513,3122,3609,4177,1003,2973,3780,3459,,5006,,
492,1736,3285,40,1547,2342,3660,191,772,3781,3782,986,960,337,3962,1681,3045,2274,4642,1024,2949,882,664,283,397,2295,3432,366,2105,4005,1607,2179,532,1646,3820,416,259,1550,1752,4227,3354,2610,382,4262,187,3381,1355,1711,4297,1415,4044,4036,106,4683,3859,4966,225,4006,1053,3923,1708,1145,2015,4198,3467,2430,3480,396,3888,4537,3198,1371,1809,2247,3901,1076,4135,4894,2222,4978,3216,3258,2686,677,4432,3154,3903,3652,1548,3007,4573,3928,2311,3151,4084,288,989,3269,956,2273,953,,5006,,
493,2949,673,1048,617,4635,4106,2301,2770,731,255,1173,953,1409,2126,880,211,1143,882,4335,4730,3096,3103,2017,2616,486,4372,3375,3829,286,4961,2820,1913,3095,3820,1041,1114,4729,2149,4479,1464,2207,2988,3105,3509,1129,2549,2342,4793,3558,4783,2940,4680,674,3285,3452,832,3580,741,268,2160,839,1096,4481,2468,3695,3351,203,416,3440,2071,2858,4520,3535,4918,2816,4450,388,4126,4239,2050,3287,2866,4514,3229,1085,3282,2232,3883,2083,3459,2491,4086,1708,2248,4406,184,2218,646,4989,2063,,5006,,
494,903,4814,648,2549,4665,1088,2377,2280,2342,3735,4738,2274,37,532,3438,98,4642,276,361,1923,295,3856,2828,3517,3808,840,4338,1171,1684,945,444,4695,4716,186,453,896,4410,4989,3607,4858,692,1732,604,85,4501,461,1943,2614,809,3483,2295,744,829,577,2149,3805,3923,4535,1492,2501,4216,2163,1647,2393,2396,3652,2751,3565,3144,203,4489,1357,3258,4428,940,471,4650,1856,1522,925,1485,1592,983,617,1062,193,1136,1287,3085,846,4757,3107,359,4342,4599,4128,2220,108,1235,4771,,3203,,
495,1357,708,2949,3510,4470,1289,1762,1178,1751,3179,3685,4282,1169,2280,130,4069,357,4918,416,3078,2975,3459,245,2782,2848,3005,4382,2158,284,2342,4101,2088,1457,3015,3859,402,3788,4501,673,3700,4098,2553,1604,4790,3503,3043,1241,3905,1581,388,1240,981,4446,1270,109,3072,1764,3335,4131,1943,4215,3143,3901,4396,3271,3397,98,495,1157,3561,652,882,2155,3628,544,793,866,2769,3035,4286,4245,99,4090,1122,3895,927,2873,976,1164,1646,4954,4922,9,4836,3080,268,4151,837,4099,3907,,5006,,
496,1646,1601,2220,4894,4493,1605,2246,3397,1736,4245,4793,4270,532,960,3625,4888,284,3314,2530,2911,276,4698,4337,4043,1209,397,4942,3085,1458,2696,4194,505,50,112,4069,2990,56,57,3759,1263,4294,68,4858,4960,2188,3918,1708,95,1522,1578,4961,3285,3271,2086,2383,3802,459,536,3588,127,356,2224,4661,744,3145,134,2520,2025,1719,4290,1457,874,2430,1545,3352,3122,1294,217,4305,1313,609,4211,2393,1089,4202,4064,4699,1253,4765,4121,40,3095,2295,4929,2831,2274,2639,2993,1952,1485,,1252,,
497,4091,1984,125,2949,4164,2377,2342,1736,2274,3510,772,4888,284,109,3314,4642,1604,4043,4106,2470,3854,145,112,3454,2207,113,1317,134,165,1330,203,4496,1150,2489,3475,643,616,251,3034,437,617,45,4961,453,4592,3483,3438,4783,3165,4302,3905,1281,5,4570,2191,58,2989,1357,3652,4457,2945,250,2210,3337,3732,50,4501,1854,3676,2835,3312,3258,193,1899,831,4340,1646,4481,1321,1841,3607,739,4097,2674,430,4874,3287,647,1562,389,151,2021,1373,532,416,1026,3519,4275,1400,2097,,3203,,
498,2274,3424,3510,1178,1706,1200,2280,145,72,708,109,3472,4836,193,276,1673,113,1960,1485,4639,2217,1246,4197,4683,4093,62,1196,4961,4640,38,2021,4005,1446,2436,2575,2359,4284,1152,4698,2780,2536,3342,2157,3660,2430,357,3888,4922,112,4913,465,4642,4270,2523,1229,413,828,2975,4142,1928,2076,1995,279,680,953,3834,3037,361,4675,2377,1270,4091,4599,3907,1854,594,2509,3048,3519,3905,3676,442,3025,4126,2632,3635,211,2511,297,2987,3268,2905,134,2025,2450,23,4436,56,839,160,,332,,
499,1244,2274,945,4683,4247,193,3100,532,37,874,325,1667,2194,1630,507,2755,1406,2562,4245,3048,2280,983,4270,1493,1601,4003,648,125,360,361,171,4110,1674,4757,2632,784,2750,1945,3138,4572,1646,2989,1339,4758,3905,432,2355,2300,3107,4533,4960,1721,1087,1054,627,543,2608,112,2828,4661,4870,4783,1907,2342,3121,1720,4770,459,647,820,2820,3607,4738,2501,71,4668,1935,4074,3125,4045,3996,3685,1715,1133,232,1129,1184,1795,2560,2458,1240,3497,816,3770,484,3719,520,2646,2540,4111,,335,,
500,1886,617,882,945,361,784,3144,660,2105,4177,1650,4101,569,193,1911,141,1646,3085,4683,647,4876,3491,4096,1218,297,4765,3432,989,1984,532,1244,1178,4352,4270,2820,4245,2880,4702,4446,4894,3262,4337,3366,3243,2549,2949,4522,3770,3700,4910,4306,3476,2619,648,2639,4005,484,165,301,4310,2610,109,4606,79,2368,4720,69,3657,820,1630,169,63,2828,284,145,983,49,1451,4164,36,4778,4039,2063,3704,536,4342,1904,160,1504,1636,2911,750,1322,1926,2207,1136,2975,723,1011,68,,7655,,
501,647,238,2274,4683,4053,4005,4377,882,3555,2638,1087,1623,508,4680,4195,1254,2714,1287,2949,4722,4642,1458,3576,730,1125,1690,2083,2189,3930,816,391,2295,3510,4342,98,42,1464,2988,2652,3652,2181,4408,4245,459,4461,4252,2139,554,2349,3643,1172,3424,2672,96,2355,2549,2851,4459,4929,4215,2501,2024,870,764,4961,2196,3098,772,1202,708,827,242,4177,3055,4036,3545,982,1369,3928,4918,2835,3394,3715,3092,474,2220,3089,4674,2972,786,2646,112,2468,1855,2540,2342,177,4203,3985,276,,3203,,
502,1646,708,125,3905,109,2355,361,27,4106,72,1091,4943,3907,2251,2811,3791,4532,949,1126,1474,4918,3704,4377,1636,691,924,3209,532,3372,1835,1281,3165,1886,4005,2681,2280,2949,160,1224,1752,2342,1485,4245,112,509,2274,4501,4757,2820,315,4911,1233,113,2136,784,998,2238,3817,4115,4773,4497,1254,4017,3192,1755,4265,772,3564,1412,3491,4091,4248,4831,2287,4782,882,4783,3300,1220,4453,3366,3862,2422,4493,1663,2612,617,960,2694,2795,3107,3977,2021,85,398,2779,301,283,3757,3001,,3203,,
503,125,3102,4683,2970,1636,647,3122,4894,3915,3780,3078,2207,945,145,2288,960,484,193,1774,276,704,1485,3424,4477,107,2025,3831,3661,4573,2562,4501,682,2347,3064,1818,4457,4226,352,4964,1252,361,1522,786,1604,98,4091,3967,4428,301,3763,1755,4954,2703,1119,2989,4453,1667,532,4836,1509,621,297,4793,205,3372,3138,1174,989,4336,416,1178,1728,4893,4656,740,3027,1460,2860,953,2885,3237,711,2223,3953,3274,648,1212,4106,284,4373,4865,2376,617,3092,1550,33,1569,3892,3949,2736,,5180,,
504,4446,740,4091,812,647,1252,357,1646,4814,866,786,648,4782,4482,2549,1357,4894,3939,193,4493,3732,2820,484,4955,9,4918,125,3676,3955,11,2949,4092,2608,3238,14,673,1406,725,2256,828,4836,2674,2283,2377,2280,586,3397,2342,2663,4722,4842,1740,2155,3102,3685,1253,1736,4738,4245,2912,4096,3510,4115,18,37,1455,532,674,4303,3900,3740,54,3715,588,3198,4683,2210,2516,3905,4888,416,1048,284,109,754,2639,1404,98,4642,23,279,4053,2355,956,4481,793,268,361,2029,1412,,63,,
505,4683,3078,2274,2136,1088,882,1134,3421,4945,145,3783,85,2852,3862,437,2678,923,3083,4656,125,3510,4561,294,4888,647,2178,4989,2444,203,3420,1751,3519,708,820,2686,1460,1431,2499,2801,2530,2648,1437,4069,2407,1681,861,2661,3888,4885,3436,2646,1418,4044,2025,158,2349,3559,2105,3474,191,1684,4651,1235,4749,2099,2300,20,744,1120,184,307,337,2409,1752,3820,855,1119,1646,2294,2549,2341,2774,2160,3845,973,1485,986,2218,516,1142,2800,4457,4645,4193,1004,831,450,1252,449,4028,,5006,,
506,4446,3823,4783,740,4091,3300,2,1252,908,983,3813,1646,4814,3037,1197,3263,767,786,648,1690,4782,2549,2848,1601,679,1357,4932,193,3175,3732,1862,1288,3143,1605,1567,3201,1728,4093,555,484,4955,4918,4432,708,125,1343,1053,420,605,1388,2949,2819,1870,1306,4880,1556,3869,3883,1514,1758,3238,14,2256,3763,4971,4164,181,4868,2280,4954,3995,2528,4742,2635,150,586,3397,4382,4128,2342,1740,3292,1024,3888,267,1276,3102,1722,3685,403,3048,2634,1694,1736,4738,2274,345,1940,4245,2912,,7470,,
507,4783,2691,80,2139,1611,827,2500,3757,894,3165,4106,2848,4836,4005,569,3282,736,505,1053,3083,4091,3324,4270,2833,125,112,3802,3942,3537,3909,4738,1983,2207,3648,1970,1740,4646,2750,4533,1952,361,88,3217,416,2548,2470,544,495,922,3269,4609,4760,647,450,1129,1190,1812,2384,511,1324,4706,1074,1736,4128,2996,984,2392,4683,4874,3689,2852,2511,4450,4918,882,4344,2559,3497,3732,828,437,3092,2549,123,2026,1236,1556,2533,2220,1140,1441,3035,4652,2953,2387,1455,85,4171,62,2610,,2499,,
508,740,647,983,866,4945,437,2549,679,4932,88,193,3732,986,1605,4955,708,3064,1128,125,1343,1205,10,1388,2949,2467,2105,413,14,2674,1088,3057,2377,2280,2646,4722,3258,3735,3685,15,2274,4245,3510,4270,54,4533,1445,2658,3905,4888,416,2454,284,109,3335,4039,3314,98,2530,4477,4642,2200,3432,2355,956,1821,268,2657,336,1215,2356,4635,58,4005,397,2284,2499,2773,2740,295,4715,2721,2506,4908,3564,2470,698,4557,4848,2409,1074,1505,542,3636,3775,3078,1806,4803,1254,145,4136,,2683,,
509,4091,2756,3037,2274,4096,2988,4124,772,361,145,1171,239,45,258,2970,4876,3261,1600,604,75,3445,2989,1739,741,4799,1698,4428,1474,3635,2798,3612,786,4098,2949,2507,3965,337,1407,3883,4642,3802,3798,2509,2322,4767,4327,2586,267,4599,2295,708,125,4699,2206,459,55,2990,532,1550,4717,1074,112,301,116,1860,4965,1918,1013,4606,2924,2436,3343,4501,3391,4592,74,2294,923,1707,3565,484,1088,2835,3282,956,2674,1007,1578,4960,3625,1673,2056,3905,3976,3571,4342,3885,166,2313,1960,,5010,,
510,3888,532,361,4106,1611,3519,2274,2342,3939,3287,4270,4960,2136,125,484,1601,1646,2988,112,1020,1740,1715,2238,2681,1952,134,4091,98,3107,3216,3810,2300,2912,3397,4064,2549,4789,165,2747,1995,786,2833,3977,4115,3439,2139,519,2280,2531,2750,1550,1826,4918,4617,1128,4499,1178,193,3628,354,23,176,837,2811,3732,1244,2614,1918,4793,4880,2160,827,1711,3188,1074,3300,1091,1087,732,1615,3192,2203,45,1517,2088,3635,2295,301,1854,3817,1698,75,2210,4482,3022,3389,240,2949,691,1253,,5010,,
511,125,2454,301,882,3459,2,145,3849,4106,1736,4005,4275,2229,2392,4640,453,4955,803,3915,916,193,4635,159,4642,3233,2377,3063,307,4913,4683,303,617,72,2949,3421,2176,3491,4535,4400,647,1873,3386,3270,1880,3475,114,3905,521,3164,1522,3445,807,1899,3681,960,4986,2829,4505,1868,4177,4532,3820,664,2652,1673,4904,3768,4823,4918,2368,4095,284,4589,2162,1615,2189,1984,1405,4111,2420,902,1674,1695,1431,4335,2688,3064,1607,3637,315,586,2342,4989,2999,4560,600,3594,2311,1337,4118,,800,,
512,4446,4091,647,297,4894,4918,708,3710,2342,3102,3510,4445,4270,1455,4475,3715,284,4567,4642,4053,3018,2029,3424,844,4396,4069,3375,4695,764,882,4652,1782,3035,3974,1485,4473,4656,4874,2694,116,1457,4609,2158,894,4127,3689,4227,3609,2247,4895,701,2504,4955,2549,836,4282,2663,989,3535,4477,3094,268,2639,2467,105,2730,85,2206,2646,4790,41,1465,3901,4965,2223,3386,15,303,4512,828,4599,4092,845,4210,157,1602,3391,90,3105,2442,4086,3652,782,2455,1448,2225,1357,2476,3942,4458,,4717,,
513,740,3102,416,617,36,2301,2468,45,1715,2232,459,3791,2949,3483,3314,4110,3908,983,4245,1398,4106,80,1751,4793,794,3435,1184,2681,2850,3028,3189,4026,397,1630,3192,2903,4096,4382,3080,145,1926,1755,2206,303,2380,4961,4527,3423,391,3930,4003,4017,674,2750,127,1921,3939,4493,4447,2709,14,3565,705,4599,3823,3785,3624,4091,4658,204,1555,57,3428,4546,3883,1034,4569,4344,2747,4970,3774,2517,1428,89,389,1209,3098,2245,1899,2221,176,3619,648,4642,3209,2072,3472,511,2858,1554,,5010,,
514,740,4091,983,4814,2549,2848,4894,88,3732,4918,708,125,238,3676,3165,2819,413,4760,2256,4868,2280,3189,1722,1736,345,769,4270,4683,2210,2516,3625,416,2888,1535,21,3314,4477,1681,4053,276,956,923,1821,4481,3421,3018,361,248,4573,4433,4635,2904,4005,2773,518,4106,3856,3564,4183,2139,1980,3652,145,1458,3520,1611,4049,505,4396,159,2468,1778,3459,4140,60,45,444,4086,219,112,4695,989,3225,106,2004,4489,4499,1287,2353,477,62,2780,3607,655,69,2770,723,70,1911,3675,,2683,,
515,647,1646,866,4918,125,4270,4888,416,2639,361,66,1190,2499,1611,3820,112,1762,4501,357,42,708,2139,1740,4106,1119,4396,786,4683,1118,4637,30,1164,4590,1501,1448,1632,2105,956,4477,2508,3700,1832,50,145,2750,4847,645,3564,3347,1714,288,4674,1430,98,3320,2769,3189,4656,3078,51,3322,3271,1215,85,3905,4086,1522,4493,2658,525,1137,2295,4069,1764,3888,3963,3796,3182,453,2610,248,4545,4961,3847,3391,4053,2854,505,4893,68,3510,558,4245,853,3105,548,2904,45,2848,4836,,5180,,
516,2251,4110,2468,520,14,2139,2782,2639,4683,1355,2155,2050,66,4918,345,4783,1252,1224,1762,1970,145,4086,930,3555,276,4167,882,903,827,2988,1443,324,569,1695,98,266,4005,1980,4098,175,645,4691,4836,251,2620,371,3651,3533,2523,3109,4256,1748,648,3631,989,4642,4270,1936,4352,3459,3986,1133,366,2750,708,1014,621,1714,3820,4623,2445,267,1287,3055,3774,2401,4738,1139,740,1747,2744,2756,744,4342,4567,3282,343,4248,128,789,3905,1711,4975,1984,3564,1856,4960,359,4867,3131,,2683,,
517,4342,3225,1611,361,1464,4005,3211,109,2392,916,532,740,432,3665,3639,960,3109,2610,1398,569,4064,1313,4270,4501,4723,2547,2717,3333,1983,3732,475,4297,945,1152,1821,3314,1684,4722,3892,3883,241,1952,295,2478,2697,122,3397,647,4091,4793,105,1695,2136,3107,2612,4245,2548,1178,3067,2439,1736,4310,3975,1790,978,3446,2051,3757,2549,4337,145,3519,1279,3241,4720,3692,1317,3198,4778,297,272,4535,692,333,1074,4831,3361,3905,555,2336,2004,4642,1128,3092,1126,2787,4713,1005,3335,4955,,7655,,
518,647,297,3939,3732,708,98,4642,1918,2470,1074,4789,4803,768,112,68,4284,1281,288,3424,2610,2311,648,2387,4394,391,3909,4069,3314,2658,4106,710,2608,4245,34,416,4724,1860,1020,1522,284,1164,940,3905,4879,3491,1388,4290,1879,2224,953,2972,2280,276,4635,4005,357,4352,2663,3453,4854,2210,3026,4344,4836,565,1943,4199,453,3743,3386,2520,600,3226,3271,3320,1106,2740,109,4001,4115,4090,2930,1103,3408,3888,3768,2179,1966,2102,3831,205,1642,2075,1412,3498,4918,1118,3496,2139,4888,,3203,,
519,4783,647,648,88,4493,4918,708,946,4760,4836,2646,2342,2274,4245,3510,416,109,3335,2639,276,4698,704,3018,4506,617,4573,1918,2499,629,4106,3856,3564,2470,3652,145,1611,2468,1171,2559,3459,2170,3324,258,3322,50,2656,112,1953,450,4960,4214,3908,4342,3095,917,3509,1970,1952,4986,1715,1106,1246,1705,4074,1707,2975,4940,1630,4501,1184,972,1674,459,4680,1178,2295,4661,1550,3354,147,4770,3859,1922,3100,2056,1281,3098,1175,4894,3230,1240,1595,4171,217,3391,2508,4206,453,544,1030,,3184,,
520,4091,2949,673,4270,1190,145,4904,2610,882,255,676,3509,230,2049,4501,2,708,916,1485,4642,2155,2722,4741,3975,2820,3094,4044,989,4511,1313,40,1904,276,1818,1550,674,4564,203,1583,4757,2549,2516,3768,1164,853,62,3439,4088,4910,3892,923,4005,4829,1472,3866,3425,4556,698,1200,2501,1461,2274,4683,272,4565,2229,2736,1715,1736,1960,4507,366,1241,1198,14,416,1911,2780,2136,1398,1096,4551,505,4749,3728,4053,1415,1516,3344,940,141,525,1706,828,2632,3483,2453,4086,4070,740,,5319,,
521,647,357,767,648,4945,4737,3510,4793,4642,4352,361,3571,1774,925,2610,3109,1137,234,205,1578,2649,1178,2478,4373,3043,4274,2874,4865,1155,908,2549,786,145,2573,1762,276,2511,4453,1252,2501,3730,231,3944,1928,882,3775,1821,3737,4245,4473,4126,248,3479,907,531,2666,27,2599,2034,1903,2732,2975,1164,4961,1601,238,2993,3035,2200,4167,2970,2196,4742,1855,284,1706,4724,1984,277,2976,1517,3767,3225,1128,3085,3095,2251,126,2613,4064,230,2509,1632,571,3817,2189,2051,636,2658,3783,,3203,,
522,1357,2274,4683,276,361,894,4064,2800,2224,4960,3282,4327,4783,1217,1116,4099,98,1611,4499,1181,645,416,4793,960,4690,679,1074,2280,772,2820,459,3757,1960,2311,2829,4961,4098,820,4698,502,2105,2076,1751,2093,2256,2442,146,2300,1055,3206,219,2436,4583,23,125,4940,2511,4092,892,4344,3185,2619,2549,945,588,4245,4675,2663,3352,4396,738,1893,2756,1244,3085,648,1253,553,2861,3409,2696,544,2210,1485,4789,2386,3381,4941,452,736,2937,2342,2049,3676,2376,492,3785,1020,1084,3386,,5010,,
523,2468,2274,4683,647,1995,3320,2139,2138,3164,297,98,3337,908,2608,2105,4047,4642,3330,532,2756,1926,3660,3102,621,62,4844,2511,946,459,2422,4349,430,2548,4783,4665,276,2694,145,740,2958,4573,983,1178,4028,4874,4767,3314,3100,2773,3125,4003,1984,4261,3209,3175,4983,3131,643,3352,1519,2820,2,4569,1162,3908,495,663,2518,1711,4336,2540,3898,3216,1133,511,3732,3635,3083,267,2280,4470,2880,2824,3225,3565,2470,3063,3367,1970,4247,1472,3282,2454,369,3770,499,2593,2835,3428,1118,,5010,,
524,740,125,2274,416,62,4960,2401,4661,2300,3432,892,4803,4428,2468,4658,1756,2024,2025,1119,3335,1476,2637,94,4578,333,2834,647,1084,4169,2235,203,1715,4675,4493,3078,4683,2545,786,3555,1428,3337,3423,4098,928,4501,1457,80,3083,705,2215,1209,1404,3037,1550,4764,744,4024,989,1468,4171,1837,3967,3048,4302,3522,4918,3813,1549,1337,3344,4930,3496,1014,4553,4342,1074,2880,973,3533,1821,112,4247,2430,2125,1601,3498,4885,459,2841,1229,163,930,2650,4783,2949,1038,2454,196,4106,4511,,5010,,
525,4091,4810,903,2549,2848,4955,708,3685,1736,674,284,276,2355,2160,58,3564,145,2697,4904,3423,2632,4716,3237,85,1460,1578,4874,4302,4332,4651,1752,2294,1324,705,3996,125,2444,815,1229,1023,845,4561,4642,3780,1281,3503,1899,1289,2560,297,558,4149,2460,3131,1119,3554,1103,2274,3164,2721,978,4207,3510,2890,1907,9,4989,80,3888,1844,4578,3732,3600,4963,518,1113,4445,4595,4791,3242,2824,4556,3786,4018,4814,2077,856,94,1194,1476,216,2478,1169,2813,1007,1074,3767,2770,4826,740,,3203,,
526,740,648,4918,4481,145,1894,4575,3164,2232,1485,3483,730,2835,1088,495,2549,4714,4377,4001,98,2355,323,4760,4458,3935,4049,2949,4680,3598,1684,3282,4005,1398,1214,2280,1464,3092,1270,4302,1097,3813,3581,4446,2077,2674,3300,2375,2691,1647,4428,114,3923,125,218,4098,3314,4535,3973,109,4844,4735,2884,554,972,3798,2681,4469,855,2377,2721,4106,989,4445,1171,2430,4961,744,4299,1470,2548,1922,2138,1690,4256,276,1516,4143,56,2342,1615,4496,3440,782,4622,3083,4573,4895,3143,3862,1022,,3203,,
