user,include,item list,len,without constraint
396,1168,"[505, 3459]",2,"['1197', '4894', '4128', '4722', '99', '630', '505', '3459', '2610', '1667', '882', '4606', '4986', '3125', '483', '4446', '2238', '1478', '953', '3685', '2146', '1926', '4275', '416', '1684', '3432', '3643', '4990', '4393', '193']"
397,1257,[4432],1,"['4894', '4760', '66', '4106', '505', '240', '953', '2829', '4206', '203', '331', '882', '2639', '3939', '4683', '532', '284', '772', '56', '4349', '4960', '125', '4128', '1485', '4240', '98', '4432', '209', '1585', '228']"
397,393,[],0,"['4894', '4760', '66', '4106', '505', '240', '953', '2829', '4206', '203', '331', '882', '2639', '3939', '4683', '532', '284', '772', '56', '4349', '4960', '125', '4128', '1485', '4240', '98', '4432', '209', '1585', '228']"
397,2832,[56],1,"['4894', '4760', '66', '4106', '505', '240', '953', '2829', '4206', '203', '331', '882', '2639', '3939', '4683', '532', '284', '772', '56', '4349', '4960', '125', '4128', '1485', '4240', '98', '4432', '209', '1585', '228']"
398,3440,[],0,"['786', '4118', '2639', '4642', '2355', '1684', '4086', '2138', '4064', '2311', '3963', '3958', '1460', '193', '2263', '444', '2097', '1960', '2118', '2820', '708', '25', '4218', '1088', '249', '647', '2988', '936', '3829', '2444']"
398,3217,[193],1,"['786', '4118', '2639', '4642', '2355', '1684', '4086', '2138', '4064', '2311', '3963', '3958', '1460', '193', '2263', '444', '2097', '1960', '2118', '2820', '708', '25', '4218', '1088', '249', '647', '2988', '936', '3829', '2444']"
398,5185,[],0,"['786', '4118', '2639', '4642', '2355', '1684', '4086', '2138', '4064', '2311', '3963', '3958', '1460', '193', '2263', '444', '2097', '1960', '2118', '2820', '708', '25', '4218', '1088', '249', '647', '2988', '936', '3829', '2444']"
399,1252,[2179],1,"['4783', '647', '2848', '484', '4955', '125', '1602', '3685', '2291', '4270', '532', '772', '1961', '3314', '2639', '4642', '361', '4394', '4194', '4904', '3459', '2656', '112', '3782', '4527', '2179', '1349', '4034', '3767', '4256']"
399,7642,[4256],1,"['4783', '647', '2848', '484', '4955', '125', '1602', '3685', '2291', '4270', '532', '772', '1961', '3314', '2639', '4642', '361', '4394', '4194', '4904', '3459', '2656', '112', '3782', '4527', '2179', '1349', '4034', '3767', '4256']"
399,800,[1349],1,"['4783', '647', '2848', '484', '4955', '125', '1602', '3685', '2291', '4270', '532', '772', '1961', '3314', '2639', '4642', '361', '4394', '4194', '4904', '3459', '2656', '112', '3782', '4527', '2179', '1349', '4034', '3767', '4256']"
400,2856,[],0,"['4270', '2342', '983', '3078', '1371', '3660', '2532', '453', '4005', '58', '4290', '652', '2549', '72', '827', '125', '150', '1129', '4203', '1646', '1711', '3262', '1202', '3942', '855', '1118', '1600', '2238', '2274', '4493']"
400,5185,[3262],1,"['4270', '2342', '983', '3078', '1371', '3660', '2532', '453', '4005', '58', '4290', '652', '2549', '72', '827', '125', '150', '1129', '4203', '1646', '1711', '3262', '1202', '3942', '855', '1118', '1600', '2238', '2274', '4493']"
400,1119,"[2549, 4493]",2,"['4270', '2342', '983', '3078', '1371', '3660', '2532', '453', '4005', '58', '4290', '652', '2549', '72', '827', '125', '150', '1129', '4203', '1646', '1711', '3262', '1202', '3942', '855', '1118', '1600', '2238', '2274', '4493']"
401,5695,[],0,"['1711', '1445', '160', '4106', '1684', '1690', '1732', '2210', '145', '3271', '54', '4280', '4270', '2510', '2355', '3847', '3928', '3695', '2639', '125', '1854', '495', '4573', '3391', '98', '2356', '193', '1460', '2342', '3282']"
401,4964,[1854],1,"['1711', '1445', '160', '4106', '1684', '1690', '1732', '2210', '145', '3271', '54', '4280', '4270', '2510', '2355', '3847', '3928', '3695', '2639', '125', '1854', '495', '4573', '3391', '98', '2356', '193', '1460', '2342', '3282']"
401,5648,"[160, 1690, 145]",3,"['1711', '1445', '160', '4106', '1684', '1690', '1732', '2210', '145', '3271', '54', '4280', '4270', '2510', '2355', '3847', '3928', '3695', '2639', '125', '1854', '495', '4573', '3391', '98', '2356', '193', '1460', '2342', '3282']"
402,4717,"[617, 2444, 192]",3,"['648', '125', '617', '3564', '2447', '2444', '72', '1960', '3386', '2266', '4396', '3551', '1611', '3048', '3840', '2050', '3267', '2849', '647', '3453', '3019', '4446', '505', '2355', '192', '4035', '3594', '2988', '1984', '1174']"
402,1168,"[2266, 505]",2,"['648', '125', '617', '3564', '2447', '2444', '72', '1960', '3386', '2266', '4396', '3551', '1611', '3048', '3840', '2050', '3267', '2849', '647', '3453', '3019', '4446', '505', '2355', '192', '4035', '3594', '2988', '1984', '1174']"
402,3723,"[617, 4396]",2,"['648', '125', '617', '3564', '2447', '2444', '72', '1960', '3386', '2266', '4396', '3551', '1611', '3048', '3840', '2050', '3267', '2849', '647', '3453', '3019', '4446', '505', '2355', '192', '4035', '3594', '2988', '1984', '1174']"
403,7557,"[2088, 953]",2,"['2218', '4894', '1605', '2949', '2274', '416', '4642', '119', '902', '2750', '2656', '3164', '882', '72', '1951', '2354', '908', '95', '3881', '2088', '1441', '1448', '505', '2975', '484', '3343', '866', '3753', '789', '953']"
403,590,"[1605, 1448]",2,"['2218', '4894', '1605', '2949', '2274', '416', '4642', '119', '902', '2750', '2656', '3164', '882', '72', '1951', '2354', '908', '95', '3881', '2088', '1441', '1448', '505', '2975', '484', '3343', '866', '3753', '789', '953']"
403,5319,[953],1,"['2218', '4894', '1605', '2949', '2274', '416', '4642', '119', '902', '2750', '2656', '3164', '882', '72', '1951', '2354', '908', '95', '3881', '2088', '1441', '1448', '505', '2975', '484', '3343', '866', '3753', '789', '953']"
404,5180,[4642],1,"['945', '1205', '145', '2549', '1171', '3229', '4457', '1755', '1705', '2294', '4091', '2612', '705', '2352', '1084', '4096', '361', '630', '3305', '2663', '122', '3198', '2800', '276', '4798', '4839', '4642', '484', '3164', '740']"
404,5168,[3305],1,"['945', '1205', '145', '2549', '1171', '3229', '4457', '1755', '1705', '2294', '4091', '2612', '705', '2352', '1084', '4096', '361', '630', '3305', '2663', '122', '3198', '2800', '276', '4798', '4839', '4642', '484', '3164', '740']"
404,2131,[],0,"['945', '1205', '145', '2549', '1171', '3229', '4457', '1755', '1705', '2294', '4091', '2612', '705', '2352', '1084', '4096', '361', '630', '3305', '2663', '122', '3198', '2800', '276', '4798', '4839', '4642', '484', '3164', '740']"
405,1833,[],0,"['125', '2274', '217', '3001', '882', '1646', '983', '308', '1287', '1667', '923', '268', '3386', '569', '4803', '544', '80', '1854', '2646', '3083', '3594', '3849', '137', '3102', '4569', '973', '88', '3068', '1331', '4738']"
405,5006,"[217, 983, 1667, 3386, 80, 3102, 88, 3068, 4738]",9,"['125', '2274', '217', '3001', '882', '1646', '983', '308', '1287', '1667', '923', '268', '3386', '569', '4803', '544', '80', '1854', '2646', '3083', '3594', '3849', '137', '3102', '4569', '973', '88', '3068', '1331', '4738']"
405,2856,[],0,"['125', '2274', '217', '3001', '882', '1646', '983', '308', '1287', '1667', '923', '268', '3386', '569', '4803', '544', '80', '1854', '2646', '3083', '3594', '3849', '137', '3102', '4569', '973', '88', '3068', '1331', '4738']"
406,7557,"[1509, 1317]",2,"['4091', '4270', '3740', '960', '3335', '4005', '882', '157', '1509', '2549', '98', '361', '998', '1960', '4239', '356', '1980', '85', '2755', '1317', '3565', '3582', '866', '4640', '2849', '3985', '4096', '3198', '3810', '174']"
406,5915,"[3565, 866]",2,"['4091', '4270', '3740', '960', '3335', '4005', '882', '157', '1509', '2549', '98', '361', '998', '1960', '4239', '356', '1980', '85', '2755', '1317', '3565', '3582', '866', '4640', '2849', '3985', '4096', '3198', '3810', '174']"
406,6276,"[960, 4005, 157, 361, 1317, 4096]",6,"['4091', '4270', '3740', '960', '3335', '4005', '882', '157', '1509', '2549', '98', '361', '998', '1960', '4239', '356', '1980', '85', '2755', '1317', '3565', '3582', '866', '4640', '2849', '3985', '4096', '3198', '3810', '174']"
407,6324,"[4044, 3795]",2,"['4783', '193', '4093', '2988', '4270', '4683', '3335', '4573', '80', '3424', '1684', '3225', '4960', '633', '456', '2359', '3282', '4044', '3795', '2543', '361', '395', '4446', '296', '3715', '708', '1129', '3314', '1888', '2820']"
407,7367,"[1684, 3314]",2,"['4783', '193', '4093', '2988', '4270', '4683', '3335', '4573', '80', '3424', '1684', '3225', '4960', '633', '456', '2359', '3282', '4044', '3795', '2543', '361', '395', '4446', '296', '3715', '708', '1129', '3314', '1888', '2820']"
407,3203,"[4270, 3335, 633, 456, 1129]",5,"['4783', '193', '4093', '2988', '4270', '4683', '3335', '4573', '80', '3424', '1684', '3225', '4960', '633', '456', '2359', '3282', '4044', '3795', '2543', '361', '395', '4446', '296', '3715', '708', '1129', '3314', '1888', '2820']"
408,3217,[2549],1,"['648', '2549', '125', '18', '4270', '2639', '4642', '2200', '276', '4106', '1712', '3652', '1244', '945', '2445', '85', '1460', '4961', '3282', '1752', '2438', '3352', '3545', '1646', '616', '145', '4005', '4457', '361', '2265']"
408,1388,[],0,"['648', '2549', '125', '18', '4270', '2639', '4642', '2200', '276', '4106', '1712', '3652', '1244', '945', '2445', '85', '1460', '4961', '3282', '1752', '2438', '3352', '3545', '1646', '616', '145', '4005', '4457', '361', '2265']"
408,7449,[],0,"['648', '2549', '125', '18', '4270', '2639', '4642', '2200', '276', '4106', '1712', '3652', '1244', '945', '2445', '85', '1460', '4961', '3282', '1752', '2438', '3352', '3545', '1646', '616', '145', '4005', '4457', '361', '2265']"
409,5825,"[4783, 629]",2,"['4783', '4894', '2949', '2280', '586', '1740', '4143', '3335', '4477', '4005', '2773', '4106', '3431', '1980', '4098', '3459', '2536', '3782', '4318', '218', '1960', '1485', '4064', '570', '2022', '874', '2210', '4854', '2401', '629']"
409,1257,"[586, 4005]",2,"['4783', '4894', '2949', '2280', '586', '1740', '4143', '3335', '4477', '4005', '2773', '4106', '3431', '1980', '4098', '3459', '2536', '3782', '4318', '218', '1960', '1485', '4064', '570', '2022', '874', '2210', '4854', '2401', '629']"
409,1093,"[586, 874]",2,"['4783', '4894', '2949', '2280', '586', '1740', '4143', '3335', '4477', '4005', '2773', '4106', '3431', '1980', '4098', '3459', '2536', '3782', '4318', '218', '1960', '1485', '4064', '570', '2022', '874', '2210', '4854', '2401', '629']"
410,7449,[1684],1,"['740', '4177', '908', '3201', '125', '2105', '2342', '3102', '2988', '4270', '532', '1879', '4683', '2210', '1621', '2639', '704', '268', '4570', '2125', '4789', '145', '4194', '3660', '1684', '4960', '4501', '1555', '3914', '2086']"
410,5915,[2988],1,"['740', '4177', '908', '3201', '125', '2105', '2342', '3102', '2988', '4270', '532', '1879', '4683', '2210', '1621', '2639', '704', '268', '4570', '2125', '4789', '145', '4194', '3660', '1684', '4960', '4501', '1555', '3914', '2086']"
410,335,"[1621, 4570, 1684]",3,"['740', '4177', '908', '3201', '125', '2105', '2342', '3102', '2988', '4270', '532', '1879', '4683', '2210', '1621', '2639', '704', '268', '4570', '2125', '4789', '145', '4194', '3660', '1684', '4960', '4501', '1555', '3914', '2086']"
411,3440,[],0,[]
411,8021,[],0,[]
411,5825,[],0,[]
412,7642,[3406],1,"['740', '647', '767', '125', '1711', '1556', '1088', '3102', '1455', '284', '3335', '98', '4642', '4106', '1683', '3406', '4049', '4086', '3519', '2368', '4716', '453', '882', '1857', '175', '570', '921', '2620', '874', '695']"
412,4836,[],0,"['740', '647', '767', '125', '1711', '1556', '1088', '3102', '1455', '284', '3335', '98', '4642', '4106', '1683', '3406', '4049', '4086', '3519', '2368', '4716', '453', '882', '1857', '175', '570', '921', '2620', '874', '695']"
412,4717,"[1857, 921]",2,"['740', '647', '767', '125', '1711', '1556', '1088', '3102', '1455', '284', '3335', '98', '4642', '4106', '1683', '3406', '4049', '4086', '3519', '2368', '4716', '453', '882', '1857', '175', '570', '921', '2620', '874', '695']"
413,1124,"[4453, 3221]",2,"['2799', '361', '145', '1681', '276', '4005', '4391', '1952', '1636', '4453', '3424', '3459', '544', '4783', '4880', '4642', '630', '4098', '193', '3083', '3908', '3221', '940', '1443', '647', '1873', '4847', '2086', '4656', '3910']"
413,2832,[],0,"['2799', '361', '145', '1681', '276', '4005', '4391', '1952', '1636', '4453', '3424', '3459', '544', '4783', '4880', '4642', '630', '4098', '193', '3083', '3908', '3221', '940', '1443', '647', '1873', '4847', '2086', '4656', '3910']"
413,1833,[],0,"['2799', '361', '145', '1681', '276', '4005', '4391', '1952', '1636', '4453', '3424', '3459', '544', '4783', '4880', '4642', '630', '4098', '193', '3083', '3908', '3221', '940', '1443', '647', '1873', '4847', '2086', '4656', '3910']"
414,5915,[2179],1,"['532', '1405', '1935', '54', '1194', '2848', '125', '2501', '193', '676', '2773', '182', '4270', '4573', '361', '3755', '2179', '2508', '3543', '4783', '3391', '3676', '4338', '4203', '4493', '3888', '1867', '4639', '1698', '4642']"
414,7642,[54],1,"['532', '1405', '1935', '54', '1194', '2848', '125', '2501', '193', '676', '2773', '182', '4270', '4573', '361', '3755', '2179', '2508', '3543', '4783', '3391', '3676', '4338', '4203', '4493', '3888', '1867', '4639', '1698', '4642']"
414,4964,"[4203, 1867]",2,"['532', '1405', '1935', '54', '1194', '2848', '125', '2501', '193', '676', '2773', '182', '4270', '4573', '361', '3755', '2179', '2508', '3543', '4783', '3391', '3676', '4338', '4203', '4493', '3888', '1867', '4639', '1698', '4642']"
415,342,"[3962, 4960]",2,"['2848', '484', '4245', '4683', '4910', '49', '112', '882', '4775', '85', '205', '3826', '3962', '4477', '2988', '4783', '240', '604', '989', '2829', '4960', '2653', '3798', '3432', '3241', '4106', '3027', '2280', '209', '1698']"
415,7367,[882],1,"['2848', '484', '4245', '4683', '4910', '49', '112', '882', '4775', '85', '205', '3826', '3962', '4477', '2988', '4783', '240', '604', '989', '2829', '4960', '2653', '3798', '3432', '3241', '4106', '3027', '2280', '209', '1698']"
415,4863,[],0,"['2848', '484', '4245', '4683', '4910', '49', '112', '882', '4775', '85', '205', '3826', '3962', '4477', '2988', '4783', '240', '604', '989', '2829', '4960', '2653', '3798', '3432', '3241', '4106', '3027', '2280', '209', '1698']"
416,1833,[],0,"['4573', '3424', '2756', '181', '284', '2274', '2280', '145', '740', '1455', '945', '2355', '1601', '3835', '1684', '1485', '2608', '112', '1951', '297', '4918', '2207', '1491', '3813', '767', '4290', '4446', '2549', '804', '569']"
416,8021,[],0,"['4573', '3424', '2756', '181', '284', '2274', '2280', '145', '740', '1455', '945', '2355', '1601', '3835', '1684', '1485', '2608', '112', '1951', '297', '4918', '2207', '1491', '3813', '767', '4290', '4446', '2549', '804', '569']"
416,7642,[3835],1,"['4573', '3424', '2756', '181', '284', '2274', '2280', '145', '740', '1455', '945', '2355', '1601', '3835', '1684', '1485', '2608', '112', '1951', '297', '4918', '2207', '1491', '3813', '767', '4290', '4446', '2549', '804', '569']"
417,1511,[2355],1,"['2549', '1601', '193', '2820', '2274', '4270', '4143', '109', '2200', '4005', '2548', '2536', '83', '1522', '620', '1698', '211', '3859', '323', '112', '4798', '2280', '934', '145', '4642', '2355', '1202', '105', '1922', '1615']"
417,5006,"[193, 4270, 1522, 934, 2355]",5,"['2549', '1601', '193', '2820', '2274', '4270', '4143', '109', '2200', '4005', '2548', '2536', '83', '1522', '620', '1698', '211', '3859', '323', '112', '4798', '2280', '934', '145', '4642', '2355', '1202', '105', '1922', '1615']"
417,3502,"[4143, 211]",2,"['2549', '1601', '193', '2820', '2274', '4270', '4143', '109', '2200', '4005', '2548', '2536', '83', '1522', '620', '1698', '211', '3859', '323', '112', '4798', '2280', '934', '145', '4642', '2355', '1202', '105', '1922', '1615']"
418,840,"[4918, 532, 3164, 1088]",4,"['708', '4918', '4533', '2773', '21', '740', '361', '532', '1612', '1446', '4783', '1572', '3018', '2', '647', '880', '2632', '1940', '4565', '2672', '3164', '3930', '183', '198', '2799', '1088', '4738', '4911', '181', '2155']"
418,4717,"[880, 2672]",2,"['708', '4918', '4533', '2773', '21', '740', '361', '532', '1612', '1446', '4783', '1572', '3018', '2', '647', '880', '2632', '1940', '4565', '2672', '3164', '3930', '183', '198', '2799', '1088', '4738', '4911', '181', '2155']"
418,7233,[3930],1,"['708', '4918', '4533', '2773', '21', '740', '361', '532', '1612', '1446', '4783', '1572', '3018', '2', '647', '880', '2632', '1940', '4565', '2672', '3164', '3930', '183', '198', '2799', '1088', '4738', '4911', '181', '2155']"
419,5298,"[3226, 3230, 1371]",3,"['4270', '3168', '3078', '4022', '1684', '3226', '3230', '72', '4826', '1106', '1371', '2189', '4290', '4990', '3352', '2072', '2532', '2663', '2274', '238', '4847', '4207', '20', '4757', '1728', '532', '3258', '3930', '4642', '3459']"
419,6335,"[2072, 3258, 3930]",3,"['4270', '3168', '3078', '4022', '1684', '3226', '3230', '72', '4826', '1106', '1371', '2189', '4290', '4990', '3352', '2072', '2532', '2663', '2274', '238', '4847', '4207', '20', '4757', '1728', '532', '3258', '3930', '4642', '3459']"
419,7642,[3168],1,"['4270', '3168', '3078', '4022', '1684', '3226', '3230', '72', '4826', '1106', '1371', '2189', '4290', '4990', '3352', '2072', '2532', '2663', '2274', '238', '4847', '4207', '20', '4757', '1728', '532', '3258', '3930', '4642', '3459']"
420,590,[],0,"['767', '648', '2549', '4735', '3939', '1755', '3201', '9', '4918', '708', '1128', '125', '238', '4708', '1711', '2608', '14', '2739', '4836', '2280', '4954', '2342', '2155', '3102', '2274', '4270', '960', '3198', '266', '2210']"
420,332,"[767, 9]",2,"['767', '648', '2549', '4735', '3939', '1755', '3201', '9', '4918', '708', '1128', '125', '238', '4708', '1711', '2608', '14', '2739', '4836', '2280', '4954', '2342', '2155', '3102', '2274', '4270', '960', '3198', '266', '2210']"
420,7557,[648],1,"['767', '648', '2549', '4735', '3939', '1755', '3201', '9', '4918', '708', '1128', '125', '238', '4708', '1711', '2608', '14', '2739', '4836', '2280', '4954', '2342', '2155', '3102', '2274', '4270', '960', '3198', '266', '2210']"
421,2148,[],0,"['4382', '4128', '4738', '960', '1621', '2639', '98', '3571', '354', '1120', '565', '56', '4876', '583', '2311', '145', '4981', '3282', '95', '3335', '495', '4890', '4338', '4410', '647', '2210', '1091', '4064', '3425', '4603']"
421,3668,[],0,"['4382', '4128', '4738', '960', '1621', '2639', '98', '3571', '354', '1120', '565', '56', '4876', '583', '2311', '145', '4981', '3282', '95', '3335', '495', '4890', '4338', '4410', '647', '2210', '1091', '4064', '3425', '4603']"
421,1910,[],0,"['4382', '4128', '4738', '960', '1621', '2639', '98', '3571', '354', '1120', '565', '56', '4876', '583', '2311', '145', '4981', '3282', '95', '3335', '495', '4890', '4338', '4410', '647', '2210', '1091', '4064', '3425', '4603']"
422,298,[3652],1,"['1646', '2549', '125', '3955', '2280', '1736', '4143', '3216', '1821', '4573', '1774', '4086', '2750', '69', '4960', '2638', '1485', '554', '4512', '217', '4517', '4926', '960', '2911', '127', '3637', '465', '3652', '1270', '3314']"
422,3484,[],0,"['1646', '2549', '125', '3955', '2280', '1736', '4143', '3216', '1821', '4573', '1774', '4086', '2750', '69', '4960', '2638', '1485', '554', '4512', '217', '4517', '4926', '960', '2911', '127', '3637', '465', '3652', '1270', '3314']"
422,1124,[1736],1,"['1646', '2549', '125', '3955', '2280', '1736', '4143', '3216', '1821', '4573', '1774', '4086', '2750', '69', '4960', '2638', '1485', '554', '4512', '217', '4517', '4926', '960', '2911', '127', '3637', '465', '3652', '1270', '3314']"
423,3484,[],0,"['2756', '4270', '1337', '3300', '4064', '181', '4005', '3048', '242', '1604', '4683', '276', '4894', '2835', '2368', '203', '3986', '1129', '2206', '2176', '2086', '832', '1407', '4851', '2150', '80', '193', '4642', '10', '177']"
423,7642,[],0,"['2756', '4270', '1337', '3300', '4064', '181', '4005', '3048', '242', '1604', '4683', '276', '4894', '2835', '2368', '203', '3986', '1129', '2206', '2176', '2086', '832', '1407', '4851', '2150', '80', '193', '4642', '10', '177']"
423,3723,[181],1,"['2756', '4270', '1337', '3300', '4064', '181', '4005', '3048', '242', '1604', '4683', '276', '4894', '2835', '2368', '203', '3986', '1129', '2206', '2176', '2086', '832', '1407', '4851', '2150', '80', '193', '4642', '10', '177']"
424,5298,[],0,"['740', '1984', '6', '3732', '4245', '4270', '532', '2658', '4642', '4053', '276', '4698', '2355', '803', '80', '4005', '49', '112', '1921', '72', '3241', '1715', '4501', '2401', '1129', '934', '113', '3188', '1317', '2874']"
424,4574,[],0,"['740', '1984', '6', '3732', '4245', '4270', '532', '2658', '4642', '4053', '276', '4698', '2355', '803', '80', '4005', '49', '112', '1921', '72', '3241', '1715', '4501', '2401', '1129', '934', '113', '3188', '1317', '2874']"
424,6276,"[4005, 3188, 1317]",3,"['740', '1984', '6', '3732', '4245', '4270', '532', '2658', '4642', '4053', '276', '4698', '2355', '803', '80', '4005', '49', '112', '1921', '72', '3241', '1715', '4501', '2401', '1129', '934', '113', '3188', '1317', '2874']"
425,6324,[],0,"['4091', '2549', '125', '960', '2830', '3078', '1611', '505', '449', '1667', '3519', '1619', '116', '4718', '2280', '4270', '4098', '4025', '645', '4904', '983', '3459', '2782', '3048', '1821', '2138', '2949', '3942', '2848', '4642']"
425,4253,"[1611, 1619]",2,"['4091', '2549', '125', '960', '2830', '3078', '1611', '505', '449', '1667', '3519', '1619', '116', '4718', '2280', '4270', '4098', '4025', '645', '4904', '983', '3459', '2782', '3048', '1821', '2138', '2949', '3942', '2848', '4642']"
425,4987,"[2830, 2848]",2,"['4091', '2549', '125', '960', '2830', '3078', '1611', '505', '449', '1667', '3519', '1619', '116', '4718', '2280', '4270', '4098', '4025', '645', '4904', '983', '3459', '2782', '3048', '1821', '2138', '2949', '3942', '2848', '4642']"
426,6696,[1605],1,"['4446', '3823', '4783', '740', '3300', '1653', '1984', '908', '3551', '983', '1089', '786', '648', '437', '4782', '2848', '4735', '679', '4932', '4390', '3939', '193', '4493', '3732', '3143', '1605', '3217', '484', '115', '9']"
426,5298,[],0,"['4446', '3823', '4783', '740', '3300', '1653', '1984', '908', '3551', '983', '1089', '786', '648', '437', '4782', '2848', '4735', '679', '4932', '4390', '3939', '193', '4493', '3732', '3143', '1605', '3217', '484', '115', '9']"
426,3723,[],0,"['4446', '3823', '4783', '740', '3300', '1653', '1984', '908', '3551', '983', '1089', '786', '648', '437', '4782', '2848', '4735', '679', '4932', '4390', '3939', '193', '4493', '3732', '3143', '1605', '3217', '484', '115', '9']"
427,2320,[],0,"['740', '1554', '284', '1863', '2999', '630', '125', '4497', '2854', '2390', '183', '811', '465', '505', '361', '647', '3480', '4665', '395', '4005', '1374', '1736', '176', '4290', '4270', '4798', '940', '1550', '1357', '3847']"
427,2832,[],0,"['740', '1554', '284', '1863', '2999', '630', '125', '4497', '2854', '2390', '183', '811', '465', '505', '361', '647', '3480', '4665', '395', '4005', '1374', '1736', '176', '4290', '4270', '4798', '940', '1550', '1357', '3847']"
427,6906,"[1554, 125, 465, 647, 4665, 4798, 1357]",7,"['740', '1554', '284', '1863', '2999', '630', '125', '4497', '2854', '2390', '183', '811', '465', '505', '361', '647', '3480', '4665', '395', '4005', '1374', '1736', '176', '4290', '4270', '4798', '940', '1550', '1357', '3847']"
428,4096,[2970],1,"['3685', '4642', '2970', '2086', '361', '708', '1952', '882', '484', '617', '4005', '1632', '2224', '1923', '2858', '2639', '2', '895', '1242', '2988', '2549', '1349', '2638', '4446', '4478', '2356', '3459', '1085', '4245', '4217']"
428,1093,"[2086, 2639, 4446, 4217]",4,"['3685', '4642', '2970', '2086', '361', '708', '1952', '882', '484', '617', '4005', '1632', '2224', '1923', '2858', '2639', '2', '895', '1242', '2988', '2549', '1349', '2638', '4446', '4478', '2356', '3459', '1085', '4245', '4217']"
428,1124,[],0,"['3685', '4642', '2970', '2086', '361', '708', '1952', '882', '484', '617', '4005', '1632', '2224', '1923', '2858', '2639', '2', '895', '1242', '2988', '2549', '1349', '2638', '4446', '4478', '2356', '3459', '1085', '4245', '4217']"
429,7642,[],0,"['2549', '4683', '3078', '989', '56', '4342', '1753', '556', '1711', '2280', '4680', '4086', '3510', '3335', '4064', '3125', '3966', '112', '4783', '1665', '2351', '617', '3337', '484', '4738', '181', '1129', '4945', '4303', '3885']"
429,4863,[],0,"['2549', '4683', '3078', '989', '56', '4342', '1753', '556', '1711', '2280', '4680', '4086', '3510', '3335', '4064', '3125', '3966', '112', '4783', '1665', '2351', '617', '3337', '484', '4738', '181', '1129', '4945', '4303', '3885']"
429,800,"[2549, 1711, 1665, 4738]",4,"['2549', '4683', '3078', '989', '56', '4342', '1753', '556', '1711', '2280', '4680', '4086', '3510', '3335', '4064', '3125', '3966', '112', '4783', '1665', '2351', '617', '3337', '484', '4738', '181', '1129', '4945', '4303', '3885']"
430,5695,[],0,"['740', '1252', '648', '4665', '4683', '4642', '505', '112', '4874', '1753', '3467', '772', '3565', '2637', '1854', '1184', '2990', '1443', '125', '2799', '4722', '4131', '839', '1720', '4373', '72', '3475', '2368', '3509', '1944']"
430,1124,[],0,"['740', '1252', '648', '4665', '4683', '4642', '505', '112', '4874', '1753', '3467', '772', '3565', '2637', '1854', '1184', '2990', '1443', '125', '2799', '4722', '4131', '839', '1720', '4373', '72', '3475', '2368', '3509', '1944']"
430,5319,"[1252, 2799]",2,"['740', '1252', '648', '4665', '4683', '4642', '505', '112', '4874', '1753', '3467', '772', '3565', '2637', '1854', '1184', '2990', '1443', '125', '2799', '4722', '4131', '839', '1720', '4373', '72', '3475', '2368', '3509', '1944']"
431,2131,[],0,"['125', '4124', '80', '4394', '645', '145', '945', '2907', '2511', '741', '2392', '467', '3259', '1646', '331', '708', '4272', '159', '4954', '4783', '3071', '483', '1953', '3479', '2384', '14', '4668', '2', '983', '3732']"
431,4964,[4124],1,"['125', '4124', '80', '4394', '645', '145', '945', '2907', '2511', '741', '2392', '467', '3259', '1646', '331', '708', '4272', '159', '4954', '4783', '3071', '483', '1953', '3479', '2384', '14', '4668', '2', '983', '3732']"
431,342,"[645, 3479]",2,"['125', '4124', '80', '4394', '645', '145', '945', '2907', '2511', '741', '2392', '467', '3259', '1646', '331', '708', '4272', '159', '4954', '4783', '3071', '483', '1953', '3479', '2384', '14', '4668', '2', '983', '3732']"
432,6270,"[4783, 6, 3175, 2280, 284, 3335, 4642, 173, 3424, 4190]",10,"['4783', '740', '6', '3175', '2949', '14', '2280', '4382', '4245', '4270', '1879', '284', '3335', '4642', '173', '2203', '3424', '4190', '145', '2170', '945', '186', '72', '4561', '4720', '2442', '2613', '3188', '3626', '3778']"
432,1124,[173],1,"['4783', '740', '6', '3175', '2949', '14', '2280', '4382', '4245', '4270', '1879', '284', '3335', '4642', '173', '2203', '3424', '4190', '145', '2170', '945', '186', '72', '4561', '4720', '2442', '2613', '3188', '3626', '3778']"
432,2683,"[3175, 1879, 945]",3,"['4783', '740', '6', '3175', '2949', '14', '2280', '4382', '4245', '4270', '1879', '284', '3335', '4642', '173', '2203', '3424', '4190', '145', '2170', '945', '186', '72', '4561', '4720', '2442', '2613', '3188', '3626', '3778']"
433,2683,"[4586, 205, 1751]",3,"['3652', '3510', '2280', '3732', '2920', '4836', '3102', '85', '839', '4303', '3271', '2987', '4586', '3314', '1253', '4106', '3594', '643', '2355', '3048', '4877', '205', '3237', '62', '3873', '4274', '391', '3312', '1751', '2179']"
433,298,"[3652, 4836]",2,"['3652', '3510', '2280', '3732', '2920', '4836', '3102', '85', '839', '4303', '3271', '2987', '4586', '3314', '1253', '4106', '3594', '643', '2355', '3048', '4877', '205', '3237', '62', '3873', '4274', '391', '3312', '1751', '2179']"
433,2832,[],0,"['3652', '3510', '2280', '3732', '2920', '4836', '3102', '85', '839', '4303', '3271', '2987', '4586', '3314', '1253', '4106', '3594', '643', '2355', '3048', '4877', '205', '3237', '62', '3873', '4274', '391', '3312', '1751', '2179']"
