user,exclude,item list
649,840,"[2280, 112, 3102, 1995, 80, 1074, 297, 1740, 1287, 2478]"
650,840,"[4642, 361, 1128, 4708, 1178, 4270, 1822, 4342, 647, 1970]"
651,6276,"[4446, 4783, 740, 4177, 2, 647, 1984, 983, 4814, 767]"
652,5010,"[740, 647, 708, 4140, 4069, 2770, 4337, 193, 2355, 2773]"
653,2499,"[4051, 4091, 882, 3282, 4270, 3217, 1171, 4683, 1912, 2828]"
654,5010,"[647, 484, 9, 2468, 1826, 2368, 85, 1951, 4807, 803]"
655,6906,"[2342, 1611, 2430, 908, 1708, 1602, 2267, 1178, 4093, 3655]"
656,840,[]
657,5006,"[2848, 4106, 882, 85, 1578, 4556, 117, 744, 658, 2342]"
658,5006,"[866, 125, 238, 4128, 2342, 4124, 4642, 1681, 23, 2160]"
659,5006,"[740, 2549, 708, 1740, 276, 3432, 4005, 2575, 882, 2267]"
660,840,[]
661,840,"[4635, 2139, 2355, 1337, 3537, 1254, 4049, 786, 2300, 4797]"
662,5006,"[648, 2342, 18, 2160, 58, 4106, 882, 165, 4561, 145]"
663,7655,"[3102, 4642, 3971, 3829, 4106, 4778, 2638, 3335, 58, 4798]"
664,840,"[361, 882, 4642, 1567, 145, 4270, 3143, 6, 2646, 4147]"
665,840,"[145, 116, 1157, 2220, 2274, 2194, 125, 56, 2694, 85]"
666,840,"[647, 708, 2274, 145, 4194, 4752, 4101, 2280, 240, 4738]"
667,6906,"[145, 4290, 1711, 4245, 936, 2320, 311, 4752, 989, 2454]"
668,840,"[647, 4493, 145, 4005, 1740, 3537, 1684, 505, 2525, 740]"
669,840,"[1178, 2280, 4396, 3018, 2955, 2470, 204, 1201, 297, 1751]"
670,5006,"[4836, 2274, 3715, 3506, 3759, 1762, 3103, 1441, 1659, 2342]"
671,5006,"[2274, 772, 4888, 1020, 45, 1230, 1630, 4961, 2311, 388]"
672,840,"[2820, 484, 772, 2355, 3497, 2632, 4349, 2179, 1184, 3905]"
673,3184,"[4446, 3823, 4783, 740, 3300, 2, 647, 1984, 3813, 3037]"
674,840,"[4091, 4177, 4493, 3732, 2820, 2377, 1740, 4738, 2210, 2639]"
675,6906,"[2355, 4904, 2989, 4556, 1681, 297, 2468, 3497, 1485, 1034]"
676,3203,"[181, 2608, 3537, 1753, 2949, 248, 2319, 3282, 4960, 4105]"
677,2499,"[505, 193, 3335, 1074, 4126, 647, 294, 1494, 453, 1711]"
678,2499,"[4270, 4005, 4396, 882, 3501, 2531, 3565, 522, 894, 2430]"
679,6906,"[4106, 983, 3459, 41, 3288, 981, 1023, 2988, 3834, 1695]"
680,7655,"[740, 4177, 648, 679, 4894, 3939, 193, 4372, 2820, 10]"
681,2499,"[740, 647, 679, 2155, 4642, 871, 80, 4450, 40, 1473]"
682,840,"[125, 4836, 3424, 145, 2062, 3565, 1578, 3670, 4874, 2251]"
683,840,[]
684,840,"[4091, 708, 1740, 3198, 2639, 4642, 112, 882, 262, 3543]"
685,800,"[882, 72, 1445, 1184, 2874, 2756, 2342, 3600, 2232, 1856]"
686,840,"[4783, 4091, 238, 4836, 2280, 3102, 4096, 3510, 4533, 2830]"
687,840,"[3143, 3102, 4101, 85, 1522, 1578, 2523, 3738, 673, 4342]"
688,840,"[2549, 324, 2280, 416, 361, 1270, 1618, 1102, 1178, 2251]"
689,5010,"[647, 4814, 679, 193, 4382, 2912, 2988, 772, 4642, 276]"
690,840,"[4814, 708, 4665, 2256, 1652, 4738, 2274, 3510, 4270, 3198]"
691,840,"[2970, 3635, 4501, 4091, 3097, 1708, 366, 361, 1740, 80]"
692,840,"[3102, 3510, 772, 4642, 2355, 361, 80, 4106, 329, 3314]"
693,2499,"[4177, 1740, 3102, 361, 505, 3989, 4986, 85, 4578, 1733]"
694,840,[]
695,840,[]
696,2499,"[2280, 3282, 4118, 3565, 4396, 2949, 882, 15, 4005, 4683]"
697,4717,"[740, 1252, 1646, 786, 4945, 2549, 193, 4918, 708, 3885]"
698,2499,"[3823, 4783, 740, 647, 2549, 1388, 181, 1740, 3335, 505]"
699,2683,"[4783, 1740, 112, 4284, 4589, 930, 663, 1711, 3647, 1321]"
700,6906,"[4091, 4932, 3510, 3198, 3335, 4642, 2970, 2368, 4874, 2549]"
701,6906,"[1711, 1037, 416, 361, 4433, 2470, 3459, 1178, 2320, 2848]"
702,840,"[4783, 2912, 4096, 4642, 3564, 4904, 989, 4983, 4986, 827]"
703,2499,"[647, 4814, 1197, 866, 437, 2848, 3939, 125, 3885, 1711]"
704,5006,"[647, 3676, 2342, 1740, 3510, 4642, 4506, 4106, 4036, 2301]"
705,6906,"[4091, 4177, 812, 2756, 1646, 1089, 648, 437, 2549, 88]"
706,840,"[740, 4245, 4642, 2356, 3078, 882, 1715, 1578, 3594, 4091]"
707,840,[]
708,6906,"[3908, 3270, 960, 3519, 1893, 532, 740, 3898, 807, 3706]"
709,6906,"[2445, 1646, 3496, 105, 4207, 2639, 983, 648, 882, 2377]"
710,4717,"[983, 4026, 2549, 4894, 1057, 4918, 125, 2256, 2674, 2342]"
711,6276,"[4091, 647, 908, 983, 3813, 1646, 767, 297, 1357, 1755]"
712,2499,"[2274, 361, 1254, 1522, 3335, 2697, 4245, 2238, 2595, 2319]"
713,4717,"[648, 2949, 2256, 3127, 1736, 2912, 4270, 3005, 99, 630]"
714,840,"[80, 3078, 621, 1682, 1133, 4270, 2139, 3510, 4211, 1854]"
715,840,"[3102, 1740, 3463, 3715, 882, 1493, 4177, 1069, 895, 908]"
716,5006,"[4783, 740, 357, 3037, 767, 866, 648, 2549, 4894, 2820]"
717,7655,"[2970, 4091, 3244, 1184, 266, 361, 3510, 4949, 4489, 145]"
718,2499,"[786, 193, 125, 2280, 2274, 4245, 807, 4005, 1202, 3068]"
719,4717,"[740, 4091, 3300, 647, 1646, 1089, 1690, 2816, 4482, 1357]"
720,6906,"[4918, 2342, 2663, 2658, 276, 2355, 2899, 4596, 4049, 3459]"
721,3203,"[740, 647, 2549, 125, 2256, 3685, 4642, 2355, 524, 1517]"
722,840,"[983, 2549, 484, 4665, 3102, 2274, 4245, 1445, 416, 276]"
723,7655,"[647, 2342, 738, 145, 2638, 4738, 4005, 740, 837, 2549]"
724,5319,"[740, 4177, 647, 193, 708, 2342, 3102, 3715, 284, 3335]"
725,6906,"[4091, 1711, 4533, 2454, 284, 2355, 361, 856, 1209, 630]"
726,6906,"[740, 648, 2848, 484, 1711, 4245, 4039, 1621, 1412, 3497]"
727,63,"[4446, 4783, 4091, 4177, 3300, 647, 1252, 903, 1646, 767]"
728,7449,"[647, 3335, 4642, 295, 3963, 1733, 4677, 4961, 3594, 4662]"
729,840,"[361, 4270, 125, 1599, 4493, 4577, 3355, 708, 145, 4106]"
730,840,"[3939, 4493, 708, 3424, 83, 1133, 4818, 4005, 793, 3367]"
731,840,"[3939, 125, 2280, 3102, 1253, 4245, 2988, 772, 416, 4642]"
732,840,"[4783, 740, 2355, 1178, 160, 4501, 203, 184, 2894, 2911]"
733,5010,"[3300, 4760, 1934, 1740, 2274, 3335, 4642, 276, 336, 2029]"
734,6335,"[647, 2756, 976, 2549, 2848, 6, 193, 3175, 4045, 3810]"
735,7655,"[125, 4245, 4642, 361, 4106, 1169, 2508, 2280, 4683, 1646]"
736,1093,"[1118, 4783, 740, 1906, 4177, 3300, 2, 647, 4810, 357]"
737,2499,"[4091, 2848, 324, 125, 2949, 4096, 4270, 780, 513, 544]"
738,6906,"[1382, 1287, 3915, 2799, 2577, 4986, 295, 4106, 1517, 811]"
739,840,"[2549, 2377, 276, 361, 4005, 1270, 373, 3565, 4501, 789]"
740,840,"[1252, 2820, 125, 416, 4005, 4106, 794, 145, 240, 391]"
741,2499,"[2511, 882, 2949, 177, 4457, 3424, 3591, 4005, 2955, 3198]"
742,4717,"[4270, 1455, 145, 1578, 1523, 2354, 2530, 2912, 3063, 80]"
743,335,"[647, 1690, 1605, 708, 125, 2342, 3102, 3685, 2274, 4270]"
744,7655,"[740, 2444, 361, 647, 56, 303, 4470, 4198, 882, 3939]"
745,3203,"[647, 4894, 1057, 2342, 1854, 284, 2178, 3564, 145, 1171]"
746,2499,"[2848, 4093, 1053, 2949, 1711, 1406, 181, 548, 2377, 4954]"
747,800,"[193, 4704, 4926, 4106, 112, 127, 125, 2377, 688, 3335]"
748,2499,"[647, 2516, 4757, 4501, 3001, 953, 3805, 112, 4106, 1681]"
749,2683,"[4177, 2, 647, 2756, 983, 4945, 679, 2820, 4955, 4918]"
750,5006,"[815, 4888, 284, 4573, 3078, 4961, 2666, 2447, 3282, 4854]"
751,3203,"[740, 4091, 647, 2848, 1357, 2608, 2377, 3397, 2274, 2988]"
752,5006,"[1646, 4782, 4894, 708, 1343, 2949, 4836, 4954, 2274, 3510]"
753,2499,"[4642, 3037, 53, 3018, 4396, 4740, 4693, 2468, 4016, 2509]"
754,6276,"[125, 2280, 1722, 532, 2355, 2470, 505, 71, 4113, 1475]"
755,6906,"[4177, 3300, 2756, 648, 484, 4918, 2342, 3102, 4096, 4793]"
756,840,"[647, 505, 209, 2206, 4722, 3314, 1671, 2639, 1592, 14]"
757,2499,"[4446, 324, 679, 2949, 413, 4722, 3102, 3524, 4337, 80]"
758,5010,"[2301, 4096, 3483, 2533, 3102, 2355, 2616, 1681, 4877, 2210]"
759,840,[]
760,5010,"[4091, 1601, 4894, 708, 2280, 532, 98, 1821, 2470, 3078]"
761,2499,"[2256, 2274, 2639, 882, 85, 1522, 127, 1679, 4840, 716]"
762,6906,"[4177, 2549, 4894, 3174, 4491, 2949, 14, 2739, 2342, 4722]"
763,840,"[3510, 4642, 1970, 1715, 1926, 940, 193, 740, 3942, 4134]"
764,7655,"[1646, 437, 3939, 193, 555, 4836, 532, 284, 361, 1983]"
765,840,"[125, 3424, 145, 4893, 647, 882, 2377, 4126, 1014, 2549]"
766,5006,"[647, 145, 1415, 4344, 2993, 3459, 2409, 2949, 1994, 1545]"
767,5010,"[4270, 4106, 80, 3397, 1983, 3814, 373, 3335, 2342, 4091]"
768,2499,"[4735, 3939, 4918, 3883, 3102, 3715, 4683, 3335, 4053, 2355]"
769,840,"[4836, 3510, 1446, 3424, 505, 4283, 303, 125, 2021, 4128]"
770,5006,"[740, 708, 125, 4836, 2280, 2342, 4245, 532, 772, 617]"
771,2499,"[647, 786, 2549, 324, 4894, 125, 1711, 4738, 3198, 4642]"
772,6906,"[4005, 3271, 3337, 882, 1681, 4797, 1674, 3667, 357, 2342]"
773,5006,"[647, 4945, 437, 2549, 708, 125, 1306, 4760, 2256, 4722]"
774,5010,"[4783, 297, 648, 2549, 3704, 484, 4918, 1711, 2155, 3048]"
775,6335,"[1646, 2970, 945, 453, 1357, 193, 284, 2949, 4752, 361]"
776,2499,"[2274, 2368, 1464, 4025, 1960, 4501, 1184, 4634, 1054, 1630]"
777,7655,"[4091, 4177, 648, 2549, 4, 2220, 193, 3732, 4955, 4918]"
778,4717,"[3018, 1049, 217, 4945, 2858, 1277, 3314, 1995, 2897, 3432]"
779,6906,"[361, 1712, 3322, 4290, 4270, 112, 1752, 3571, 2222, 470]"
780,6335,"[4783, 740, 4177, 647, 357, 1984, 3551, 983, 3037, 4336]"
781,840,"[3102, 1253, 4989, 1173, 4656, 296, 2368, 2355, 3105, 80]"
782,2499,"[4177, 647, 4814, 866, 2549, 193, 4918, 125, 3955, 4245]"
783,840,"[125, 4836, 4270, 4124, 4642, 4337, 361, 3381, 3315, 2447]"
784,840,[]
785,840,"[4207, 3066, 3102, 983, 1809, 145, 1485, 2495, 2447, 58]"
786,5010,"[4026, 648, 2820, 2280, 2274, 98, 3083, 361, 3497, 45]"
787,840,"[2773, 2355, 2280, 2393, 198, 4960, 708, 505, 4642, 4955]"
788,5010,"[2549, 2949, 3885, 2608, 1740, 960, 98, 1918, 3431, 2139]"
789,840,"[88, 193, 4372, 2820, 125, 3073, 4245, 3510, 3018, 361]"
790,6906,"[4642, 361, 3390, 4894, 895, 3510, 2282, 2549, 484, 4270]"
791,840,"[2549, 2848, 193, 4493, 2949, 3102, 2274, 4642, 361, 4106]"
792,3203,"[4814, 82, 882, 648, 1550, 3967, 3565, 4467, 112, 2280]"
793,840,"[4739, 2031, 4836, 976, 4642, 2820, 4867, 4922, 2194, 3823]"
794,5010,"[4177, 4827, 983, 4026, 3037, 297, 786, 648, 2816, 4782]"
795,2499,"[740, 4091, 647, 1089, 2549, 2848, 679, 5, 3939, 193]"
796,7655,"[2280, 2470, 2301, 4106, 2937, 2949, 2840, 3237, 1740, 361]"
797,840,"[4177, 1048, 2355, 4352, 1821, 3607, 4527, 1960, 3915, 3342]"
798,840,"[983, 4664, 2311, 277, 1171, 4778, 4091, 3102, 3355, 2941]"
799,840,"[297, 4493, 125, 1709, 2280, 1740, 4698, 112, 82, 882]"
800,2499,"[4783, 4177, 2549, 2848, 2820, 1602, 2377, 2342, 1740, 3102]"
801,840,"[4778, 416, 772, 2989, 953, 4836, 152, 4344, 708, 2436]"
802,840,"[882, 2548, 4894, 62, 983, 1715, 2820, 4970, 3355, 1740]"
803,6906,"[2663, 416, 255, 923, 276, 112, 3905, 4297, 2377, 882]"
804,840,"[4782, 125, 420, 4642, 361, 2522, 3472, 72, 148, 2912]"
805,840,"[1178, 361, 1904, 2139, 856, 708, 4096, 4564, 2355, 1983]"
806,840,"[4091, 2848, 1740, 3510, 4270, 361, 2632, 882, 3965, 4034]"
807,6906,"[145, 2194, 1809, 2549, 4106, 85, 2162, 3431, 3516, 3939]"
808,840,"[1821, 2549, 4270, 3066, 240, 4642, 4708, 3890, 1850, 2773]"
809,840,"[2256, 3102, 2274, 2996, 3207, 2632, 1173, 1522, 4477, 1029]"
810,840,"[647, 2210, 3533, 4642, 109, 108, 3719, 125, 740, 2474]"
811,840,"[125, 4270, 361, 2181, 62, 4775, 3035, 2799, 1178, 4993]"
812,5006,"[4446, 2549, 2848, 5, 3182, 4854, 555, 125, 1711, 4880]"
813,840,"[3216, 4642, 4245, 4382, 4551, 1053, 145, 4699, 388, 2530]"
814,2499,"[740, 4245, 3063, 2076, 505, 4003, 3386, 2525, 647, 3940]"
815,5010,"[3939, 361, 255, 1178, 145, 1646, 128, 1618, 3480, 3892]"
816,2683,"[647, 708, 416, 3335, 361, 2101, 125, 391, 2430, 2368]"
817,840,[]
818,2499,"[1646, 4814, 2549, 2663, 4738, 2988, 3740, 4453, 4683, 266]"
819,332,"[297, 2217, 2256, 896, 1753, 648, 4270, 4497, 3107, 1611]"
820,2499,"[740, 647, 1252, 193, 4918, 125, 1711, 4128, 807, 4573]"
821,840,"[333, 882, 4642, 315, 2949, 1253, 416, 1821, 1715, 109]"
822,2499,"[1646, 125, 2274, 3335, 361, 1631, 3078, 794, 4338, 945]"
823,6906,"[4722, 1740, 4270, 807, 80, 4005, 4908, 4847, 439, 3791]"
824,63,"[4446, 1, 4783, 740, 4091, 4177, 2, 647, 1252, 357]"
825,2499,"[2256, 4489, 3337, 2274, 1158, 664, 677, 3019, 647, 4573]"
826,2499,"[4177, 983, 1646, 679, 2820, 420, 4836, 2280, 2440, 2342]"
827,5010,"[4396, 1611, 361, 4894, 532, 1443, 1133, 125, 2075, 708]"
828,5180,"[4091, 2848, 125, 2280, 1037, 3335, 4698, 2355, 3424, 1813]"
829,1168,"[4106, 794, 2795, 1705, 647, 125, 3974, 4169, 4193, 827]"
830,5006,"[3035, 4642, 4683, 708, 827, 3381, 3012, 1918, 2549, 945]"
831,7449,"[953, 4091, 3282, 2508, 593, 72, 945, 648, 3459, 4758]"
832,3184,"[4177, 1653, 357, 908, 4814, 1197, 2549, 4894, 193, 4918]"
833,2683,"[3102, 4642, 361, 4433, 262, 2890, 4961, 3715, 4302, 708]"
834,5010,"[2256, 3102, 1517, 2750, 882, 4318, 85, 148, 14, 181]"
835,840,[]
836,3203,"[2, 647, 4894, 6, 193, 4880, 2105, 4868, 3397, 4738]"
837,840,"[4514, 983, 2295, 4493, 4005, 4332, 3424, 3602, 4418, 2280]"
838,2499,"[4177, 773, 828, 2280, 2274, 4533, 2904, 505, 2468, 62]"
839,2499,"[297, 193, 3102, 2274, 80, 4005, 2773, 3330, 116, 1740]"
840,840,"[4301, 127, 1740, 2086, 1854, 2874, 882, 238, 2210, 2368]"
841,5006,"[708, 1711, 4836, 3198, 3335, 3619, 3028, 1578, 4064, 2375]"
842,800,"[14, 3335, 617, 2773, 36, 391, 870, 1751, 2251, 4670]"
843,2499,"[3510, 4642, 361, 3657, 2304, 193, 1611, 4245, 1804, 3105]"
844,2499,"[4091, 4245, 588, 4683, 3335, 4106, 700, 2990, 85, 3103]"
845,6906,"[740, 484, 3676, 1556, 4096, 2988, 2355, 2139, 145, 1270]"
846,4253,"[647, 2756, 983, 1646, 4814, 2549, 193, 3143, 708, 125]"
847,840,"[2194, 882, 4986, 1181, 21, 3084, 125, 1871, 2632, 2945]"
848,7655,"[145, 4342, 4810, 276, 4043, 4639, 4194, 4149, 4318, 4642]"
849,2499,"[2549, 2848, 3335, 1611, 3628, 1549, 4847, 3424, 3048, 2510]"
850,2499,"[4642, 1209, 40, 112, 4283, 3351, 928, 3014, 3337, 803]"
851,3203,"[740, 647, 2756, 4814, 437, 2549, 679, 4093, 4432, 708]"
852,3203,"[4532, 1984, 2820, 4561, 3207, 2274, 125, 193, 3096, 1456]"
853,3203,"[4177, 297, 193, 1755, 1709, 2280, 1934, 2274, 361, 80]"
854,2683,"[4783, 740, 647, 1252, 357, 976, 4814, 4945, 2549, 324]"
855,2499,"[2949, 4738, 2274, 1611, 2468, 1667, 4960, 4131, 3125, 2136]"
856,332,"[2949, 4106, 3774, 112, 1437, 3567, 4683, 127, 4239, 458]"
857,6335,"[4783, 4091, 4177, 908, 3551, 1646, 773, 648, 1690, 1357]"
858,7655,"[453, 789, 70, 1918, 276, 95, 361, 3225, 145, 2513]"
859,2499,"[4960, 2616, 2543, 2608, 3046, 3510, 2139, 2820, 505, 4615]"
860,7655,"[4091, 2756, 648, 4945, 4932, 1605, 2949, 3885, 3869, 4760]"
861,3203,"[4783, 647, 648, 2949, 2377, 2280, 1740, 4658, 2454, 4573]"
862,2499,"[2342, 2639, 361, 4506, 1731, 1611, 1491, 51, 3602, 2866]"
863,5006,"[705, 2223, 645, 567, 1659, 2514, 2949, 3715, 2376, 4642]"
864,840,"[593, 2912, 2355, 4245, 3037, 1157, 4337, 2138, 856, 3232]"
865,7655,"[4091, 2, 647, 1984, 3813, 4026, 1477, 3037, 767, 648]"
866,2499,"[1252, 193, 1755, 125, 1711, 1406, 4642, 336, 36, 505]"
867,6906,"[548, 4270, 960, 1404, 4642, 1821, 4126, 945, 112, 2632]"
868,840,"[4493, 361, 2294, 4005, 2964, 2739, 1457, 1200, 4718, 4642]"
869,2499,"[2848, 193, 1306, 2274, 1304, 4533, 3335, 361, 1611, 1667]"
870,5010,"[2342, 3335, 4506, 276, 125, 4843, 1821, 416, 780, 2549]"
871,6906,"[986, 4245, 3715, 3905, 2454, 4477, 2548, 112, 3225, 3259]"
872,2499,"[193, 2280, 2274, 505, 1244, 51, 4989, 3565, 3125, 894]"
873,2499,"[2949, 3593, 2210, 513, 416, 3335, 4642, 361, 803, 2852]"
874,3203,"[125, 827, 2280, 4642, 4239, 361, 112, 1517, 882, 165]"
875,5010,"[4177, 3084, 1715, 361, 1492, 2949, 4032, 2274, 4642, 832]"
876,840,"[941, 2210, 3533, 1404, 647, 1178, 740, 4642, 211, 516]"
877,3203,"[4783, 740, 2756, 1646, 648, 679, 10, 3593, 18, 4683]"
878,2499,"[4783, 4683, 2830, 2355, 1209, 3324, 1747, 53, 3873, 4652]"
879,2499,"[193, 3102, 4245, 4106, 1270, 4501, 4134, 294, 4950, 3335]"
880,3203,"[2848, 193, 4955, 2949, 960, 3660, 373, 4302, 4501, 4954]"
881,6906,"[2210, 3818, 2538, 397, 4642, 829, 284, 1841, 181, 4382]"
882,2499,"[4894, 3432, 4635, 505, 4396, 723, 1732, 193, 4177, 6]"
883,2499,"[2674, 3102, 361, 1611, 4778, 4730, 1155, 3335, 2931, 3337]"
884,2499,"[241, 4177, 1698, 4635, 2274, 296, 3154, 2549, 267, 1630]"
885,6906,"[4337, 361, 2139, 1074, 4396, 2062, 2779, 3391, 1200, 866]"
886,840,"[4270, 145, 505, 42, 4069, 882, 2755, 4752, 647, 1567]"
887,5006,"[908, 648, 2848, 1357, 125, 2342, 1681, 3018, 3424, 4670]"
888,800,"[2949, 4760, 2377, 18, 2139, 112, 453, 882, 85, 920]"
889,840,"[2503, 1662, 4702, 4642, 1054, 2300, 2008, 3314, 4757, 432]"
890,2499,"[4783, 740, 4091, 3813, 786, 437, 2848, 324, 1357, 4390]"
891,840,"[361, 712, 145, 505, 1244, 4096, 4342, 1219, 2848, 2516]"
892,5010,"[740, 908, 786, 648, 3939, 708, 125, 3885, 1711, 4760]"
893,2499,"[740, 1611, 1711, 1740, 193, 4783, 647, 1918, 3431, 4245]"
894,332,"[740, 4091, 908, 1646, 2549, 4894, 4045, 484, 708, 4275]"
895,840,"[1129, 4337, 2511, 4143, 3168, 505, 1970, 3271, 4589, 361]"
896,840,[]
897,840,[]
898,840,"[647, 6, 300, 297, 193, 2495, 4770, 4352, 137, 125]"
899,3203,"[1690, 708, 181, 3510, 98, 4642, 361, 3431, 3381, 1522]"
900,6276,"[484, 4245, 2210, 4642, 51, 928, 1578, 1911, 1522, 2274]"
901,7557,"[4446, 4091, 3300, 812, 4827, 647, 4810, 903, 908, 3551]"
902,6335,"[4177, 647, 1646, 1357, 193, 555, 1205, 2256, 2739, 548]"
903,332,"[740, 4091, 647, 357, 983, 1646, 297, 4945, 1357, 1755]"
904,5006,"[839, 2510, 708, 3198, 4954, 4918, 4111, 647, 3715, 3966]"
905,7655,"[4961, 4751, 2949, 3685, 744, 882, 2632, 85, 3047, 4106]"
906,3203,"[647, 2274, 2795, 553, 945, 3537, 1555, 4874, 740, 4659]"
907,332,"[1118, 4446, 1, 4783, 740, 4091, 3300, 2, 647, 1653]"
908,3184,"[1131, 3510, 2210, 923, 4106, 2470, 505, 4396, 4798, 1667]"
909,800,"[4177, 647, 357, 1984, 2756, 983, 648, 2816, 4336, 4482]"
910,2499,"[740, 1252, 1711, 2256, 3888, 2274, 4642, 3421, 361, 4573]"
911,2499,"[1755, 4955, 3955, 2256, 3102, 1722, 2274, 4245, 4270, 4642]"
912,840,"[3939, 4382, 2155, 2988, 2023, 4106, 2548, 1630, 220, 4645]"
913,840,"[4338, 3063, 2282, 1353, 3179, 2179, 3522, 4245, 4016, 1393]"
914,6906,"[2549, 1445, 513, 3335, 4642, 361, 2139, 4904, 3459, 3225]"
915,5010,"[648, 3102, 4270, 882, 2478, 112, 2280, 4642, 3017, 361]"
916,840,"[740, 3073, 3715, 772, 4098, 989, 2755, 953, 138, 1578]"
917,840,[]
918,2499,"[4177, 4960, 620, 4091, 3078, 4833, 193, 1740, 3342, 3372]"
919,7655,"[2543, 4270, 2210, 3198, 1736, 2921, 4525, 1712, 1143, 4894]"
920,2499,"[125, 3335, 361, 4270, 1157, 4738, 2274, 827, 3183, 3258]"
921,2499,"[1605, 3102, 4642, 361, 3497, 262, 1721, 116, 3805, 852]"
922,800,"[2820, 2773, 284, 4501, 18, 916, 708, 69, 1028, 1522]"
923,840,"[882, 4642, 3198, 1178, 2210, 712, 2070, 1550, 4479, 4954]"
924,2499,"[2912, 4551, 177, 1921, 1588, 3989, 4930, 361, 2274, 53]"
925,840,"[4069, 4194, 4195, 112, 3207, 1779, 4642, 946, 3537, 2478]"
926,6335,"[3732, 2280, 361, 145, 1611, 1028, 112, 4695, 4579, 4888]"
927,840,"[3102, 361, 4433, 1479, 4396, 882, 2280, 2531, 2274, 3628]"
928,840,"[740, 647, 983, 4894, 708, 2355, 4233, 4140, 112, 882]"
929,1910,"[647, 357, 2756, 983, 2848, 484, 1711, 1088, 2342, 2912]"
930,3203,"[4783, 4814, 2549, 2848, 193, 2949, 181, 4888, 1681, 2355]"
931,332,"[4446, 4783, 2, 908, 648, 2549, 2848, 3201, 484, 1711]"
932,5010,"[2274, 4496, 2280, 2740, 1740, 3732, 4876, 2136, 3565, 1089]"
933,3203,"[125, 2342, 532, 4352, 361, 856, 2160, 3424, 2139, 1244]"
934,3203,"[297, 3217, 125, 10, 4836, 3888, 3685, 532, 3625, 4888]"
935,6906,"[3078, 268, 3102, 4683, 1952, 4245, 2139, 908, 3045, 2342]"
936,7655,"[647, 3037, 866, 3102, 532, 960, 3905, 3083, 4642, 397]"
937,2683,"[740, 2549, 679, 4932, 193, 4045, 4708, 3238, 1904, 4722]"
938,5006,"[647, 2549, 125, 4793, 4642, 617, 3424, 2301, 3459, 3210]"
939,840,"[4106, 882, 4960, 953, 85, 4091, 2274, 2861, 3102, 2377]"
940,800,"[983, 4493, 3165, 14, 3102, 4270, 4642, 361, 2468, 2681]"
941,5010,"[4270, 2160, 882, 1607, 988, 4989, 3607, 4274, 1628, 361]"
942,4717,"[4783, 648, 2820, 708, 125, 2377, 4954, 3178, 1740, 1008]"
943,840,"[4091, 647, 4026, 2549, 708, 4096, 4715, 2139, 1517, 127]"
944,840,"[983, 2820, 4382, 2155, 3102, 2988, 1304, 4433, 1918, 4106]"
945,840,"[647, 1984, 437, 125, 3314, 361, 4106, 749, 1287, 209]"
946,5006,"[4783, 740, 4827, 647, 357, 2756, 903, 908, 1646, 866]"
947,840,[]
948,5319,"[882, 484, 4098, 307, 112, 2549, 2342, 1564, 3442, 276]"
949,2499,"[647, 437, 125, 2274, 1494, 4623, 127, 4290, 4960, 3018]"
950,5010,"[4177, 648, 1357, 2820, 181, 4124, 4683, 416, 1681, 2409]"
951,2499,"[4642, 4005, 882, 1137, 4564, 4664, 741, 2295, 2311, 177]"
952,2499,"[4894, 193, 2342, 4722, 3335, 361, 80, 945, 1617, 1192]"
953,840,"[2256, 4342, 1578, 647, 4642, 58, 505, 1984, 4074, 85]"
954,840,"[3995, 3510, 193, 4245, 1822, 3794, 740, 2238, 3262, 4235]"
955,5010,"[4783, 740, 647, 648, 4782, 2549, 193, 708, 125, 2949]"
956,840,"[4642, 2468, 112, 2610, 294, 2356, 740, 3237, 647, 1831]"
957,840,[]
958,2499,"[1711, 704, 4573, 3078, 1667, 4986, 4929, 882, 4130, 361]"
959,840,[]
960,5006,"[647, 908, 4836, 4104, 3685, 2274, 3715, 3335, 4642, 3421]"
961,840,[]
962,840,"[145, 116, 297, 3670, 1150, 708, 1740, 2139, 677, 1261]"
963,3203,"[4783, 740, 1646, 193, 4493, 2949, 181, 3258, 3888, 403]"
964,2499,"[4091, 2549, 2848, 4894, 4918, 4708, 3955, 2674, 2912, 2210]"
965,840,[]
966,840,[]
967,800,"[4637, 1028, 2342, 882, 1698, 4782, 4096, 2274, 3571, 1171]"
968,2499,"[4091, 2342, 4245, 588, 4683, 3335, 4642, 1681, 4913, 3421]"
969,2499,"[2139, 3078, 3648, 3497, 297, 3154, 2755, 2056, 2116, 2342]"
970,2499,"[238, 4954, 4778, 885, 333, 1921, 4005, 127, 4894, 1150]"
971,2499,"[125, 4836, 4642, 844, 4069, 1049, 4989, 3237, 3565, 3895]"
972,5010,"[2355, 882, 18, 4091, 2136, 2139, 361, 1178, 856, 3611]"
973,5010,"[647, 2280, 2342, 1740, 2274, 145, 2970, 2368, 1076, 1428]"
974,5010,"[4177, 647, 4782, 4955, 125, 1711, 1556, 3888, 4738, 1879]"
975,3203,"[647, 2342, 2210, 284, 98, 361, 1142, 1731, 32, 3078]"
976,840,[]
977,5006,"[647, 1984, 2608, 2256, 2280, 4245, 4317, 820, 2210, 1034]"
978,800,"[4446, 4177, 647, 357, 2756, 908, 983, 648, 4894, 2083]"
