user,include,item list
631,7655,"[4396, 3661, 2686, 1391, 116, 1181, 4593, 2294, 3942, 1197]"
632,3355,"[45, 3230, 4392, 166, 3786, 4084, 3436, 2326, 1943, 3037]"
633,7655,"[80, 1667, 4298, 382, 4226, 4049, 3695, 2795, 2049, 4564]"
634,6324,"[3102, 1755, 4922, 357, 3781, 1429, 4335, 4912, 777, 4044]"
635,393,"[4270, 20, 1988, 2139, 3229, 99, 4, 4352, 2885, 688]"
636,1252,"[4390, 1970, 3100, 1030, 4187, 165, 4489, 634, 4409, 298]"
637,2832,"[14, 4767, 2161, 3369, 3905, 54, 3216, 2548, 2604, 3575]"
638,5298,"[1371, 1854, 2295, 3894, 802, 4071, 4406, 206, 2222, 2731]"
639,3668,"[4790, 4665, 3431, 1136, 4912, 1650, 3607, 2100, 4670, 1484]"
640,7470,"[4501, 4394, 2474, 3519, 186, 3290, 2619, 229, 3554, 1867]"
641,5319,"[1486, 2356, 4527, 3179, 744, 4292, 2439, 4433, 1927, 3780]"
642,5010,"[874, 4561, 1411, 1752, 3459, 2359, 4708, 1671, 4836, 3510]"
643,7233,"[1871, 4110, 3342, 3198, 1493, 3650, 3424, 2524, 4318, 3866]"
644,1329,"[193, 69, 1983, 2377, 3424, 1957, 2549, 1871, 2447, 3456]"
645,63,"[2937, 3026, 1984, 1561, 2847, 4447, 2445, 1331, 3706, 509]"
646,5298,"[4876, 750, 809, 2295, 1496, 2476, 3472, 4828, 114, 2828]"
647,4253,"[3035, 1405, 651, 1556, 4187, 2897, 1611, 2784, 3713, 4126]"
648,332,"[3483, 782, 2075, 9, 98, 4841, 731, 1287, 789, 4207]"
649,7449,"[2650, 831, 2958, 3314, 2025, 3406, 2189, 3140, 4061, 845]"
650,6696,"[4411, 2714, 4945, 1252, 2155, 3071, 4396, 4971, 4336, 4091]"
651,800,"[4091, 1955, 3704, 3057, 1253, 4738, 3715, 2996, 856, 397]"
652,1168,"[3459, 3198, 145, 505, 3096, 294, 2511, 1695, 4049, 4961]"
653,6270,"[2523, 3753, 4019, 647, 4239, 983, 2220, 1714, 882, 1178]"
654,1910,"[4814, 279, 2536, 4683, 1613, 1615, 416, 2949, 3285, 4722]"
655,1833,"[3143, 845, 4283, 1605, 2854, 4396, 4945, 4493, 4215, 1252]"
656,3723,[]
657,63,"[941, 4136, 1945, 3647, 4149, 2076, 261, 1648, 4506, 998]"
658,1252,"[2229, 4533, 634, 1715, 3100, 1152, 2191, 3030, 2674, 4936]"
659,1388,"[4501, 4167, 1071, 663, 988, 4406, 3442, 2465, 4115, 811]"
660,1910,[]
661,2816,"[3386, 1178, 3459, 1196, 3337, 719, 3841, 343, 4342, 2811]"
662,4253,"[1178, 2639, 3767, 922, 1294, 1522, 2908, 3182, 1720, 1055]"
663,2509,"[532, 2676, 3498, 1287, 320, 1116, 4943, 3845, 3907, 770]"
664,6270,"[1778, 1888, 1698, 2280, 2356, 4778, 4918, 2903, 3462, 598]"
665,3668,"[1970, 3759, 228, 2661, 2063, 4912, 4692, 796, 437, 1332]"
666,6696,"[4945, 1252, 4963, 3258, 4267, 4372, 1665, 953, 3511, 1963]"
667,393,"[4270, 3153, 1066, 3506, 1139, 20, 2139, 99, 704, 4]"
668,7213,"[713, 3637, 145, 1592, 1495, 1715, 157, 3635, 4932, 361]"
669,4863,"[145, 4386, 505, 266, 3907, 4275, 520, 2885, 2801, 2575]"
670,5319,"[2105, 1548, 4433, 1169, 3179, 3732, 3243, 3494, 1491, 1351]"
671,800,"[740, 3431, 945, 1646, 4789, 3554, 3045, 1902, 2549, 3395]"
672,4574,"[1253, 3670, 711, 2495, 4726, 99, 1567, 3015, 2527, 382]"
673,3184,"[4091, 4390, 1602, 4164, 4954, 3685, 3905, 4642, 4352, 2691]"
674,1168,"[1008, 3459, 2536, 495, 1695, 2392, 1445, 145, 2210, 3198]"
675,6696,"[4887, 1605, 4099, 1519, 1252, 2302, 2575, 4979, 4443, 732]"
676,6276,"[4683, 4096, 760, 3497, 1649, 2392, 3225, 1957, 4005, 2680]"
677,1093,"[2139, 391, 3198, 109, 2639, 1818, 3533, 3183, 1087, 4128]"
678,2131,"[2654, 251, 4338, 99, 105, 3059, 2525, 3885, 1100, 458]"
679,7449,"[391, 2160, 2860, 3441, 40, 3881, 4569, 555, 2607, 2058]"
680,840,"[1646, 3676, 1088, 3335, 3083, 1681, 1873, 1484, 945, 3423]"
681,5966,"[2256, 276, 1748, 1443, 4390, 1994, 3138, 3908, 1912, 725]"
682,342,"[2395, 2803, 391, 630, 4717, 2833, 2504, 793, 2203, 4570]"
683,5648,[]
684,5966,"[276, 2256, 3895, 2657, 2993, 3939, 2608, 3260, 1720, 3565]"
685,3502,"[4390, 1695, 4216, 106, 4499, 211, 4869, 723, 2469, 2334]"
686,3723,"[617, 3109, 2311, 116, 2342, 571, 2912, 1582, 457, 303]"
687,840,"[648, 98, 617, 1646, 2751, 1711, 4254, 1611, 4573, 2638]"
688,7642,"[231, 1048, 40, 2894, 248, 4960, 812, 2474, 4501, 1116]"
689,5915,"[4432, 3565, 320, 4529, 866, 2354, 2940, 165, 1532, 2179]"
690,3355,"[3923, 3417, 1943, 1911, 3314, 2445, 2342, 45, 3109, 4392]"
691,2816,"[1133, 4533, 2832, 4730, 1602, 780, 3337, 565, 160, 3636]"
692,590,"[1721, 193, 1254, 3335, 2430, 1556, 544, 2699, 2454, 674]"
693,1910,"[4814, 437, 2949, 4645, 4656, 1599, 1038, 2489, 4891, 416]"
694,1124,[]
695,590,[]
696,7213,"[4754, 4097, 1137, 3091, 2553, 784, 2522, 4748, 2266, 1934]"
697,1910,"[3813, 2949, 3888, 4683, 182, 197, 133, 177, 475, 416]"
698,3723,"[116, 617, 571, 2667, 1782, 2342, 2311, 1980, 1125, 4661]"
699,4836,"[495, 241, 3774, 3459, 361, 2651, 3300, 152, 2941, 2799]"
700,7470,"[44, 4394, 3340, 163, 1782, 516, 2833, 2562, 1984, 507]"
701,7449,"[95, 98, 3441, 3314, 2353, 4463, 2295, 1704, 2025, 1472]"
702,1257,"[4005, 4373, 3604, 1695, 1633, 2439, 1334, 716, 1778, 586]"
703,7655,"[2848, 324, 88, 839, 2274, 3018, 2150, 4444, 4396, 4086]"
704,4964,"[3198, 1332, 617, 1567, 1854, 2495, 1821, 3455, 89, 1873]"
705,840,"[1205, 4275, 3676, 150, 532, 4888, 3438, 98, 2957, 25]"
706,4863,"[145, 1605, 3928, 421, 505, 1993, 4275, 2801, 159, 4088]"
707,4987,[]
708,342,"[192, 2435, 2610, 4140, 4960, 2470, 1893, 179, 2291, 3330]"
709,5180,"[4661, 4874, 3650, 331, 1778, 2439, 1995, 3179, 3060, 2899]"
710,4717,"[908, 4493, 3198, 3625, 3459, 3650, 2951, 2281, 3949, 1472]"
711,2320,"[3732, 4032, 3768, 4338, 3086, 2496, 2041, 3146, 4730, 1200]"
712,3217,"[193, 2549, 4986, 1054, 2970, 4142, 3351, 1825, 643, 874]"
713,4964,"[647, 3198, 3441, 3626, 617, 1902, 3845, 3015, 1332, 336]"
714,2856,"[3369, 3928, 1128, 2229, 3308, 1708, 4683, 96, 986, 4714]"
715,4308,"[4349, 4461, 983, 1140, 2637, 3501, 198, 4771, 2118, 2500]"
716,4574,"[1479, 250, 1567, 252, 2872, 320, 1709, 3252, 1550, 1337]"
717,342,"[3330, 2031, 4717, 4960, 2649, 2395, 2803, 2470, 2610, 645]"
718,5185,"[4382, 3636, 1611, 1429, 4826, 668, 3841, 4720, 4447, 1725]"
719,2148,"[807, 3817, 2770, 676, 4450, 983, 55, 3963, 2968, 4658]"
720,5966,"[1405, 1994, 122, 2608, 3565, 2434, 1721, 1863, 4936, 2256]"
721,3217,"[2549, 193, 2041, 2799, 4233, 4583, 903, 2970, 4290, 1747]"
722,7557,"[4394, 45, 1690, 2874, 4126, 4791, 1013, 1049, 953, 2641]"
723,3723,"[617, 2912, 2342, 3715, 300, 4532, 3273, 116, 2311, 571]"
724,5298,"[205, 3647, 4481, 68, 4340, 2731, 3519, 3958, 1835, 1071]"
725,7655,"[4049, 112, 2288, 979, 1667, 3097, 2300, 300, 2274, 415]"
726,1093,"[3024, 704, 3516, 3794, 1597, 2251, 4950, 1779, 4615, 3290]"
727,7213,"[420, 1740, 784, 3798, 361, 2522, 145, 4095, 1495, 2086]"
728,7258,"[2657, 1683, 2377, 505, 3456, 64, 437, 1418, 69, 3869]"
729,3355,"[45, 2342, 4516, 3389, 3923, 2445, 1436, 3127, 4084, 3307]"
730,7449,"[1209, 1595, 95, 2958, 3441, 2160, 2353, 2688, 681, 3012]"
731,7367,"[1984, 4177, 2313, 2029, 3607, 2409, 620, 4642, 2204, 3575]"
732,4623,"[3510, 1178, 4337, 2509, 2945, 302, 2988, 1785, 2906, 2540]"
733,2683,"[4243, 1522, 3201, 4194, 214, 617, 2638, 1646, 2683, 3198]"
734,5185,"[4382, 3335, 4910, 2681, 4228, 3041, 4748, 266, 2964, 565]"
735,6906,"[4665, 4573, 1164, 647, 193, 525, 140, 507, 2874, 2280]"
736,1252,"[1252, 4390, 1519, 12, 1552, 4533, 4143, 923, 3409, 252]"
737,3355,"[89, 3889, 2342, 337, 2905, 186, 3982, 524, 3127, 3426]"
738,5319,"[3270, 1495, 1240, 3224, 4640, 1821, 240, 2217, 1061, 1509]"
739,298,"[4836, 4888, 4005, 3424, 238, 4284, 2553, 2957, 3121, 935]"
740,3723,"[116, 3439, 3661, 4098, 4377, 692, 2531, 143, 2342, 181]"
741,6270,"[216, 4179, 2958, 2356, 1980, 3817, 3650, 3305, 1076, 4493]"
742,2832,"[617, 4396, 983, 14, 928, 307, 4499, 2309, 736, 3216]"
743,1329,"[2549, 193, 1871, 2743, 704, 605, 903, 820, 3675, 3037]"
744,3440,"[4723, 4851, 2356, 1089, 2392, 1075, 439, 4716, 2300, 4922]"
745,6696,"[2188, 2302, 4091, 3827, 2866, 953, 2714, 4596, 4945, 1013]"
746,3217,"[2970, 903, 193, 4101, 4290, 687, 4583, 4520, 3689, 1950]"
747,2683,"[80, 18, 495, 1646, 3859, 1649, 3352, 3483, 4194, 4394]"
748,6276,"[1470, 4683, 361, 4128, 2880, 4349, 794, 3188, 569, 2050]"
749,4096,"[2784, 848, 522, 949, 1097, 14, 69, 633, 343, 1720]"
750,4987,"[36, 571, 4239, 3594, 4243, 1496, 388, 4493, 4874, 3424]"
751,5180,"[983, 4445, 4194, 3459, 105, 2637, 1409, 2198, 2063, 1753]"
752,7470,"[3519, 3290, 2835, 1155, 2474, 3479, 4675, 4120, 1824, 710]"
753,1119,"[4143, 3109, 4239, 2549, 3335, 251, 3164, 3768, 1235, 544]"
754,7470,"[107, 4115, 4394, 1984, 2884, 299, 2730, 4675, 231, 557]"
755,2131,"[3059, 4626, 251, 1821, 2654, 2251, 1739, 1514, 4338, 1571]"
756,5006,"[361, 157, 591, 1721, 2501, 72, 505, 4955, 1738, 1556]"
757,4096,"[1464, 14, 3337, 4177, 934, 3107, 2514, 4760, 4659, 1720]"
758,5180,"[320, 2006, 2511, 2799, 3952, 1091, 3685, 1294, 2991, 1068]"
759,6696,[]
760,4836,"[4194, 495, 3459, 209, 361, 1961, 2869, 10, 319, 1686]"
761,1252,"[1334, 634, 4581, 1519, 522, 738, 4012, 4911, 3371, 1252]"
762,342,"[2833, 630, 3406, 4140, 255, 3330, 1893, 554, 4570, 1936]"
763,7367,"[4642, 125, 333, 299, 1113, 1984, 1684, 3230, 3607, 2076]"
764,5966,"[276, 122, 1722, 1517, 1994, 1721, 4390, 187, 4319, 1370]"
765,1910,"[416, 2949, 3888, 2536, 3782, 4275, 4545, 2511, 1475, 2243]"
766,7367,"[3805, 4642, 1945, 125, 3154, 2563, 1684, 4724, 2944, 1993]"
767,5648,"[1690, 1564, 2681, 389, 4683, 4955, 704, 3582, 53, 1600]"
768,5298,"[205, 4340, 3230, 2222, 4265, 4690, 4828, 4071, 2096, 2026]"
769,332,"[2037, 4793, 98, 2638, 2756, 129, 2350, 236, 1936, 4916]"
770,2683,"[2222, 617, 4767, 3352, 2676, 3234, 1921, 51, 4128, 107]"
771,1119,"[4493, 2970, 3335, 2549, 1087, 4019, 544, 4827, 4892, 2964]"
772,3440,"[1708, 2, 4751, 2941, 2392, 3165, 4954, 1252, 3584, 99]"
773,4987,"[284, 617, 571, 36, 4698, 3109, 3917, 2354, 4874, 4493]"
774,63,"[708, 1479, 45, 1945, 3143, 3015, 1398, 1561, 4690, 3395]"
775,2509,"[1994, 320, 241, 4770, 852, 1790, 554, 2676, 3127, 4409]"
776,4836,"[361, 3459, 209, 4639, 2904, 3369, 3238, 495, 3685, 4101]"
777,5168,"[1728, 2674, 565, 2501, 4714, 1749, 1012, 870, 3438, 2217]"
778,6335,"[1960, 3091, 1133, 3695, 738, 2311, 187, 4396, 4098, 4950]"
779,332,"[3483, 98, 4858, 4493, 925, 3034, 1263, 18, 1904, 3175]"
780,7258,"[505, 3463, 1140, 2207, 1538, 1315, 3598, 4044, 2377, 2694]"
781,1124,"[3510, 4922, 1100, 2229, 3390, 4778, 2968, 4867, 1538, 2509]"
782,332,"[1926, 2037, 98, 4793, 2530, 2835, 2206, 3655, 2638, 782]"
783,4717,"[3198, 2119, 2056, 484, 4888, 1889, 2181, 2138, 731, 25]"
784,6324,[]
785,4253,"[109, 1178, 1495, 3333, 87, 4337, 252, 3501, 4094, 3285]"
786,7557,"[116, 3935, 2689, 3192, 953, 312, 692, 2181, 2548, 674]"
787,5648,"[160, 145, 3590, 870, 3270, 880, 472, 4683, 1604, 984]"
788,5825,"[2608, 883, 1470, 4893, 663, 1201, 4570, 4783, 1627, 1128]"
789,3217,"[2224, 3685, 2549, 193, 1192, 1548, 2136, 2799, 952, 3351]"
790,3203,"[2082, 3041, 3459, 505, 4533, 1495, 4270, 3102, 3760, 3942]"
791,1833,"[1076, 4099, 3244, 4493, 3928, 3873, 2638, 1252, 2146, 3143]"
792,4836,"[361, 3459, 495, 1140, 4194, 2217, 4292, 1184, 2021, 3565]"
793,5966,"[2256, 839, 3565, 2162, 2434, 3891, 3138, 2993, 3237, 586]"
794,3217,"[193, 3060, 2296, 3630, 1235, 2136, 4290, 2443, 2345, 4583]"
795,2832,"[14, 617, 2506, 4396, 1667, 3657, 307, 3386, 2604, 3575]"
796,2320,"[3003, 4954, 2639, 173, 4097, 2970, 1200, 1029, 1667, 3880]"
797,298,"[4836, 2897, 3424, 4888, 3210, 4752, 3934, 3381, 4005, 4284]"
798,4863,"[145, 2639, 4286, 153, 2801, 4005, 2931, 1605, 3928, 505]"
799,342,"[2610, 231, 3962, 4645, 2721, 3909, 2203, 3862, 2649, 3543]"
800,3502,"[723, 3628, 4396, 4, 4499, 2646, 4216, 4143, 465, 34]"
801,3217,"[388, 601, 1324, 4290, 874, 3014, 2296, 3685, 1548, 4216]"
802,3668,"[2063, 437, 4665, 4302, 1491, 1332, 3431, 880, 4245, 4012]"
803,4964,"[647, 617, 1475, 336, 4217, 2957, 4377, 3626, 2958, 880]"
804,6696,"[1214, 3746, 1013, 4752, 4945, 360, 2691, 4091, 432, 1240]"
805,7367,"[4177, 4642, 2200, 2506, 1984, 2181, 125, 3154, 3314, 211]"
806,4253,"[1522, 2349, 2778, 2436, 921, 1276, 1611, 1815, 1704, 1531]"
807,4836,"[361, 3757, 241, 2799, 495, 3459, 2243, 4556, 3342, 2941]"
808,5695,"[3962, 927, 4084, 2178, 4149, 4601, 2884, 3290, 186, 2295]"
809,3203,"[268, 3344, 176, 1667, 1605, 4270, 4396, 505, 4243, 803]"
810,4253,"[1178, 3438, 1522, 2829, 2784, 1244, 4885, 109, 1252, 1357]"
811,335,"[705, 4764, 3314, 475, 3519, 4570, 4149, 3423, 3687, 4841]"
812,800,"[740, 2549, 1821, 119, 489, 2633, 945, 2958, 3453, 2518]"
813,5168,"[193, 1055, 1728, 3424, 4445, 2872, 3109, 3567, 302, 4590]"
814,5185,"[173, 2787, 266, 3335, 4302, 1611, 1806, 2339, 3455, 38]"
815,7367,"[125, 882, 4642, 3004, 3554, 3314, 2658, 4841, 4899, 2200]"
816,2131,"[3885, 1821, 2516, 105, 3942, 2832, 1486, 1430, 99, 1775]"
817,5648,[]
818,4863,"[2639, 4005, 1236, 2940, 4693, 3086, 2885, 1100, 159, 520]"
819,4574,"[114, 1922, 1548, 3935, 1567, 488, 3143, 382, 3098, 3670]"
820,5915,"[1240, 2179, 2204, 866, 3849, 4752, 2500, 4533, 4432, 4503]"
821,840,"[284, 3910, 4793, 2770, 945, 803, 4734, 3483, 3582, 2991]"
822,4253,"[1522, 4126, 772, 2135, 1200, 4885, 2968, 3022, 1020, 2784]"
823,3723,"[256, 1359, 2342, 4396, 2311, 1751, 2125, 132, 2518, 3950]"
824,4253,"[2036, 1357, 4932, 4491, 1343, 2105, 1720, 772, 3438, 2639]"
825,1257,"[4005, 1667, 3885, 2439, 296, 664, 99, 1966, 3524, 4945]"
826,8021,"[4477, 4869, 320, 4096, 3152, 1904, 4047, 4954, 1150, 183]"
827,1168,"[3462, 4961, 145, 4716, 3459, 4940, 3154, 2210, 3794, 3888]"
828,840,"[648, 2342, 532, 415, 3652, 1611, 1774, 1472, 3225, 68]"
829,4964,"[1821, 647, 2495, 4360, 880, 2595, 1854, 2958, 4203, 4261]"
830,7642,"[54, 116, 4841, 4256, 248, 2445, 4299, 3528, 988, 3756]"
831,6906,"[125, 2730, 2274, 98, 3491, 3043, 236, 2545, 4265, 4836]"
832,5185,"[266, 3243, 1728, 3953, 4748, 4234, 1611, 4720, 1980, 2678]"
833,3484,"[2421, 932, 4382, 4579, 4074, 15, 3662, 4233, 458, 70]"
834,5319,"[1252, 4014, 3243, 844, 20, 4693, 1719, 1217, 953, 2654]"
835,335,[]
836,1257,"[4005, 2439, 3728, 716, 1695, 1667, 4025, 3955, 1509, 296]"
837,1093,"[4128, 773, 2300, 3047, 2188, 191, 2717, 173, 598, 692]"
838,5006,"[4890, 453, 4986, 1522, 2355, 4779, 80, 193, 4531, 2780]"
839,6654,"[2377, 505, 1005, 3483, 2111, 2392, 1023, 46, 1007, 214]"
840,3355,"[234, 415, 3655, 2207, 837, 3786, 367, 3436, 4841, 2847]"
841,7655,"[2848, 708, 1999, 1281, 3890, 2833, 112, 3738, 3393, 1762]"
842,1168,"[1736, 444, 3915, 1445, 4907, 3689, 972, 2138, 3652, 3198]"
843,3484,"[3934, 4774, 1492, 2538, 4382, 1119, 458, 907, 4765, 614]"
844,3203,"[1653, 1667, 3942, 1698, 1532, 3007, 1711, 2354, 3335, 3539]"
845,2148,"[3287, 3386, 1178, 3963, 4762, 953, 1202, 2968, 3496, 3905]"
846,5915,"[866, 4533, 2968, 4910, 1778, 565, 1087, 3537, 2204, 133]"
847,7470,"[3519, 4274, 1004, 1984, 507, 2661, 3320, 2530, 3340, 4394]"
848,6276,"[960, 4593, 3041, 357, 4349, 4171, 3188, 2101, 361, 4337]"
849,1329,"[903, 2549, 193, 3932, 855, 455, 2970, 505, 3781, 1548]"
850,5825,"[4193, 1121, 4207, 408, 3185, 2326, 2608, 3971, 1172, 1128]"
851,3484,"[4945, 3869, 3685, 1037, 4963, 1028, 2149, 4074, 3650, 4382]"
852,6696,"[4098, 4803, 1601, 1735, 2912, 4091, 4069, 4581, 3559, 4411]"
853,4574,"[2999, 1479, 382, 630, 4828, 909, 30, 4674, 341, 3774]"
854,2856,"[4955, 4683, 922, 4047, 4436, 4767, 2275, 1178, 932, 2229]"
855,4623,"[3915, 4711, 1178, 2919, 130, 2256, 3794, 1501, 3367, 3793]"
856,5319,"[2447, 1246, 4918, 4923, 4568, 1240, 1537, 1192, 2654, 4446]"
857,2148,"[983, 725, 181, 4337, 1202, 3636, 1456, 2770, 676, 2896]"
858,5168,"[972, 4989, 4652, 2970, 1749, 4564, 3156, 298, 4143, 4766]"
859,3440,"[2799, 1075, 4751, 1235, 2941, 2392, 4716, 4292, 3794, 4283]"
860,335,"[4493, 4149, 4599, 368, 924, 3314, 1984, 1926, 1209, 132]"
861,63,"[3389, 2801, 4506, 3024, 1911, 3647, 1877, 1684, 186, 4149]"
862,2832,"[1623, 4396, 1162, 2506, 1631, 1128, 2811, 4494, 3905, 617]"
863,7367,"[1984, 3290, 882, 1599, 125, 2658, 3314, 3369, 4514, 620]"
864,5006,"[3637, 4637, 80, 159, 4955, 157, 3450, 3102, 4091, 361]"
865,4987,"[3710, 284, 2830, 1412, 617, 3424, 4995, 2494, 2632, 3293]"
866,6654,"[4683, 505, 3271, 66, 389, 1740, 3483, 4434, 909, 3167]"
867,3203,"[3459, 4206, 2188, 2559, 217, 4465, 3952, 2832, 4096, 610]"
868,6654,"[3489, 1740, 1160, 505, 1023, 2520, 4197, 3372, 616, 2522]"
869,7642,"[4501, 54, 1912, 3898, 4981, 1116, 4858, 329, 201, 4299]"
870,4717,"[3459, 2508, 3271, 320, 3209, 4101, 3198, 4981, 2058, 1889]"
871,800,"[1571, 2549, 2518, 3453, 1455, 397, 4756, 4408, 1069, 157]"
872,1511,"[1646, 3770, 4026, 1921, 617, 1582, 2355, 239, 4557, 2842]"
873,7470,"[3551, 4665, 3845, 3519, 4501, 1946, 2445, 4734, 2663, 2180]"
874,5185,"[3183, 3335, 4877, 1134, 1818, 1611, 1762, 3041, 4228, 4954]"
875,2509,"[4351, 532, 36, 2319, 3971, 1287, 4943, 3498, 2649, 852]"
876,3484,"[458, 1493, 4074, 15, 4772, 946, 4765, 2599, 3837, 3934]"
877,2832,"[3386, 4767, 3073, 335, 3111, 617, 3905, 4499, 14, 928]"
878,6335,"[4955, 4683, 4469, 2105, 1050, 2511, 3630, 3381, 1023, 1037]"
879,2148,"[2968, 4661, 4337, 1178, 2770, 807, 2093, 953, 181, 4310]"
880,2131,"[4338, 3885, 2654, 2447, 131, 704, 2229, 3602, 4912, 855]"
881,3355,"[2342, 326, 2222, 45, 186, 337, 1116, 4457, 4026, 367]"
882,590,"[1715, 4243, 3826, 4932, 3735, 193, 668, 1405, 1788, 4432]"
883,5185,"[3335, 2681, 4720, 4851, 1728, 21, 1725, 581, 38, 2964]"
884,1329,"[106, 2377, 3799, 1235, 4390, 1449, 2384, 2953, 193, 2549]"
885,1119,"[2912, 2549, 1715, 221, 3459, 4239, 687, 411, 3335, 251]"
886,3668,"[1860, 2100, 4692, 4302, 2063, 4243, 1491, 4670, 2661, 1267]"
887,2148,"[181, 4337, 3196, 4275, 4658, 4171, 4885, 1456, 1178, 4428]"
888,7258,"[4715, 2377, 4074, 437, 1562, 740, 4001, 2694, 2207, 4104]"
889,2816,"[1197, 2811, 3626, 1196, 1178, 719, 336, 2832, 3753, 3890]"
890,1168,"[3198, 2210, 455, 145, 3459, 3173, 169, 4227, 428, 3630]"
891,5648,"[145, 3582, 4683, 189, 4477, 1604, 2430, 4034, 3287, 4127]"
892,3497,"[3094, 1599, 44, 2478, 989, 4960, 1014, 465, 1460, 489]"
893,3723,"[3278, 4396, 617, 4722, 3210, 4193, 2311, 2912, 338, 2375]"
894,7367,"[1984, 882, 2511, 2200, 125, 4983, 2548, 4333, 4177, 4798]"
895,1093,"[1486, 4533, 3198, 3293, 1087, 2885, 2232, 4537, 3510, 4615]"
896,2131,[]
897,1252,[]
898,6654,"[2430, 4683, 2595, 3483, 2377, 214, 3681, 2770, 302, 82]"
899,335,"[98, 3314, 2842, 430, 4493, 924, 2326, 4876, 2472, 2821]"
900,7557,"[1879, 4126, 1013, 3706, 45, 2430, 648, 4090, 4506, 3192]"
901,5695,"[2160, 3318, 4149, 3290, 4809, 2076, 3647, 1613, 182, 4084]"
902,5966,"[784, 276, 3565, 1994, 3811, 2349, 3003, 4807, 3939, 54]"
903,3440,"[3623, 2266, 4169, 1545, 1448, 4411, 4851, 3142, 4922, 4723]"
904,4253,"[772, 668, 1178, 1357, 130, 4337, 1244, 3336, 4040, 4932]"
905,3502,"[4635, 3152, 558, 2953, 211, 1722, 3428, 4390, 4637, 885]"
906,5180,"[4101, 320, 159, 4206, 2637, 1091, 4642, 3459, 88, 1494]"
907,5010,"[1252, 357, 1690, 4945, 437, 2848, 4932, 5, 1288, 3990]"
908,4574,"[99, 3923, 2304, 4985, 3670, 2817, 3015, 2651, 114, 2527]"
909,393,"[1197, 3217, 4270, 4352, 3068, 1988, 4312, 3229, 4284, 3917]"
910,8021,"[4545, 276, 1970, 128, 4261, 2703, 1029, 2639, 320, 3138]"
911,3440,"[439, 4047, 2996, 3142, 3165, 1013, 1235, 3060, 2392, 3623]"
912,7557,"[648, 3290, 2267, 4533, 2298, 1695, 4394, 1671, 601, 312]"
913,1910,"[3196, 2989, 1828, 1595, 4005, 1592, 137, 2143, 3024, 507]"
914,3217,"[2970, 2549, 874, 4556, 4142, 1054, 2256, 193, 556, 601]"
915,1910,"[416, 2317, 4895, 299, 4814, 4668, 2949, 2718, 4005, 1475]"
916,3497,"[2996, 2280, 4149, 4876, 989, 1823, 4798, 4064, 2510, 1896]"
917,590,[]
918,342,"[255, 4987, 4951, 4570, 4240, 391, 2803, 3315, 4268, 645]"
919,5648,"[2251, 1087, 160, 145, 3293, 2869, 4535, 3805, 4297, 1604]"
920,4964,"[617, 554, 3227, 3423, 932, 40, 1854, 571, 1332, 647]"
921,2148,"[3905, 4661, 4337, 181, 4275, 4386, 981, 1202, 3196, 4881]"
922,2816,"[3459, 1667, 4847, 4338, 2536, 598, 3329, 2139, 2452, 3636]"
923,7557,"[2784, 648, 4126, 360, 1879, 837, 2088, 2835, 2933, 3949]"
924,4096,"[3337, 1464, 3107, 4760, 2896, 633, 2970, 69, 3990, 3428]"
925,2131,"[3879, 4110, 1821, 2251, 3602, 1235, 4560, 251, 4912, 2689]"
926,3203,"[14, 3210, 2155, 1698, 2750, 320, 3003, 732, 2755, 664]"
927,4096,"[309, 2784, 2514, 2970, 1464, 69, 2287, 14, 1720, 4760]"
928,6654,"[3271, 2653, 4226, 2392, 505, 2377, 3483, 4382, 4071, 802]"
929,7449,"[3314, 2291, 845, 488, 1554, 1572, 203, 1585, 2058, 630]"
930,5180,"[4642, 3459, 1547, 983, 4194, 3685, 1088, 2899, 1871, 2158]"
931,7946,"[2549, 2633, 1548, 3795, 3344, 3183, 4142, 2420, 3974, 4689]"
932,5915,"[3432, 738, 536, 3672, 1087, 442, 1150, 565, 2354, 3826]"
933,5298,"[205, 3888, 1835, 2828, 3854, 4690, 1371, 114, 2090, 3226]"
934,7642,"[116, 430, 40, 248, 2530, 4960, 2607, 1912, 57, 2031]"
935,5168,"[193, 3438, 302, 2970, 311, 565, 2801, 4766, 3156, 1388]"
936,800,"[1253, 3715, 2996, 98, 4789, 4459, 4759, 3344, 3554, 3881]"
937,5168,"[193, 2801, 3438, 3282, 4226, 3204, 2794, 4989, 1270, 3826]"
938,3217,"[193, 4493, 2224, 1578, 4216, 1615, 3689, 3944, 3428, 643]"
939,840,"[4918, 4793, 617, 2160, 4561, 3408, 2454, 3282, 4592, 2281]"
940,2131,"[1235, 1324, 2447, 3347, 3942, 2616, 3885, 3602, 3816, 1100]"
941,6335,"[2430, 14, 1129, 1705, 2511, 2188, 1988, 586, 1217, 2118]"
942,63,"[708, 2702, 1984, 2937, 2075, 2478, 333, 4203, 3389, 2401]"
943,6654,"[4683, 4791, 4016, 1692, 4535, 477, 2142, 807, 505, 3619]"
944,5966,"[3073, 784, 3939, 2657, 3811, 3337, 1722, 3055, 3138, 586]"
945,7367,"[2530, 882, 4642, 3369, 1684, 333, 2911, 3314, 978, 2409]"
946,3502,"[4390, 411, 2646, 4143, 449, 4499, 3659, 1695, 2510, 2113]"
947,7655,[]
948,4623,"[1178, 449, 4711, 160, 2990, 4195, 4955, 1736, 356, 3381]"
