user,hist,target,item list
345,4446,"[2067.6, 148.0, 372.24, 43.56, 46.53, 120.78, 95.0]","[2795, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
346,740,"[819.126, 18.0, 246.0, 21.78, 54.0, 11.0, 50.49]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
347,4270,"[568.161, 69.0, 24.0, 32.0, 27.0, 141.57, 11.0]","[2506, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
348,4446,"[408.5, 19.8, 60.0, 51.48, 87.12, 14.0, 8.0]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
349,4177,"[603.9, 45.54, 99.0, 30.0, 21.0, 85.14, 25.74]","[107, 1118, 0, 4446, 1, 3823, 4783, 1906, 4177, 3300]"
350,882,"[550.539, 53.0, 64.35, 41.58, 50.49, 71.28, 10.89]","[3963, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
351,647,"[3606.966, 507.0, 318.78, 35.64, 159.39, 208.89, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
352,4665,"[1280.367, 141.0, 51.0, 63.0, 112.86, 271.26, 18.81]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
353,3182,"[625.482, 74.25, 24.0, 39.6, 31.68, 135.0, 11.0]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
355,4783,"[1541.3, 183.15, 67.0, 63.36, 64.35, 264.0, 25.74]","[3165, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
356,4783,"[619.344, 29.7, 40.0, 92.07, 72.27, 20.79, 24.0]","[1690, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
357,647,"[3541.8, 487.08, 364.32, 28.0, 139.0, 177.0, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
358,4091,"[774.873, 37.62, 320.0, 181.0, 94.05, 18.0, 31.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
359,4446,"[372.24, 13.0, 52.47, 9.0, 24.0, 6.93, 21.78]","[3068, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
360,3685,"[1357.191, 94.05, 39.0, 84.0, 190.0, 135.63, 33.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
361,4783,"[349.17300000000006, 11.879999999999999, 91.08, 20.79, 13.86, 23.0, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
362,4177,"[281.1, 18.0, 45.54, 25.0, 17.0, 29.7, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
363,647,"[4130.0, 497.96999999999997, 370.0, 65.34, 193.0, 164.0, 83.16]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
365,648,"[496.18800000000005, 46.0, 28.0, 45.0, 49.0, 56.0, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
367,4446,"[530.8, 17.82, 332.64, 141.0, 14.85, 3.96, 35.0]","[2549, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
369,1118,"[1049.8, 58.41, 108.0, 83.0, 101.0, 79.2, 40.0]","[3300, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
370,2274,"[903.87, 51.0, 287.1, 15.84, 97.02, 67.0, 28.0]","[522, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
371,3732,"[1935.252, 240.0, 4.0, 18.0, 252.0, 184.0, 0.0]","[3732, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
372,740,"[1505.8890000000001, 11.879999999999999, 1001.88, 20.0, 27.0, 7.0, 118.0]","[1628, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
373,0,"[853.9000000000001, 76.0, 14.0, 59.0, 125.0, 68.0, 11.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
374,437,"[696.96, 75.0, 21.78, 31.68, 43.0, 126.72, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
375,908,"[250.39999999999998, 19.8, 10.0, 14.0, 16.0, 27.72, 5.9399999999999995]","[4243, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
376,740,"[844.9, 48.0, 225.0, 34.65, 83.16, 73.26, 32.0]","[4918, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
377,983,"[872.5999999999999, 116.0, 39.0, 40.0, 52.0, 91.08, 7.92]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
379,1984,"[825.561, 45.54, 86.0, 89.1, 52.47, 76.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
380,413,"[3714.678, 497.96999999999997, 363.0, 38.61, 155.0, 195.03, 59.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
381,4177,"[636.867, 44.0, 49.5, 37.0, 61.0, 69.0, 22.77]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
382,740,"[819.621, 56.0, 285.12, 33.66, 22.0, 22.77, 39.0]","[839, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
383,4814,"[741.6, 57.0, 45.0, 28.71, 80.0, 57.0, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
384,37,"[2816.1, 196.0, 895.0, 57.42, 77.22, 103.0, 131.67]","[391, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
385,2274,"[394.416, 8.0, 147.0, 10.89, 14.85, 6.0, 19.0]","[4479, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
386,1646,"[3450.249, 242.0, 857.0, 336.6, 238.0, 324.71999999999997, 137.0]","[935, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
387,4177,"[547.6, 38.61, 42.57, 35.64, 29.7, 73.0, 22.77]","[268, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
388,4177,"[842.6999999999999, 61.38, 46.53, 60.0, 50.49, 66.33, 34.0]","[297, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
389,740,"[899.4, 58.41, 306.0, 25.0, 19.8, 98.0, 42.57]","[741, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
390,284,"[1006.335, 83.0, 34.0, 53.0, 88.11, 101.0, 27.72]","[4888, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
391,4814,"[1256.6, 125.73, 41.0, 55.0, 80.19, 196.02, 30.69]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
392,4642,"[1522.4, 180.0, 24.0, 74.25, 105.92999999999999, 342.0, 22.0]","[3625, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
394,2949,"[549.9, 51.0, 99.99, 12.87, 19.0, 66.33, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
395,4642,"[857.439, 78.21, 46.0, 32.0, 56.0, 152.46, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
396,647,"[3508.857, 494.01, 324.0, 27.0, 144.0, 191.07, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
397,740,"[868.0999999999999, 38.0, 243.0, 31.0, 62.0, 50.49, 42.57]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
398,2949,"[609.1469999999999, 49.0, 110.0, 12.87, 20.0, 89.1, 22.77]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
399,4275,"[850.8059999999999, 108.9, 22.0, 35.64, 51.48, 186.0, 8.0]","[4275, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
400,1357,"[653.3, 44.55, 144.0, 22.0, 28.71, 31.0, 26.73]","[1128, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
401,2949,"[577.368, 63.0, 116.0, 21.0, 34.0, 86.0, 11.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
402,648,"[665.28, 64.0, 70.29, 21.78, 51.48, 89.1, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
403,647,"[4188.492, 477.0, 388.08, 25.74, 139.59, 148.0, 55.44]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
404,112,"[555.0930000000001, 41.0, 96.03, 51.48, 88.0, 53.0, 10.0]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
405,2949,"[661.4, 71.28, 112.0, 17.0, 23.759999999999998, 134.64, 14.85]","[1856, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
406,647,"[3440.052, 472.23, 323.0, 23.759999999999998, 145.53, 146.52, 48.51]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
407,647,"[3484.2, 478.0, 362.0, 41.0, 152.0, 150.0, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
408,2549,"[920.1, 59.0, 296.01, 180.18, 94.05, 74.25, 33.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
409,1711,"[1850.31, 170.28, 569.25, 57.42, 77.0, 316.8, 60.0]","[2025, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
410,647,"[3785.859, 507.0, 393.0, 30.0, 142.56, 172.26, 61.38]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
412,740,"[969.8, 35.0, 234.63, 55.0, 42.57, 33.66, 56.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
413,205,"[899.019, 96.03, 154.44, 25.74, 27.0, 74.0, 24.75]","[2632, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
414,3660,"[255.123, 29.0, 60.39, 2.0, 1.98, 21.0, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
415,4091,"[601.8, 54.0, 31.68, 53.46, 108.9, 51.48, 3.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
416,4880,"[738.9000000000001, 44.55, 23.0, 13.86, 119.78999999999999, 30.69, 18.81]","[4373, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
417,647,"[3756.0, 489.0, 348.48, 29.7, 161.37, 158.4, 64.35]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
418,193,"[858.132, 91.08, 55.0, 43.56, 113.85, 104.0, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
419,647,"[3563.4, 492.03, 329.0, 54.45, 156.0, 193.0, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
420,1118,"[959.5999999999999, 49.5, 213.84, 62.37, 38.0, 21.78, 38.0]","[181, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
421,2848,"[1030.4, 103.0, 26.0, 73.0, 71.28, 210.0, 25.0]","[389, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
422,4177,"[693.0, 53.0, 55.0, 56.43, 45.0, 63.0, 27.0]","[4686, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
423,882,"[499.4, 47.519999999999996, 30.0, 27.0, 46.53, 66.33, 10.0]","[1857, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
424,740,"[693.0, 15.84, 386.0, 19.8, 22.77, 16.0, 45.54]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
425,740,"[676.8, 33.0, 227.0, 34.65, 36.0, 32.0, 34.0]","[357, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
426,4783,"[250.27200000000002, 0.0, 113.85, 18.81, 9.0, 0.0, 18.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
427,145,"[574.992, 50.49, 40.0, 23.759999999999998, 52.0, 90.0, 14.0]","[882, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
428,4642,"[1161.27, 105.0, 20.0, 48.51, 81.0, 191.0, 32.67]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
429,648,"[574.7, 53.0, 8.0, 20.0, 50.0, 58.0, 12.0]","[3064, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
430,647,"[3786.255, 508.86, 330.66, 42.0, 159.39, 167.0, 59.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
431,484,"[479.4, 48.51, 69.0, 8.0, 43.56, 31.68, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
432,3732,"[1759.4, 199.0, 6.0, 41.0, 180.18, 246.0, 17.82]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
433,1113,"[1008.6, 73.26, 114.0, 14.0, 30.69, 107.0, 43.56]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
434,1690,"[567.2, 32.67, 57.42, 77.22, 66.33, 23.759999999999998, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
435,284,"[489.85200000000003, 37.62, 40.0, 21.0, 50.0, 40.589999999999996, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
437,647,"[3717.945, 494.0, 333.63, 33.0, 162.0, 157.0, 60.39]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
438,2549,"[681.219, 18.0, 437.0, 133.65, 10.89, 3.96, 40.589999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
439,908,"[485.2, 31.0, 17.82, 18.81, 55.0, 48.51, 14.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
440,125,"[2537.073, 182.0, 1268.19, 44.0, 72.27, 153.45, 119.78999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
441,767,"[514.0, 37.0, 97.02, 18.0, 20.79, 56.43, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
442,648,"[1297.494, 127.0, 14.0, 51.48, 111.0, 202.95, 26.0]","[1091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
443,647,"[3770.5, 515.0, 330.66, 39.6, 155.43, 220.77, 53.46]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
444,960,"[518.265, 33.0, 22.77, 35.0, 60.0, 51.0, 15.0]","[3080, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
445,2355,"[2525.094, 366.3, 12.0, 14.85, 63.36, 161.37, 20.79]","[4493, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
446,647,"[6721.11, 944.46, 633.6, 48.0, 273.24, 293.04, 88.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
447,4194,"[1164.3000000000002, 55.44, 61.0, 117.81, 154.44, 87.12, 41.0]","[3198, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
448,4955,"[283.635, 28.71, 25.74, 0.99, 9.9, 11.879999999999999, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
449,145,"[794.871, 66.33, 39.0, 85.14, 98.01, 73.26, 15.84]","[1736, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
450,3496,"[181.0, 10.89, 53.0, 3.96, 4.95, 21.78, 6.93]","[3314, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
451,416,"[502.227, 44.0, 12.0, 42.57, 32.0, 67.32, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
452,4446,"[248.39999999999998, 12.87, 81.0, 6.0, 11.0, 14.0, 12.87]","[37, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
453,4446,"[406.1, 0.0, 169.29, 5.9399999999999995, 4.0, 0.0, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 1906, 3300, 812, 2733]"
454,740,"[613.5, 20.0, 264.33, 19.0, 16.0, 27.72, 38.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
455,4446,"[296.4, 24.0, 39.6, 23.0, 27.0, 25.74, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
456,276,"[705.87, 44.55, 45.0, 73.0, 122.0, 36.0, 15.0]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
457,647,"[3648.6, 501.93, 349.0, 31.0, 147.0, 159.39, 48.51]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
458,2949,"[808.632, 99.0, 114.0, 38.0, 48.0, 184.14, 11.0]","[2536, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
459,740,"[900.0999999999999, 33.0, 243.54, 19.8, 36.63, 17.82, 53.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
460,740,"[652.014, 27.0, 229.68, 37.62, 28.0, 33.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
461,4581,"[617.1659999999999, 36.0, 230.0, 35.64, 72.0, 37.0, 21.78]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
462,930,"[292.20000000000005, 12.87, 47.519999999999996, 33.0, 35.64, 9.9, 9.9]","[3100, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
463,4783,"[387.4, 0.0, 151.47, 18.81, 8.91, 0.0, 22.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
464,1522,"[564.201, 37.62, 73.0, 50.49, 30.69, 19.0, 24.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
465,1854,"[687.3, 71.0, 120.78, 24.75, 37.0, 58.0, 15.84]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
466,4177,"[608.85, 30.0, 283.14, 27.0, 18.81, 54.0, 34.65]","[1241, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
467,3335,"[534.8969999999999, 46.53, 21.78, 26.0, 29.0, 87.12, 17.0]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
468,4945,"[1323.9, 71.0, 303.0, 70.0, 87.12, 77.0, 57.42]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
470,4394,"[479.9, 40.589999999999996, 24.75, 29.0, 41.0, 73.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
471,2355,"[354.123, 32.0, 22.77, 9.0, 6.93, 16.83, 11.0]","[453, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
472,1252,"[411.444, 30.0, 140.0, 24.75, 27.0, 45.54, 14.85]","[112, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
473,647,"[5056.3, 503.0, 600.0, 223.0, 224.0, 189.0, 156.42]","[4086, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
474,1357,"[437.481, 17.82, 123.75, 21.0, 29.7, 26.0, 20.79]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
476,1984,"[1013.6, 75.0, 166.0, 82.0, 45.0, 75.24, 40.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
477,4798,"[1052.6, 80.0, 386.0, 45.54, 34.0, 114.84, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
479,4446,"[309.672, 13.0, 39.0, 35.0, 20.79, 22.0, 13.86]","[532, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
480,960,"[628.9000000000001, 48.51, 64.0, 99.99, 71.0, 39.0, 14.85]","[1214, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
481,2342,"[1185.5, 65.0, 211.0, 35.64, 192.06, 80.19, 30.69]","[1601, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
482,908,"[857.8, 81.0, 4.0, 37.62, 61.38, 158.0, 20.79]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
483,1118,"[808.632, 54.45, 96.0, 47.0, 57.0, 47.0, 33.0]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
484,3207,"[245.22299999999998, 12.87, 35.64, 5.9399999999999995, 12.0, 8.0, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
485,2274,"[558.36, 10.0, 331.0, 19.0, 28.71, 21.0, 30.0]","[2315, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
486,4446,"[239.60000000000002, 7.0, 71.28, 47.0, 17.0, 13.86, 13.0]","[3259, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
487,4446,"[313.83, 12.0, 58.41, 44.55, 40.0, 14.85, 12.87]","[324, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
488,193,"[822.0, 79.0, 22.0, 39.0, 107.91, 71.28, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
489,145,"[744.9, 48.0, 77.0, 17.82, 55.44, 82.0, 29.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
491,647,"[4390.848, 546.48, 337.0, 61.38, 241.56, 271.0, 74.25]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
492,882,"[377.487, 34.65, 117.0, 16.83, 18.81, 70.29, 11.0]","[4894, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
493,2549,"[753.0, 34.65, 295.02, 144.54, 71.0, 10.89, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
494,4091,"[722.997, 47.519999999999996, 227.7, 48.51, 91.0, 69.3, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
495,647,"[3717.945, 489.06, 337.0, 32.67, 160.38, 155.43, 60.39]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
496,4091,"[682.5999999999999, 46.0, 37.0, 52.47, 97.02, 64.0, 15.84]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
497,4091,"[915.3, 62.0, 82.17, 109.0, 151.0, 89.0, 19.0]","[1455, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
498,2342,"[594.3, 23.759999999999998, 216.81, 19.8, 19.0, 44.55, 33.66]","[2638, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
499,2356,"[532.818, 37.62, 212.85, 11.879999999999999, 11.879999999999999, 54.45, 23.759999999999998]","[1646, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
500,125,"[2206.512, 159.39, 1087.0, 34.0, 71.0, 95.03999999999999, 103.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
501,4177,"[612.9, 40.589999999999996, 40.589999999999996, 31.68, 26.0, 77.22, 28.0]","[189, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
502,4783,"[352.8, 3.96, 65.0, 27.0, 18.0, 6.0, 23.0]","[2342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
503,2848,"[826.551, 88.0, 24.75, 73.26, 63.36, 177.21, 16.83]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
504,4446,"[460.90000000000003, 34.65, 54.45, 72.27, 57.0, 35.64, 11.0]","[2816, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
505,4501,"[469.6, 22.0, 77.22, 32.67, 90.09, 24.0, 11.879999999999999]","[855, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
506,4446,"[709.731, 71.28, 37.62, 37.62, 103.0, 61.0, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 3300]"
507,647,"[3661.1189999999997, 491.0, 337.59, 51.0, 182.16, 166.32, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
508,4446,"[341.2, 22.77, 133.0, 12.0, 9.9, 40.0, 15.0]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
509,3037,"[435.006, 25.74, 145.0, 11.879999999999999, 28.71, 46.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
510,4352,"[301.9, 7.92, 118.8, 4.0, 60.0, 3.96, 9.0]","[3715, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
511,1918,"[559.548, 30.69, 186.12, 15.84, 14.0, 62.37, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
512,647,"[3617.3, 490.0, 440.0, 26.73, 143.0, 174.0, 54.45]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
513,1984,"[763.5, 55.44, 71.28, 72.27, 36.63, 99.0, 26.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
514,4446,"[442.03499999999997, 19.0, 218.79, 9.9, 9.0, 37.0, 27.0]","[1646, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
515,3300,"[2820.609, 222.0, 1200.87, 82.0, 88.11, 412.83, 123.0]","[4573, 1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177]"
516,4642,"[1121.868, 113.85, 7.0, 51.48, 91.0, 224.0, 23.0]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
517,4501,"[228.6, 24.0, 56.43, 8.91, 10.0, 20.0, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
518,3102,"[1155.5, 148.0, 21.0, 107.0, 112.86, 174.24, 3.0]","[361, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
519,647,"[3746.9, 503.0, 335.0, 30.69, 152.0, 196.02, 57.42]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
520,740,"[513.7, 12.87, 226.71, 38.61, 19.8, 7.92, 32.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
521,4177,"[467.8, 29.7, 63.36, 48.0, 23.759999999999998, 48.0, 24.0]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
522,125,"[2491.2, 172.26, 1093.95, 78.0, 150.0, 105.92999999999999, 104.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
523,2295,"[574.3000000000001, 50.49, 40.0, 21.0, 88.0, 44.0, 7.0]","[953, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
524,647,"[3946.2, 541.53, 332.0, 92.0, 192.0, 291.0, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
525,238,"[230.868, 17.82, 25.0, 7.92, 11.0, 15.84, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
