user,history,target,item list,len,without constraint
461,63,"[603.9, 60.0, 52.0, 37.0, 39.6, 117.0, 13.86]",[4062],1,"['63', '3866', '193', '3425', '2639', '4783', '2311', '4798', '2218', '1382', '1889', '1337', '2280', '4760', '3640', '3397', '1149', '647', '4106', '2422', '4475', '427', '4001', '4062', '4970', '1451', '3018', '3009', '109', '4240']"
461,3866,"[393.2, 25.74, 180.18, 44.55, 16.83, 44.55, 17.82]",[],0,"['63', '3866', '193', '3425', '2639', '4783', '2311', '4798', '2218', '1382', '1889', '1337', '2280', '4760', '3640', '3397', '1149', '647', '4106', '2422', '4475', '427', '4001', '4062', '4970', '1451', '3018', '3009', '109', '4240']"
461,193,"[1285.218, 142.0, 10.0, 66.0, 199.98, 130.68, 1.98]",[193],1,"['63', '3866', '193', '3425', '2639', '4783', '2311', '4798', '2218', '1382', '1889', '1337', '2280', '4760', '3640', '3397', '1149', '647', '4106', '2422', '4475', '427', '4001', '4062', '4970', '1451', '3018', '3009', '109', '4240']"
462,2274,"[426.98699999999997, 4.95, 150.48, 0.0, 9.0, 2.0, 23.0]",[],0,"['2274', '2639', '4005', '1196', '1351', '2949', '3210', '3282', '3654', '1244', '4888', '4664', '2702', '3607', '2694', '870', '3753', '2829', '1460', '3432', '1732', '2996', '4686', '4327', '1684', '3484', '2311', '477', '1642', '1074']"
462,2639,"[396.792, 14.85, 28.71, 37.62, 29.0, 17.0, 18.81]",[3432],1,"['2274', '2639', '4005', '1196', '1351', '2949', '3210', '3282', '3654', '1244', '4888', '4664', '2702', '3607', '2694', '870', '3753', '2829', '1460', '3432', '1732', '2996', '4686', '4327', '1684', '3484', '2311', '477', '1642', '1074']"
462,4005,"[473.715, 25.0, 59.0, 37.62, 39.0, 41.58, 21.0]",[],0,"['2274', '2639', '4005', '1196', '1351', '2949', '3210', '3282', '3654', '1244', '4888', '4664', '2702', '3607', '2694', '870', '3753', '2829', '1460', '3432', '1732', '2996', '4686', '4327', '1684', '3484', '2311', '477', '1642', '1074']"
463,4091,"[611.5, 36.63, 35.0, 62.0, 123.0, 30.69, 8.91]",[960],1,"['4091', '4177', '4814', '767', '866', '1089', '2848', '1728', '484', '9', '238', '4665', '1556', '2280', '586', '2274', '4270', '3715', '960', '1443', '284', '3335', '2833', '3083', '4642', '2911', '3421', '361', '803', '617']"
463,4177,"[405.6, 27.0, 34.65, 61.38, 43.0, 28.71, 12.87]",[],0,"['4091', '4177', '4814', '767', '866', '1089', '2848', '1728', '484', '9', '238', '4665', '1556', '2280', '586', '2274', '4270', '3715', '960', '1443', '284', '3335', '2833', '3083', '4642', '2911', '3421', '361', '803', '617']"
463,4814,"[1256.6, 127.0, 41.0, 55.0, 80.19, 196.02, 31.0]",[4642],1,"['4091', '4177', '4814', '767', '866', '1089', '2848', '1728', '484', '9', '238', '4665', '1556', '2280', '586', '2274', '4270', '3715', '960', '1443', '284', '3335', '2833', '3083', '4642', '2911', '3421', '361', '803', '617']"
464,973,"[483.615, 8.91, 231.66, 18.0, 14.0, 6.0, 33.66]",[740],1,"['973', '740', '2188', '4642', '505', '284', '354', '3786', '2280', '3007', '4190', '1611', '2988', '193', '437', '4342', '2848', '2506', '125', '2472', '3330', '27', '2770', '1630', '2221', '4598', '3036', '4783', '894', '3261']"
464,740,"[981.4860000000001, 56.43, 380.15999999999997, 37.0, 33.0, 59.0, 53.0]",[4190],1,"['973', '740', '2188', '4642', '505', '284', '354', '3786', '2280', '3007', '4190', '1611', '2988', '193', '437', '4342', '2848', '2506', '125', '2472', '3330', '27', '2770', '1630', '2221', '4598', '3036', '4783', '894', '3261']"
464,2188,"[473.12100000000004, 17.0, 24.75, 33.0, 87.0, 11.0, 16.83]",[],0,"['973', '740', '2188', '4642', '505', '284', '354', '3786', '2280', '3007', '4190', '1611', '2988', '193', '437', '4342', '2848', '2506', '125', '2472', '3330', '27', '2770', '1630', '2221', '4598', '3036', '4783', '894', '3261']"
465,855,"[586.0, 20.79, 53.0, 48.51, 104.94, 20.0, 18.0]",[],0,"['855', '505', '2280', '827', '4091', '125', '4131', '3078', '4680', '2951', '648', '4642', '4752', '2034', '1611', '1725', '831', '2301', '4561', '894', '1240', '2021', '453', '4120', '193', '2501', '4522', '2386', '4342', '2274']"
465,505,"[891.495, 72.27, 22.0, 66.0, 58.41, 87.12, 26.73]",[4752],1,"['855', '505', '2280', '827', '4091', '125', '4131', '3078', '4680', '2951', '648', '4642', '4752', '2034', '1611', '1725', '831', '2301', '4561', '894', '1240', '2021', '453', '4120', '193', '2501', '4522', '2386', '4342', '2274']"
465,2280,"[206.91, 0.99, 170.28, 0.0, 0.0, 0.99, 15.0]",[],0,"['855', '505', '2280', '827', '4091', '125', '4131', '3078', '4680', '2951', '648', '4642', '4752', '2034', '1611', '1725', '831', '2301', '4561', '894', '1240', '2021', '453', '4120', '193', '2501', '4522', '2386', '4342', '2274']"
466,4783,"[252.8, 0.0, 115.0, 19.0, 9.0, 0.0, 18.0]",[2820],1,"['4783', '740', '647', '1252', '1646', '866', '786', '2549', '2848', '2820', '484', '708', '3064', '2949', '3885', '4880', '2280', '4128', '4738', '2274', '3900', '960', '4683', '2210', '2639', '2833', '99', '173', '2222', '24']"
466,740,"[773.7839999999999, 27.72, 243.0, 36.63, 55.0, 29.0, 43.0]",[24],1,"['4783', '740', '647', '1252', '1646', '866', '786', '2549', '2848', '2820', '484', '708', '3064', '2949', '3885', '4880', '2280', '4128', '4738', '2274', '3900', '960', '4683', '2210', '2639', '2833', '99', '173', '2222', '24']"
466,647,"[3710.322, 504.9, 331.0, 29.7, 194.04, 168.0, 48.0]",[],0,"['4783', '740', '647', '1252', '1646', '866', '786', '2549', '2848', '2820', '484', '708', '3064', '2949', '3885', '4880', '2280', '4128', '4738', '2274', '3900', '960', '4683', '2210', '2639', '2833', '99', '173', '2222', '24']"
467,3189,"[274.0, 29.0, 46.53, 12.0, 7.0, 63.36, 7.92]",[],0,"['3189', '648', '2194', '4446', '4206', '3335', '1522', '4149', '98', '1611', '4194', '1492', '1951', '284', '3483', '191', '647', '2495', '2874', '1960', '3783', '2086', '1646', '3102', '2274', '3442', '4245', '2224', '145', '1667']"
467,648,"[1057.9, 107.0, 196.02, 23.0, 66.0, 180.0, 25.0]",[4245],1,"['3189', '648', '2194', '4446', '4206', '3335', '1522', '4149', '98', '1611', '4194', '1492', '1951', '284', '3483', '191', '647', '2495', '2874', '1960', '3783', '2086', '1646', '3102', '2274', '3442', '4245', '2224', '145', '1667']"
467,2194,"[600.2, 18.0, 222.0, 42.0, 27.72, 12.87, 36.0]",[1522],1,"['3189', '648', '2194', '4446', '4206', '3335', '1522', '4149', '98', '1611', '4194', '1492', '1951', '284', '3483', '191', '647', '2495', '2874', '1960', '3783', '2086', '1646', '3102', '2274', '3442', '4245', '2224', '145', '1667']"
468,4091,"[1307.6, 140.0, 24.0, 55.0, 207.9, 104.94, 1.98]",[],0,"['4091', '1653', '3732', '2274', '4096', '284', '3573', '3519', '3782', '827', '4623', '2251', '2784', '2970', '240', '809', '2639', '2996', '2422', '1357', '2455', '276', '3424', '1667', '1129', '4270', '1200', '2256', '1485', '3900']"
468,1653,"[737.253, 71.28, 90.09, 31.68, 99.0, 60.39, 8.0]",[],0,"['4091', '1653', '3732', '2274', '4096', '284', '3573', '3519', '3782', '827', '4623', '2251', '2784', '2970', '240', '809', '2639', '2996', '2422', '1357', '2455', '276', '3424', '1667', '1129', '4270', '1200', '2256', '1485', '3900']"
468,3732,"[1264.4, 146.52, 8.0, 15.84, 139.0, 117.81, 8.0]",[],0,"['4091', '1653', '3732', '2274', '4096', '284', '3573', '3519', '3782', '827', '4623', '2251', '2784', '2970', '240', '809', '2639', '2996', '2422', '1357', '2455', '276', '3424', '1667', '1129', '4270', '1200', '2256', '1485', '3900']"
470,4501,"[3506.3, 487.0, 365.31, 24.0, 141.0, 160.38, 47.519999999999996]",[647],1,"['4501', '4086', '2639', '4491', '444', '1646', '4756', '1337', '4496', '2311', '3060', '4091', '4656', '3571', '148', '266', '4270', '3305', '3262', '647', '4918', '4014', '827', '3820', '2911', '145', '928', '1038', '21', '617']"
470,4086,"[1763.883, 34.0, 292.0, 225.72, 93.06, 43.56, 116.82]",[],0,"['4501', '4086', '2639', '4491', '444', '1646', '4756', '1337', '4496', '2311', '3060', '4091', '4656', '3571', '148', '266', '4270', '3305', '3262', '647', '4918', '4014', '827', '3820', '2911', '145', '928', '1038', '21', '617']"
470,2639,"[627.8, 49.5, 76.0, 87.12, 65.0, 74.25, 16.0]",[4496],1,"['4501', '4086', '2639', '4491', '444', '1646', '4756', '1337', '4496', '2311', '3060', '4091', '4656', '3571', '148', '266', '4270', '3305', '3262', '647', '4918', '4014', '827', '3820', '2911', '145', '928', '1038', '21', '617']"
471,647,"[3763.584, 502.0, 429.0, 37.0, 156.0, 188.1, 62.37]",[],0,"['647', '1646', '1755', '4836', '80', '145', '3519', '882', '4907', '2295', '4879', '1369', '3122', '361', '2339', '682', '740', '4292', '4642', '1951', '2', '2958', '2973', '3497', '3732', '2820', '1873', '3027', '3092', '4720']"
471,1646,"[698.247, 53.0, 192.06, 11.879999999999999, 46.0, 68.0, 25.0]",[],0,"['647', '1646', '1755', '4836', '80', '145', '3519', '882', '4907', '2295', '4879', '1369', '3122', '361', '2339', '682', '740', '4292', '4642', '1951', '2', '2958', '2973', '3497', '3732', '2820', '1873', '3027', '3092', '4720']"
471,1755,"[522.0269999999999, 52.0, 56.43, 33.0, 38.0, 66.33, 10.89]",[],0,"['647', '1646', '1755', '4836', '80', '145', '3519', '882', '4907', '2295', '4879', '1369', '3122', '361', '2339', '682', '740', '4292', '4642', '1951', '2', '2958', '2973', '3497', '3732', '2820', '1873', '3027', '3092', '4720']"
472,2280,"[861.8939999999999, 86.13, 150.48, 35.64, 85.14, 66.0, 15.0]",[],0,"['2280', '3102', '3168', '3018', '4599', '4098', '1667', '804', '882', '73', '4865', '85', '2829', '1698', '3462', '2504', '3557', '3125', '246', '37', '1611', '4683', '2821', '198', '543', '2265', '3905', '288', '1029', '4303']"
472,3102,"[894.9000000000001, 118.0, 0.0, 92.0, 86.0, 134.0, 1.0]",[804],1,"['2280', '3102', '3168', '3018', '4599', '4098', '1667', '804', '882', '73', '4865', '85', '2829', '1698', '3462', '2504', '3557', '3125', '246', '37', '1611', '4683', '2821', '198', '543', '2265', '3905', '288', '1029', '4303']"
472,3168,"[761.607, 44.0, 279.18, 16.83, 32.67, 78.21, 37.0]",[85],1,"['2280', '3102', '3168', '3018', '4599', '4098', '1667', '804', '882', '73', '4865', '85', '2829', '1698', '3462', '2504', '3557', '3125', '246', '37', '1611', '4683', '2821', '198', '543', '2265', '3905', '288', '1029', '4303']"
473,72,"[965.5, 48.51, 85.0, 93.06, 109.89, 70.29, 34.65]",[4194],1,"['72', '3258', '3476', '4570', '3078', '112', '2160', '505', '397', '4715', '3510', '1611', '301', '4270', '840', '4752', '1013', '2280', '1355', '4194', '2021', '945', '1162', '2274', '3354', '2342', '268', '3164', '780', '1740']"
473,3258,"[254.628, 21.78, 24.75, 14.0, 10.0, 31.0, 7.92]",[3164],1,"['72', '3258', '3476', '4570', '3078', '112', '2160', '505', '397', '4715', '3510', '1611', '301', '4270', '840', '4752', '1013', '2280', '1355', '4194', '2021', '945', '1162', '2274', '3354', '2342', '268', '3164', '780', '1740']"
473,3476,"[5005.737, 476.19, 1160.28, 165.33, 130.0, 470.25, 177.21]",[],0,"['72', '3258', '3476', '4570', '3078', '112', '2160', '505', '397', '4715', '3510', '1611', '301', '4270', '840', '4752', '1013', '2280', '1355', '4194', '2021', '945', '1162', '2274', '3354', '2342', '268', '3164', '780', '1740']"
474,4929,"[496.09999999999997, 50.0, 30.0, 35.0, 64.0, 56.43, 6.0]",[484],1,"['4929', '361', '3459', '4493', '2848', '2639', '145', '284', '2576', '4005', '4014', '3343', '484', '4691', '2949', '66', '3335', '58', '610', '1171', '217', '3799', '95', '2536', '2933', '357', '648', '4210', '3510', '3428']"
474,361,"[635.3, 51.0, 30.69, 28.0, 83.0, 56.43, 11.879999999999999]",[],0,"['4929', '361', '3459', '4493', '2848', '2639', '145', '284', '2576', '4005', '4014', '3343', '484', '4691', '2949', '66', '3335', '58', '610', '1171', '217', '3799', '95', '2536', '2933', '357', '648', '4210', '3510', '3428']"
474,3459,"[541.9, 57.42, 13.0, 46.53, 55.0, 103.0, 6.0]",[4929],1,"['4929', '361', '3459', '4493', '2848', '2639', '145', '284', '2576', '4005', '4014', '3343', '484', '4691', '2949', '66', '3335', '58', '610', '1171', '217', '3799', '95', '2536', '2933', '357', '648', '4210', '3510', '3428']"
476,866,"[423.8, 15.0, 47.0, 39.6, 58.41, 8.0, 15.84]",[],0,"['866', '708', '4760', '2246', '2912', '4115', '4270', '532', '268', '617', '4394', '2178', '1778', '3660', '1667', '3045', '1485', '2086', '2782', '251', '324', '1321', '4195', '4961', '2271', '3350', '4573', '4177', '3628', '483']"
476,708,"[409.66200000000003, 19.0, 68.31, 9.0, 60.39, 15.84, 14.0]",[4195],1,"['866', '708', '4760', '2246', '2912', '4115', '4270', '532', '268', '617', '4394', '2178', '1778', '3660', '1667', '3045', '1485', '2086', '2782', '251', '324', '1321', '4195', '4961', '2271', '3350', '4573', '4177', '3628', '483']"
476,4760,"[189.28799999999998, 7.92, 21.0, 36.63, 16.83, 10.0, 7.92]",[1778],1,"['866', '708', '4760', '2246', '2912', '4115', '4270', '532', '268', '617', '4394', '2178', '1778', '3660', '1667', '3045', '1485', '2086', '2782', '251', '324', '1321', '4195', '4961', '2271', '3350', '4573', '4177', '3628', '483']"
477,4642,"[1376.892, 126.0, 19.0, 67.32, 95.0, 195.03, 39.6]",[297],1,"['4642', '4711', '1005', '4876', '4534', '1519', '4035', '1517', '2613', '719', '145', '361', '1602', '3370', '238', '1995', '1398', '2311', '2355', '2530', '3619', '2210', '2102', '3425', '297', '1143', '772', '3083', '2445', '2034']"
477,4711,"[1001.7, 101.97, 35.0, 49.0, 59.4, 176.22, 24.0]",[4642],1,"['4642', '4711', '1005', '4876', '4534', '1519', '4035', '1517', '2613', '719', '145', '361', '1602', '3370', '238', '1995', '1398', '2311', '2355', '2530', '3619', '2210', '2102', '3425', '297', '1143', '772', '3083', '2445', '2034']"
477,1005,"[2739.3, 143.55, 721.71, 72.27, 109.0, 154.44, 138.6]",[3370],1,"['4642', '4711', '1005', '4876', '4534', '1519', '4035', '1517', '2613', '719', '145', '361', '1602', '3370', '238', '1995', '1398', '2311', '2355', '2530', '3619', '2210', '2102', '3425', '297', '1143', '772', '3083', '2445', '2034']"
479,648,"[838.6, 89.1, 7.92, 35.64, 83.16, 108.9, 9.9]",[648],1,"['648', '2848', '708', '125', '238', '2280', '4270', '4683', '4831', '4434', '4642', '4252', '158', '3424', '145', '34', '3601', '4890', '3268', '1684', '4695', '1921', '882', '62', '3241', '1600', '3308', '4391', '4740', '4791']"
479,2848,"[1320.363, 147.51, 16.0, 99.0, 110.0, 294.03, 22.0]",[4642],1,"['648', '2848', '708', '125', '238', '2280', '4270', '4683', '4831', '4434', '4642', '4252', '158', '3424', '145', '34', '3601', '4890', '3268', '1684', '4695', '1921', '882', '62', '3241', '1600', '3308', '4391', '4740', '4791']"
479,708,"[693.6, 15.0, 25.0, 6.0, 8.91, 28.0, 9.9]",[],0,"['648', '2848', '708', '125', '238', '2280', '4270', '4683', '4831', '4434', '4642', '4252', '158', '3424', '145', '34', '3601', '4890', '3268', '1684', '4695', '1921', '882', '62', '3241', '1600', '3308', '4391', '4740', '4791']"
480,4642,"[1162.8539999999998, 96.03, 29.7, 35.0, 94.0, 160.38, 36.0]",[],0,"['4642', '145', '2280', '2139', '2756', '4971', '56', '647', '2355', '3335', '3343', '3820', '1484', '2949', '2368', '2075', '2274', '3337', '80', '2471', '1611', '1647', '3116', '205', '2076', '203', '4457', '983', '3888', '3491']"
480,145,"[677.3, 31.0, 106.92, 180.0, 52.0, 45.54, 23.759999999999998]",[],0,"['4642', '145', '2280', '2139', '2756', '4971', '56', '647', '2355', '3335', '3343', '3820', '1484', '2949', '2368', '2075', '2274', '3337', '80', '2471', '1611', '1647', '3116', '205', '2076', '203', '4457', '983', '3888', '3491']"
480,2280,"[467.3, 25.0, 163.35, 15.84, 16.0, 34.0, 23.759999999999998]",[],0,"['4642', '145', '2280', '2139', '2756', '4971', '56', '647', '2355', '3335', '3343', '3820', '1484', '2949', '2368', '2075', '2274', '3337', '80', '2471', '1611', '1647', '3116', '205', '2076', '203', '4457', '983', '3888', '3491']"
481,145,"[624.0999999999999, 38.0, 23.0, 71.0, 101.0, 52.0, 13.0]",[2674],1,"['145', '2207', '240', '2912', '4738', '2667', '4561', '1681', '1315', '3100', '45', '4637', '4245', '2280', '1355', '4720', '261', '397', '3509', '880', '3372', '1263', '4680', '2674', '193', '3660', '2902', '205', '532', '4091']"
481,2207,"[822.4, 28.0, 216.81, 22.0, 35.0, 43.0, 47.519999999999996]",[],0,"['145', '2207', '240', '2912', '4738', '2667', '4561', '1681', '1315', '3100', '45', '4637', '4245', '2280', '1355', '4720', '261', '397', '3509', '880', '3372', '1263', '4680', '2674', '193', '3660', '2902', '205', '532', '4091']"
481,240,"[592.3169999999999, 14.0, 32.67, 55.44, 64.35, 11.879999999999999, 30.0]",[3100],1,"['145', '2207', '240', '2912', '4738', '2667', '4561', '1681', '1315', '3100', '45', '4637', '4245', '2280', '1355', '4720', '261', '397', '3509', '880', '3372', '1263', '4680', '2674', '193', '3660', '2902', '205', '532', '4091']"
482,2274,"[417.483, 17.0, 146.0, 5.0, 14.85, 35.0, 15.84]",[352],1,"['2274', '4270', '4635', '50', '2978', '953', '2359', '617', '4691', '3342', '2058', '2395', '2730', '4651', '4457', '4968', '1611', '4096', '4047', '94', '352', '4167', '3517', '740', '4496', '2300', '4524', '3881', '782', '1158']"
482,4270,"[351.45, 37.0, 15.84, 36.0, 33.0, 80.0, 4.95]",[352],1,"['2274', '4270', '4635', '50', '2978', '953', '2359', '617', '4691', '3342', '2058', '2395', '2730', '4651', '4457', '4968', '1611', '4096', '4047', '94', '352', '4167', '3517', '740', '4496', '2300', '4524', '3881', '782', '1158']"
482,4635,"[1026.234, 73.0, 11.0, 68.31, 255.0, 82.17, 5.0]",[],0,"['2274', '4270', '4635', '50', '2978', '953', '2359', '617', '4691', '3342', '2058', '2395', '2730', '4651', '4457', '4968', '1611', '4096', '4047', '94', '352', '4167', '3517', '740', '4496', '2300', '4524', '3881', '782', '1158']"
483,740,"[826.9, 28.0, 408.0, 22.0, 17.82, 43.0, 52.47]",[1646],1,"['740', '4091', '4177', '3300', '647', '1252', '903', '3551', '983', '1646', '297', '2218', '648', '4945', '4782', '2549', '2848', '1601', '2220', '88', '4390', '193', '1755', '3732', '986', '1567', '4045', '3810', '4491', '4093']"
483,4091,"[660.4, 39.6, 43.56, 91.08, 168.0, 28.0, 4.0]",[4091],1,"['740', '4091', '4177', '3300', '647', '1252', '903', '3551', '983', '1646', '297', '2218', '648', '4945', '4782', '2549', '2848', '1601', '2220', '88', '4390', '193', '1755', '3732', '986', '1567', '4045', '3810', '4491', '4093']"
483,4177,"[3048.507, 101.97, 124.74, 120.78, 153.45, 68.31, 181.0]",[2220],1,"['740', '4091', '4177', '3300', '647', '1252', '903', '3551', '983', '1646', '297', '2218', '648', '4945', '4782', '2549', '2848', '1601', '2220', '88', '4390', '193', '1755', '3732', '986', '1567', '4045', '3810', '4491', '4093']"
484,2274,"[351.945, 8.0, 151.0, 28.71, 7.92, 2.9699999999999998, 15.84]",[2639],1,"['2274', '2280', '2773', '4686', '4342', '2294', '4270', '1740', '532', '1085', '2179', '1578', '3782', '1091', '2978', '1921', '1980', '276', '3409', '2848', '2549', '157', '4783', '2639', '4798', '2058', '453', '225', '4096', '2560']"
484,2280,"[575.982, 24.75, 167.0, 27.72, 85.14, 43.0, 20.79]",[1740],1,"['2274', '2280', '2773', '4686', '4342', '2294', '4270', '1740', '532', '1085', '2179', '1578', '3782', '1091', '2978', '1921', '1980', '276', '3409', '2848', '2549', '157', '4783', '2639', '4798', '2058', '453', '225', '4096', '2560']"
484,2773,"[968.0999999999999, 97.0, 71.0, 20.79, 114.0, 189.0, 11.879999999999999]",[2058],1,"['2274', '2280', '2773', '4686', '4342', '2294', '4270', '1740', '532', '1085', '2179', '1578', '3782', '1091', '2978', '1921', '1980', '276', '3409', '2848', '2549', '157', '4783', '2639', '4798', '2058', '453', '225', '4096', '2560']"
485,80,"[1427.3, 62.37, 1.98, 65.0, 123.75, 79.0, 64.0]",[],0,"['80', '882', '3259', '4239', '2536', '4929', '2280', '4005', '1611', '4432', '3337', '4390', '439', '2830', '1409', '647', '668', '4573', '4911', '4940', '1128', '3288', '648', '2266', '4918', '3237', '4028', '4960', '2911', '2294']"
485,882,"[590.7, 67.0, 26.0, 28.71, 44.55, 100.0, 7.92]",[648],1,"['80', '882', '3259', '4239', '2536', '4929', '2280', '4005', '1611', '4432', '3337', '4390', '439', '2830', '1409', '647', '668', '4573', '4911', '4940', '1128', '3288', '648', '2266', '4918', '3237', '4028', '4960', '2911', '2294']"
485,3259,"[394.1, 30.69, 41.0, 77.22, 45.0, 52.47, 7.92]",[],0,"['80', '882', '3259', '4239', '2536', '4929', '2280', '4005', '1611', '4432', '3337', '4390', '439', '2830', '1409', '647', '668', '4573', '4911', '4940', '1128', '3288', '648', '2266', '4918', '3237', '4028', '4960', '2911', '2294']"
486,740,"[718.5419999999999, 21.0, 282.15, 47.519999999999996, 69.3, 10.89, 38.0]",[1886],1,"['740', '648', '2549', '4270', '284', '3424', '3573', '145', '112', '2444', '3565', '114', '4257', '1200', '3100', '1708', '1521', '72', '2746', '1886', '1281', '388', '2703', '2355', '3732', '3793', '2454', '1244', '116', '1382']"
486,648,"[571.3, 61.38, 18.81, 18.81, 53.46, 69.3, 7.0]",[],0,"['740', '648', '2549', '4270', '284', '3424', '3573', '145', '112', '2444', '3565', '114', '4257', '1200', '3100', '1708', '1521', '72', '2746', '1886', '1281', '388', '2703', '2355', '3732', '3793', '2454', '1244', '116', '1382']"
486,2549,"[875.1, 49.0, 303.93, 166.0, 26.0, 67.0, 47.0]",[],0,"['740', '648', '2549', '4270', '284', '3424', '3573', '145', '112', '2444', '3565', '114', '4257', '1200', '3100', '1708', '1521', '72', '2746', '1886', '1281', '388', '2703', '2355', '3732', '3793', '2454', '1244', '116', '1382']"
487,4446,"[699.435, 37.62, 102.96, 74.25, 40.0, 61.0, 32.0]",[1984],1,"['4446', '4783', '740', '4091', '812', '647', '1984', '1646', '648', '437', '2549', '679', '2220', '88', '3939', '193', '1755', '3732', '2820', '3174', '3704', '4918', '708', '125', '946', '1306', '4880', '2608', '828', '4836']"
487,4783,"[234.135, 10.89, 14.85, 25.0, 15.84, 21.0, 10.0]",[],0,"['4446', '4783', '740', '4091', '812', '647', '1984', '1646', '648', '437', '2549', '679', '2220', '88', '3939', '193', '1755', '3732', '2820', '3174', '3704', '4918', '708', '125', '946', '1306', '4880', '2608', '828', '4836']"
487,740,"[642.0, 35.0, 225.72, 27.72, 23.0, 26.73, 32.0]",[],0,"['4446', '4783', '740', '4091', '812', '647', '1984', '1646', '648', '437', '2549', '679', '2220', '88', '3939', '193', '1755', '3732', '2820', '3174', '3704', '4918', '708', '125', '946', '1306', '4880', '2608', '828', '4836']"
488,1667,"[414.909, 29.0, 19.0, 17.0, 25.74, 38.0, 14.85]",[],0,"['1667', '532', '2165', '1178', '2267', '4799', '2468', '3982', '3259', '4738', '2304', '1404', '621', '1863', '2224', '2953', '1128', '2274', '94', '4396', '740', '3564', '1200', '3660', '205', '1522', '3229', '2155', '1725', '3335']"
488,532,"[465.399, 13.0, 138.6, 29.0, 16.83, 22.0, 19.8]",[],0,"['1667', '532', '2165', '1178', '2267', '4799', '2468', '3982', '3259', '4738', '2304', '1404', '621', '1863', '2224', '2953', '1128', '2274', '94', '4396', '740', '3564', '1200', '3660', '205', '1522', '3229', '2155', '1725', '3335']"
488,2165,"[761.013, 22.0, 300.0, 27.72, 26.0, 14.85, 48.51]",[740],1,"['1667', '532', '2165', '1178', '2267', '4799', '2468', '3982', '3259', '4738', '2304', '1404', '621', '1863', '2224', '2953', '1128', '2274', '94', '4396', '740', '3564', '1200', '3660', '205', '1522', '3229', '2155', '1725', '3335']"
489,740,"[764.5999999999999, 31.0, 233.64, 43.0, 46.0, 44.55, 40.0]",[],0,"['740', '4091', '4639', '4340', '4683', '960', '565', '145', '4493', '1581', '181', '617', '4574', '268', '3732', '866', '2274', '116', '586', '259', '4534', '1857', '484', '3198', '430', '2', '3078', '4005', '4692', '3934']"
489,4091,"[938.1239999999999, 62.37, 177.21, 84.15, 89.1, 33.0, 20.0]",[],0,"['740', '4091', '4639', '4340', '4683', '960', '565', '145', '4493', '1581', '181', '617', '4574', '268', '3732', '866', '2274', '116', '586', '259', '4534', '1857', '484', '3198', '430', '2', '3078', '4005', '4692', '3934']"
489,4639,"[613.4039999999999, 46.0, 21.78, 37.0, 50.49, 87.12, 19.0]",[268],1,"['740', '4091', '4639', '4340', '4683', '960', '565', '145', '4493', '1581', '181', '617', '4574', '268', '3732', '866', '2274', '116', '586', '259', '4534', '1857', '484', '3198', '430', '2', '3078', '4005', '4692', '3934']"
491,4207,"[3640.428, 250.0, 1134.54, 121.0, 132.0, 112.86, 164.34]",[],0,"['4207', '4098', '2978', '272', '4064', '2311', '3923', '2274', '1960', '1621', '3078', '2210', '3267', '620', '3095', '586', '1732', '3881', '255', '853', '630', '266', '4005', '2136', '583', '2903', '4445', '193', '3155', '1646']"
491,4098,"[520.0, 22.77, 178.2, 25.74, 85.14, 23.0, 16.83]",[],0,"['4207', '4098', '2978', '272', '4064', '2311', '3923', '2274', '1960', '1621', '3078', '2210', '3267', '620', '3095', '586', '1732', '3881', '255', '853', '630', '266', '4005', '2136', '583', '2903', '4445', '193', '3155', '1646']"
491,2978,"[1046.3, 104.0, 11.879999999999999, 120.0, 178.0, 109.0, 3.0]",[193],1,"['4207', '4098', '2978', '272', '4064', '2311', '3923', '2274', '1960', '1621', '3078', '2210', '3267', '620', '3095', '586', '1732', '3881', '255', '853', '630', '266', '4005', '2136', '583', '2903', '4445', '193', '3155', '1646']"
492,2544,"[493.8, 26.73, 48.51, 22.77, 30.0, 43.56, 23.0]",[4005],1,"['2544', '361', '125', '1740', '4194', '609', '2799', '98', '145', '4573', '2178', '4457', '815', '2912', '1911', '4501', '4091', '1611', '112', '4005', '2975', '80', '708', '1856', '3072', '2284', '2835', '4926', '395', '1242']"
492,361,"[550.8, 60.39, 96.0, 21.0, 31.68, 85.0, 10.0]",[],0,"['2544', '361', '125', '1740', '4194', '609', '2799', '98', '145', '4573', '2178', '4457', '815', '2912', '1911', '4501', '4091', '1611', '112', '4005', '2975', '80', '708', '1856', '3072', '2284', '2835', '4926', '395', '1242']"
492,125,"[2562.714, 179.0, 1093.95, 60.0, 150.48, 134.64, 108.9]",[],0,"['2544', '361', '125', '1740', '4194', '609', '2799', '98', '145', '4573', '2178', '4457', '815', '2912', '1911', '4501', '4091', '1611', '112', '4005', '2975', '80', '708', '1856', '3072', '2284', '2835', '4926', '395', '1242']"
493,3823,"[450.2, 46.0, 52.47, 48.0, 48.51, 45.0, 5.0]",[],0,"['3823', '983', '1088', '2274', '4434', '4642', '4005', '352', '4106', '3660', '453', '882', '4778', '827', '4501', '2508', '3271', '3372', '1178', '3295', '2924', '1133', '897', '2350', '4373', '2638', '2356', '2820', '617', '193']"
