user,exclude,item list,len,without constraint
554,6906,"[3300, 3676, 4270, 532, 80, 4005, 1611, 36, 882, 633]",10,"['3300', '3676', '2280', '2274', '4270', '532', '2833', '2973', '80', '4005', '1611', '36', '882', '4876', '680', '633', '209', '1289', '1926', '1370', '2694', '2829', '1023', '1554', '1164', '1667', '4840', '3888', '421', '554']"
555,840,"[2523, 554, 145, 4658, 853, 521, 3275, 1395, 2848, 483]",10,"['945', '2523', '554', '3467', '1091', '145', '4658', '421', '1205', '1472', '4470', '853', '3210', '521', '3275', '1395', '2848', '483', '2458', '127', '1087', '1735', '4843', '3001', '979', '3472', '382', '130', '3551', '4207']"
555,2499,"[945, 2523, 554, 3467, 4658, 421, 853, 3210, 3275, 1395]",10,"['945', '2523', '554', '3467', '1091', '145', '4658', '421', '1205', '1472', '4470', '853', '3210', '521', '3275', '1395', '2848', '483', '2458', '127', '1087', '1735', '4843', '3001', '979', '3472', '382', '130', '3551', '4207']"
555,7655,"[945, 2523, 554, 1091, 145, 4658, 421, 1205, 1472, 4470]",10,"['945', '2523', '554', '3467', '1091', '145', '4658', '421', '1205', '1472', '4470', '853', '3210', '521', '3275', '1395', '2848', '483', '2458', '127', '1087', '1735', '4843', '3001', '979', '3472', '382', '130', '3551', '4207']"
556,6270,"[99, 4005, 3459, 51, 2632, 4469, 3237, 95, 3063, 3068]",10,"['647', '3685', '3335', '99', '617', '4005', '3459', '610', '51', '2632', '4469', '3237', '95', '1178', '3063', '4642', '3068', '2210', '4533', '18', '3510', '4675', '4270', '2949', '2274', '1091', '882', '108', '1595', '2773']"
556,5010,"[647, 3685, 3335, 617, 51, 2632, 4469, 3237, 95, 1178]",10,"['647', '3685', '3335', '99', '617', '4005', '3459', '610', '51', '2632', '4469', '3237', '95', '1178', '3063', '4642', '3068', '2210', '4533', '18', '3510', '4675', '4270', '2949', '2274', '1091', '882', '108', '1595', '2773']"
556,6906,"[3685, 3335, 617, 4005, 3459, 610, 2632, 4469, 3237, 1178]",10,"['647', '3685', '3335', '99', '617', '4005', '3459', '610', '51', '2632', '4469', '3237', '95', '1178', '3063', '4642', '3068', '2210', '4533', '18', '3510', '4675', '4270', '2949', '2274', '1091', '882', '108', '1595', '2773']"
557,840,"[125, 3078, 4634, 62, 505, 3859, 3660, 3489, 4005, 2086]",10,"['125', '284', '3078', '4634', '62', '505', '3859', '4086', '3335', '3660', '4831', '3489', '4005', '2086', '2738', '4177', '2354', '1485', '4270', '341', '3432', '554', '2222', '41', '343', '1821', '4642', '2799', '251', '3439']"
557,2499,"[125, 3078, 4634, 62, 505, 4086, 3335, 3660, 4831, 3489]",10,"['125', '284', '3078', '4634', '62', '505', '3859', '4086', '3335', '3660', '4831', '3489', '4005', '2086', '2738', '4177', '2354', '1485', '4270', '341', '3432', '554', '2222', '41', '343', '1821', '4642', '2799', '251', '3439']"
557,6906,"[284, 3078, 4634, 62, 505, 4086, 3335, 4831, 3489, 4005]",10,"['125', '284', '3078', '4634', '62', '505', '3859', '4086', '3335', '3660', '4831', '3489', '4005', '2086', '2738', '4177', '2354', '1485', '4270', '341', '3432', '554', '2222', '41', '343', '1821', '4642', '2799', '251', '3439']"
558,6270,"[2988, 4270, 3431, 69, 1684, 3269, 2587, 4535, 2949, 1921]",10,"['4446', '1128', '2988', '4270', '3431', '4960', '3651', '2599', '647', '69', '2639', '2530', '1856', '1684', '3269', '3571', '4798', '4642', '4396', '2587', '4535', '45', '505', '2949', '1921', '3612', '4926', '1091', '1595', '1501']"
558,840,"[1128, 2988, 4270, 4960, 3651, 2599, 647, 69, 2639, 2530]",10,"['4446', '1128', '2988', '4270', '3431', '4960', '3651', '2599', '647', '69', '2639', '2530', '1856', '1684', '3269', '3571', '4798', '4642', '4396', '2587', '4535', '45', '505', '2949', '1921', '3612', '4926', '1091', '1595', '1501']"
558,2499,"[4446, 1128, 2988, 4270, 3431, 4960, 3651, 647, 69, 2639]",10,"['4446', '1128', '2988', '4270', '3431', '4960', '3651', '2599', '647', '69', '2639', '2530', '1856', '1684', '3269', '3571', '4798', '4642', '4396', '2587', '4535', '45', '505', '2949', '1921', '3612', '4926', '1091', '1595', '1501']"
559,6270,"[4715, 4686, 2311, 1196, 352, 945, 1611, 1457, 3024, 484]",10,"['4715', '1522', '4686', '4642', '2311', '2251', '1196', '352', '945', '1611', '1457', '2499', '3024', '484', '284', '2444', '2996', '4738', '3695', '2274', '1343', '2773', '1841', '544', '3859', '1612', '109', '1287', '2342', '1517']"
559,840,"[4715, 1522, 4686, 4642, 2311, 2251, 1196, 352, 1457, 2499]",10,"['4715', '1522', '4686', '4642', '2311', '2251', '1196', '352', '945', '1611', '1457', '2499', '3024', '484', '284', '2444', '2996', '4738', '3695', '2274', '1343', '2773', '1841', '544', '3859', '1612', '109', '1287', '2342', '1517']"
559,2499,"[4715, 1522, 4686, 4642, 2311, 2251, 1196, 352, 945, 1611]",10,"['4715', '1522', '4686', '4642', '2311', '2251', '1196', '352', '945', '1611', '1457', '2499', '3024', '484', '284', '2444', '2996', '4738', '3695', '2274', '1343', '2773', '1841', '544', '3859', '1612', '109', '1287', '2342', '1517']"
560,5180,"[772, 525, 4955, 3517, 4918, 3928, 4005, 4565, 3660, 2179]",10,"['2608', '772', '525', '4955', '3517', '4918', '3928', '4005', '4565', '3660', '2179', '2352', '3519', '3476', '505', '4106', '4270', '2738', '945', '3034', '621', '532', '3732', '1254', '882', '4128', '1873', '80', '1238', '1698']"
560,1093,"[2608, 772, 525, 4955, 3517, 4918, 3928, 4005, 4565, 3660]",10,"['2608', '772', '525', '4955', '3517', '4918', '3928', '4005', '4565', '3660', '2179', '2352', '3519', '3476', '505', '4106', '4270', '2738', '945', '3034', '621', '532', '3732', '1254', '882', '4128', '1873', '80', '1238', '1698']"
560,4987,"[2608, 772, 525, 4955, 3517, 4918, 3928, 4005, 4565, 3660]",10,"['2608', '772', '525', '4955', '3517', '4918', '3928', '4005', '4565', '3660', '2179', '2352', '3519', '3476', '505', '4106', '4270', '2738', '945', '3034', '621', '532', '3732', '1254', '882', '4128', '1873', '80', '1238', '1698']"
561,5006,"[4446, 4783, 740, 3300, 812, 647, 357, 908, 1646, 976]",10,"['4446', '3823', '4783', '740', '4091', '3300', '812', '647', '357', '908', '983', '1646', '976', '4026', '1197', '866', '1089', '648', '1690', '437', '4782', '4482', '2549', '2848', '1357', '4894', '4390', '193', '4493', '3175']"
561,800,"[4446, 3823, 4783, 3300, 812, 647, 357, 908, 983, 976]",10,"['4446', '3823', '4783', '740', '4091', '3300', '812', '647', '357', '908', '983', '1646', '976', '4026', '1197', '866', '1089', '648', '1690', '437', '4782', '4482', '2549', '2848', '1357', '4894', '4390', '193', '4493', '3175']"
561,6335,"[4446, 4783, 740, 4091, 3300, 647, 357, 908, 983, 1646]",10,"['4446', '3823', '4783', '740', '4091', '3300', '812', '647', '357', '908', '983', '1646', '976', '4026', '1197', '866', '1089', '648', '1690', '437', '4782', '4482', '2549', '2848', '1357', '4894', '4390', '193', '4493', '3175']"
562,6270,"[740, 4091, 2694, 3102, 1854, 2274, 1252, 4131, 3643, 1646]",10,"['2549', '2309', '2342', '740', '4642', '4091', '4888', '2694', '2511', '3102', '2639', '3565', '1854', '1178', '2274', '2165', '1287', '4187', '2368', '1252', '453', '4131', '3643', '2251', '1646', '1522', '296', '621', '903', '4280']"
562,840,"[2549, 2309, 740, 4642, 4091, 2694, 2511, 3102, 2639, 3565]",10,"['2549', '2309', '2342', '740', '4642', '4091', '4888', '2694', '2511', '3102', '2639', '3565', '1854', '1178', '2274', '2165', '1287', '4187', '2368', '1252', '453', '4131', '3643', '2251', '1646', '1522', '296', '621', '903', '4280']"
562,2499,"[2549, 2309, 2342, 740, 4642, 4091, 2694, 2511, 3102, 2639]",10,"['2549', '2309', '2342', '740', '4642', '4091', '4888', '2694', '2511', '3102', '2639', '3565', '1854', '1178', '2274', '2165', '1287', '4187', '2368', '1252', '453', '4131', '3643', '2251', '1646', '1522', '296', '621', '903', '4280']"
563,2499,"[4783, 2280, 882, 4128, 125, 1957, 4505, 2342, 4954, 2]",10,"['4783', '2280', '882', '4128', '125', '1957', '4505', '2342', '4954', '2', '630', '4918', '708', '976', '2653', '130', '1601', '480', '4091', '4793', '3432', '4393', '2988', '1029', '4106', '3854', '3598', '4524', '296', '4766']"
563,5010,"[4783, 2280, 882, 125, 4505, 2342, 2, 630, 4918, 708]",10,"['4783', '2280', '882', '4128', '125', '1957', '4505', '2342', '4954', '2', '630', '4918', '708', '976', '2653', '130', '1601', '480', '4091', '4793', '3432', '4393', '2988', '1029', '4106', '3854', '3598', '4524', '296', '4766']"
563,6906,"[882, 4128, 1957, 4505, 2342, 4954, 2, 630, 4918, 2653]",10,"['4783', '2280', '882', '4128', '125', '1957', '4505', '2342', '4954', '2', '630', '4918', '708', '976', '2653', '130', '1601', '480', '4091', '4793', '3432', '4393', '2988', '1029', '4106', '3854', '3598', '4524', '296', '4766']"
564,332,"[4783, 4177, 3300, 908, 983, 1646, 4814, 648, 2549, 2848]",10,"['4783', '4177', '3300', '908', '983', '1646', '4814', '648', '2549', '2848', '4894', '193', '4493', '3732', '4372', '1728', '115', '3604', '4918', '708', '125', '1334', '238', '1053', '11', '2949', '4880', '1556', '2246', '4836']"
564,7449,"[4783, 4177, 3300, 908, 983, 1646, 4814, 648, 2549, 2848]",10,"['4783', '4177', '3300', '908', '983', '1646', '4814', '648', '2549', '2848', '4894', '193', '4493', '3732', '4372', '1728', '115', '3604', '4918', '708', '125', '1334', '238', '1053', '11', '2949', '4880', '1556', '2246', '4836']"
564,1511,"[4177, 3300, 908, 983, 4814, 648, 2549, 4894, 193, 4493]",10,"['4783', '4177', '3300', '908', '983', '1646', '4814', '648', '2549', '2848', '4894', '193', '4493', '3732', '4372', '1728', '115', '3604', '4918', '708', '125', '1334', '238', '1053', '11', '2949', '4880', '1556', '2246', '4836']"
565,6270,"[960, 98, 3282, 874, 483, 677, 2101, 1921, 945, 361]",10,"['2549', '960', '98', '4642', '2139', '3282', '2282', '874', '483', '882', '337', '3305', '677', '4124', '2220', '708', '2101', '1921', '945', '361', '1091', '4091', '3917', '4573', '3335', '1145', '3320', '4086', '4106', '1357']"
565,840,"[2549, 4642, 2139, 2282, 874, 483, 882, 337, 677, 4124]",10,"['2549', '960', '98', '4642', '2139', '3282', '2282', '874', '483', '882', '337', '3305', '677', '4124', '2220', '708', '2101', '1921', '945', '361', '1091', '4091', '3917', '4573', '3335', '1145', '3320', '4086', '4106', '1357']"
565,2499,"[2549, 4642, 2139, 3282, 2282, 874, 483, 882, 3305, 677]",10,"['2549', '960', '98', '4642', '2139', '3282', '2282', '874', '483', '882', '337', '3305', '677', '4124', '2220', '708', '2101', '1921', '945', '361', '1091', '4091', '3917', '4573', '3335', '1145', '3320', '4086', '4106', '1357']"
566,840,"[193, 125, 2155, 4270, 2355, 361, 505, 3271, 4656, 1129]",10,"['193', '125', '2155', '4270', '2355', '361', '505', '2444', '3271', '4656', '1129', '594', '3034', '1523', '2300', '3743', '4625', '4674', '1418', '2911', '648', '1049', '205', '1725', '1960', '1735', '1537', '1178', '2518', '186']"
566,5010,"[193, 125, 2155, 4270, 2355, 361, 2444, 1129, 594, 3034]",10,"['193', '125', '2155', '4270', '2355', '361', '505', '2444', '3271', '4656', '1129', '594', '3034', '1523', '2300', '3743', '4625', '4674', '1418', '2911', '648', '1049', '205', '1725', '1960', '1735', '1537', '1178', '2518', '186']"
566,5006,"[125, 2155, 2444, 3271, 4656, 1129, 594, 3034, 1523, 2300]",10,"['193', '125', '2155', '4270', '2355', '361', '505', '2444', '3271', '4656', '1129', '594', '3034', '1523', '2300', '3743', '4625', '4674', '1418', '2911', '648', '1049', '205', '1725', '1960', '1735', '1537', '1178', '2518', '186']"
567,840,"[708, 251, 3089, 2468, 1623, 3432, 1129, 220, 1612, 2495]",10,"['708', '3519', '251', '532', '3089', '397', '2468', '2342', '1623', '1646', '3432', '1129', '921', '220', '3335', '307', '1846', '1464', '1612', '2495', '3695', '1667', '647', '105', '1379', '109', '495', '125', '3459', '1075']"
567,6906,"[3519, 251, 532, 3089, 397, 2468, 2342, 1623, 1646, 3432]",10,"['708', '3519', '251', '532', '3089', '397', '2468', '2342', '1623', '1646', '3432', '1129', '921', '220', '3335', '307', '1846', '1464', '1612', '2495', '3695', '1667', '647', '105', '1379', '109', '495', '125', '3459', '1075']"
567,7655,"[3519, 251, 532, 3089, 397, 2468, 2342, 1623, 1646, 3432]",10,"['708', '3519', '251', '532', '3089', '397', '2468', '2342', '1623', '1646', '3432', '1129', '921', '220', '3335', '307', '1846', '1464', '1612', '2495', '3695', '1667', '647', '105', '1379', '109', '495', '125', '3459', '1075']"
568,6270,"[3102, 3188, 3986, 1474, 83, 1725, 4847, 946, 1601, 3459]",10,"['2355', '831', '4783', '4446', '3424', '3102', '3188', '3986', '3612', '1980', '1474', '83', '1725', '4847', '946', '1601', '3459', '744', '4765', '2663', '3652', '2222', '4798', '2210', '4119', '2025', '3519', '4270', '4194', '4960']"
568,840,"[2355, 4783, 3424, 3102, 3986, 3612, 1980, 83, 1725, 4847]",10,"['2355', '831', '4783', '4446', '3424', '3102', '3188', '3986', '3612', '1980', '1474', '83', '1725', '4847', '946', '1601', '3459', '744', '4765', '2663', '3652', '2222', '4798', '2210', '4119', '2025', '3519', '4270', '4194', '4960']"
568,2499,"[2355, 4783, 4446, 3424, 3102, 3188, 3986, 3612, 1980, 83]",10,"['2355', '831', '4783', '4446', '3424', '3102', '3188', '3986', '3612', '1980', '1474', '83', '1725', '4847', '946', '1601', '3459', '744', '4765', '2663', '3652', '2222', '4798', '2210', '4119', '2025', '3519', '4270', '4194', '4960']"
569,6906,"[3300, 2756, 983, 2848, 4708, 2342, 1740, 2155, 4245, 4270]",10,"['3300', '2756', '983', '2848', '125', '4708', '2342', '1740', '2155', '4245', '4270', '4683', '109', '3335', '276', '361', '2162', '303', '145', '1611', '4194', '4126', '3459', '2750', '2368', '453', '1235', '4025', '1289', '593']"
569,3203,"[3300, 2756, 983, 2848, 125, 4708, 2342, 1740, 4245, 4683]",10,"['3300', '2756', '983', '2848', '125', '4708', '2342', '1740', '2155', '4245', '4270', '4683', '109', '3335', '276', '361', '2162', '303', '145', '1611', '4194', '4126', '3459', '2750', '2368', '453', '1235', '4025', '1289', '593']"
569,7655,"[3300, 2756, 983, 125, 4708, 2342, 1740, 2155, 4245, 4270]",10,"['3300', '2756', '983', '2848', '125', '4708', '2342', '1740', '2155', '4245', '4270', '4683', '109', '3335', '276', '361', '2162', '303', '145', '1611', '4194', '4126', '3459', '2750', '2368', '453', '1235', '4025', '1289', '593']"
570,5006,"[4573, 4642, 98, 125, 205, 708, 2188, 3782, 1647, 4501]",10,"['4573', '4642', '98', '72', '4748', '125', '262', '205', '708', '2188', '3386', '3782', '1647', '4501', '782', '3799', '2139', '3459', '3352', '1087', '3640', '4128', '1574', '648', '1983', '361', '1667', '2750', '4465', '85']"
570,7655,"[4573, 4642, 98, 72, 4748, 125, 262, 205, 2188, 3386]",10,"['4573', '4642', '98', '72', '4748', '125', '262', '205', '708', '2188', '3386', '3782', '1647', '4501', '782', '3799', '2139', '3459', '3352', '1087', '3640', '4128', '1574', '648', '1983', '361', '1667', '2750', '4465', '85']"
570,6276,"[4573, 4642, 98, 72, 4748, 125, 262, 205, 708, 2188]",10,"['4573', '4642', '98', '72', '4748', '125', '262', '205', '708', '2188', '3386', '3782', '1647', '4501', '782', '3799', '2139', '3459', '3352', '1087', '3640', '4128', '1574', '648', '1983', '361', '1667', '2750', '4465', '85']"
571,6270,"[4683, 2210, 1961, 361, 3459, 2562, 1636, 4839, 268, 4469]",10,"['647', '532', '4683', '2210', '1961', '361', '3459', '3305', '2562', '1564', '1636', '4839', '4709', '268', '882', '4469', '4918', '1458', '4093', '4005', '109', '3841', '2251', '4270', '4844', '4642', '793', '4741', '820', '2160']"
571,840,"[647, 2210, 1961, 361, 1564, 1636, 4839, 4709, 882, 4093]",10,"['647', '532', '4683', '2210', '1961', '361', '3459', '3305', '2562', '1564', '1636', '4839', '4709', '268', '882', '4469', '4918', '1458', '4093', '4005', '109', '3841', '2251', '4270', '4844', '4642', '793', '4741', '820', '2160']"
571,2499,"[647, 4683, 2210, 1961, 361, 3305, 1564, 1636, 4839, 4709]",10,"['647', '532', '4683', '2210', '1961', '361', '3459', '3305', '2562', '1564', '1636', '4839', '4709', '268', '882', '4469', '4918', '1458', '4093', '4005', '109', '3841', '2251', '4270', '4844', '4642', '793', '4741', '820', '2160']"
572,2499,"[740, 2, 2549, 2848, 4735, 1343, 4836, 2342, 4245, 3510]",10,"['740', '2', '2549', '2848', '4735', '484', '708', '1343', '3185', '4836', '2342', '4245', '3510', '4270', '807', '3335', '4642', '268', '3018', '361', '4599', '2139', '321', '3078', '145', '4534', '1611', '2633', '3459', '2063']"
572,5006,"[740, 2, 2549, 2848, 4735, 708, 1343, 3185, 4836, 2342]",10,"['740', '2', '2549', '2848', '4735', '484', '708', '1343', '3185', '4836', '2342', '4245', '3510', '4270', '807', '3335', '4642', '268', '3018', '361', '4599', '2139', '321', '3078', '145', '4534', '1611', '2633', '3459', '2063']"
572,3203,"[740, 2, 2549, 2848, 4735, 708, 1343, 3185, 4836, 2342]",10,"['740', '2', '2549', '2848', '4735', '484', '708', '1343', '3185', '4836', '2342', '4245', '3510', '4270', '807', '3335', '4642', '268', '3018', '361', '4599', '2139', '321', '3078', '145', '4534', '1611', '2633', '3459', '2063']"
573,5006,"[268, 300, 2508, 740, 2274, 3269, 1984, 3210, 416, 2342]",10,"['983', '484', '181', '268', '300', '4091', '2508', '1522', '740', '2274', '3269', '1984', '3210', '1204', '416', '2342', '643', '125', '491', '2562', '4245', '2799', '4803', '2511', '1474', '3885', '1889', '1198', '1705', '3386']"
573,3203,"[983, 181, 300, 4091, 2508, 1522, 740, 2274, 3269, 1984]",10,"['983', '484', '181', '268', '300', '4091', '2508', '1522', '740', '2274', '3269', '1984', '3210', '1204', '416', '2342', '643', '125', '491', '2562', '4245', '2799', '4803', '2511', '1474', '3885', '1889', '1198', '1705', '3386']"
573,4717,"[983, 181, 268, 300, 4091, 1522, 740, 2274, 3269, 1984]",10,"['983', '484', '181', '268', '300', '4091', '2508', '1522', '740', '2274', '3269', '1984', '3210', '1204', '416', '2342', '643', '125', '491', '2562', '4245', '2799', '4803', '2511', '1474', '3885', '1889', '1198', '1705', '3386']"
574,5006,"[3174, 150, 1024, 2773, 4106, 4099, 2468, 3793, 1287, 389]",10,"['3174', '4093', '150', '1024', '4337', '80', '2773', '4106', '4099', '2468', '3793', '4095', '1287', '389', '3210', '240', '425', '1732', '209', '3086', '2638', '677', '2799', '3483', '4847', '4661', '1636', '4637', '1181', '2749']"
574,3203,"[3174, 4093, 150, 1024, 4337, 80, 2773, 4106, 2468, 3793]",10,"['3174', '4093', '150', '1024', '4337', '80', '2773', '4106', '4099', '2468', '3793', '4095', '1287', '389', '3210', '240', '425', '1732', '209', '3086', '2638', '677', '2799', '3483', '4847', '4661', '1636', '4637', '1181', '2749']"
574,2683,"[3174, 4093, 150, 1024, 4337, 2773, 4106, 4099, 2468, 3793]",10,"['3174', '4093', '150', '1024', '4337', '80', '2773', '4106', '4099', '2468', '3793', '4095', '1287', '389', '3210', '240', '425', '1732', '209', '3086', '2638', '677', '2799', '3483', '4847', '4661', '1636', '4637', '1181', '2749']"
575,6270,"[4091, 2949, 3432, 361, 112, 3225, 72, 2189, 251, 4118]",10,"['4091', '2949', '3432', '361', '4396', '112', '3225', '72', '2189', '251', '4118', '262', '2849', '3271', '2755', '3102', '2799', '983', '4270', '4894', '786', '205', '145', '1236', '98', '2380', '4716', '1708', '527', '1472']"
575,840,"[4091, 2949, 3432, 361, 4396, 112, 72, 251, 4118, 262]",10,"['4091', '2949', '3432', '361', '4396', '112', '3225', '72', '2189', '251', '4118', '262', '2849', '3271', '2755', '3102', '2799', '983', '4270', '4894', '786', '205', '145', '1236', '98', '2380', '4716', '1708', '527', '1472']"
575,2499,"[4091, 2949, 3432, 361, 4396, 112, 3225, 72, 4118, 262]",10,"['4091', '2949', '3432', '361', '4396', '112', '3225', '72', '2189', '251', '4118', '262', '2849', '3271', '2755', '3102', '2799', '983', '4270', '4894', '786', '205', '145', '1236', '98', '2380', '4716', '1708', '527', '1472']"
576,840,"[4783, 647, 3939, 193, 3732, 3704, 125, 946, 2155, 2274]",10,"['4783', '647', '767', '3939', '193', '3732', '3704', '4918', '125', '946', '2155', '2274', '4245', '3900', '4475', '3198', '4533', '4683', '1720', '109', '2639', '98', '1020', '3018', '361', '2356', '4005', '2773', '645', '3078']"
576,2499,"[4783, 647, 3939, 193, 3732, 3704, 4918, 125, 2155, 2274]",10,"['4783', '647', '767', '3939', '193', '3732', '3704', '4918', '125', '946', '2155', '2274', '4245', '3900', '4475', '3198', '4533', '4683', '1720', '109', '2639', '98', '1020', '3018', '361', '2356', '4005', '2773', '645', '3078']"
576,5006,"[4783, 647, 767, 3939, 3704, 4918, 125, 946, 2155, 2274]",10,"['4783', '647', '767', '3939', '193', '3732', '3704', '4918', '125', '946', '2155', '2274', '4245', '3900', '4475', '3198', '4533', '4683', '1720', '109', '2639', '98', '1020', '3018', '361', '2356', '4005', '2773', '645', '3078']"
577,6270,"[786, 2194, 145, 2667, 132, 1595, 1457, 251, 4625, 3221]",10,"['786', '2848', '4738', '4831', '3335', '4642', '2194', '145', '3519', '186', '2667', '132', '1595', '2523', '1457', '251', '4625', '3424', '3221', '193', '708', '1674', '3510', '4270', '282', '343', '1398', '2296', '3068', '1683']"
577,840,"[786, 2848, 4738, 4642, 2194, 145, 2667, 132, 2523, 1457]",10,"['786', '2848', '4738', '4831', '3335', '4642', '2194', '145', '3519', '186', '2667', '132', '1595', '2523', '1457', '251', '4625', '3424', '3221', '193', '708', '1674', '3510', '4270', '282', '343', '1398', '2296', '3068', '1683']"
577,2499,"[786, 2848, 4738, 4831, 3335, 4642, 2194, 1595, 2523, 1457]",10,"['786', '2848', '4738', '4831', '3335', '4642', '2194', '145', '3519', '186', '2667', '132', '1595', '2523', '1457', '251', '4625', '3424', '3221', '193', '708', '1674', '3510', '4270', '282', '343', '1398', '2296', '3068', '1683']"
578,5006,"[4177, 357, 2756, 1646, 648, 2549, 2848, 2458, 986, 4665]",10,"['4177', '357', '2756', '1646', '648', '2549', '2848', '2458', '986', '3217', '4093', '115', '4665', '2949', '1711', '1758', '2342', '3048', '4245', '2912', '1854', '4445', '4270', '532', '1879', '4118', '4683', '4888', '3335', '1621']"
578,3203,"[4177, 357, 2756, 1646, 648, 2549, 2848, 2458, 986, 3217]",10,"['4177', '357', '2756', '1646', '648', '2549', '2848', '2458', '986', '3217', '4093', '115', '4665', '2949', '1711', '1758', '2342', '3048', '4245', '2912', '1854', '4445', '4270', '532', '1879', '4118', '4683', '4888', '3335', '1621']"
578,5319,"[4177, 357, 2756, 1646, 648, 2549, 2848, 986, 3217, 4093]",10,"['4177', '357', '2756', '1646', '648', '2549', '2848', '2458', '986', '3217', '4093', '115', '4665', '2949', '1711', '1758', '2342', '3048', '4245', '2912', '1854', '4445', '4270', '532', '1879', '4118', '4683', '4888', '3335', '1621']"
579,6270,"[361, 3820, 51, 2508, 470, 772, 3551, 85, 1922, 1332]",10,"['647', '4836', '4642', '361', '3820', '51', '2508', '470', '3732', '772', '3533', '240', '2280', '3551', '2848', '85', '3335', '1922', '505', '1522', '2778', '1332', '4446', '4683', '2988', '389', '3643', '4831', '3421', '2843']"
579,840,"[647, 4836, 4642, 361, 3820, 2508, 3732, 772, 3533, 240]",10,"['647', '4836', '4642', '361', '3820', '51', '2508', '470', '3732', '772', '3533', '240', '2280', '3551', '2848', '85', '3335', '1922', '505', '1522', '2778', '1332', '4446', '4683', '2988', '389', '3643', '4831', '3421', '2843']"
579,2499,"[647, 4836, 4642, 361, 3820, 51, 470, 3732, 772, 3533]",10,"['647', '4836', '4642', '361', '3820', '51', '2508', '470', '3732', '772', '3533', '240', '2280', '3551', '2848', '85', '3335', '1922', '505', '1522', '2778', '1332', '4446', '4683', '2988', '389', '3643', '4831', '3421', '2843']"
580,6270,"[484, 3102, 4245, 4270, 276, 361, 3459, 1355, 72, 4113]",10,"['193', '484', '3102', '4245', '4270', '4642', '276', '361', '3459', '1355', '72', '4113', '2873', '4256', '300', '3154', '322', '945', '2639', '4918', '4292', '2274', '1240', '2949', '3094', '203', '4098', '1230', '3425', '983']"
580,840,"[193, 484, 3102, 4245, 4270, 4642, 276, 361, 1355, 72]",10,"['193', '484', '3102', '4245', '4270', '4642', '276', '361', '3459', '1355', '72', '4113', '2873', '4256', '300', '3154', '322', '945', '2639', '4918', '4292', '2274', '1240', '2949', '3094', '203', '4098', '1230', '3425', '983']"
580,2499,"[193, 3102, 4245, 4270, 4642, 361, 1355, 72, 2873, 300]",10,"['193', '484', '3102', '4245', '4270', '4642', '276', '361', '3459', '1355', '72', '4113', '2873', '4256', '300', '3154', '322', '945', '2639', '4918', '4292', '2274', '1240', '2949', '3094', '203', '4098', '1230', '3425', '983']"
581,840,"[740, 4493, 4128, 109, 361, 3409, 989, 56, 4929, 116]",10,"['740', '4493', '4128', '109', '361', '3409', '989', '56', '4929', '116', '2436', '1085', '1246', '1120', '1581', '1475', '4665', '3942', '3580', '3928', '4303', '388', '2549', '4005', '4091', '2639', '2508', '3034', '2138', '2155']"
581,5010,"[740, 4493, 361, 3409, 989, 4929, 116, 2436, 1085, 1246]",10,"['740', '4493', '4128', '109', '361', '3409', '989', '56', '4929', '116', '2436', '1085', '1246', '1120', '1581', '1475', '4665', '3942', '3580', '3928', '4303', '388', '2549', '4005', '4091', '2639', '2508', '3034', '2138', '2155']"
581,5006,"[740, 4493, 4128, 109, 989, 56, 4929, 116, 1085, 1246]",10,"['740', '4493', '4128', '109', '361', '3409', '989', '56', '4929', '116', '2436', '1085', '1246', '1120', '1581', '1475', '4665', '3942', '3580', '3928', '4303', '388', '2549', '4005', '4091', '2639', '2508', '3034', '2138', '2155']"
582,6270,"[3432, 4573, 56, 3459, 3829, 4715, 2773, 2536, 4005, 4683]",10,"['3432', '4573', '56', '4960', '3459', '3829', '4715', '2773', '708', '2536', '2549', '4005', '4683', '209', '604', '145', '1605', '4493', '681', '4098', '2866', '361', '740', '205', '4738', '705', '3109', '2848', '3089', '397']"
582,840,"[3432, 56, 4960, 3829, 4715, 2773, 708, 2536, 2549, 4005]",10,"['3432', '4573', '56', '4960', '3459', '3829', '4715', '2773', '708', '2536', '2549', '4005', '4683', '209', '604', '145', '1605', '4493', '681', '4098', '2866', '361', '740', '205', '4738', '705', '3109', '2848', '3089', '397']"
582,2499,"[3432, 4573, 4960, 3829, 4715, 2773, 2536, 2549, 4005, 4683]",10,"['3432', '4573', '56', '4960', '3459', '3829', '4715', '2773', '708', '2536', '2549', '4005', '4683', '209', '604', '145', '1605', '4493', '681', '4098', '2866', '361', '740', '205', '4738', '705', '3109', '2848', '3089', '397']"
583,6270,"[1646, 4814, 361, 397, 3459, 3226, 4501, 1184, 3262, 4272]",10,"['1646', '4814', '193', '3676', '532', '361', '397', '2033', '3459', '3226', '186', '3942', '4501', '1184', '3262', '4656', '4661', '4272', '2359', '3497', '4971', '2004', '72', '1601', '324', '2931', '1472', '1636', '262', '802']"
583,840,"[4814, 193, 361, 3942, 4501, 1184, 3262, 4656, 4661, 2359]",10,"['1646', '4814', '193', '3676', '532', '361', '397', '2033', '3459', '3226', '186', '3942', '4501', '1184', '3262', '4656', '4661', '4272', '2359', '3497', '4971', '2004', '72', '1601', '324', '2931', '1472', '1636', '262', '802']"
