user,hist,target,item list
344,4106,"[247.59900000000002, 11.879999999999999, 53.46, 49.0, 13.86, 22.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
345,4091,"[490.644, 35.0, 72.0, 47.519999999999996, 94.05, 25.0, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
346,647,"[3514.4, 480.15, 328.68, 53.0, 144.54, 151.0, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
347,181,"[990.1980000000001, 68.0, 178.2, 66.0, 43.56, 41.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
348,4783,"[369.9, 23.759999999999998, 15.84, 36.0, 31.68, 26.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
349,983,"[935.0999999999999, 101.0, 40.589999999999996, 51.48, 62.0, 67.32, 19.0]","[276, 1118, 0, 4446, 1, 3823, 4783, 1906, 4177, 3300]"
350,145,"[654.3, 31.68, 234.0, 25.74, 52.47, 50.49, 29.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
351,648,"[777.546, 80.19, 26.0, 65.34, 69.0, 126.0, 13.0]","[3535, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
352,2377,"[819.0269999999999, 77.22, 200.97, 16.0, 58.41, 148.5, 21.0]","[4245, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
353,532,"[2962.8, 184.14, 905.85, 176.0, 91.0, 357.0, 141.0]","[3423, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
355,740,"[516.285, 15.0, 245.52, 18.0, 14.0, 18.0, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
356,740,"[774.2, 25.0, 232.65, 40.0, 28.0, 13.86, 46.53]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
357,4128,"[1578.8519999999999, 213.0, 51.0, 54.45, 108.0, 315.81, 9.0]","[3509, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
358,3050,"[397.4, 29.0, 40.589999999999996, 14.85, 14.85, 40.589999999999996, 15.84]","[3282, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
359,3823,"[3633.993, 502.0, 324.0, 72.0, 187.0, 183.15, 44.55]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
360,2274,"[557.964, 26.0, 145.53, 16.0, 43.56, 22.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
361,647,"[3590.631, 475.2, 318.78, 26.73, 159.39, 150.0, 57.42]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
362,4880,"[1424.1, 60.39, 120.78, 108.0, 133.0, 66.33, 73.0]","[1681, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
363,284,"[491.20000000000005, 44.55, 64.0, 43.56, 48.51, 53.46, 9.9]","[3060, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
365,2549,"[487.377, 20.79, 316.0, 135.0, 10.89, 9.9, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
367,465,"[231.36300000000003, 25.0, 17.82, 41.0, 6.93, 48.51, 5.9399999999999995]","[4659, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
369,4446,"[1062.8, 61.0, 196.02, 33.66, 189.0, 75.0, 23.759999999999998]","[1601, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
370,18,"[1228.194, 74.0, 413.82, 32.67, 38.0, 142.56, 61.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
371,4433,"[664.5, 33.66, 210.87, 146.0, 77.0, 17.82, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
372,4665,"[808.0999999999999, 45.54, 77.22, 2374.02, 54.0, 61.38, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
373,4783,"[790.4000000000001, 71.28, 14.0, 51.0, 108.0, 60.39, 10.0]","[1653, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
374,193,"[683.0, 73.0, 8.91, 48.0, 101.97, 66.33, 1.98]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
375,708,"[907.3, 90.0, 18.0, 21.78, 105.0, 165.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
376,4091,"[450.1, 28.0, 34.0, 74.25, 92.0, 17.0, 5.9399999999999995]","[2639, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
377,2949,"[472.2, 38.61, 94.05, 33.66, 56.0, 55.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
379,2342,"[394.0, 25.74, 51.48, 24.75, 35.0, 41.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
380,2207,"[697.0, 34.65, 249.48, 41.58, 26.73, 41.58, 37.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
381,647,"[3567.4, 485.0, 337.0, 29.7, 146.0, 154.0, 52.47]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
382,4091,"[543.7, 23.759999999999998, 43.0, 80.19, 110.0, 16.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
383,2280,"[415.0, 11.0, 150.48, 34.0, 14.0, 5.0, 26.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
384,2274,"[1017.4, 96.03, 196.0, 45.54, 55.44, 220.77, 23.0]","[2347, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
385,4929,"[3549.348, 494.01, 326.7, 51.0, 156.42, 179.19, 44.55]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
386,125,"[2199.186, 154.0, 1123.65, 32.0, 65.34, 93.0, 107.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
387,983,"[716.463, 98.0, 40.0, 35.64, 27.0, 90.09, 9.0]","[882, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
388,284,"[923.9, 116.0, 18.0, 35.64, 98.0, 85.0, 3.0]","[2784, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
389,647,"[3648.645, 491.0, 492.03, 26.0, 141.0, 170.0, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
390,989,"[287.1, 21.78, 69.0, 22.77, 18.0, 37.0, 9.0]","[4333, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
391,2549,"[686.4, 32.67, 330.0, 157.41, 22.77, 28.0, 41.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
392,2500,"[716.2, 92.0, 54.45, 59.0, 47.0, 42.57, 5.9399999999999995]","[134, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
394,2274,"[390.4, 11.0, 179.19, 0.99, 3.0, 21.78, 18.0]","[3314, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
395,1599,"[653.5, 56.43, 177.21, 35.0, 44.55, 85.14, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
396,1611,"[707.5, 79.0, 35.0, 66.33, 85.14, 121.0, 4.95]","[4342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
397,866,"[345.70000000000005, 13.0, 122.0, 117.0, 48.0, 4.95, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
398,1406,"[1014.4, 81.17999999999999, 5.9399999999999995, 35.0, 79.0, 154.44, 31.68]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
399,2949,"[4001.382, 267.3, 1596.87, 89.0, 92.0, 215.0, 199.0]","[2260, 1118, 0, 1, 3823, 4783, 740, 1906, 4091, 4177]"
400,3510,"[562.0, 21.0, 67.32, 17.0, 33.0, 14.85, 29.7]","[2342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
401,3424,"[1018.3, 53.0, 57.42, 50.49, 63.0, 35.0, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
402,2949,"[691.5999999999999, 64.35, 100.0, 20.0, 64.35, 114.84, 12.87]","[2694, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
403,4954,"[271.45799999999997, 12.0, 96.03, 7.92, 14.0, 18.81, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
404,4005,"[1027.5210000000002, 94.05, 21.78, 54.0, 126.0, 106.0, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
405,361,"[1091.277, 119.0, 25.0, 46.53, 83.16, 200.0, 19.8]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
406,2549,"[585.585, 18.0, 419.0, 135.0, 12.87, 4.0, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
407,2274,"[614.79, 37.0, 239.0, 12.87, 9.0, 14.85, 25.74]","[1048, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
408,4493,"[2657.358, 372.24, 11.879999999999999, 20.0, 118.8, 171.0, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
409,4270,"[756.6569999999999, 58.41, 27.72, 52.47, 113.85, 86.0, 13.86]","[123, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
410,767,"[850.0, 82.17, 83.0, 34.65, 106.0, 89.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
412,4091,"[672.507, 34.65, 123.75, 67.32, 142.0, 40.589999999999996, 12.87]","[323, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
413,4635,"[2078.4, 226.0, 13.86, 72.27, 314.82, 300.96, 5.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
414,4318,"[501.33599999999996, 32.67, 28.71, 81.0, 74.25, 50.49, 12.87]","[4305, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
415,4814,"[935.4000000000001, 74.25, 87.12, 59.0, 95.0, 77.22, 25.74]","[2251, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
416,2274,"[606.87, 43.56, 144.54, 16.83, 27.0, 57.42, 15.84]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
417,2549,"[653.5, 21.78, 349.0, 143.0, 19.8, 10.0, 42.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
418,2274,"[592.614, 24.0, 139.0, 10.89, 65.0, 22.0, 17.82]","[1451, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
419,648,"[964.9000000000001, 64.0, 19.8, 51.48, 119.78999999999999, 76.23, 27.0]","[4372, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
420,4091,"[501.9, 31.68, 24.75, 84.0, 113.85, 19.0, 2.9699999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
421,4270,"[448.6, 31.68, 107.0, 34.65, 66.0, 51.0, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
422,1984,"[1291.2, 95.03999999999999, 82.17, 85.0, 124.74, 113.0, 37.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
423,3459,"[416.29999999999995, 41.0, 5.9399999999999995, 24.75, 47.0, 78.0, 5.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
424,1984,"[882.189, 61.0, 161.0, 75.0, 42.0, 101.0, 34.65]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
425,647,"[3576.4739999999997, 495.99, 322.0, 41.0, 159.39, 172.26, 46.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
426,4091,"[853.6769999999999, 75.0, 34.0, 74.0, 116.82, 117.0, 13.0]","[437, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
427,4005,"[583.9019999999999, 27.72, 67.32, 29.0, 33.66, 45.54, 29.7]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
428,397,"[565.0, 44.0, 54.45, 61.0, 29.0, 74.0, 20.0]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
429,3064,"[288.28800000000007, 23.759999999999998, 19.0, 26.73, 12.0, 9.9, 9.9]","[2287, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
430,238,"[217.602, 26.0, 17.82, 12.0, 13.86, 27.72, 2.0]","[238, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
431,3510,"[773.0, 48.51, 63.0, 47.0, 94.0, 43.56, 23.0]","[4874, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
432,2377,"[870.9000000000001, 72.0, 214.0, 41.0, 48.0, 79.0, 28.0]","[3095, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
433,960,"[2442.3, 171.0, 1096.0, 48.0, 103.95, 108.9, 107.91]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
434,4642,"[1343.5, 106.0, 17.0, 34.0, 89.1, 187.10999999999999, 43.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
435,276,"[757.944, 50.0, 45.54, 53.46, 75.24, 44.0, 26.0]","[276, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
437,983,"[767.9429999999999, 103.0, 28.71, 62.37, 40.589999999999996, 94.0, 7.92]","[169, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
438,3942,"[570.141, 26.73, 101.97, 20.0, 39.0, 41.0, 28.0]","[112, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
439,2274,"[334.62, 5.0, 181.17, 0.0, 4.0, 2.0, 17.0]","[4043, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
440,2139,"[505.5, 30.69, 40.589999999999996, 15.0, 37.62, 13.86, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
441,866,"[553.41, 49.0, 44.0, 66.33, 66.33, 55.0, 9.9]","[209, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
442,2549,"[623.9, 39.6, 320.0, 146.0, 14.0, 48.51, 31.68]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
443,1205,"[749.9, 64.35, 31.68, 40.589999999999996, 54.0, 103.0, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
444,1113,"[1149.0, 77.22, 50.0, 27.72, 51.48, 124.0, 50.49]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
445,160,"[695.3, 85.0, 24.0, 50.49, 26.73, 69.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
446,125,"[3208.887, 253.0, 1225.0, 97.02, 199.98, 206.0, 120.0]","[617, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
447,1684,"[291.0, 25.0, 87.0, 11.879999999999999, 6.0, 29.7, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
448,125,"[2450.8, 165.33, 1250.37, 33.0, 69.3, 117.81, 118.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
449,2884,"[3178.692, 216.0, 795.0, 96.03, 135.0, 153.45, 140.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
450,2377,"[253.79999999999998, 20.79, 12.0, 16.0, 47.0, 33.0, 1.0]","[2989, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
451,3335,"[282.744, 39.0, 13.86, 13.0, 11.879999999999999, 55.0, 1.98]","[1482, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
452,983,"[1598.553, 78.21, 796.95, 27.0, 37.62, 46.53, 91.08]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 812]"
453,4783,"[352.70000000000005, 13.0, 14.85, 33.66, 24.75, 6.93, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 1906, 3300, 812, 2733]"
454,647,"[4075.4, 545.49, 374.21999999999997, 52.0, 224.0, 250.0, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
455,4783,"[382.833, 19.8, 28.71, 40.589999999999996, 39.0, 26.73, 13.86]","[812, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
456,112,"[551.826, 23.759999999999998, 83.16, 29.7, 22.0, 39.6, 29.7]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
457,1711,"[560.439, 29.0, 75.24, 38.0, 56.0, 21.0, 22.0]","[3510, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
458,2274,"[493.515, 22.77, 231.66, 5.9399999999999995, 6.0, 40.0, 21.0]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
459,2274,"[321.9, 7.92, 151.0, 3.96, 3.96, 3.96, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
460,647,"[3554.4, 472.23, 454.40999999999997, 24.0, 138.6, 146.52, 56.43]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
461,4940,"[1108.503, 119.0, 8.0, 75.24, 136.62, 162.35999999999999, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
462,165,"[660.2310000000001, 48.0, 52.0, 39.0, 56.0, 49.5, 22.0]","[205, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
463,4091,"[458.9, 24.75, 43.56, 55.0, 89.1, 17.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
464,3774,"[486.29999999999995, 43.0, 98.01, 42.57, 38.61, 44.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
465,2860,"[636.867, 45.0, 196.0, 27.0, 20.79, 23.759999999999998, 28.71]","[2445, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
466,647,"[3666.1, 511.0, 330.0, 32.0, 162.35999999999999, 184.14, 44.55]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
467,4394,"[502.3, 43.0, 28.0, 20.79, 27.72, 25.0, 13.86]","[4926, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
468,4932,"[200.178, 26.0, 12.0, 0.0, 3.96, 12.0, 4.0]","[4932, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
470,85,"[636.6, 44.55, 307.0, 15.84, 12.87, 84.0, 29.0]","[2530, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
471,196,"[1448.6, 104.94, 136.62, 119.0, 154.44, 182.16, 41.58]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
472,708,"[3531.726, 485.0, 337.0, 29.7, 144.54, 152.46, 53.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
473,6,"[175.1, 4.95, 81.17999999999999, 19.0, 7.0, 3.0, 11.0]","[4843, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
474,2951,"[657.8, 39.0, 96.03, 22.0, 23.759999999999998, 36.0, 27.72]","[4406, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
476,1646,"[779.625, 63.36, 185.13, 21.78, 46.53, 91.08, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
477,4396,"[588.357, 45.0, 10.0, 57.0, 61.0, 73.0, 16.0]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
479,740,"[686.268, 22.0, 223.74, 46.53, 30.0, 28.0, 40.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
480,3322,"[1504.5029999999997, 133.65, 62.0, 84.0, 256.41, 134.64, 13.86]","[3524, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
481,3431,"[489.8, 52.47, 155.0, 8.91, 10.0, 106.92, 14.0]","[3182, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
482,2220,"[3117.6, 110.0, 104.0, 118.0, 191.07, 87.0, 172.0]","[14, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
483,4446,"[699.435, 37.62, 102.96, 75.0, 39.6, 61.0, 31.68]","[1984, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
484,2872,"[712.7, 57.42, 63.0, 16.0, 89.1, 51.48, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177, 3300]"
485,648,"[1068.3, 107.0, 13.0, 26.0, 86.13, 178.0, 20.79]","[1332, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
486,740,"[2095.6, 278.19, 227.0, 63.0, 40.589999999999996, 146.52, 32.67]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
487,647,"[3632.3, 489.06, 381.0, 33.66, 143.0, 181.17, 54.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
488,107,"[756.2, 69.3, 66.33, 22.77, 80.0, 130.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
489,1611,"[481.437, 45.54, 7.0, 58.0, 41.58, 52.0, 8.91]","[1926, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
491,125,"[2564.694, 184.0, 1144.44, 37.62, 71.28, 119.0, 120.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
492,361,"[522.8190000000001, 57.42, 70.0, 20.79, 33.66, 78.21, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
493,2274,"[260.964, 3.0, 137.60999999999999, 1.98, 4.0, 6.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
494,647,"[3565.7, 488.0, 366.3, 31.68, 144.0, 151.0, 52.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
495,4642,"[1053.6, 111.87, 13.86, 39.6, 81.17999999999999, 192.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
496,983,"[888.723, 93.06, 38.0, 51.48, 40.0, 54.45, 24.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
497,193,"[780.5160000000001, 71.28, 83.16, 111.0, 113.85, 65.34, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
498,262,"[866.25, 91.0, 30.69, 37.62, 71.28, 118.8, 14.85]","[1205, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
499,4194,"[1209.483, 58.41, 57.0, 101.0, 134.0, 77.0, 47.519999999999996]","[3510, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
500,2949,"[376.2, 26.73, 131.0, 8.0, 9.9, 41.58, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
501,1984,"[770.22, 59.4, 69.3, 72.0, 41.58, 104.94, 26.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
502,1128,"[745.965, 63.36, 99.0, 16.83, 21.0, 27.0, 28.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
503,4918,"[658.449, 39.6, 13.0, 43.0, 107.91, 67.32, 16.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
504,4783,"[792.8910000000001, 70.29, 18.81, 51.48, 110.0, 66.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
505,203,"[407.20000000000005, 14.85, 176.22, 7.92, 17.82, 15.84, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
506,4783,"[1083.654, 55.44, 63.0, 85.14, 90.0, 46.53, 45.0]","[4945, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
507,4245,"[932.778, 76.0, 215.0, 32.0, 69.3, 143.55, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
508,3823,"[444.60900000000004, 33.0, 21.0, 54.0, 57.0, 42.57, 10.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 3300]"
509,2949,"[636.5, 61.0, 99.99, 17.82, 27.72, 62.0, 17.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
510,4106,"[497.178, 17.82, 344.0, 133.65, 11.0, 3.96, 32.67]","[2549, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
511,4642,"[1057.4, 97.0, 11.879999999999999, 47.0, 66.0, 189.09, 30.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
512,648,"[585.09, 56.0, 52.47, 20.0, 50.0, 73.26, 11.0]","[4782, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
513,4642,"[1515.9, 165.33, 141.0, 39.0, 86.13, 183.15, 33.66]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
514,4091,"[558.4590000000001, 35.0, 54.0, 69.3, 95.03999999999999, 37.62, 14.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
515,1357,"[444.80699999999996, 8.91, 240.0, 4.95, 11.879999999999999, 15.84, 23.0]","[1118, 0, 4446, 1, 3823, 740, 1906, 4091, 4177, 3300]"
516,1751,"[741.0, 28.0, 293.04, 96.0, 72.27, 13.86, 34.65]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
517,4252,"[294.921, 20.79, 12.87, 56.0, 44.55, 15.84, 4.95]","[1157, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
518,361,"[841.3019999999999, 99.0, 170.28, 18.81, 41.58, 165.0, 14.85]","[1790, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
519,4482,"[845.7, 94.05, 17.0, 38.61, 56.43, 154.0, 9.9]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
520,647,"[3833.973, 523.0, 432.0, 33.66, 164.0, 240.0, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
521,983,"[1292.346, 137.0, 40.0, 60.0, 119.0, 128.0, 21.78]","[4445, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
522,4738,"[495.89099999999996, 23.759999999999998, 58.0, 24.0, 18.0, 9.0, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
523,361,"[532.9, 59.0, 52.0, 52.0, 41.58, 71.0, 8.0]","[569, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
